restaurant;address1;address2
Life Cafe;343 E 10th St;At Ave B
LifeThyme Natural Market;410 6th Ave;Btwn 8th & 9th St
Lil' Frankie's;19 1st Ave;Btwn 1st & 2nd St
Lili's;102 N End Ave;At Vesey St
Lili's;57200 W 57th St;At 7th Ave
Lili's;1500 3rd Ave;Btwn 84th & 85th St
Lili's 57;200 W 57th St;
Lili's150;0 3rd Ave;
Lilly O'Brien's;67 Murray St;Btwn W Broadway & Greenwich St
Lily's;31 Oliver St;Btwn Henry & Madison St
Lily's Restaurant;501 Lexington Ave;Btwn 47th & 48th St
Lima's Taste;122 Christopher St;At Bedford St
Lime Jungle;803 9th Ave;Btwn 53rd & 54th St
Lime Leaf Grill;157 E 33rd St;Btwn Lex & 3rd Ave
Limerick House;69 W 23rd St;Btwn 5th & 6th Ave
Limon;238 E 24th St;Btwn 2nd & 3rd Ave
Limon238 E;24th St;
Lin's Chinese Restaurant;32 E 23rd St;Btwn Madison & Park Ave
Lin's Flavor House;3783 Broadway;At 157th St
Lincoln Park;867 9th Ave;Btwn 56th & 57th St
Lindy's;825 7th Ave;Btwn 53rd & 54th St
Lindy's82;5 7th Ave;
Lion's Head Tavern;995 Amsterdam Ave;Btwn 108th & 109th
Lips;2 Bank St;At Greenwich Ave
Liquiteria;170 2nd Ave;At 11th St
Lisa's;76 Fulton St;At Gold St
Lisca;660 Amsterdam Ave;At 92nd St
Lite Bites;111 E 55th St;Btwn Park & Lexington Ave
Lite Delight;532 Columbus Ave;Btwn 85th & 86th St
Lite Delights;51 E Houston St;Btwn Mott & Mulberry St
Lite Delights;456 3rd Ave;Btwn 31st & 32nd St
Little Atlas;6 W 4th St;Btwn Bway & Mercer St
Little Basil;153 E 26th St;Btwn 3rd Ave & Lexington
Little Giant;85 Orchard St;At Broome St
Little Havana;30 Cornelia St;Btwn Bleecker & W 4th St
Little Italy Pizza;1 E 43rd St;At Vanderbilt Ave
Little Italy Pizza;55 W 45th St;At 6th Ave
Little Italy Pizza;333 5th Ave;At 33rd St
Little Italy Pizza;11 Park Pl;Btwn Broadway & Church St
Little Lad's Basket;120 Broadway;At Cedar St
Little Lili's;2058 Lexington Ave;Btwn 124th & 125th St
Little Pie Company;424 W 43rd St;Btwn 9th & 10th Ave
Little Pie Company;Grand Central Terminal;Lower Level Dining Concourse
Little Pie Company;1Grand Central Terminal 1 Lower Level Dining Concourse;
Little Pie Company;0Grand Central Terminal;Lower Level Dining Concourse
Little Pie Company;0grand central terminal;
Little Poland Restaurant;200 2nd Ave;Btwn 12th & 13th St
Little Slice of Italy;1163 2nd Ave;
Little Thai Kitchen;231 E 53rd St;Btwn 2nd & 3rd Ave
Little Veselka;75 E 1st St;At Houston St
Little Vincent's Pizza Restaurant;1399 2nd Ave;At 73rd St
Live Bait;14 E 23rd St;Btwn Madison Ave & Bway
Living Earth;0(fka Vitality Health Food)1412 1st Ave;Btwn 74th & 75th S
Living Earth;1(fka Vitality Health Food)1412 1st Ave 1 Btwn 74th & 75th S;
Lobby Lounge;80 Columbus Circle;At 60th St
Local West;1 Penn Plaza;At 33rd St & 8th Ave
Lola Restaurant;15 Watts St;At Thompson St
Lola Restaurant (CLOSED);15 Watts St;
Lolita's;57 Lenox Ave;At 113th St
Lombardi's;32 Spring St;At Mott St
Lomito;300 Spring St;Btwn Hudson & Remwick St
Lomito (CLOSED);300 Spring St;Btwn Hudson & Remwick St
Londel's;2620 8th Ave;Btwn 139th & 140th St
Longwood Gourmet;500 Lexington Ave;Corner of 48th St
Loreley;7 Rivington St;Btwn Bowery & Chrystie St
Lorenzo & Maria Kitchen;1418 3rd Ave;
Los Dados;73 Gansevoort St;At Washington St
Los Dos Molinos;119 E 18th St;Btwn Irving Pl & Park Ave
Lou G Siegel;240 W 14th St;Btwn 7th & 8th Ave
Lou's Cafe;1301 6th Ave;At 53rd St
Lounge;62 Thomas St;
Lounge Roger Williams;131 Madison Ave;At 31st St
Lovely Day;196 Elizabeth St;Btwn Prince & Spring St
Lowe's Eatery;101 W 136th St;At Lenox Ave
Lowe's Eatery;164 W 116th St;Btwn Adam Clayton Blvd & Lenox Ave
Luca Bar;119 Saint Marks Pl;Btwn 1st Ave & Ave A
Luca Lounge;220 Avenue B;Btwn 13th & 14th St
Luciano's;18 W 56th St;Btwn 5th & 6th Ave
Lucien;14 1st Ave;Btwn 1st & 2nd St
Lucien14;1st Ave;
Lucille's Grill;237 W 42nd St;Btwn 7th & 8th Ave
Luck Star;2200 Amsterdam Ave;Btwn 169th & 170th
Lucky Cheng's;24 1st Ave;Btwn Houston & 2nd St
Lucky Chicken;377 1st Ave;At 22nd St
Lucky Joy;2657 8th Ave;At 142nd St
Lucky Star Cafe;250 W 43rd St;Btwn 7th & 8th Ave
Lucky Strike;59 Grand St;Btwn W Bway & Wooster St
Lucky Sunday;858 8th Ave;Btwn W 51st & W 52nd St
Lucky Zhang's Family;94 E Broadway;Btwn Allen & Forsyth St
Luckys Famous;370 W 52nd St;Btwn 8th & 9th Ave
Lucy;35 E 18th St;Btwn Bway & Park Ave S
Lucy35 E;18th St;
Lugo Caffe;1 Penn Plaza;Btwn 7th & 8th Ave
Luigi's;1701 1st Ave;At 88th St
Luigi's;936 8th Ave;Btwn 55th & 56th St
Luigi's Restaurant;304 8th Ave;Btwn 25th & 26th St
Luigi's17;01 1st Ave;
Luigi's93;6 8th Ave;
Luke's Bar & Grill;1394 3rd Ave;Btwn 79th & 80th St
Lula's;516 E 6th St;Btwn Ave A & Ave B
Lula's516 E;6th St;
Lulu';235 Mulberry St;At Spring St
Lumi;963 Lexington Ave;At 70th St
Luna Piena;243 E 53rd St;Btwn 2nd & 3rd Ave
Lunasa;126 1st Ave;Btwn 7th St & St Marks Pl
Lunasa126;1st Ave;
Lunch Box;886 9th Ave;Btwn 57th & 58th St
Lunch Box Buffet;257 W 34th St;Btwn 7th & 8th Ave
Lunchbox;234 E 23rd St;Btwn 2nd & 3rd Ave
Lunetta;920 Broadway;At 21st St
Lunetta (CLOSED);920 Broadway;
Lupa;170 Thompson St;Btwn Houston & Bleecker St
Lupe's;110 6th Ave;At Watts St
Lupe's110;6th Ave;
Lure Fishbar;142 Mercer St;At Prince St
Lusardi's;1494 2nd Ave;At 78th St
Luscious Thai;1099 1st Ave;Btwn 60th & 61st St
Lusso;331 W Broadway;
Luxe Restaurant & Bar;235 W 35th St;Btwn 7th & 8th Ave
Luxee;6 Clinton St;At E Houston St
Luzia's;429 Amsterdam Ave;Btwn 80th & 81st St
Luzia's42;9 Amsterdam Ave;
Luzzo's;211 1st Ave;Btwn 12th & 13th St
Luzzo's21;1 1st Ave;
Lyla's Cafe Creperie;1270 Amsterdam Ave;
Lyric Diner;283 3rd Ave;At 22nd St
M;1-552 Walker St;Btwn Chruch St & Bway
M;2M - Morning To Midnight2935 Broadway;Btwn 114th & 115th S
M & M Market Deli;529 Broome St;At 6th Ave
M Lounge;62 Thomas St;Btwn W Broadway & Church St
M Star Cafe;19 Division St;Btwn Catherine & Market St
M. T. Carmel Pizza;345 E 115th St;Btwn 1st & 2nd Ave
M.J. Armstrong's;329 1st Ave;At 19th St
MEE Noodle Shop;795 9th Ave;At 53rd St
Ma Cuisine;1701 Amsterdam Ave;Btwn 144th & 145st St
MaMa Buddha & Empire Szechuan;1Greenwich15 Greenwich Ave 1 Btwn 10th St & 6th Ave;
MaMa Buddha & Empire Szechuan;0Greenwich15 Greenwich Ave;Btwn 10th St & 6th Ave
Macao Trading Co.;311 Church St;Btwn Walker & Lispenard St
Macaron Cafe;161 W 36th St;Btwn 7th Ave & Broadway
Macchiato Espresso Bar;141 E 44th St;Btwn Lexington & 3rd Ave
Macelleria;48 Gansevoort St;Btwn Greenwich & Washington St
Macondo;157 E Houston St;Btwn Allen & Eldridge St
Macondo15;7 E Houston St;
Mad;4645 E 45th St;At Madison Ave & 46th St
Mad Dog & Beans;83 Pearl St;Btwn Hanover Sq & Coenties Slip
Mad River;1442 3rd Ave;At 82nd St
Mad4645 E;45th St;
Madaleine Mae;461 Columbus Ave;At 82nd St
Madaleine Mae (CLOSED);461 Columbus Ave;At 82nd St
Madangsui;35 W 35th St;Btwn 5th & 6th Ave
Madeleine Patisserie;128 W 23rd St;Btwn 6th & 7th Ave
Madeline's Cafe;141 E 56th St;At Lexington Ave
Madison & Vine;299 Madison Ave;At 41st St
Madison Bistro;238 Madison Ave;Btwn 37th & 38th St
Madison Restaurant;965 1st Ave;At 53rd St
Madras Mahal;104 Lexington Ave;Btwn 27th & 28th St
Madrit's Pronto Pizza;55 W 55th St;Btwn 5th & 6th Ave
Mae Mae Cafe;68 Vandam St;
Maffei Pizza;688 6th Ave;At 22nd St
Maggie's Cajun Grill;12 John St;Btwn Bway & Nassau St
Maggie's Place;21 E 47th St;At Madison Ave
Magnolia Bakery;401 Bleecker St;At 11th St
Magnolia Bakery;200 Columbus Ave;At 69th St
Magnolia Bakery;1240 6th Ave;At 49th St
Maharaja;133 E 45th St;Btwn Lexington & 3rd Ave
Mai House;186 Franklin St;Btwn Greenwich & Hudson St
Maiden Heaven;9 Maiden Ln;Btwn Bway & Nassau St
Main Noodle House;1011 6th Ave;At W 38th St
Maison;1700 Broadway;At 53rd St & 7th Ave
Maison170;0 Broadway;
Majestic Delicatessen;200 W 50th St;At 7th Ave
Majestic Pizza;8 Cortlandt St;Btwn Church St & Bway
Make My Cake;121 St Nicholas Ave;At 116th St
Make My Cake;2380 7th Ave;At 139th St
Malaga;406 E 73rd St;Btwn 1st & York Ave
Malaga406 E;73rd St;
Malatesta Trattoria;649 Washington St;At Christopher St
Malaysia Grill;224 W 104th St;Btwn Broadway & Amsterdam Ave
Malecon No.;14141 Broadway;At 175th St
Malecon No.;2764 Amsterdam Ave;Btwn 97th & 98th St
Malibu Diner;163 W 23rd St;Btwn 6th & 7th Ave
Malika;210 E 43rd St;Btwn 2nd & 3rd Ave
Malika210 E;43rd St;
Maloney & Porcelli;37 E 50th St;Btwn Madison & Park Ave
Mama Cafe;46 Mulberry St;Btwn Mosco & Bayard St
Mama Mexico;2672 Broadway;At 102nd St
Mama Mexico;214 E 49th St;At 3rd Ave
Mama Tina's;2649 8th Ave;Btwn 141st & 142nd St
Mama's Food Shop;200 E 3rd St;Btwn Ave A & Ave B
MamaSushi;237 Dyckman St;Btwn Broadway & Riverside Dr
Mamajuana Cafe;247 Dyckman St;Btwn Payson & Seaman Ave
Mamani;151 Avenue A;Btwn 9th & 10th St
Mambi;4181 Broadway Ave;At 177th St
Mambo Italiano Xpress;944 1st Ave;At 52nd St
Mamoun's Falafel;119 MacDougal St;Btwn Bleecker & W 3rd St
Mamoun's Falafel;22 Saint Marks Pl;Btwn 2nd & 3rd Ave
Mana;646 Amsterdam Ave;Btwn 91st & 92nd St
Manana;27 E 61st St;Btwn Madison & Park Ave
Manana27 E;61st St;
Manatus;340 Bleecker St;Btwn 10th St & Christopher St
Manatus34;0 Bleecker St;
Manchester Pub;920 2nd Ave;Btwn 48th & 49th St
Mancora;99 1st Ave;At 6th St
Mancora99;1st Ave;
Mandarin Court;61 Mott St;Btwn Bayard & Canal St
Mandoo Bar;2 W 32nd St;Btwn Bway & 5th Ave
Manganaro's HeroBoy;494 9th Ave;Btwn 37th & 38th St
Manganaros Italian Groceria & Trattoria;488 9th Ave 1 Btwn 37th & 38th St;
Manganaros Italian Groceria & Trattoria;488 9th Ave;Btwn 37th & 38th St
Mangez Avec Moi;71 W Broadway;Btwn Murray & Warren St
Mangez Express;71-73 W Broadway;Btwn Murray & Warren St
Mangia;22 W 23rd St;Btwn 5th & 6th Ave
Mangia;40 Wall St;Btwn William & Nassau St
Mangia;16 E 48th St;Btwn 5th & Madison Ave
Mangia;50 W 57th St;Btwn 5th & 6th Ave
Mangia (CLOSED);40 Wall St;
Mangia E Bevi;800 9th Ave;At 53rd St
Mangia16 E;48th St;
Mangia22 W;23rd St;
Mangia50 W;57th St;
Mangiami;9 Stanton St;Btwn Bowery & Christie St
Manhattan Bistro;129 Spring St;Btwn Wooster & Greene St
Manhattan Brick Oven & Grill;300 E 72nd St;At 2nd Ave
Manhattan Brick Oven & Grill;1159 3rd Ave;Btwn 67th & 68th St
Manhattan Center Market;514 3rd Ave;Btwn 34th & 35th St
Manhattan Chili Co.;Grand Central Terminal;At 42nd St
Manhattan Chili Co.;0Grand Central Terminal;At 42nd St
Manhattan Chili Co.;0grand central terminal;
Manhattan Chili Co.;1Grand Central Terminal 1 At 42nd St;
Manhattan Diner;2180 Broadway;At 77th St
Manhattan Espresso Cafe;146 E 49th St;Btwn Lexington & 3rd Ave
Manhattan Sky;109 E 42nd St;At Park Ave
Manhattan Wraps;360 W 42nd St;Btwn 8th & 9th Ave
Manna's;51 E 125th St;At Madison Ave
Manna's;486 Lenox Ave;Btwn 134th & 135th St
Manna's;2331 Frederick Douglass Blvd;Btwn 125th & 126th St
Manna's (CLOSED);2331 Frederick Douglass Blvd;
Manna's23;31 Frederick Douglass Blvd;
Manna's48;6 Lenox Ave;
Manna's51 E;125th St;
Mannahatta;310 Bowery;At Bleecker St
Mansion Restaurant;1634 York Ave;At 86th St
Mantra;986986 2nd Ave;Btwn 52nd & 53rd St
Mantra 98;6986 2nd Ave;
Maoz Vegetarian;2047 A Broadway;Btwn 70th & 71st St
Maoz Vegetarian;59 E 8th St;Btwn Broadway & University Pl
Maoz Vegetarian;38 Union Sq E;Btwn 16th & 17th St
Maple;1367 1st Ave;Btwn 73rd & 74th St
Maple1367;1st Ave;
Mara's Homemade;342 E 6th St;Btwn 1st & 2nd Ave
Maracas;33 Greenwich Ave;Btwn 6th & 7th Ave
Marc Forgione;134 Reade St;
Marche Madison;931 Madison Ave;At 74th St
Marche Madison;36 E 58th St;At Madison Ave
Marchi's;251 E 31st St;Btwn 2nd & 3rd Ave
Marco Polo Fusion Cafe;102 Saint Marks Pl;Btwn 1st Ave & Ave A
Marco Polo Noodle Shop;94 Baxter St;Btwn White & Walker St
Mardigras Pizza;3-7 Maiden Lane;Btwn Nassau & Willian St
Mare;198 8th Ave;At 20th St
Marfa;101 E 2nd St;
Marfa101 E;2nd St;
Margarita Murphy's;591 3rd Ave;Btwn 38th & 39th St
Margie's Red Rose Diner;275 W 144th St;Btwn 7th Ave & Frederick Douglass Blvd
Margon;136 W 46th St;Btwn 6th & 7th Ave
Margon136 W;46th St;
Margot Restaurant;3822 Broadway;At 159th St
Maria Pia;319 W 51st St;Btwn 8th & 9th Ave
Mariachi;235 E 53rd St;Btwn 2nd & 3rd Ave
Mariella Pizza;965 Lexington Ave;Btwn 70th & 71st St
Mariella Pizza;960 8th Ave;Btwn 56th & 57th St
Mariella Pizza;151 E 60th St;Btwn 3rd & Lexington Ave
Mariella Pizza;180 3rd Ave;At 16th St
Marinella;49 Carmine St;Btwn Bedford & Bleecker St
Mario's Trattoria;493 9th Ave;Btwn 37th & 38th St
Marisco Centro;1490 St. Nicholas Ave;Btwn 184th & 185th St
MarkJoseph Steakhouse;261 Water St;Btwn Peck Slip & Dover St
Market Cafe;496 9th Ave;Btwn 37th & 38th St
Market Cafe & Brick Oven Pizza;425 Lexington Ave;Btwn 43rd & 44th St
Market Place Cafe;394 6th Ave;Btwn 8th St & Waverly Pl
Market Table;54 Carmine St;At Bedford St
Markt;676 6th Ave;At 21st St
Markt676;6th Ave;
Maroons;244 W 16th St;Btwn 7th & 8th Ave
Maroons (CLOSED);244 W 16th St;
Marrakesh;235 E 53rd St;Btwn 2nd & 3rd Ave
Mars;21121633 Broadway;At 51st St
Mars 2112;1633 Broadway;
Marseille;630 9th Ave;At 44th St
Martine's;400 E 82nd St;At 1st Ave
Maru;11 W 32nd St;Btwn Bway & 5th Ave
Maru Maru;609 2nd Ave;Btwn 33rd & 34th St
Maru11 W;32nd St;
Marumi;546 Laguardia Place;Btwn Bleecker & W 3rd St
Maruzzella Ristorante;1483 1st Ave;Btwn 77th & 78th Sts
Mary Ann's;107 W Broadway;At Reade St
Mary Ann's;86 2nd Ave;At 5th St
Mary Ann's;116 8th Ave;Btwn 15th & 16th St
Mary's Fish Camp;64 Charles St;At W 4th St
Mas;0(farmhouse)39 Downing St;
Mas (farmhouse);39 Downing St;At Bedford St
Masa;10 Columbus Circle;At 60th St
Masa's;0grand central terminal;
Masa's;0Grand Central Terminal;
Masa'sGrand Central Terminal;42nd St;
Masa'sGrand Central Terminal;At;42nd St
Masamoto;88 W 3rd St;Btwn Sullivan & Thompson St
Mason Dixon;133 Essex St;Btwn Stanton & Rivington St
Massawa;1239 Amsterdam Ave;At 121st St
Massawa12;39 Amsterdam Ave;
Massimo Al Ponte Vecchio;206 Thompson St;Btwn Bleecker & W 3rd St
Master Yap;155 E 52nd St;Btwn Lexington & 3rd Ave
Match;65 0(fka Paris Match)29 E 65th St;
Match;65 (fka Paris Match)29 E 65th St;At Madison Ave
Matilda;647 E 11th St;Btwn Ave B & Ave C
Matilda64;7 E 11th St;
Matsu;411 E 70th St;Btwn York & 1st Ave
Matsu;483 Columbus Ave;Btwn 83rd & 84th St
Matsu Sushi;937 1st Ave;
Matsu Sushi (fka Sounkyo);937 1st Ave;
Matsu411 E;70th St;
Matsugen;241 Church St;Btwn Worth & Leonard St
Matsuri;369 W 16th St;At 9th Ave
Matsuri36;9 W 16th St;
Matsuya Sushi;1467 York Ave;At 78th St
Matt's Grill;932 8th Ave;Btwn 55th & 56th St
Maui Tacos;330 5th Ave;Btwn 32nd & 33rd St
Max;181 Duane St;Btwn Greenwich & Hudson St
Max;51 Avenue B;Btwn 3rd & 4th St
Max Brenner;141 2nd Ave;At 9th St
Max Brenner;841 Broadway;Btwn 13th & 14th St
Max Caffe;1262 Amsterdam Ave;Btwn 122nd & 123rd St
Max Soha;1262 Amsterdam Ave;At 123rd St
MaxDelivery;51 White St;Btwn Church St & Broadway
Maxie's Bar & Grill;233 Park Ave S;At 19th St
Maxie's Delicatessen;723 7th Ave;At 48th St
Maya;1191 1st Ave;Btwn 64th & 65th St
Maya's Lounge & Indian Restaurant;14 E 33rd St;Btwn Madison & 5th Ave
Maya1191;1st Ave;
Maz Mezcal;316 E 86th St;Btwn 1st & 2nd Ave
Maze;151 W 54th St;Btwn 6th & 7th Ave
Maze151 W;54th St;
McAleer's Pub;425 Amsterdam Ave;Btwn 80th & 81st St
McAnn's on First;948 1st Ave;At 52nd St
McCormack's Pub;365 3rd Ave;Btwn 26th & 27th St
McCormick & Schmick's;1285 6th Ave;At 52nd St
McFadden's;800 2nd Ave;At 42nd St
McGarry's;417 9th Ave;Btwn 33rd & 34th St
McGee's;240 W 55th St;Btwn Broadway & 8th Ave
McGee's24;0 W 55th St;
McKenna's Pub;250 W 14th St;Btwn 7th & 8th Ave
McKeown's;1303 3rd Ave;Btwn 74th & 75th St
McNulty's Tea & Coffee Company;109 Christopher St;Btwn Bleecker & Hudson St
McQuaids Public House;589 11th Ave;At 44th St
MeKong;18 King St;At 6th Ave
Meade's;22 Peck Slip;At Water St
Medina;2333 1st Ave;Btwn 119th & 120th St
Medina233;3 1st Ave;
Mediterraneo;1260 2nd Ave;At 66th St
Mee Noodle Shop & Grill;922 2nd Ave;At 49th St
Mee Noodle Shop & Grill;547 2nd Ave;Btwn 30th & 31st St
Mee Sun Cafe;26 Pell St;At Doyers St
Mega Deli Food Center;266 W 135th St;Btwn Frederick Douglass & 7th Ave
Megu;62 Thomas St;Btwn W Broadway & Church St
Megu Midtown;845 UN Plaza;At 47th St
Mei Li Wah;64 Bayard St;Btwn Mott & Elizabeth St
Mei Zhong Wei;57 Pitt St;Btwn Delancey & Rivington St
Melange Food Fair;1277 1st Ave;Btwn 68th & 69th St
Melba's;300 W 114th St;At Frederick Douglas Blvd
Melba's30;0 W 114th St;
Men Kui Tei;60 W 56th St;Btwn 5th & 6th Ave
Men Kui Tei;63 Cooper Sq;Btwn 7th St & Astor Pl
Menchanko Tei;131 E 45th St;Btwn 3rd & Lexington Ave
Menchanko Tei;43 W 55th St;Btwn 5th & 6th Ave
Mendy's;115 E 57th St;Btwn Park & Lexington Ave
Mendy's;109 E 42nd St;Btwn Park & Lexington Ave
Mendy's;61 E 34th St;At Park Ave
Mendy's;30 Rockefeller Plaza;At W 49th St
Mendy's10;9 E 42nd St;
Mendy's11;5 E 57th St;
Mendy's61 E;34th St;
Mercadito;179 Avenue B;Btwn 11th & 12th St
Mercadito Cantina;172 Avenue B;Btwn 10th & 11th St
Mercadito Grove;100 7th Ave S;At Grove St
Mercado's;1759 Lexington Ave;At 109th St
Mercantile Grill;126 Pearl St;At Hanover St
Mercat;45 Bond St;Btwn Lafayette & Bowery St
Mercer Kitchen;99 Prince St;At Mercer St
Merchants NY;112 7th Ave;Btwn 16th & 17th St
Merchants NY;1125 1st Ave;Btwn 61st & 62nd St
Merchants NY Cafe;90 Washington St;At Rector St
Mercury Bar;659 9th Ave;Btwn 45th & 46th St
Mercury Bar;493 3rd Ave;Btwn 33rd St & 34th St
Meridiana;2756 Broadway;Btwn 105th & 106th St
Merkato;5555 Gansevoort St;Btwn Greenwich & Washington St
Merrion Square;1840 2nd Ave;At 95th St
Mesa Grill;102 5th Ave;Btwn 15th & 16th St
Meskel;199 E 3rd St;Btwn Ave A & B
Meskel199 E;3rd St;
Meskerem;468 W 47th St;Btwn 9th & 10th Ave
Meskerem;124 Macdougal St;Btwn W 3rd St & Minetta Ln
Meson Sevilla;344 W 46th St;Btwn 8th & 9th Ave
Metisse;239 W 105th St;Btwn Bway & Amsterdam Ave
Metisse23;9 W 105th St;
Metrazur;0grand central terminal;
Metrazur;0Grand Central Terminal;At 42nd St & Park Ave
MetrazurGrand Central Terminal;1 At 42nd St & Park Ave;
Metro;53307 E 53rd St;Btwn 1st & 2nd Ave
Metro 533;07 E 53rd St;
Metro Deli & Cafe;141 W 41st St;Btwn 6th Ave & Bway
Metro Diner;2641 Broadway;At 100th St
Metro Grill;45 W 35th St;Btwn 5th & 6th Ave
Metro Marche;625 8th Ave;At 41st St
Metro Market;1919 W 45th St;Btwn 5th & 6th Ave
Metro's;2131 Amsterdam Ave;At 166th St
Metro's21;31 Amsterdam Ave;
MetroCafe & Wine Bar;32 E 21st St;Btwn Park Ave S & Bway
Mexican Radio;19 Cleveland Pl;Btwn Spring & Kenmare St
Mexicana Mama;525 Hudson St;At 10th St
Mexicana Mama Centro;47 E 12th St;Btwn Bway & University Pl
Mexico Lindo;459 2nd Ave;At 26th St
Mezza Luna;98 8th Ave;At 15th St
Mezzaluna;1295 3rd Ave;Btwn 74th & 75th St
Mezzaluna;146 W Houston St;
Mezzogiorno;195 Spring St;At Sullivan St
Mi Abuelita;2270 2nd Ave;Btwn 116th & 117th St
Mi Nidito;852 8th Ave;Btwn 51st & 52nd St
Mi Palenque;154 E 112th St;Btwn Lexington & 3rd Ave
Mi Pueblito;1722 Amsterdam Ave;Btwn 145th & 146th St
Mi Tierra;3569 Broadway;At 146th St
Mia Dona;206 E 58th St;Btwn 2nd & 3rd Ave
Michael Jordan's;23 Vanderbilt Ave;At 44th St
Michael's;24 W 55th St;Btwn 5th & 6th Ave
Michelle;215 E 116th St;Btwn 2nd & 3rd Ave
Michelle's Kitchen;1614 3rd Ave;Btwn 90th & 91st St
Mickey Mantle's;42 Central Park S;Btwn 5th & 6th Ave
Midnight Express;1715 2nd Ave;Btwn 88th & 89th St
Midtown Restaurant;155 E 55th St;Btwn 3rd & Lexington Ave
Midtown Restaurant;566 7th Ave;Btwn 40th & 41st St
Mikaku Sushi;85 Kenmare St;Btwn Cleveland Pl & Mulberry St
Mikata;150 Centre St;At Walker St
Mike Deli;321 W 42nd St;Btwn 8th & 9th Ave
Mike Due;338 3rd Ave;At 25th St
Mike's Bagels;4003 Broadway;At 168th St
Mike's Bistro;228 W 72nd St;Btwn Bway & West End Ave
Mike's Pizza;415 2nd Ave;Btwn 23rd & 24th St
Mike's Pizzeria & Italian Kitchen;654 Amsterdam Ave;
Milanes Restaurant;168 W 25th St;Btwn 6th & 7th Ave
Milano Gourmet;14 E 34th St;Btwn 5th Ave & Park Ave S
Milano Market;2892 Broadway;Btwn 112th & 113th St
Milano's;2255 2nd Ave;At 116th St
Milant;158 E 39th St;Btwn Lexington & 3rd Ave
Milant158 E;39th St;
Miles to Philly;94 3rd Ave;Btwn 12th & 13th St
Miles to Philly;300 E 52nd St;At 2nd Ave
Milk & Cookies Bakery;19 Commerce St;Btwn 7th Ave S & Bedford St
Mill;2895 Broadway;At 113th St
Million Gourmet Deli;77 Pearl St;At Coenties Slip
Milon;93 1st Ave;Btwn 5th & 6th St
Mimi's Pizza Kitchen;1248 Lexington Ave;Btwn 84th & 85th St
Mimi's Restaurant;984 2nd Ave;Btwn 52nd & 53rd St
Min Jiang Restaurant;95 E Broadway;Btwn Market & Pike St
Minar;138 W 46th St;Btwn 6th & 7th Ave
Minar;5 W 31st St;Btwn 5th Ave & Bway
Minar138 W;46th St;
Minar5 W;31st St;
Minca;536 E 5th St;Btwn Ave A & Ave B
Minca536 E;5th St;
Minetta Tavern;113 MacDougal St;Btwn Bleecker & W 3rd St
Ming's;413 9th Ave;Corner of 33rd St
Ming's Delight;594 3rd Ave;Btwn 38th & 39th St
Ming's413;9th Ave;
Mini Especial;2145 Adam Clayton Powell Blvd;At 127th St
Mini Munchies Pizzeria;85 Pitt St;At Rivington St
Mini Thai Cafe;105 Avenue A;Btwn 6th & 7th St
Mint;150 E 50th St;Btwn Lexington & 3rd Ave
Mint150 E;50th St;
Miracle Bar & Grill;415 Bleecker St;Btwn Bank & W 11th St
Miracle Bar & Grill (CLOSED);415 Bleecker St;
Miro Cafe;474 Broadway;Btwn Grand & Broome St
Miro Cafe;594 Broadway;Btwn Prince & Houston St
Mishima;164 Lexington Ave;Btwn 30th & 31st St
Mishima16;4 Lexington Ave;
Miso;561 2nd Ave;At 31st St
Miso (CLOSED);561 2nd Ave;At 31st St
Miss K's;118 Madison Ave;At 30th St
Miss Mamie's Spoonbread Too;366 W 110th St;Btwn Columbus & Manhattan Ave
Miss Maude's Spoonbread Too;547 Lenox Ave;Btwn 137th & 138th St
Mitali;334 E 6th St;Btwn 1st & 2nd Ave
Mitali334 E;6th St;
Mitchel London Foods;22A E 65th St;Btwn Madison & 5th Ave
Mitchel London Pizza;456 9th Ave;Btwn 35th & 36th St
Mixx Lounge;84 7th Ave S;At Bleecker St
Miyabi Sushi;121 W 3rd St;At MacDougal St
Miyagi;220 W 13th St;Btwn 7th & 8th Ave
Miyagi220 W;13th St;
Miyako;549 2nd Ave;Btwn 30th & 31st St
Miyako Sushi;642 Amsterdam Ave;At 91st St
Miyako549;2nd Ave;
Mizu Sushi;29 E 20th St;Btwn Bway & Park Ave S
Mo-Ra-Kote;35 Carmine St;Btwn Bleecker & Bedford St
Mobay New York;17 W 125th St;Btwn Lenox & 5th Ave
Mocca;78-82 Reade St;At Church St
Mocca78-8;2 Reade St;
Moco Global Dining;516 3rd Ave;Btwn 34th & 35th St
Moda;135 W 52nd St;Btwn 6th & 7th Ave
Moda135 W;52nd St;
Moe's Deli;480 9th Ave;At 37th St
Moe's Southwest Grill;367 1st Ave;Btwn 21st & 22nd St
Mofongo Depot;931 Amsterdam Ave;Btwn 105th & 106th St
Mojito's Bar & Grill;227 E 116th St;Btwn 3rd & 2nd Ave
Mole;205 Allen St;Btwn Houston & Stanton St
Molly's;287 3rd Ave;Btwn 22nd & 23rd St
Molly's28;7 3rd Ave;
Molyvos;871 7th Ave;Btwn 55th & 56th St
Molyvos87;1 7th Ave;
Mom's II;15 Avenue D;Btwn Houston & 3rd St
Momo Sushi;947 8th Ave;At 56th St
Momo Sushi (CLOSED);947 8th Ave;At 56th St
Momofuku Bakery & Milk Bar;207 2nd Ave;At 13th St
Momofuku Ko;163 1st Ave;At 10th St
