restaurant;address;country
Jones Diner;371 Lafayette St;New York
Jonesie Coffee Shop;400 Manhattan Ave;New York
Josephine Restaurant;1900 Broadway # 1;New York
Josephs;50 W 72nd St;New York
Josephs Restaurant;3 Hanover Sq;New York
Joshua Tree;366 W. 46th Street;New York
Joshua Tree Inc;513 3rd Ave;New York
Jou Jou Inc;603 W 168th St;New York
Joy Curry & Tandoor;Indian;
Joy Curry & Tandoor;148 East 46th Street;New York
Joy Garden;103 Avenue A;New York
Joy Sung Restaurant Inc;40 Rivington St;New York
Joy of India;127 East 28th Street;New York
Joys Gourmet;887 8th Ave;New York
Juan Y Anna Basement;3891 Broadway;New York
Jubilee Inc;347 E 54th St;New York
Judson Grill;152 W 52nd St;New York
Judys;1 Christopher St # 8h;New York
Juice & Joe;357 Avenue Of The Americas;New York
Jules Restaurant;65 Saint Marks Pl;New York
Jun Yung Restaurant;598 8th Ave;New York
Justin's Restaurant;31 W 21st;New York
K & K Restaurant;192 1st Ave;New York
K P N Y Cafe;557 Hudson Street;New York
K S Kitchen Inc;153 Amsterdam Ave # 1;New York
KANG SUH Restaurant;1250 Broadway;New York
KENNEDY FRIED CHICKEN;2409 SECOND AVENUE STORE;New York
KFC;3205 Broadway;New York
KFC;800 Lexington Avenue;New York
Kabuki Restaurant;1315 1st Ave;New York
Kabul Cafe;265 W 54th St;New York
Kabul Cafe;Afghan;
Kai Yue Coffee Shop Corp;26 Eldridge St;New York
Kaiking Restaurant;117 E 60th St;New York
Kalesmeno Corp;893 9th Ave;New York
Kam Chueh Restaurant Inc;40 Bowery # 1;New York
Kam Hing Coffee Shop;119 Baxter St;New York
Kam Hong Garden;485 9th Ave;New York
Kam Lai Chinese Restaurant;708 Amsterdam Ave;New York
Kam Luang Restaurant;1557 Lexington Ave;New York
Kam Wah Chinese Kitchen;301 E 116th St;New York
Kam-wei Kitchen;617 9th Ave # 1;New York
Kameda;University Place;New York
Kamnin Kitchen;9 Nagle Ave;New York
Kan Pai Yakitori Sushi;1482 2nd Ave;New York
Kana Restaurant;324 Spring St;New York
Kang Kee Restaurant;124 Hester St;New York
Kang Tai Food Corp;15 W 45th St;New York
Kaoru Restaurant;310 E 46th St;New York
Kaplans At The Delmonico;59 E 59th St;New York
Kar Restautant;45 Nassau St Bsmt;New York
Karahi Indian Cuisine;508 Broome Street;New York
Karani Bar & Grill;591 1st Avenue;New York
Karavas Place;108 7th Ave S;New York
Karavas Place;162 W 4th St;New York
Kary Restaurant Inc;864 Avenue Of The Americas;New York
Kashmir 9;478 9th Ave;New York
Kashmir Restaurant;601 8th Ave;New York
Kastro Bar Lounge;237 E 5th St;New York
Katch & Restaurant Bar;339 E 75th St;New York
Kate Kearneys Inc;251 E 50th St # 53;New York
Kate's Joint;Vegetarian;
Kate's Joint;58 Avenue B;New York
Katra;217 Bowery;New York
Katsuhama;11 E 47th St;New York
Katy Gallaghers Inc;1267 1st Ave;New York
Katzs Delicatessen Inc;Deli/Sandwich/Subs;
Katzs Delicatessen Inc;205 E Houston St;New York
Kava Lounge;605 Hudson St;New York
Kawa Inc;18 Maiden Ln;New York
Keats Restaurant;842 2nd Ave;New York
Kebab House;399 Grand Street;New York
Kee-wah-yen;50 W 56th St;New York
Keenans Bar & Grill;4878 Broadway;New York
Keens Steak House;72 W 36th St;New York
Keewah Annex;48 W 56th St;New York
Kellari Taverna;19 West 44th Street;New York
Kellari's Parea;36th East 20th Street;New York
Kennedy Chicken;220 Varick St;New York
Kennedy Fried Chicken;158 Nagle Ave;New York
Kennedy Fried Chicken;300 W 145th St;New York
Kennedy Fried Chicken;1270 Saint Nicholas Avenue;New York
Kennedy Fried Chicken;American;
Kennedy Fried Chicken;1774 Lexington Ave;New York
Kennedy Fried Chicken Inc;912 Columbus Ave;New York
Kennedys;327 W 57th St;New York
Kenny Cafe;345 Hudson St;New York
Kensu Inc;732 7th Ave;New York
Kentucky Fried Chicken;50 Broad Street;New York
Kentucky Fried Chicken;301 West 125th Street;New York
Kentucky Fried Chicken;2755 Broadway;New York
Kentucky Fried Chicken;242 East 14th Street;New York
Kentucky Fried Chicken;4076 Broadway;New York
Kentucky Fried Chicken;116 West 125th Street;New York
Kentucky Fried Chicken;108 Delancey Street;New York
Kentucky Fried Chicken;1922 3rd Avenue;New York
Kettle Restaurant;130 W 3rd St;New York
Key West Diner & Cafe;2532 Broadway;New York
Kfc;103 Broadway;New York
Kfc;3595 Broadway;New York
Kfc;48 New St;New York
Kfc;359 2nd Ave;New York
Kfc;707 Lenox Ave;New York
Kfc;800 2nd Ave;New York
Kfc;484 Lenox Ave;New York
Khondoker Luncheonette;58 Kenmare St # 1;New York
Khyber Kabob House Inc;207 10th Ave;New York
Kiev Restaurant Ltd;117 2nd Ave;New York
Kiiroihana Restaurant;23 W 56th St;New York
Kikyoya Restaurant;234 5th Ave;New York
Killarney Rose;80 Beaver St;New York
Kim Long Kitchen;217 Avenue A;New York
Kim Restaurant;657 Lenox Ave;New York
Kim Tont Restaurant;1722 Amsterdam Ave;New York
Kin Khao Restaurant;171 Spring St;New York
Kin Yip Restaurant Inc;11 E 31st St;New York
King David Restaurant;1239 1st Ave;New York
King Deli;221 W 38th St;New York
King Dragon Two Inc;107 Dyckman St;New York
King Express Rest;40 W 8th St # 42;New York
King Foo Chinese Food;2030 2nd Ave;New York
King Food Restaurant Inc;422 Amsterdam Ave;New York
King Garden;1 W 137th St;New York
King Garden Restaurant;231 8th Ave;New York
King Garden Restaurant;4316 Broadway;New York
King Hwa Chinese Food;1272 Amsterdam Ave;New York
King Wok;222 Varick St;New York
King Wok Kitchen;1967 7th Ave;New York
Kings Carriage House Rstrnt;251 E 82nd St;New York
Kings Deli;221 W 38th St # 2;New York
Kings Delight;45 E 34th St;New York
Kings Wok Chinese Restaurant;1744 1st Ave;New York
Kinsale Restaurant;1672 3rd Ave;New York
Kiosk;1007 Lexington Ave;New York
Kiran Continental Indian Cuisine;94 Chambers Street;
Kiran Indian Cuisine;401 W 53rd Street;
Kiran Indian Cuisine;53 9th Ave;New York
Kishi Japanese Restaurant;137 E 45th St;New York
Kismat Indian Restaurant;603 Fort Washington Ave;New York
Kismoth;326 E 6th St;New York
Kitaro Japanese Restaurant Inc;1164 1st Ave;New York
Kitchen Club Inc;30 Prince St # 1;New York
Kitchen Provance;68 W 45th St;New York
Kitchenette;80 W Broadway;New York
Km Wah Chinese Restaurant;301 E 116th St;New York
Knickerbocker Bar & Grill;33 University Pl;New York
Knicks Diner;1732 2nd Ave;New York
Knot Just Pretzels;1 Penn Plz;New York
Ko Sushi;1619 York Avenue;New York
Kob Ma Thai;9 Doyers St;New York
Kobe Inc;208 3rd Ave;New York
Kobma;611 Hudson St;New York
Kodama Japanese Restaurant;301 W 45th St;New York
Kohinoor Indian Cuisine;342 E 6th St;New York
Kokachin Restaurant;21 E 52nd St;New York
Kokura Japanese Restaurant;19 S William St;New York
Kong Kee Food;240 Grand St;New York
Korea Palace;127 E 54th St;New York
Korean Town Club Enterprises;400 2nd Ave;New York
Kosher Delight;1365 Broadway;New York
Kosher Delight Inc;1156 Ave Of Americas Ground;New York
Kosher Tea Room;Kosher;
Kosher Tea Room;193 2nd Ave;New York
Kostas & Angelo Coffee Shop;44 E 32nd St;New York
Koyote Kates;307 W 47th St;New York
Kraft Restaurant;460 W 42nd St;New York
Krik Krak;845 Amsterdam Ave;New York
Krour Thai Restaurant;362 8th Ave;New York
Kum Gang Inc;49 W 32nd St;New York
Kun Paw Thai Cuisine;39 Greenwich Ave;New York
Kura Sushi Japanese Restaurant;67 1st Ave;New York
Kuruma-zushi;7 E 47th St # 2;New York
Kwoks Food King;56 Market St;New York
Kwong Ming Restaurant;1764 1st Ave;New York
Kwong Pek Garden;71 Sullivan St;New York
Kwong Yiu Chu No 1 Chin Restaurant;265 1st Ave;New York
L A Cafe;200 5th Ave;New York
L C Harden Restaurant;43 Canal St;New York
L Cena Corp;12 E 22nd St;New York
L Express;French Bistro;
L Express;249 Park Avenue;New York
L'Espresso;590 Madison Ave;New York
LA Cocina On Third Avenue Inc;158 East 30th Street;New York
LA Hacienda;219 East 116th Street;New York
La Barca Restaurant;3892 Broadway;New York
La Barca Restaurant;40 Fletcher St;New York
La Bella China Restaurant Inc;2816 Broadway;New York
La Belle Epoque;827 Broadway # 2;New York
La Bellezza Pizza;1331 2nd Ave;New York
La Boheme Restaurant;24 Minetta Ln;New York
La Bonne Soupe;48 W 55th St;New York
La Borsa Di Roma Restaurant;215 Pearl St;New York
La Boulangere French Bakery;49 E 21st St;New York
La Cabana Fried Chicken;1302 Saint Nicholas Ave;New York
La Cabana Restaurant;331 W 38th St;New York
La Cabana Salvadorena Restaurant;187 Broadway;New York
La Caboa Restaurant Ii Inc;3180 Broadway;New York
La Cafe;17 W 45thst Frrnt;New York
La Cafe Creme Madison Ltd;165 Madison Ave;New York
La Caridad #2 Restaurant;2092 Amsterdam Ave;New York
La Caridad Restrnt;2184 Amsterdam Ave;New York
La Casalinga;120 1st Ave;New York
La Ceiba Restaurant;173 Avenue A;New York
La Chandelle Cafe;2231 Broadway;New York
La Chinita Linda Restaurant;166 8th Ave;New York
La Cigale Restaurant;231 Mott St # 1;New York
La Cocina;762 8th Ave;New York
La Cocina Mexican Cuisine;2608 Broadway;New York
La Cocina Mexicana;217 W 85th St;New York
La Cote Basque;60 W 55th St;New York
La Crepe De Bretagne;46 W 56th St;New York
La Destinguida Cueva;304 W 38th St;New York
La Dinastia Ii;4059 Broadway;New York
La Dinastia Restaurant;145 W 72nd St;New York
La Dolce Vita;195 Spring St;New York
La Dolce Vita Ristorante;54 W 13th St;New York
La Embajada;953 Amsterdam Ave;New York
La Famille Inc;2017 5th Ave;New York
La Famille Restaurant & Jazz Club;485 Central Park W # 6g;New York
La Flor De Broadway;3401 Broadway;New York
La Focaccia;51 Bank St;New York
La Foccaceria;128 1st Ave # 1;New York
La Giara;501 3rd Ave;New York
La Gioconda;226 E 53rd St;New York
La Goulue Restaurant Inc;746 Madison Ave # 1;New York
La Granita;1470 2nd Ave # 1;New York
La Grenouille Restaurant;3 E 52nd St;New York
La Grolla Risoranti;413 Amsterdam Ave;New York
La Isla Restaurant;1883 3rd Ave;New York
La Linea;15 1st Ave;New York
La Luncheonette-jean Francois;130 10th Ave;New York
La Maganette Restaurant;825 3rd Ave;New York
La Maison Dindochine;156 E 64th St;New York
La Mangeoite Restaurant;1008 2nd Ave;New York
La Margarita Restaurant;184 Thompson St;New York
La Mediterranee Restaurant Corp;947 2nd Ave;New York
La Mela Ristorante;167 Mulberry St;New York
La Mensa Pizzeria & Restaurant;460 W 34th St;New York
La Metairie;189 W 10th St;New York
La Mezquita Restaurant;4448 Broadway;New York
La Mia Pizza;268 W 23rd St;New York
La Mia Pizza;1568 3rd Ave;New York
La Mia Pizza Restaurant;44 E 8th St;New York
La Mirabelle Restaurant;102 W 86th St;New York
La Mola Inc D B A Cambio;108 John St;New York
La Nueva Rampa Inc;149 W 14th St;New York
La Nueva Victoria Restaurant;2536 Broadway;New York
La Paella East;214 E 9th St;New York
La Paloma Burritos;359 W 45th St # 1;New York
La Perla Cafe;16 E 58;New York
La Petit Cafe Ltd;96 Orchard St # 1;New York
La Petite Auberge Inc;116 Lexington Ave;New York
La Piccola Fontaina Restaurant;511 Lexington Ave;New York
La Plaza;416 Audubon Ave;New York
La Preciosa;163 E 116th St;New York
La Primavera;234 W 48th St # 1;New York
La Reserve;4 W 49th St;New York
La Ribolita;260 Park Ave S;New York
La Ripaille;605 Hudson St;New York
La Rivista Palatine Restaurant;313 W 46th St;New York
La Rocca Restaurant Inc;710 2nd Ave;New York
La Rosita Restaurant;2809 Broadway;New York
La Simpatia Restaurant;1685 Amsterdam Ave;New York
La Stanza Verde;338 W 46th St;New York
La Strada;134 W 46th St;New York
La Tacita De Oro Restaurant;2625 Broadway;New York
La Taza Deoro Inc;96 8 Av;New York
La Traviata;461 W 23rd St # 1;New York
La Unica Restaurant;4311 Broadway;New York
La Vega Restaurant;452 Greenwich St;New York
La Vela Ristorante;373 Amsterdam Ave;New York
La Veranda West;163 W 47th St;New York
La Vigna Restaurant Bar;481 8th Ave;New York
La Villa;1330 Broadway;New York
La Vineria;19 W 55th St;New York
La-boite-en-bois;75 W 68th St;New York
Lacajou Bar Restaurant;53 W 19th St;New York
Lafayette Bar & Grill;5456 Franklin St;New York
Lagares No 1 Restaurant & Bar Inc;434 2nd Ave;New York
Lais Village Natural Rstrnt;46 Greenwich Ave # 6;New York
Lallegria Italian Restaurant;623 9th Ave # 44;New York
Lamarca Pasta Restaurant;161 E 22nd St;New York
Lan Japanese Restaurant;56 3rd Ave;New York
Landmarc Restaurant;179 W Broadway;New York
Landmark Cafe And Restaurant;158 Grand St;New York
Landmark Tavern;626 11th Ave;New York
Langans Bar & Restaurant;150 W 47th St;New York
Lansky Lounge;138 Delancey St;New York
Lanza Restaurant;168 1st Ave;New York
Lar-dan Enterprises;225 Liberty St # B;New York
Lardoise;1207 1st Ave;New York
Lareb Enterprises Inc;313 Columbus Ave;New York
Laredo Grille;684 Lexington Ave;New York
Las Delicias Restaurant;1004 Saint Nicholas Ave;New York
Lasagna Restaurant;941 2nd Ave # 1;New York
Latakia Restaurant;143 1st Ave;New York
Latin American Restaurant Corp;29 W 25th St;New York
Lattanzi Ristorante;361 W 46th St;New York
Lau Ching Kwong;36 E Broadway;New York
Lava;28 W 20th St # 1;New York
Lavo Thai Restaurant Corp;90 3rd Ave;New York
Layaly;98 Avenue B;New York
Layla Restaurant;211 West Broadway;New York
Le Beaujolais;364 W 46th St # 1;New York
Le Bernardin;155 W 51st St;New York
Le Biarritz Restaurant;325 W 57th St;New York
Le Boeuf A La Mode;539 E 81st St;New York
Le Bouchon Inc;319 W 51st St;New York
Le Cafe;1271 Avenue Of The Americas;New York
Le Cafe Catering Deli Bread And Bakery I;1 Pennsylvania Plz;New York
Le Caire Lounge;189 East 3rd Street;New York
Le Cirque Restaurant;58 E 65th St;New York
Le Colonial;149 East 57th St;New York
Le Croissant;7 Park Ave # 156;New York
Le Croissant;210 W 50th St;New York
Le Croissant Shop;404 Park Ave S;New York
Le Croissant Shop;599 Lexington Ave;New York
Le Croissant Shop;227 W 40th St;New York
Le Croissant Shop;8 W 40th St;New York
Le Croissant Shop;1501 Broadway;New York
Le Frite Kot;148 W 4th St;New York
Le Gigot;18 Cornelia St;New York
Le Glacier;60 Wall St;New York
Le Grenier Restaurant Inc;2264 8th Ave # 122;New York
Le Jardin Bistro;25 Cleveland Pl;New York
Le Madri;168 W 18th St;New York
Le Marais;150 W 46thst Grround;New York
Le Marais II;Kosher;
Le Marais II;15 John Street;New York
Le Max Restaurant Inc;147 W 43rd St;New York
Le Mirage Gourmet Inc;20 W 43rd St;New York
Le Monde Gourmet Deli;38 W 48th St;New York
Le Pain Quotidien;1131 Madison Ave;New York
Le Perigord;405 E 52nd St # 405;New York
Le Petit Chateau;1374 Madison Avenue;New York
Le Petit Hulot Restaurant;973 Lexington Ave;New York
Le Poeme Bakeries;14 Prince St;New York
Le Quercy;52 W 55th St;New York
Le Refuge Restaurant;166 E 82nd St # 1;New York
Le Rendez-Vous Cafe;739 8th Ave;New York
Le Rivage;340 W 46th;New York
Le Singe Vert;160 7th Ave;New York
Le Soleil Restaurant;877 10th Ave;New York
Le Souk;47 Avenue B;New York
Le Streghe;331 W Broadway;New York
Le Tableau;511 E 5th St;New York
Le Taxi;37 E 60th St;New York
Le Totof Inc;163 E 33rd St;New York
Le Train Blue Restaurant;1000 3rd Ave;New York
Le Tre Venezie Restaurant;142 W 46th St;New York
Le Veau Dor;129 E 60th St;New York
Le Zoo;314 W 11th St # 1;New York
LeRendez-Vous Cafe;178 Lexington Avenue;New York
Lecole The French Culinary;462 Broadway;New York
Lees Chinese Fast Food;1204 Saint Nicholas Ave;New York
Lees Lobby Coffee Shop;150 W 28th St;New York
Lemon Lime Restaurant;664 6th Ave;New York
Lemon Restaurant;230 Park Ave S;New York
Lemon Tree Cafe;769 9th Ave;New York
Lemongrass;80 University Pl;New York
Lemongrass Grill;200 W 84th St;New York
Lemongrass Grill;37 Barrow Street;New York
Lemongrass Grill;110 Liberty St;New York
Lemongrass Grill;2534 Broadway Frnt;New York
Lenge 83 Restaurant;1465 3rd Ave;New York
Lenge Japanese Restaurant;202 Columbus Ave;New York
Lennys Bagels;2601 Broadway;New York
Lenox Chinese Restaurant;2180 5th Ave;New York
Lenox Hill Restaurant;1105 Lexington Ave;New York
Lenox Public Luncheonette;471 Lenox Ave;New York
Lenox Room Restaurant;1278 3rd Ave;New York
Lentrecote Inc;1057 1st Ave;New York
Leopard Restaurant Inc;253 E 50th St # 1;New York
Les Deux Gamins Le Gamin;170 Waverly Pl;New York
Les Friandises East;972 Lexington Ave # 1;New York
Les Routiers;568 Amsterdam Ave # 1;New York
Les Sans Culottes Restaurant Inc;1085 2nd Ave;New York
Les Sans Culottes West;347 W 46th St;New York
Lespinasse;2 E 55th St;New York
Lespresso Svc Inc;767 5th Ave;New York
Levana Restaurant;Continental;
Levana Restaurant;141 W 69th St;New York
Lexington Avenue Grill;569 Lexington Ave;New York
Lexington Bar And Books;1020 Lexington Ave;New York
Lexington Candy Shop;1226 Lexington Avenue;New York
Lexington Fast Food Restaurant;339 Lexington Ave;New York
Lexington Restaurant;1869 Lexington Ave;New York
Lexington Rib Co;1364 Lexington Ave;New York
Lhasa Restaurant;96 2nd Ave;New York
Li Cheun Corp;17 Catherine St;New York
Liam Restaurant;170 Thompson St;New York
Liberta Restaurant;1574 2nd Ave;New York
Liberty Bell Coffee Shop;1 Dag Hammarskjold Plz;New York
Liberty Gourmet;32 Broadway # 1;New York
Life Cafe;343 E 10th St;New York
Light Touch On A;151 Avenue B/w 9th & 10th Street;New York
Lilys Restaurant And Bar;501 Lexington Ave;New York
Limerick House;69 W 23rd St;New York
Limoncello Restaurant;777 7th Ave;New York
Lin & Lin;918 8th Ave;New York
Lincoln Fried Chicken;American;
Lincoln Fried Chicken;576 W 125th St;New York
Lincoln Fried Chicken;3666 Broadway;New York
Lindys;74 W 50th St;New York
Lindys;401 7th Ave;New York
Lindys;825 7th Ave;New York
Lindys;1525 Broadway;New York
Lins Chinese Restaurant;32 E 23rd St;New York
Lins Dumpling House;25 Pell St;New York
Lins Dumpling House;141 Fulton St;New York
Lipstick Cafe;885 3rd Ave;New York
Lisa Pizzeria;76 Fulton St;New York
Lite Delights;532 Columbus Av;New York
Little Charlies Clam Bar;19 Kenmare St;New York
Little Havana Restaurant;30 Cornelia St;New York
Little Jezebel;529 Columbus Ave # 80;New York
Little Place;61 Warren St.;New York
Little Robins Pza & Restaurant;453 E 78th St;New York
Little Saigon;59 1st Ave # 1;New York
Little Sonny Corp;558 7th Ave;New York
Little Tokyo;252 W 47th St;New York
Live Bait;14 E 23rd St;New York
Lizards Tortilla;275 Greenwich St;New York
Local;224 West 47th Street;New York
Local Cafe & Cocktails;1004 2nd Avenue;New York
Lok Ting Chinese Restaurant;26 E Broadway;New York
Lokfing Chinese Restaurant;290 Grand St;New York
Lola;15 Watts Street;New York
Lola Bowla;30 W 22nd St # 30;New York
Lombardis;32 Spring St;New York
Londels Restaurant;2620 8th Ave;New York
London Underground Gourmet Inc;18 E 33rd St # 18;New York
Long Fat Corp;18 W 25th St # 1;New York
Long Island Glatt Kosher Meat & Poultry;829 West 181st Street;New York
Long Man Shanghai Rest;1 E Broadway;New York
Long Shine Restaurant;47 E Broadway # 1;New York
Longwood Gourmet Inc;500 Lexington Ave;New York
Lookout;890 2nd Ave;New York
Lorange Bleue;430 Broome St;
Lord & Taylor;424 5th Ave # 11;New York
Lords Deli;94 Greenwich Ave;New York
Loro Di Napoli;206 Sullivan St;New York
Los Angeles Restaurant;1336 Saint Nicholas Ave;New York
Los Cheveres Restaurant;450 9th Ave # 1;New York
Los Manantiales;405 Amsterdam Ave;New York
Los Paisas Deli Mexican;898 Amsterdam Avenue;New York
Lot 61;550 W 21st St;New York
Lotfis;358 W 46th St;New York
Lotus;409 West 14th Street;
