restaurant;in;address1;address2;address3;neighborhood;phone;type;addressGoogle
Nice Restaurant;;30 East Broadway;between Catherine and Market Sts;;Chinatown/Little Italy;(212-406-9776);Chinese;30 E Broadway
Nick & Stef’s;Madison Square Garden;;9 Pennsylvania Plaza;33rd St;between Seventh and Eighth Aves;Midtown West;(212-563-4444);
Nick & Toni’s;;100 W 67th St;between Columbus Ave and Broadway;;Upper West Side;(212-496-4000);Mediterranean;100 W 67th St
Nicky’s Vietnamese Sandwiches;;150 E 2nd St;between Aves A and B;;East Village;(212-388-1088);Vietnamese;150 E 2nd St
Nick’s Pizza;;1814 Second Ave;at 94st St;;Upper East Side;(212-987-5700);Italian: Pizza;1814 2nd Ave
Nightlife;;132 W 45th St;between Sixth and Seventh Aves;;Midtown West;(212-835-9670);American Creative;132 W 45th St
Nina’s Argentinian Pizzeria;;1750 Second Ave;between 91st and 92nd Sts;;Upper East Side;(212-426-4627);Argentine;1750 2nd Ave
Ninja;;25 Hudson St;between Duane and Reade Sts;;Tribeca;(212-274-8500);Japanese;25 Hudson St
Nino’s;;1354 First Ave;between 72nd and 73rd Sts;;Upper East Side;(212-988-0002);Italian;1354 1st Avenue
Nino’s 208;;208 E 58th St;between Second and Third Aves;;Midtown East;(212-750-7766);Italian;208 E 58th St
Nino’s Bellissima Pizza;;890 Second Ave;at 47th St;;Midtown East;(212-355-5540);Italian;890 2nd Ave
Nino’s Positano (CLOSED);;890 Second Ave;between 47th and 48th Sts;;Midtown East;(212-355-5540);Italian;890 2nd Ave
Nino’s Tuscany;;117 W 58th St;between Sixth and Seventh Aves;;Midtown West;(212-757-8630);Italian;117 W 58th St
Ninth Street Espresso;;700 E 9th St;between Aves C and D;;East Village;(212-358-9225);Cafés;700 E 9th St
Ninth Street Espresso;Chelsea Market;;75 Ninth Ave;between 15th and 16th Sts;Meatpacking District;(212-228-2930);Cafés;
Nippon;;155 E 52nd St;between Lexington and Third Aves;;Midtown East;(212-758-0226);Japanese;155 E 52nd St
Nirvana;;346 Lexington Ave;between 39th and 40th Sts;;Midtown East;(212-983-0000);Indian;346 Lexington Ave
Nish (CLOSED);;405 E 58th St;between First Ave and Sutton Pl;;Midtown East;(212-754-6272);American Creative;405 E 58th St
Nizza;;630 Ninth Ave;between 44th and 45th Sts;;Midtown West;(212-956-1800);Italian;630 9th Ave
No. 28;;28 Carmine St;between Bedford and Bleecker Sts;;West Village;(212-463-9653);Italian: Pizza;28 Carmine St
Noah’s Ark;;399 Grand St;between Clinton and Suffolk Sts;;Lower East Side;(212-674-2200);Kosher;399 Grand St
Noble Food & Wine;;7 Spring St;between Bowery and Elizabeth St;;Chinatown/Little Italy;(212-777-0877);American;7 Spring St
Nobu;;105 Hudson St;at Franklin St;;Tribeca;(212-219-0500);Japanese;105 Hudson St
Nobu 57;;40 W 57th St;between Fifth and Sixth Aves;;Midtown West;(212-757-3000);Japanese;40 W 57th St
Noche Mexicana;;852 Amsterdam Ave;between 101st and 102nd Sts;;Upper West Side;(212-662-6900);Mexican;852 Amsterdam Ave
Nolita House;;47 E Houston St;between Mott and Mulberry Sts;;Chinatown/Little Italy;(212-625-1712);American;47 E Houston St
Nomad;;78 Second Ave;between 4th and 5th Sts;;East Village;(212-253-5410);African: Pan-African;78 2nd Ave
Nomado 33;;165 E 33rd St;between Lexington and Third Aves;;Midtown East;(212-889-2833);Japanese;165 E 33rd St
Nonna;;520 Columbus Ave;at 85th St;;Upper West Side;(212-579-3194);Italian;520 Columbus Ave
Nonno’s Focacceria;;455 Main St;;;Roosevelt Island;(212-753-2300);Italian;455 Main St
Nooch;;301 W 17th St;at Eighth Ave;;Chelsea;(212-691-8600);Thai;301 W 17th St
Noodle Bar;;26 Carmine St;at Bleecker St;;West Village;(212-524-6800);Chinese;26 Carmine St
Noodle Bar Lower East Side;;172 Orchard St;at Stanton St;;Lower East Side;(212-228-9833);Asian: Pan-Asian;172 Orchard St
Nook;;746 Ninth Ave;between 50th and 51st Sts;;Midtown West;(212-247-5500);Eclectic;746 9th Ave
Nori;;129 Second Ave;between 7th and 8th Sts;;East Village;(212-677-4825);Japanese;129 2nd Ave
Norimaki;;224 W 35th St;between Seventh and Eighth Aves;;Midtown West;(212-967-8177);Japanese;224 W 35th St
Norma’s;Le Parker Meridien;;118 W 57th St;between Sixth and Seventh Aves;Midtown West;(212-708-7460);American;
North Square;Washington Square Hotel;;103 Waverly Pl;at Washington Sq West;Greenwich Village;(212-254-1200);American Creative;
Notaro;;635 Second Ave;between 34th and 35th Sts;;Midtown East;(212-686-3400);Italian;635 2nd Ave
Nougatine and Mistral Terrace;Trump International Hotel & Tower;;1 Central Park West;at Columbus Circle;Upper West Side;(212-299-3900);French;
Novecento;;343 West Broadway;between Broome and Grand Sts;;Soho;(212-925-4706);Argentine;343 W Broadway
Novitá;;102 E 22nd St;at Park Ave South;;Gramercy/Flatiron;(212-677-2222);Italian;102 E 22nd St
Nyonya;;194 Grand St;between Mott and Mulberry Sts;;Chinatown/Little Italy;(212-334-3669);Asian: Malaysian;194 Grand St
Nëo;;2298 Broadway;at 83rd St;;Upper West Side;(212-769-1003);Japanese;2298 Broadway
O Mai;;158 Ninth Ave;between 19th and 20th Sts;;Chelsea;(212-633-0550);Vietnamese;158 9th Ave
ONieals Grand Street;;174 Grand St;between Centre Market Pl and Mulberry St;;Chinatown/Little Italy;(212-941-9119);American;174 Grand St
Obikà Mozzarella Bar;;590 Madison Ave;at 56th St;;Midtown East;(212-355-2217);Italian;590 Madison Ave
Ocean Grill;;384 Columbus Ave;between 78th and 79th Sts;;Upper West Side;(212-579-2300);Seafood;384 Columbus Ave
Oceana;;55 E 54th St;between Madison and Park Aves;;Midtown East;(212-759-5941);Seafood;55 E 54th St
Odessa;;119 Ave A;between St. Marks Pl and E 7th St;;East Village;(212-253-1470);Eastern European;119 Avenue A
Odessa Café;;117 Ave A;between St. Marks Pl and E 7th St;;East Village;(212-253-1470);Eastern European;117 Avenue A
Oga Japanese Tapas & Maki (CLOSED);;143 E 47th St;between Lexington and Third Aves;;Midtown East;(212-308-5688);Japanese;143 E 47th St
Oklahoma Smoke;;231 W 145th St;between Frederick Douglass Blvd;;Harlem;(212-862-5335);Barbeque;231 W 145th St
Olana;;72 Madison Ave;between 27th and 28th Sts;;Gramercy/Flatiron;(212-725-4900);Eclectic;72 Madison Ave
Old Devil Moon (CLOSED);;511 E 12th St;between Aves A and B;;East Village;(212-475-4357);American Regional;511 E 12th St
Old Homestead Steakhouse;;56 Ninth Ave;between 14th and 15th Sts;;Chelsea;(212-242-9040);Steakhouses;56 9th Ave
Old San Juan;;765 Ninth Ave;between 51st and 52nd Sts;;Midtown West;(212-262-7013);Caribbean: Puerto Rican;765 9th Ave
Old Town Bar & Grill;;45 E 18th St;between Broadway and Park Ave South;;Gramercy/Flatiron;(212-529-6732);American;45 E 18th St
Oliva;;161 E Houston St;at Allen St;;Lower East Side;(212-228-4143);Spanish;161 E Houston St
Olives New York;W Union Square Hotel;;201 Park Ave South;at 17th St;Gramercy/Flatiron;(212-353-8345);Mediterranean;
Ollie’s Noodle Shop & Grille;;2957 Broadway;at 116th St;;Upper West Side;(212-932-3300);Chinese;2957 Broadway
Ollie’s Noodle Shop & Grille;;200B W 44th St;at Broadway;;Midtown West;(212-921-5988);Chinese;200B W 44th St
Ollie’s Noodle Shop & Grille;;1991 Broadway;between 67th and 68th Sts;;Upper West Side;(212-595-8181);Chinese;1991 Broadway
Ollie’s Noodle Shop & Grille;;2315 Broadway;at 84th St;;Upper West Side;(212-362-3111);Chinese;2315 Broadway
Olympic Pita;;58 W 38th St;between Fifth and Sixth Aves;;Midtown West;(212-869-7482);Kosher;58 W 38th St
Omen;;113 Thompson St;between Prince and Spring Sts;;Soho;(212-925-8923);Japanese;113 Thompson St
Omido;;1695 Broadway;at 53rd St;;Midtown West;(212-247-8110);Japanese;1695 Broadway
Oms/b;;156 E 45th St;between Lexington and Third Aves;;Midtown East;(212-922-9788);Japanese;156 E 45th St
Onda;;229 Front St;between Beekman St andPeck Slip;;Financial District;(212-513-0770);Latin American;229 Front St
One;;1 Little West 12th St;at Ninth Ave;;Meatpacking District;(212-255-9717);Eclectic;1 Little W 12th St
One if by Land;;17 Barrow St;between Seventh Ave South and W 4th St;;West Village;(212-255-8649);Two if by Sea;17 Barrow St
One if by Land;Two if by Sea;;17 Barrow St;between Seventh Ave South and W 4th St;West Village;(212-255-8649);American;
Onera (CLOSED);;222 W 79th St;between Broadway and Amsterdam Ave;;Upper West Side;(212-873-0200);Greek;222 W 79th St
Onieal’s Grand Street;;174 Grand St;between Centre Market Pl and Mulberry St;;Chinatown/Little Italy;(212-941-9119);American;174 Grand St
Ono;Hotel Gansevoort;;18 Ninth Ave;at 13th St;Meatpacking District;(212-660-6766);Japanese;
Open the Sesame;;198A Orchard St;at Houston St;;Lower East Side;(212-777-7009);Thai;198 Orchard St
Opia;Habitat Hotel;;130 E 57th St;between Park and Lexington Aves;second floor;Midtown East;(212-688-3939);
Opus;;1574 Second Ave;at 82nd St;;Upper East Side;(212-772-2220);Italian;1574 2nd Ave
Orbit;;2257 First Ave;at 116th St;;Upper East Side;(212-348-7818);Eclectic;2257 1st Avenue
Orchid Caribbean/Soul Cuisine;;675 Ninth Ave;between 46th and 47th Sts;;Midtown West;(212-582-9742);Caribbean;675 9th Ave
Oriental Garden;;14 Elizabeth St;between Bayard and Canal Sts;;Chinatown/Little Italy;(212-619-0085);Chinese;14 Elizabeth St
Oriental Spoon;;141 First Ave;between St. Marks Pl and E 9th St;;East Village;(212-529-2746);Asian: Pan-Asian;141 1st Avenue
Oro Bakery and Bar;375 Broome St;;;;;;;
Orologio;;162 Ave A;between 10th and 11th Sts;;East Village;(212-228-6900);Italian;162 Avenue A
Orsay;;1057 Lexington Ave;at 75th St;;Upper East Side;(212-517-6400);French;1057 Lexington Ave
Orso;;322 W 46th St;between Eighth and Ninth Aves;;Midtown West;(212-489-7212);Italian;322 W 46th St
Ost Café;;441E 12th St;at Ave A;;East Village;(212-477-5600);Cafés & diners;441E 12th St
Osteria Laguna;;209 E 42nd St;between Second and Third Aves;;Midtown East;(212-557-0001);Italian;209 E 42nd St
Osteria al Doge;;142 W 44th St;between Sixth Ave and Broadway;;Midtown West;(212-944-3643);Italian;142 W 44th St
Osteria del Circo;;120 W 55th St;between Sixth and Seventh Aves;;Midtown West;(212-265-3636);Italian;120 W 55th St
Osteria del Gallo Nero;;192 Bleecker St;between MacDougal St and Sixth Ave;;Greenwich Village;(212-475-2355);Italian;192 Bleecker St
Osteria del Sole (CLOSED);;267 W 4th St;at Perry St;;West Village;(212-620-6840);Italian;267 West 4th Street
Ostia;;113 Seventh Ave South;between Christopher and W 10th Sts;;West Village;(212-924-2305);Spanish;113 7th Ave S
Otafuku;;236 E 9th St;between Second and Third Aves;;East Village;(212-353-8503);Japanese;236 E 9th St
Otto Enoteca Pizzeria;;1 Fifth Ave;at 8th St;;Greenwich Village;(212-995-9559);Italian: Pizza;1 5th Ave
Ouest;;2315 Broadway;between 83rd and 84th Sts;;Upper West Side;(212-580-8700);American Creative;2315 Broadway
Ozu;;566 Amsterdam Ave;between 87th and 88th Sts;;Upper West Side;(212-787-8316);Asian: Pan-Asian;566 Amsterdam Ave
P*ong;;150 W 10th St;at Waverly Pl;;West Village;(212-929-0898);Cafés & diners;150 W 10th St
P.J. Clarke’s;;4 World Financial Center;at Vesey St;;Financial District;(212-285-1500);American;Four World Trade Center
P.J. Clarke’s;;915 Third Ave;at 55th St;;Midtown East;(212-317-1616);American;915 3rd Ave
P.J. Clarke’s at Lincoln Center;;44 W 63rd St;at Broadway;;Upper West Side;(212-957-9700);American;44 W 63rd St.
P.J. Clarke’s on the Hudson;;4 World Financial Center;at Vesey St;;Financial District;(212-285-1500);American;Four World Trade Center
PJ Wine;;4898 Broadway;between 204th and 207th Sts;;Inwood;(212-567-5500);Food or Beverage Shop;4898 Broadway
POP Burger;;58–60 Ninth Ave;between 14th and 15th Sts;;Chelsea;(212-414-8686);American;58 9th Ave
POP Burger;;14 E 58th St;between Fifth and Madison Aves;;Midtown West;(212-991-6644);American;14 E 58th St
PS 450;;450 Park Ave South;between 30th and 31st Sts;;Midtown East;(212-532-7474);Eclectic;450 Park Ave S
Pacific Grill;;89 South Street Seaport;at Pier 17;;Financial District;(212-964-0707);Seafood;89 South St
Padre Figlio;;310 E 44th St;between First and Second Aves;;Midtown East;(212-286-4310);Italian;310 E 44th St
Pair of 8’s (CLOSED);;568 Amsterdam Ave;between 87th and 88th Sts;;Upper West Side;(212-874-2742);American;568 Amsterdam Ave
Pakistani Tea House;;176 Church St;between Duane and Reade Sts;;Tribeca;(212-240-9800);Indian;176 Church St
Palacinka (CLOSED);;28 Grand St;between Sixth Ave and Thompson St;;Soho;(212-625-0362);Cafés & diners;28 Grand St
Paladar;;161 Ludlow St;between Houston and Stanton Sts;;Lower East Side;(212-473-3535);Latin American;161 Ludlow St
Palma;;28 Cornelia St;between Bleecker and W 4th Sts;;West Village;(212-691-2223);Italian;28 Cornelia St
Palà;;198 Allen St;between Houston and Stanton Sts;;Lower East Side;(212-614-7252);Italian: Pizza;198 Allen St
Pam Real Thai Encore;;402 W 47th St;between Ninth and Tenth Aves;;Midtown West;(212-315-4441);Thai;402 W 47th St
Pam Real Thai Food;;404 W 49th St;between Ninth and Tenth Aves;;Midtown West;(212-333-7500);Thai;404 W 49th St
Pampano;;209 E 49th St;between Second and Third Aves;;Midtown East;(212-751-4545);Mexican;209 E 49th St
Pampano;;209 East 49th St;at 3rd Ave;;Midtown East;(212-751-4545);Mexican;209 E 49th St
Pampano Taqueria;;805 Third Ave;between 49th and 50th Sts;;Midtown East;(212-751-5257);Mexican;805 3rd Ave
Pamplona;;37 E 28th;between Madison and Park Aves;;Gramercy/Flatiron;(212-213-2328);Spanish;37 E 28th St
Pan Latin Café;;400 Chambers St;at River Terr;;Tribeca;(212-571-3860);Latin American;400 Chambers St
Panade;;129 Eldridge St;between Broome and Delancey Sts;;Lower East Side;(212-219-9923);Cafés;129 Eldridge St
Pangea;;178 Second Ave;between 11th and 12th Sts;;East Village;(212-995-0900);Mediterranean;178 2nd Ave
Panya (CLOSED);;10 Stuyvesant St;at Third Ave;;East Village;(212-777-1930);Japanese;10 Stuyvesant St
Paola’s;1295 Madison Ave;;;;;;;
Paola’s;;245 E 84th St;between Second and Third Aves;;Upper East Side;(212-794-1890);Italian;245 E 84th St
Papabubble;;380 Broome St;between Mulberry and Mott Sts;;Chinatown/Little Italy;(212-966-2599);Food or Beverage Shop;380 Broome St
Papatzul;;55 Grand St;between W Broadway and Wooster Sts;;Soho;(212-274-8225);Mexican;55 Grand St
Papaya King;;179 E 86th St;at Third Ave;;Upper East Side;(212-369-0648);American;179 East 86th St
Papaya King;;200 14th St;at Seventh Ave;;West Village;(212-367-8090);American;200 E 14th St
Papaya King;;121 W 125th St;between Adam Clayton Powell Jr. Blvd and Lenox Ave;;Harlem;(212-665-5732);American;121 W 125th St
Papaya King (CLOSED);;121 W 125th St;between Adam Clayton Powell Jr. Blvd and Lenox Ave;;Harlem;(212-665-5732);American;121 W 125th St
Papillon;;22 E 54th St;between Fifth and Madison Aves;;Midtown East;(212-754-9006);French;22 E 54th St
Paradiso;105 Ave B;;;;;;;
Paradou;;8 Little West 12th St;between Greenwich and Washington Sts;;West Village;(212-463-8345);French;8 Little W 12th St
Paradou Marché (CLOSED);;120 Essex St;at Delancey St;;Lower East Side;;Eclectic;120 Essex St
Paris Commune;;99 Bank St;at Greenwich St;;West Village;(212-929-0509);French;99 Bank St
Paris Match;;29 W 65th St;between Madison and Park Aves;;Upper East Side;(212-737-4400);French;Goldmark Practice Center
Paris Sandwich;;113 Mott St;between Canal and Hester Sts;;Chinatown/Little Italy;(212-226-7221);French;113 Mott St
Park Avenue Liquor;;292 Madison Ave;between 40th and 41st Sts;;Midtown East;(212-685-2442);Food or Beverage Shop;292 Madison Ave
Park Avenue Winter;;100 E 63rd St;between Park and Lexington Aves;;Upper East Side;(212-644-1900);American Creative;100 E 63rd St
Park Bistro;;377 Park Ave South;between 26th and 27th Sts;;Gramercy/Flatiron;(212-689-1360);French;377 Park Ave S
Park Blue;;158 West 58th St;between Sixth and Seventh Aves;;Midtown West;(212-247-2727);Eclectic;158 W 58th St
Park Terrace Bistro;;4959 Broadway;at 207th St;;Inwood;(212-567-2828);Moroccan;4959 Broadway
Parlor Steakhouse;;1600 Third Ave;at 90th St;;Upper East Side;(212-423-5888);Steakhouses;1600 3rd Ave
Parma;;1404 Third Ave;between 79th and 80th Sts;;Upper East Side;(212-535-3520);Italian;1404 3rd Ave
Pasha;;70 W 71st St;between Central Park West and Columbus Ave;;Upper West Side;(212-579-8751);Turkish;70 W 71st St
Pasita;;47 Eighth Ave;between Horatio and Jane Sts;;West Village;(212-255-3900);Latin American: Venezuelan;47 8th Ave
Pastis;;9 Ninth Ave;at Little W 12th St;;Meatpacking District;(212-929-4844);French;9 9th Ave
Pata Negra;;345 E 12th St;between First and Second Aves;;East Village;(212-228-1696);Spanish;345 E 12th St
Patisserie des Ambassades;;161 W 22nd St;between Sixth and Seventh Aves;;Chelsea;(212-255-5101);African: Senegalese;161 W 22nd St
Patroon;;160 E 46th St;between Lexington and Third Aves;;Midtown East;(212-883-7373);American;160 E 46th St
Patsy’s Italian Restaurant;;236 W 56th St;between Broadway and Eighth Ave;;Midtown West;(212-247-3491);Italian;236 W 56th St
Patsy’s Pizzeria;;67 University Pl;between 10th and 11th Sts;;West Village;(212-533-3500);Italian: Pizza;67 University Pl
Patsy’s Pizzeria;;2287 First Ave;between 117th and 118th Sts;;East Harlem;(212-534-9783);Italian: Pizza;2287 1st Avenue
Patsy’s Pizzeria;;61 W 74th St;between Central Park West and Columbus Ave;;Upper West Side;(212-579-3000);Italian: Pizza;61 W 74th St
Patsy’s Pizzeria;;509 Third Ave;between 34th and 35th Sts;;Midtown East;(212-689-7500);Italian: Pizza;509 3rd Ave
Patsy’s Pizzeria;;1312 Second Ave;at 69th St;;Upper East Side;(212-639-1000);Italian: Pizza;1312 2nd Ave
Paul’s;;131 Second Ave;between St. Marks Pl and E 7th St;;East Village;(212-529-3097);Cafés & diners;131 2nd Ave
Paul’s Boutique (CLOSED);;99 Rivington St;at Ludlow St;;Lower East Side;(646-805-0384);Cafés & diners;99 Rivington St
Payard Pâtisserie & Bistro;;1032 Lexington Ave;between 73rd and 74th Sts;;Upper East Side;(212-717-5252);French;1032 Lexington Ave
Peacock Alley;;301 Park Ave;between 49th and 50th Sts;;Midtown East;(212-872-7335);French;301 Park Ave
Peanut Butter & Co.;;240 Sullivan St;between Bleecker and W 3rd Sts;;Greenwich Village;(212-677-3995);American;D'Agostino Hall
Pearl Oyster Bar;;18 Cornelia St;between Bleecker and W 4th Sts;;West Village;(212-691-8211);Seafood;18 Cornelia St
Pearl on the Sushi;;695 Ninth Ave;at 48th St;;Midtown West;(212-977-8809);Japanese;695 9th Ave
Peasant;;194 Elizabeth St;between Prince and Spring Sts;;Chinatown/Little Italy;(212-965-9511);Italian;194 Elizabeth St
Peep;;177 Prince St;between Sullivan and Thompson Sts;;Soho;(212-254-7337);Thai;LOFTS AT PRINCE (WEDDING)
Peking Duck House;;28 Mott St;between Mosco and Pell Sts;;Chinatown/Little Italy;(212-227-1810);Chinese;28 Mott St
Pellegrino’s;;138 Mulberry St;between Grand and Hester Sts;;Chinatown/Little Italy;(212-226-3177);Italian;138 Mulberry St
Penang;;1596 Second Ave;at 83rd St;;Upper East Side;(212-585-3838);Asian: Malaysian;1596 2nd Ave
Penang;;127 W 72nd St;between Columbus and Amsterdam Aves;;Upper West Side;(212-769-3988);Asian: Malaysian;127 W 72nd St
Penang (CLOSED);;109 Spring St;between Greene and Mercer Sts;;Soho;(212-274-8883);Asian: Malaysian;109 Spring St
Penelope;;159 Lexington Ave;at 30th St;;Midtown East;(212-481-3800);Cafés;159 Lexington Ave
Pepe Giallo to Go;;253 Tenth Ave;between 24th and 25th Sts;;Chelsea;(212-242-6055);Italian;253 10th Ave
Pepe Rosso to Go;;149 Sullivan St;between Houston and Prince Sts;;Soho;(212-677-4555);Italian;149 Sullivan St
