restaurant;address;addressFix
Lexington Restaurant;1869 Lexington Ave;1869 Lexington Ave, New York, NY 10029, USA
Lexington Rib Co;1364 Lexington Ave;1364 Lexington Ave, New York, NY 10128, USA
Lhasa Restaurant;96 2nd Ave;2nd Ave & E 96th St, New York, NY 10128, USA
Li Cheun Corp;17 Catherine St;17 Catherine St, New York, NY 10038, USA
Liam Restaurant;170 Thompson St;170 Thompson St, New York, NY 10012, USA
Liberta Restaurant;1574 2nd Ave;1574 2nd Ave, New York, NY 10028, USA
Liberty Bell Coffee Shop;1 Dag Hammarskjold Plz;245 E 47th St, New York, NY 10017, United States
Liberty Gourmet;32 Broadway # 1;Broadway, Elwood VIC 3184, Australia
Life Cafe;343 E 10th St;343 E 10th St, New York, NY 10009, USA
Light Touch On A;151 Avenue B/w 9th & 10th Street;151 Avenue B #9th, New York, NY 10009, USA
Lilys Restaurant And Bar;501 Lexington Ave;501 Lexington Ave, New York, NY 10017, USA
Limerick House;69 W 23rd St;69 W 23rd St, New York, NY 10010, USA
Limoncello Restaurant;777 7th Ave;777 7th Ave, New York, NY 10019, USA
Lin & Lin;918 8th Ave;918 8th Ave, New York, NY 10019, USA
Lincoln Fried Chicken;American;American
Lincoln Fried Chicken;576 W 125th St;576 W 125th St, New York, NY 10027, USA
Lincoln Fried Chicken;3666 Broadway;3666 Broadway, New York, NY 10031, USA
Lindys;74 W 50th St;74 W 50th St, New York, NY 10112, USA
Lindys;401 7th Ave;401 7th Ave, New York, NY 10001, USA
Lindys;825 7th Ave;825 7th Ave, New York, NY 10019, USA
Lindys;1525 Broadway;1525 Broadway St, Detroit, MI 48226, USA
Lins Chinese Restaurant;32 E 23rd St;32 E 23rd St, New York, NY 10010, USA
Lins Dumpling House;25 Pell St;25 Pell St, New York, NY 10013, USA
Lins Dumpling House;141 Fulton St;141 Fulton St, New York, NY 10038, USA
Lipstick Cafe;885 3rd Ave;Lipstick Building, New York, NY 10022, USA
Lisa Pizzeria;76 Fulton St;76 Fulton St
Lite Delights;532 Columbus Av;532 Columbus Av
Little Charlies Clam Bar;19 Kenmare St;19 Kenmare St, New York, NY 10012, USA
Little Havana Restaurant;30 Cornelia St;30 Cornelia St, New York, NY 10014, USA
Little Jezebel;529 Columbus Ave # 80;529 Columbus Ave #80, Boston, MA 02118, USA
Little Place;61 Warren St.;61 Warren St, Charleston, SC 29403, USA
Little Robins Pza & Restaurant;453 E 78th St;453 E 78th St, New York, NY 10075, USA
Little Saigon;59 1st Ave # 1;59 1st Ave # 1
Little Sonny Corp;558 7th Ave;558 7th Ave
Little Tokyo;252 W 47th St;252 W 47th St, New York, NY 10036, USA
Live Bait;14 E 23rd St;14 E 23rd St, New York, NY 10010, USA
Lizards Tortilla;275 Greenwich St;275 Greenwich St, New York, NY 10007, USA
Local;224 West 47th Street;224 W 47th St, New York, NY 10036, USA
Local Cafe & Cocktails;1004 2nd Avenue;1004 2nd Avenue
Lok Ting Chinese Restaurant;26 E Broadway;26 E Broadway, New York, NY 10002, USA
Lokfing Chinese Restaurant;290 Grand St;290 Grand St
Lola;15 Watts Street;15 Watts St, New York, NY 10013, USA
Lola Bowla;30 W 22nd St # 30;30 W 22nd St #30, New York, NY 10010, USA
Lombardis;32 Spring St;32 Spring St, New York, NY 10012, USA
Londels Restaurant;2620 8th Ave;2620 8th Ave
London Underground Gourmet Inc;18 E 33rd St # 18;18 E 33rd St #18, New York, NY 10016, USA
Long Fat Corp;18 W 25th St # 1;18 W 25th St #1, New York, NY 10010, USA
Long Island Glatt Kosher Meat & Poultry;829 West 181st Street;829 W 181st St, New York, NY 10033, USA
Long Man Shanghai Rest;1 E Broadway;1 E Broadway
Long Shine Restaurant;47 E Broadway # 1;47 E Broadway #1, New York, NY 10002, USA
Longwood Gourmet Inc;500 Lexington Ave;500 Lexington Ave, New York, NY 10017, USA
Lookout;890 2nd Ave;890 2nd Ave, New York, NY 10017, USA
Lorange Bleue;430 Broome St;430 Broome St, New York, NY 10013, USA
Lord & Taylor;424 5th Ave # 11;424 5th Ave #11, New York, NY 10018, USA
Lords Deli;94 Greenwich Ave;94 Greenwich Ave, New York, NY 10011, USA
Loro Di Napoli;206 Sullivan St;206 Sullivan St, New York, NY 10012, USA
Los Angeles Restaurant;1336 Saint Nicholas Ave;1336 St Nicholas Ave, New York, NY 10033, USA
Los Cheveres Restaurant;450 9th Ave # 1;450 9th Ave #1, New York, NY 10018, USA
Los Manantiales;405 Amsterdam Ave;405 Amsterdam Ave, New York, NY 10024, USA
Los Paisas Deli Mexican;898 Amsterdam Avenue;898 Amsterdam Ave, New York, NY 10025, USA
Lot 61;550 W 21st St;550 W 21st St, New York, NY 10011, USA
Lotfis;358 W 46th St;358 W 46th St, New York, NY 10036, USA
Lotus;409 West 14th Street;409 West 14th Street
Lotus Eaters Fifth;182 5th Ave;182 5th Ave, New York, NY 10010, USA
Lou G Siegel Restaurant;240 W 14th St;240 W 14th St, New York, NY 10011, USA
Loui Loui Inc;1311 3rd Ave;bluemercury UES, 1311 3rd Ave, New York, NY 10021, USA
Louies West Side Cafe;441 Amsterdam Ave;441 Amsterdam Ave, New York, NY 10024, USA
Lous Cafe Inc;1301 Avenue Of The Americas;1301 6th Ave, New York, NY 10019, USA
Lowell Restaurant;274 Madison Ave # 1;274 Madison Ave #1, New York, NY 10016, USA
Lowes Carribean Restaurant;164 W 116th St;164 W 116th St, New York, NY 10026, USA
Luca Lounge;220 Avenue B;220 Avenue B, New York, NY 10009, USA
Luca Restaurant;1712 First Avenue;1712 1st Avenue, New York, NY 10128, USA
Lucky 1 Candy Store;21 Eldridge St;21 Eldridge St, New York, NY 10002, USA
Lucky 301;301 W 36th St;301 W 36th St, Wilmington, DE 19802, USA
Lucky Chengs;24 First Avenue;24 1st Avenue, New York, NY 10009, USA
Lucky Enterprises Inc;16 Pell St;16 Pell St, New York, NY 10013, USA
Lucky Fluke Corporation;813 9th Ave;813 9th Ave, New York, NY 10019, USA
Lucky Garden Restaurant;34 Pell St;34 Pell St, New York, NY 10013, USA
Lucky Land Chinese Restaurant;329 Greenwich St;329 Greenwich St, New York, NY 10013, USA
Lucky Restaurant;355 Bowery;355 Bowery, New York, NY 10003, USA
Lucky Wok;630 10th Ave;630 10th Ave, New York, NY 10036, USA
Luckys Chengs;24 1st Ave;24 1st Avenue, New York, NY 10009, USA
Luckys Juice Joint Ltd;75 W Houston St;75 W Houston St, New York, NY 10012, USA
Luckys Restaurant;95 Allen St;95 Allen St, New York, NY 10002, USA
Ludlow Bar;165 Ludlow St;165 Ludlow St, New York, NY 10002, USA
Luigis Pizza;63 W 23rd St;63 W 23rd St, New York, NY 10010, USA
Luigis Pizza;Italian;Italian
Luigis Pizza;910 8th Ave # 1900;910 8th Ave #1900, Seattle, WA 98104, USA
Luigis Pizzeria;1701 1st Ave;1701 1st Ave S, Birmingham, AL 35233, USA
Lukes Bar & Grill;1394 3rd Ave;1394 3rd Ave, New York, NY 10075, USA
Lulus Fried Chicken;American;American
Lulus Fried Chicken;2488 7th Ave;2488 7th Ave, New York, NY 10036, USA
Luma Restaurant;200 9th Ave;200 9th Ave, New York, NY 10011, USA
Lumi Restaurant;963 Lexington Ave;963 Lexington Ave, New York, NY 10021, USA
Luna Park Restaurant;1 Union Sq E;1 Union Square E, New York, NY 10003, USA
Lunas Restaurant;112 Mulberry St;112 Mulberry St, New York, NY 10013, USA
Lunch Box;886 9th Avenue;886 9th Avenue
Lunch Box Cafe Inc;251 E 14th St;251 E 14th St, New York, NY 10003, USA
Lunch Box Food Company;357 West Street;357 West St, New York, NY 10014, USA
Lunch Boy Inc;150 E 46th St;150 E 46th St, New York, NY 10017, USA
Lung Sheng Restaurant;906 Columbus Ave;906 Columbus Ave, Bryan, TX 77803, USA
Lupes East L A Kitchen Inc;110 Avenue Of The Americas;110 6th Ave, New York, NY 10013, USA
Lusardis Restaurant;1494 2nd Ave;1494 2nd Ave, New York, NY 10075, USA
Lutece Restaurant;249 E 50th St;249 E 50th St, New York, NY 10022, USA
Luxia Restaurant;315 W 48th St;315 W 48th St, New York, NY 10019, USA
Luzias;429 Amsterdam Ave;429 Amsterdam Ave, New York, NY 10024, USA
Lyns Cafe;12 W 55th St;12 W 55th St, New York, NY 10019, USA
Lyric Restaurant;283 3rd Ave;283 3rd Ave, New York, NY 10010, USA
M & G Diner;383 W 125th St;383 W 125th St, New York, NY 10027, USA
M & R Bar Dining Room;264 Elizabeth St;264 Elizabeth St, New York, NY 10012, USA
M C Exchange;28 Trinity Pl;28 Trinity Pl
M K Restaurant;440 9th Ave;440 9th Ave, New York, NY 10001, USA
MCDonalds;3794 Broadway;3794 Broadway, New York, NY 10032, USA
MCDonalds;4259 Broadway;4259 Broadway
MCDonalds;541 6th Ave;541 6th Ave, New York, NY 10011, USA
MCDonalds;480 3rd Ave;480 3rd Ave, New York, NY 10016, USA
MCDonalds;946 8th Ave;946 8th Ave, New York, NY 10019, USA
MCDonalds;6 Water St;6 Water St, Brooklyn, NY 11201, USA
MCDonalds;729 2nd Ave;729 2nd Ave
MCDonalds;1109 Avenue Of The Americas;1109 6th Ave, New York, NY 10036, USA
MCDonalds;427 10th Ave;427 10th Ave
MCDonalds;809 6th Ave # 3833;809 6th Ave #3833, Venice, CA 90291, USA
MCDonalds;136 W 3rd St;136 W 3rd St, New York, NY 10012, USA
MCDonalds;160 Broadway;160 Broadway, New York, NY 10038, USA
MCDonalds;167 Chambers St;167 Chambers St, New York, NY 10013, USA
MCDonalds;22 E 23rd St;22 E 23rd St, New York, NY 10010, USA
MCDonalds;2549 Broadway;2549 Broadway, New York, NY 10025, USA
MCDonalds;262 Canal St;262 Canal St, New York, NY 10013, USA
MCDonalds;113 Nassau St;113 Nassau St, New York, NY 10038, USA
Ma Ma Buddha;578 Hudson St;578 Hudson St, New York, NY 10014, USA
Ma Po To Fu Inc;222 E 53rd St;222 E 53rd St, New York, NY 10022, USA
Ma Wong Inc;1217 1st Ave;1217 1st Ave
Mac Dougals Restaurant;89 Macdougal St;89 MacDougal St, New York, NY 10012, USA
Mac Menamins Pub;89 South St # 17;89 South St #17, New York, NY 10038, USA
Macdougal St Ale House;122 Macdougal St;122 MacDougal St, New York, NY 10012, USA
Macies Mad Dog Cafe;51 Bank St;51 Bank St, New York, NY 10014, USA
Macys East;151 W 34th St;151 W 34th St, New York, NY 10001, USA
Mad 28;72 Madison Ave # 1;72 Madison Ave #1, New York, NY 10016, USA
Mad Hatter Of 2 Av Pub;1485 2nd Ave;1485 2nd Ave, New York, NY 10075, USA
Madame X;94 W Houston St;94 W Houston St, New York, NY 10012, USA
Madison Avenue Burger Corp;922 Madison Ave;922 Madison Ave, New York, NY 10021, USA
Madison Restaurant Inc;207 Madison St;207 Madison St, New York, NY 10002, USA
Madonna Restaurant;1288 Amsterdam Ave;1288 Amsterdam Ave, New York, NY 10027, USA
Madras Cafe;79 2nd Ave;79 2nd Ave
Madras Mahal;104 Lexington Avenue Frnt;104 Lexington Ave, New York, NY 10016, USA
Maggies Place;21 E 47th St;21 E 47th St, New York, NY 10017, USA
Magic Carpet Restaurant;54 Carmine St;54 Carmine St, New York, NY 10014, USA
Magnet Sandwich Shop Inc;141 Greenwich St;141 Greenwich St, New York, NY 10006, USA
Maharaja Fine Indian Restaurant;1113 1st Ave At 61st St;1113 1st Avenue, New York, NY 10065, USA
Maharaja Indian Restaurant;E 230 44th St;230 E 44th St, New York, NY 10017, USA
Mai Thai Restaurant;2262 Broadway;2262 Broadway
Maiden Heaven Gourmet;9 Maiden Ln;9 Maiden Ln, New York, NY 10038, USA
Majestic Pizza Corp;8 Cortlandt St;8 Cortlandt St, New York, NY 10007, USA
Makita Restaurant;1171 2nd Ave;1171 2nd Ave, New York, NY 10065, USA
Malachys Donegal Inn;103 W 72nd St;103 W 72nd St, New York, NY 10023, USA
Malaga Restaurant;406 E 73rd St;406 E 73rd St, New York, NY 10021, USA
Malaysia & Indonesia;18 Doyers St;18 Doyers St, New York, NY 10013, USA
Malaysia Restaurant Inc;48 Bowery;48 Bowery, New York, NY 10013, USA
Maliba Restaurant;218 W 116th St;218 W 116th St, New York, NY 10026, USA
Malibu Restaurant;163 W 23rd St;163 W 23rd St, New York, NY 10011, USA
Malika Indian Restaurant;210 E 43rd St;210 E 43rd St, New York, NY 10017, USA
Maloney & Porcelli Restaurant;37 E 50th St;37 E 50th St, New York, NY 10022, USA
Mama Mexico;2672 Broadway;2672 Broadway, New York, NY 10025, USA
Mama Mexico -;214 East 49th Street;214 E 49th St, New York, NY 10017, USA
Mama-brava;40 E 14th St;40 E 14th St
Mamas Famous Restaurant;168 Amsterdam Ave;168 Amsterdam Ave, New York, NY 10023, USA
Mamas Fresh Tortillas;857 9th Ave # 1;857 9th Ave Apt 1d, New York, NY 10019, USA
Mamas Fried Chicken;145 E 125th St;145 E 125th St, New York, NY 10035, USA
Mamas Fried Chicken;2059 Amsterdam Ave;2059 Amsterdam Ave, New York, NY 10032, USA
Mammalinda;344 W 52nd St;344 W 52nd St, New York, NY 10019, USA
Man Hoi Chan Restaurant;175 3rd Ave;175 3rd Ave, New York, NY 10003, USA
Man Ray Restaurant;169 8th Ave;169 8th Ave, New York, NY 10011, USA
Manana Restaurant Inc;1136 1st Ave;1136 1st Avenue, New York, NY 10065, USA
Manatus Restaurant;340 Bleecker St;340 Bleecker St, New York, NY 10014, USA
Manchester Ny Inc;920 2nd Ave;920 2nd Ave S, Minneapolis, MN 55402, USA
Manchester Pub;920 Second Avenue at 49th;920 2nd Ave, New York, NY 10017, USA
Mandarin Court Restaurant Inc;61 Mott St;61 Mott St, New York, NY 10013, USA
Mandarin Grill & Coffee House;188 1st Ave # 188;188 1st Avenue #188, New York, NY 10009, USA
Manessis Restaurant Brokers;211 E 43rd St;211 E 43rd St, New York, NY 10017, USA
Manganaro Foods & Restrnt;488 9th Ave;488 9th Ave, New York, NY 10018, USA
Manganaro Hero-Boy Restaurant & Catering;492 9 Av Suite 200;492 9 Av Suite 200
Mangia;40 Wall St;40 Wall St, New York, NY 10005, United States
Mangia Caterers;50 W 57th St;50 W 57th St
Mangia E Bevi;800 9th Ave;800 9th Ave, New York, NY 10019, USA
Mangia Mangia;1297 Lexington Ave;1297 Lexington Ave, New York, NY 10128, USA
Mangia Restaurant;50 W 57th St # 1;50 W 57th St #1, New York, NY 10019, USA
Manhattan Bistro Inc;129 Spring St;129 Spring St, New York, NY 10012, USA
Manhattan Cafe;1161 1st Ave # 1;1161 1st Avenue #1, New York, NY 10065, USA
Manhattan Chill Co;1500 Broadway;Times Square Studios, 1500 Broadway, New York, NY 10036, USA
Manhattan Country Club;65 W 55th St;65 W 55th St, New York, NY 10019, USA
Manhattan Diner;2180 Broadway;2180 Broadway, New York, NY 10024, USA
Manhattan East Suite Hotels;500 W 37th St;500 W 37th St, New York, NY 10018, USA
Manhattan Heroes Corporation;168 West 27th Street;168 W 27th St, New York, NY 10001, USA
Manhattan Indian Restaurant;762 Columbus Ave;762 Columbus Ave, New York, NY 10025, USA
Manhattan Ocean Club;57 W 58th St;57 W 58th St, New York, NY 10019, USA
Manik Restrnt Corp;184 E 116th St;184 E 116th St, New York, NY 10029, USA
Manila Gardens Restaurant;325 E 14th St;325 E 14th St, New York, NY 10003, USA
Manna Bento Restaurant;11 Waverly Pl;11 Waverly Pl
Mannas;2331 8th Ave;2331 8th Ave
Manpolo King Corp;300 Grand St;300 Grand St, Hoboken, NJ 07030, USA
Mansion Restaurant;1634 York Ave;1634 York Ave, New York, NY 10028, USA
Mao Mao Restaurant;143 Chambers St;143 Chambers St, New York, NY 10007, USA
Maple Garden Duckhouse Rstrnt;236 E 53rd St;236 E 53rd St, New York, NY 10022, USA
Mappamondo Due Restaurant;11 Abingdon Sq;11 Abingdon Square, New York, NY 10014, USA
Maracas Mexican Bar & Grill;33 Greenwich avenue;33 Greenwich Ave, New York, NY 10014, USA
Marbi Food Corp;301 W 19th St;301 W 19th St, New York, NY 10011, USA
Marcel Cafe;3803 10th Ave;3803 10th Ave
Marcellino Reyes Restaurant;130 W-29;130 W 29th St, New York, NY 10001, USA
March Restaurant;405 E 58th St;405 E 58th St, New York, NY 10022, USA
Marchis Restaurant;251 E 31st St;251 E 31st St, New York, NY 10016, USA
Marco Cha Cha Restaurant;131 Lafayette St # 129;131 Lafayette St #129, Jersey City, NJ 07304, USA
Marco Pierre Restaurant;323 E 79th St;323 E 79th St, New York, NY 10075, USA
Mare Chiaro Restaurant;176 Mulberry St;176 Mulberry St, New York, NY 10013, USA
Margon Restaurant;136 W 46th St # 1;136 W 46th St #1, New York, NY 10036, USA
Margot Restaurant;3822 Broadway;3822 Broadway, Fort Myers, FL 33901, USA
Maria Elena Restaurant & Grdn;133 W 13th St;133 W 13th St, New York, NY 10011, USA
Marichu Restaurant;342 E 46th St # 1;342 E 46th St #1, New York, NY 10017, USA
Mariella Pizza;960 8th Ave;960 8th Ave, New York, NY 10107, USA
Marinella Restaurant;49 Carmine St;Centric, 49 Carmine St, New York, NY 10014, USA
Marions Continental Rest & Lng;354 Bowery # 1;354 Bowery APT 1, New York, NY 10012, USA
Maristella;69 W 55th St;69 W 55th St, New York, NY 10019, USA
Maristella Restaurant;69 W 55 St;69 W 55th St, New York, NY 10019, USA
Market Bar & Grill Inc;40 Peck Slip;40 Peck Slip, New York, NY 10038, USA
Market Cafe;496 9th Ave;496 9th Ave, New York, NY 10018, USA
Market Coffee Shop;153 E 53rd St;153 E 53rd St, New York, NY 10022, USA
Market Diner;572 11th Ave;572 11th Ave, New York, NY 10036, USA
Markjoseph Steakhouse;261 Water Street;261 Water St, Augusta, ME 04330, USA
Marks Restaurant & Bar;Marks Restaurant & Bar;616 Dolley Madison Rd, Greensboro, NC 27410, United States
Marks Restaurant & Bar;25 E 77th St;25 E 77th St, New York, NY 10075, USA
Marlowe Restaurant;328 W 46th St;328 W 46th St, New York, NY 10036, USA
Marriott Hotels & Resorts;1535 Broadway;1535 Broadway, New York, NY 10036, USA
Martells Restaurant;1469 3rd Ave;1469 3rd Ave, New York, NY 10028, USA
Marti Restaurant;238 E 24th St;238 E 24th St, New York, NY 10010, USA
Martinique Cafe;1260 Broadway;1260 Broadway, San Francisco, CA 94109, USA
Martinis Restaurant;810 7th Ave # 1;810 7th Ave #1, New York, NY 10019, USA
Martinos Restaurant;230 E 58th St;230 E 58th St, New York, NY 10022, USA
Maru Sushi;609 2nd Ave # 1;609 2nd Ave N APT 1, Lake Worth, FL 33460, USA
Maruchan;160 W 54th St;160 W 54th St, New York, NY 10019, USA
Marumi Restaurant;546 Laguardia Pl;546 LaGuardia Pl, New York, NY 10012, USA
Maruzzella;1483 1st Ave;1483 1st Avenue, New York, NY 10075, USA
Mary Anns Chelsea Mex Restaurant;116 8th Ave # Grnd;116 8th Ave, New York, NY 10011, USA
Mary Anns DF;86 2nd Ave;86 2nd Ave, New York, NY 10003, USA
Mary Anns DF Mexican Restaurant;1803 2nd Avenue;1803 2nd Ave, Walnut Creek, CA 94597, USA
Mary Anns Mexican Restaurant;2454 Broadway;2454 Broadway, New York, NY 10024, USA
Maryann's Mexican Restaurant;1503 2nd Avenue Suite 20;1503 2nd Ave #20, Elsmere, DE 19805, USA
Maryland Gourmet Chicken;2581 Broadway;2581 Broadway, New York, NY 10025, USA
Marylous Restaurant;21 W 9th St;21 W 9th St, New York, NY 10011, USA
Marys Restaurant;42 Bedford St;42 Bedford St, New York, NY 10014, USA
Masala Restaurant & Bar;239 3rd Ave;3rd Ave, Los Angeles, CA, USA
Masaryk Cake Box;321 E Houston;321 E Houston St, New York, NY 10002, USA
Massawa Restaurant;1239 Amsterdam Ave;1239 Amsterdam Ave, New York, NY 10027, USA
Master Wok East;1003 2nd Ave;1003 2nd Ave, New York, NY 10022, USA
Matador;57 Greenwich Avenue;57 Greenwich Ave, New York, NY 10014, USA
Match Inc;160 Mercer St;160 Mercer St, New York, NY 10012, USA
Match Management;33 E 60th St;33 E 60th St, New York, NY 10022, USA
Match Uptown Restaurant;33 E 60th St;33 E 60th St, New York, NY 10022, USA
Matsuri;154 W 72nd St;154 W 72nd St, New York, NY 10023, USA
Matsuya Inc;134 W Broadway;134 W Broadway, New York, NY 10013, USA
Matthews Restaurant;1030 3rd Ave;1030 3rd Ave S, Naples, FL 34102, USA
Matts Grill;932 8th Ave;932 8th Ave, New York, NY 10019, USA
Maurice Restaurant;118 W 57th St;118 W 57th St, New York, NY 10019, USA
Mavalli Palace Indian Restaurant;46 E 29th St;46 E 29th St, New York, NY 10016, USA
Maxims New York Restaurant;680 Madison Ave;680 Madison Ave, New York, NY 10065, United States
May Luck Kitchen;492 Lenox Ave;492 Lenox Ave, New York, NY 10037, USA
May Wah Fast Food;190 Hester St # 1;190 Hester St #1, New York, NY 10013, USA
Maya;1191 First Ave;1191 First Ave
Maya Palace;60 2nd Ave;60 2nd Ave, New York, NY 10003, USA
Mayfair Cafe & Sweet Shoppe;225 W 34th St;225 W 34th St, New York, NY 10122, USA
Mayfair Restaurant;964 1st Ave;964 1st Avenue, New York, NY 10022, USA
Mayrose;920 Broadway;920 Broadway, New York, NY 10010, USA
Maz Mezcal Mexican Restrnt;316 East 86;316 East 86th St, New York, NY 10028, USA
Mazzei Restaurant;1564 2nd Ave;1564 2nd Ave, New York, NY 10028, USA
Mbj Food Corp;213 Sherman Ave;213 Sherman Ave, Glen Ridge, NJ 07028, USA
Mc Anns Bar & Restaurant;14 E 58th St;14 E 58th St, New York, NY 10022, USA
Mc Anns Bar & Restaurant;43 Park Pl;43 Park Pl, New York, NY 10007, USA
Mc Carthys Bar & Grill;345 2nd Ave;345 2nd Ave, New York, NY 10010, USA
Mc Cormacks Pub & Restaurant;365 3rd Ave;365 3rd Ave, New York, NY 10016, USA
Mc Donald's;972 Avenue Of The Americ;972 6th Ave, New York, NY 10018, USA
Mc Donald's;3549 Broadway;3549 Broadway, New York, NY 10031, USA
Mc Donald's;14 East 47th Street;14 E 47th St, New York, NY 10017, USA
Mc Donald's;102 1st Avenue;102 1st Avenue, New York, NY 10009, USA
Mc Donald's;404 East 14th Street Frnt;404 E 14th St, New York, NY 10009, USA
Mc Donald's Restaurant;688 8th Avenue Frnt;688 8th Ave, New York, NY 10036, United States
Mc Donald's Restaurant;541 Avenue Of The Americ;541 6th Ave, New York, NY 10011, USA
Mc Donald's Restaurant;1499 3rd Avenue;1499 3rd Ave, New York, NY 10028, USA
Mc Dooleys Restaurant;127 W 33rd St;127 W 33rd St
