restaurant;address;country;addressGoogle
L'Espresso;590 Madison Ave;New York;590 Madison Ave
LA Cocina On Third Avenue Inc;158 East 30th Street;New York;158 E 30th St
LA Hacienda;219 East 116th Street;New York;219 E 116th St
La Barca Restaurant;3892 Broadway;New York;38-92 Broadway
La Barca Restaurant;40 Fletcher St;New York;40 Fletcher St
La Bella China Restaurant Inc;2816 Broadway;New York;2816 Broadway
La Belle Epoque;827 Broadway # 2;New York;827 Broadway #2
La Bellezza Pizza;1331 2nd Ave;New York;1331 2nd Ave
La Boheme Restaurant;24 Minetta Ln;New York;24 Minetta Ln
La Bonne Soupe;48 W 55th St;New York;48 W 55th St
La Borsa Di Roma Restaurant;215 Pearl St;New York;215 Pearl St
La Boulangere French Bakery;49 E 21st St;New York;49 E 21st St
La Cabana Fried Chicken;1302 Saint Nicholas Ave;New York;1302 St Nicholas Ave
La Cabana Restaurant;331 W 38th St;New York;331 W 38th St
La Cabana Salvadorena Restaurant;187 Broadway;New York;187 Broadway
La Caboa Restaurant Ii Inc;3180 Broadway;New York;3180 Broadway
La Cafe;17 W 45thst Frrnt;New York;17 W 45thst Frrnt
La Cafe Creme Madison Ltd;165 Madison Ave;New York;165 Madison Ave
La Caridad #2 Restaurant;2092 Amsterdam Ave;New York;2092 Amsterdam Ave
La Caridad Restrnt;2184 Amsterdam Ave;New York;2184 Amsterdam Ave
La Casalinga;120 1st Ave;New York;120 1st Avenue
La Ceiba Restaurant;173 Avenue A;New York;173 Avenue A
La Chandelle Cafe;2231 Broadway;New York;2231 Broadway
La Chinita Linda Restaurant;166 8th Ave;New York;166 8th Ave
La Cigale Restaurant;231 Mott St # 1;New York;231 Mott St #1
La Cocina;762 8th Ave;New York;762 8th Ave
La Cocina Mexican Cuisine;2608 Broadway;New York;2608 Broadway
La Cocina Mexicana;217 W 85th St;New York;217 W 85th St
La Cote Basque;60 W 55th St;New York;60 W 55th St
La Crepe De Bretagne;46 W 56th St;New York;46 W 56th St
La Destinguida Cueva;304 W 38th St;New York;304 W 38th St
La Dinastia Ii;4059 Broadway;New York;4059 Broadway
La Dinastia Restaurant;145 W 72nd St;New York;145 W 72nd St
La Dolce Vita;195 Spring St;New York;195 Spring St
La Dolce Vita Ristorante;54 W 13th St;New York;54 W 13th St
La Embajada;953 Amsterdam Ave;New York;953 Amsterdam Ave
La Famille Inc;2017 5th Ave;New York;2017 5th Ave
La Famille Restaurant & Jazz Club;485 Central Park W # 6g;New York;485 Central Park West #6g
La Flor De Broadway;3401 Broadway;New York;3401 Broadway
La Focaccia;51 Bank St;New York;51 Bank St
La Foccaceria;128 1st Ave # 1;New York;128 1st Avenue #1
La Giara;501 3rd Ave;New York;501 3rd Ave
La Gioconda;226 E 53rd St;New York;226 E 53rd St
La Goulue Restaurant Inc;746 Madison Ave # 1;New York;746 Madison Ave #1
La Granita;1470 2nd Ave # 1;New York;1470 2nd Ave #1
La Grenouille Restaurant;3 E 52nd St;New York;3 E 52nd St
La Grolla Risoranti;413 Amsterdam Ave;New York;413 Amsterdam Ave
La Isla Restaurant;1883 3rd Ave;New York;1883 3rd Ave
La Linea;15 1st Ave;New York;15 1st Avenue
La Luncheonette-jean Francois;130 10th Ave;New York;130 10th Ave
La Maganette Restaurant;825 3rd Ave;New York;825 3rd Ave
La Maison Dindochine;156 E 64th St;New York;156 E 64th St
La Mangeoite Restaurant;1008 2nd Ave;New York;1008 2nd Ave
La Margarita Restaurant;184 Thompson St;New York;184 Thompson St
La Mediterranee Restaurant Corp;947 2nd Ave;New York;947 2nd Ave
La Mela Ristorante;167 Mulberry St;New York;167 Mulberry St
La Mensa Pizzeria & Restaurant;460 W 34th St;New York;460 W 34th St
La Metairie;189 W 10th St;New York;189 W 10th St
La Mezquita Restaurant;4448 Broadway;New York;4448 Broadway
La Mia Pizza;268 W 23rd St;New York;268 W 23rd St
La Mia Pizza;1568 3rd Ave;New York;1568 3rd Ave
La Mia Pizza Restaurant;44 E 8th St;New York;44 E 8th St
La Mirabelle Restaurant;102 W 86th St;New York;102 W 86th St
La Mola Inc D B A Cambio;108 John St;New York;108 John St
La Nueva Rampa Inc;149 W 14th St;New York;149 W 14th St
La Nueva Victoria Restaurant;2536 Broadway;New York;2536 Broadway
La Paella East;214 E 9th St;New York;214 E 9th St
La Paloma Burritos;359 W 45th St # 1;New York;359 W 45th St #1
La Perla Cafe;16 E 58;New York;16 E 58th St
La Petit Cafe Ltd;96 Orchard St # 1;New York;96 Orchard St #1
La Petite Auberge Inc;116 Lexington Ave;New York;116 Lexington Ave
La Piccola Fontaina Restaurant;511 Lexington Ave;New York;511 Lexington Ave
La Plaza;416 Audubon Ave;New York;416 Audubon Ave
La Preciosa;163 E 116th St;New York;163 E 116th St
La Primavera;234 W 48th St # 1;New York;234 W 48th St #1
La Reserve;4 W 49th St;New York;4 W 49th St
La Ribolita;260 Park Ave S;New York;260 Park Ave S
La Ripaille;605 Hudson St;New York;605 Hudson St
La Rivista Palatine Restaurant;313 W 46th St;New York;313 W 46th St
La Rocca Restaurant Inc;710 2nd Ave;New York;710 2nd Ave
La Rosita Restaurant;2809 Broadway;New York;2809 Broadway
La Simpatia Restaurant;1685 Amsterdam Ave;New York;1685 Amsterdam Ave
La Stanza Verde;338 W 46th St;New York;338 W 46th St
La Strada;134 W 46th St;New York;134 W 46th St
La Tacita De Oro Restaurant;2625 Broadway;New York;2625 Broadway
La Taza Deoro Inc;96 8 Av;New York;96 8 Av
La Traviata;461 W 23rd St # 1;New York;461 W 23rd St #1
La Unica Restaurant;4311 Broadway;New York;4311 Broadway
La Vega Restaurant;452 Greenwich St;New York;452 Greenwich St
La Vela Ristorante;373 Amsterdam Ave;New York;373 Amsterdam Ave
La Veranda West;163 W 47th St;New York;163 W 47th St
La Vigna Restaurant Bar;481 8th Ave;New York;481 8th Ave
La Villa;1330 Broadway;New York;1330 Broadway
La Vineria;19 W 55th St;New York;19 W 55th St
La-boite-en-bois;75 W 68th St;New York;75 W 68th St
Lacajou Bar Restaurant;53 W 19th St;New York;53 W 19th St
Lafayette Bar & Grill;5456 Franklin St;New York;Franklin St
Lagares No 1 Restaurant & Bar Inc;434 2nd Ave;New York;434 2nd Ave
Lais Village Natural Rstrnt;46 Greenwich Ave # 6;New York;46 Greenwich Ave #6
Lallegria Italian Restaurant;623 9th Ave # 44;New York;623 9th Ave #44
Lamarca Pasta Restaurant;161 E 22nd St;New York;161 E 22nd St
Lan Japanese Restaurant;56 3rd Ave;New York;56 3rd Ave
Landmarc Restaurant;179 W Broadway;New York;179 W Broadway
Landmark Cafe And Restaurant;158 Grand St;New York;158 Grand St
Landmark Tavern;626 11th Ave;New York;626 11th Ave
Langans Bar & Restaurant;150 W 47th St;New York;150 W 47th St
Lansky Lounge;138 Delancey St;New York;138 Delancey St
Lanza Restaurant;168 1st Ave;New York;168 1st Avenue
Lar-dan Enterprises;225 Liberty St # B;New York;225 Liberty St B
Lardoise;1207 1st Ave;New York;1207 1st Avenue
Lareb Enterprises Inc;313 Columbus Ave;New York;313 Columbus Ave
Laredo Grille;684 Lexington Ave;New York;684 Lexington Ave
Las Delicias Restaurant;1004 Saint Nicholas Ave;New York;1004 St Nicholas Ave
Lasagna Restaurant;941 2nd Ave # 1;New York;941 2nd Ave #1
Latakia Restaurant;143 1st Ave;New York;143 1st Avenue
Latin American Restaurant Corp;29 W 25th St;New York;29 W 25th St
Lattanzi Ristorante;361 W 46th St;New York;361 W 46th St
Lau Ching Kwong;36 E Broadway;New York;36 E Broadway
Lava;28 W 20th St # 1;New York;28 W 20th St #1
Lavo Thai Restaurant Corp;90 3rd Ave;New York;90 3rd Ave
Layaly;98 Avenue B;New York;98 Avenue B
Layla Restaurant;211 West Broadway;New York;211 W Broadway
Le Beaujolais;364 W 46th St # 1;New York;364 W 46th St #1
Le Bernardin;155 W 51st St;New York;155 W 51st St
Le Biarritz Restaurant;325 W 57th St;New York;325 W 57th St
Le Boeuf A La Mode;539 E 81st St;New York;539 E 81st St
Le Bouchon Inc;319 W 51st St;New York;319 W 51st St
Le Cafe;1271 Avenue Of The Americas;New York;1271 6th Ave
Le Cafe Catering Deli Bread And Bakery I;1 Pennsylvania Plz;New York;1 Pennsylvania Plaza
Le Caire Lounge;189 East 3rd Street;New York;189 E 3rd St
Le Cirque Restaurant;58 E 65th St;New York;58 E 65th St
Le Colonial;149 East 57th St;New York;149 E 57th St
Le Croissant;7 Park Ave # 156;New York;7 Park Ave Apt 156
Le Croissant;210 W 50th St;New York;210 W 50th St
Le Croissant Shop;404 Park Ave S;New York;404 Park Ave S
Le Croissant Shop;599 Lexington Ave;New York;599 Lexington Avenue
Le Croissant Shop;227 W 40th St;New York;227 W 40th St
Le Croissant Shop;8 W 40th St;New York;8 W 40th St
Le Croissant Shop;1501 Broadway;New York;1501 Broadway
Le Frite Kot;148 W 4th St;New York;148 West 4th Street
Le Gigot;18 Cornelia St;New York;18 Cornelia St
Le Glacier;60 Wall St;New York;60 Wall St
Le Grenier Restaurant Inc;2264 8th Ave # 122;New York;2264 Frederick Douglass Blvd #122
Le Jardin Bistro;25 Cleveland Pl;New York;25 Cleveland Pl
Le Madri;168 W 18th St;New York;168 W 18th St
Le Marais;150 W 46thst Grround;New York;150 W 46thst Grround
Le Marais II;Kosher;New York;Kosher
Le Marais II;15 John Street;New York;15 John St
Le Max Restaurant Inc;147 W 43rd St;New York;147 W 43rd St
Le Mirage Gourmet Inc;20 W 43rd St;New York;20 W 43rd St
Le Monde Gourmet Deli;38 W 48th St;New York;38 W 48th St
Le Pain Quotidien;1131 Madison Ave;New York;1131 Madison Ave
Le Perigord;405 E 52nd St # 405;New York;405 E 52nd St #405
Le Petit Chateau;1374 Madison Avenue;New York;1374 Madison Ave
Le Petit Hulot Restaurant;973 Lexington Ave;New York;973 Lexington Ave
Le Poeme Bakeries;14 Prince St;New York;14 Prince St
Le Quercy;52 W 55th St;New York;52 W 55th St
Le Refuge Restaurant;166 E 82nd St # 1;New York;166 E 82nd St #1
Le Rendez-Vous Cafe;739 8th Ave;New York;739 8th Ave
Le Rivage;340 W 46th;New York;340 W 46th St
Le Singe Vert;160 7th Ave;New York;160 7th Ave
Le Soleil Restaurant;877 10th Ave;New York;877 10th Ave
Le Souk;47 Avenue B;New York;47 Avenue B
Le Streghe;331 W Broadway;New York;331 W Broadway
Le Tableau;511 E 5th St;New York;511 E 5th St
Le Taxi;37 E 60th St;New York;37 E 60th St
Le Totof Inc;163 E 33rd St;New York;163 E 33rd St
Le Train Blue Restaurant;1000 3rd Ave;New York;1000 3rd Ave
Le Tre Venezie Restaurant;142 W 46th St;New York;142 W 46th St
Le Veau Dor;129 E 60th St;New York;129 E 60th St
Le Zoo;314 W 11th St # 1;New York;314 W 11th St #1
LeRendez-Vous Cafe;178 Lexington Avenue;New York;178 Lexington Ave
Lecole The French Culinary;462 Broadway;New York;462 Broadway
Lees Chinese Fast Food;1204 Saint Nicholas Ave;New York;1204 St Nicholas Ave
Lees Lobby Coffee Shop;150 W 28th St;New York;150 W 28th St
Lemon Lime Restaurant;664 6th Ave;New York;664 6th Ave
Lemon Restaurant;230 Park Ave S;New York;230 Park Ave S
Lemon Tree Cafe;769 9th Ave;New York;769 9th Ave
Lemongrass;80 University Pl;New York;80 University Pl
Lemongrass Grill;200 W 84th St;New York;200 W 84th St
Lemongrass Grill;37 Barrow Street;New York;37 Barrow St
Lemongrass Grill;110 Liberty St;New York;110 Liberty St
Lemongrass Grill;2534 Broadway Frnt;New York;2534 Broadway
Lenge 83 Restaurant;1465 3rd Ave;New York;1465 3rd Ave
Lenge Japanese Restaurant;202 Columbus Ave;New York;202 Columbus Ave
Lennys Bagels;2601 Broadway;New York;2601 Broadway
Lenox Chinese Restaurant;2180 5th Ave;New York;2180 5th Ave
Lenox Hill Restaurant;1105 Lexington Ave;New York;1105 Lexington Ave
Lenox Public Luncheonette;471 Lenox Ave;New York;471 Lenox Ave
Lenox Room Restaurant;1278 3rd Ave;New York;1278 3rd Ave
Lentrecote Inc;1057 1st Ave;New York;1057 1st Avenue
Leopard Restaurant Inc;253 E 50th St # 1;New York;253 E 50th St #1
Les Deux Gamins Le Gamin;170 Waverly Pl;New York;170 Waverly Pl
Les Friandises East;972 Lexington Ave # 1;New York;972 Lexington Ave #1
Les Routiers;568 Amsterdam Ave # 1;New York;568 Amsterdam Ave #1
Les Sans Culottes Restaurant Inc;1085 2nd Ave;New York;1085 2nd Ave
Les Sans Culottes West;347 W 46th St;New York;347 W 46th St
Lespinasse;2 E 55th St;New York;2 E 55th St
Lespresso Svc Inc;767 5th Ave;New York;767 5th Ave
Levana Restaurant;Continental;New York;Continental
Levana Restaurant;141 W 69th St;New York;141 W 69th St
Lexington Avenue Grill;569 Lexington Ave;New York;Double tree Metropolitan
Lexington Bar And Books;1020 Lexington Ave;New York;1020 Lexington Ave
Lexington Candy Shop;1226 Lexington Avenue;New York;1226 Lexington Ave
Lexington Fast Food Restaurant;339 Lexington Ave;New York;339 Lexington Ave
Lexington Restaurant;1869 Lexington Ave;New York;1869 Lexington Ave
Lexington Rib Co;1364 Lexington Ave;New York;1364 Lexington Ave
Lhasa Restaurant;96 2nd Ave;New York;96 2nd Ave
Li Cheun Corp;17 Catherine St;New York;17 Catherine St
Liam Restaurant;170 Thompson St;New York;170 Thompson St
Liberta Restaurant;1574 2nd Ave;New York;1574 2nd Ave
Liberty Bell Coffee Shop;1 Dag Hammarskjold Plz;New York;245 E 47th St
Liberty Gourmet;32 Broadway # 1;New York;32 Broadway #1
Life Cafe;343 E 10th St;New York;343 E 10th St
Light Touch On A;151 Avenue B/w 9th & 10th Street;New York;151 Avenue B/w 9th & 10th Street
Lilys Restaurant And Bar;501 Lexington Ave;New York;501 Lexington Ave
Limerick House;69 W 23rd St;New York;69 W 23rd St
Limoncello Restaurant;777 7th Ave;New York;777 7th Ave
Lin & Lin;918 8th Ave;New York;918 8th Ave
Lincoln Fried Chicken;American;New York;New York
Lincoln Fried Chicken;576 W 125th St;New York;576 W 125th St
Lincoln Fried Chicken;3666 Broadway;New York;3666 Broadway
Lindys;74 W 50th St;New York;74 W 50th St
Lindys;401 7th Ave;New York;401 7th Ave
Lindys;825 7th Ave;New York;825 7th Ave
Lindys;1525 Broadway;New York;1525 Broadway
Lins Chinese Restaurant;32 E 23rd St;New York;32 E 23rd St
Lins Dumpling House;25 Pell St;New York;25 Pell St
Lins Dumpling House;141 Fulton St;New York;141 Fulton St
Lipstick Cafe;885 3rd Ave;New York;885 3rd Ave
Lisa Pizzeria;76 Fulton St;New York;76 Fulton St
Lite Delights;532 Columbus Av;New York;532 Columbus Ave
Little Charlies Clam Bar;19 Kenmare St;New York;19 Kenmare St
Little Havana Restaurant;30 Cornelia St;New York;30 Cornelia St
Little Jezebel;529 Columbus Ave # 80;New York;529 Columbus Ave #80
Little Place;61 Warren St.;New York;61 Warren St
Little Robins Pza & Restaurant;453 E 78th St;New York;453 E 78th St
Little Saigon;59 1st Ave # 1;New York;59 1st Avenue #1
Little Sonny Corp;558 7th Ave;New York;558 7th Ave
Little Tokyo;252 W 47th St;New York;252 W 47th St
Live Bait;14 E 23rd St;New York;14 E 23rd St
Lizards Tortilla;275 Greenwich St;New York;275 Greenwich St
Local;224 West 47th Street;New York;224 W 47th St
Local Cafe & Cocktails;1004 2nd Avenue;New York;1004 2nd Ave
Lok Ting Chinese Restaurant;26 E Broadway;New York;26 E Broadway
Lokfing Chinese Restaurant;290 Grand St;New York;290 Grand St
Lola;15 Watts Street;New York;15 Watts St
Lola Bowla;30 W 22nd St # 30;New York;30 W 22nd St #30
Lombardis;32 Spring St;New York;32 Spring St
Londels Restaurant;2620 8th Ave;New York;2620 Frederick Douglass Blvd
London Underground Gourmet Inc;18 E 33rd St # 18;New York;18 E 33rd St #18
Long Fat Corp;18 W 25th St # 1;New York;18 W 25th St #1
Long Island Glatt Kosher Meat & Poultry;829 West 181st Street;New York;829 W 181st St
Long Man Shanghai Rest;1 E Broadway;New York;1 E Broadway
Long Shine Restaurant;47 E Broadway # 1;New York;47 E Broadway #1
Longwood Gourmet Inc;500 Lexington Ave;New York;500 Lexington Ave
Lookout;890 2nd Ave;New York;890 2nd Ave
Lorange Bleue;430 Broome St;New York;430 Broome St
Lord & Taylor;424 5th Ave # 11;New York;424 5th Ave #11
Lords Deli;94 Greenwich Ave;New York;94 Greenwich Ave
Loro Di Napoli;206 Sullivan St;New York;206 Sullivan St
Los Angeles Restaurant;1336 Saint Nicholas Ave;New York;1336 St Nicholas Ave
Los Cheveres Restaurant;450 9th Ave # 1;New York;450 9th Ave #1
Los Manantiales;405 Amsterdam Ave;New York;405 Amsterdam Ave
Los Paisas Deli Mexican;898 Amsterdam Avenue;New York;898 Amsterdam Ave
Lot 61;550 W 21st St;New York;550 W 21st St
Lotfis;358 W 46th St;New York;358 W 46th St
Lotus;409 West 14th Street;New York;409 W 14th St
Lotus Eaters Fifth;182 5th Ave;New York;182 5th Ave
Lou G Siegel Restaurant;240 W 14th St;New York;240 W 14th St
Loui Loui Inc;1311 3rd Ave;New York;bluemercury UES
Louies West Side Cafe;441 Amsterdam Ave;New York;441 Amsterdam Ave
Lous Cafe Inc;1301 Avenue Of The Americas;New York;1301 6th Ave
Lowell Restaurant;274 Madison Ave # 1;New York;274 Madison Ave #1
Lowes Carribean Restaurant;164 W 116th St;New York;164 W 116th St
Luca Lounge;220 Avenue B;New York;220 Avenue B
Luca Restaurant;1712 First Avenue;New York;1712 1st Avenue
Lucky 1 Candy Store;21 Eldridge St;New York;21 Eldridge St
Lucky 301;301 W 36th St;New York;301 W 36th St
Lucky Chengs;24 First Avenue;New York;24 1st Avenue
Lucky Enterprises Inc;16 Pell St;New York;16 Pell St
Lucky Fluke Corporation;813 9th Ave;New York;813 9th Ave
Lucky Garden Restaurant;34 Pell St;New York;34 Pell St
Lucky Land Chinese Restaurant;329 Greenwich St;New York;329 Greenwich St
Lucky Restaurant;355 Bowery;New York;355 Bowery
Lucky Wok;630 10th Ave;New York;630 10th Ave
Luckys Chengs;24 1st Ave;New York;24 1st Avenue
Luckys Juice Joint Ltd;75 W Houston St;New York;75 W Houston St
Luckys Restaurant;95 Allen St;New York;95 Allen St
Ludlow Bar;165 Ludlow St;New York;165 Ludlow St
Luigis Pizza;63 W 23rd St;New York;63 W 23rd St
Luigis Pizza;Italian;New York;Little Italy
Luigis Pizza;910 8th Ave # 1900;New York;910 8th Ave #1900
Luigis Pizzeria;1701 1st Ave;New York;1701 1st Avenue
Lukes Bar & Grill;1394 3rd Ave;New York;1394 3rd Ave
Lulus Fried Chicken;American;New York;New York
Lulus Fried Chicken;2488 7th Ave;New York;2488 7th Ave
Luma Restaurant;200 9th Ave;New York;200 9th Ave
Lumi Restaurant;963 Lexington Ave;New York;963 Lexington Ave
Luna Park Restaurant;1 Union Sq E;New York;1 Union Square E
Lunas Restaurant;112 Mulberry St;New York;112 Mulberry St
Lunch Box;886 9th Avenue;New York;886 9th Ave
Lunch Box Cafe Inc;251 E 14th St;New York;251 E 14th St
Lunch Box Food Company;357 West Street;New York;357 West St
Lunch Boy Inc;150 E 46th St;New York;150 E 46th St
Lung Sheng Restaurant;906 Columbus Ave;New York;906 Columbus Ave
Lupes East L A Kitchen Inc;110 Avenue Of The Americas;New York;110 6th Ave
Lusardis Restaurant;1494 2nd Ave;New York;1494 2nd Ave
Lutece Restaurant;249 E 50th St;New York;249 E 50th St
Luxia Restaurant;315 W 48th St;New York;315 W 48th St
Luzias;429 Amsterdam Ave;New York;429 Amsterdam Ave
Lyns Cafe;12 W 55th St;New York;12 W 55th St
Lyric Restaurant;283 3rd Ave;New York;283 3rd Ave
M & G Diner;383 W 125th St;New York;383 W 125th St
M & R Bar Dining Room;264 Elizabeth St;New York;264 Elizabeth St
M C Exchange;28 Trinity Pl;New York;28 Trinity Pl
M K Restaurant;440 9th Ave;New York;440 9th Ave
MCDonalds;3794 Broadway;New York;3794 Broadway
MCDonalds;4259 Broadway;New York;4259 Broadway
MCDonalds;541 6th Ave;New York;541 6th Ave
MCDonalds;480 3rd Ave;New York;480 3rd Ave
MCDonalds;946 8th Ave;New York;946 8th Ave
MCDonalds;6 Water St;New York;6 Water St
MCDonalds;729 2nd Ave;New York;729 2nd Ave
MCDonalds;1109 Avenue Of The Americas;New York;1109 6th Ave
MCDonalds;427 10th Ave;New York;427 10th Ave
MCDonalds;809 6th Ave # 3833;New York;809 6th Ave #3833
MCDonalds;136 W 3rd St;New York;136 W 3rd St
MCDonalds;160 Broadway;New York;160 Broadway
MCDonalds;167 Chambers St;New York;167 Chambers St
MCDonalds;22 E 23rd St;New York;22 E 23rd St
MCDonalds;2549 Broadway;New York;2549 Broadway
MCDonalds;262 Canal St;New York;262 Canal St
MCDonalds;113 Nassau St;New York;113 Nassau St
Ma Ma Buddha;578 Hudson St;New York;578 Hudson St
Ma Po To Fu Inc;222 E 53rd St;New York;222 E 53rd St
Ma Wong Inc;1217 1st Ave;New York;1217 1st Avenue
Mac Dougals Restaurant;89 Macdougal St;New York;89 MacDougal St
Mac Menamins Pub;89 South St # 17;New York;89 South St #17
Macdougal St Ale House;122 Macdougal St;New York;122 MacDougal St
Macies Mad Dog Cafe;51 Bank St;New York;51 Bank St
Macys East;151 W 34th St;New York;151 W 34th St
Mad 28;72 Madison Ave # 1;New York;72 Madison Ave #1
Mad Hatter Of 2 Av Pub;1485 2nd Ave;New York;1485 2nd Ave
Madame X;94 W Houston St;New York;94 W Houston St
Madison Avenue Burger Corp;922 Madison Ave;New York;922 Madison Ave
Madison Restaurant Inc;207 Madison St;New York;207 Madison St
Madonna Restaurant;1288 Amsterdam Ave;New York;1288 Amsterdam Ave
