restaurant;address1;address2;addressGoogle1
Manhattan Chili Co.;0Grand Central Terminal;At 42nd St;89 E 42nd St
Manhattan Chili Co.;0grand central terminal;;89 E 42nd St
Manhattan Chili Co.;1Grand Central Terminal 1 At 42nd St;;1Grand Central Terminal 1 At 42nd St
Manhattan Diner;2180 Broadway;At 77th St;2180 Broadway
Manhattan Espresso Cafe;146 E 49th St;Btwn Lexington & 3rd Ave;146 E 49th St
Manhattan Sky;109 E 42nd St;At Park Ave;109 E 42nd St
Manhattan Wraps;360 W 42nd St;Btwn 8th & 9th Ave;360 W 42nd St
Manna's;51 E 125th St;At Madison Ave;51 E 125th St
Manna's;486 Lenox Ave;Btwn 134th & 135th St;486 Lenox Ave
Manna's;2331 Frederick Douglass Blvd;Btwn 125th & 126th St;2331 Frederick Douglass Blvd
Manna's (CLOSED);2331 Frederick Douglass Blvd;;2331 Frederick Douglass Blvd
Manna's23;31 Frederick Douglass Blvd;;Frederick Douglass Blvd
Manna's48;6 Lenox Ave;;6 Lenox Ave
Manna's51 E;125th St;;W 125th St
Mannahatta;310 Bowery;At Bleecker St;310 Bowery
Mansion Restaurant;1634 York Ave;At 86th St;1634 York Ave
Mantra;986986 2nd Ave;Btwn 52nd & 53rd St;2nd Ave
Mantra 98;6986 2nd Ave;;2nd Ave
Maoz Vegetarian;2047 A Broadway;Btwn 70th & 71st St;2047a Broadway
Maoz Vegetarian;59 E 8th St;Btwn Broadway & University Pl;59 E 8th St
Maoz Vegetarian;38 Union Sq E;Btwn 16th & 17th St;38 Union Square E
Maple;1367 1st Ave;Btwn 73rd & 74th St;1367 1st Avenue
Maple1367;1st Ave;;1st Avenue
Mara's Homemade;342 E 6th St;Btwn 1st & 2nd Ave;342 E 6th St
Maracas;33 Greenwich Ave;Btwn 6th & 7th Ave;33 Greenwich Ave
Marc Forgione;134 Reade St;;134 Reade St
Marche Madison;931 Madison Ave;At 74th St;931 Madison Ave
Marche Madison;36 E 58th St;At Madison Ave;36 E 58th St
Marchi's;251 E 31st St;Btwn 2nd & 3rd Ave;251 E 31st St
Marco Polo Fusion Cafe;102 Saint Marks Pl;Btwn 1st Ave & Ave A;102 St Marks Pl
Marco Polo Noodle Shop;94 Baxter St;Btwn White & Walker St;94 Baxter St
Mardigras Pizza;3-7 Maiden Lane;Btwn Nassau & Willian St;3 Maiden Ln
Mare;198 8th Ave;At 20th St;198 8th Ave
Marfa;101 E 2nd St;;101 E 2nd St
Marfa101 E;2nd St;;E 2nd St
Margarita Murphy's;591 3rd Ave;Btwn 38th & 39th St;591 3rd Ave
Margie's Red Rose Diner;275 W 144th St;Btwn 7th Ave & Frederick Douglass Blvd;275 W 144th St
Margon;136 W 46th St;Btwn 6th & 7th Ave;136 W 46th St
Margon136 W;46th St;;W 46th St
Margot Restaurant;3822 Broadway;At 159th St;3822 Broadway
Maria Pia;319 W 51st St;Btwn 8th & 9th Ave;319 W 51st St
Mariachi;235 E 53rd St;Btwn 2nd & 3rd Ave;235 E 53rd St
Mariella Pizza;965 Lexington Ave;Btwn 70th & 71st St;965 Lexington Ave
Mariella Pizza;960 8th Ave;Btwn 56th & 57th St;960 8th Ave
Mariella Pizza;151 E 60th St;Btwn 3rd & Lexington Ave;151 E 60th St
Mariella Pizza;180 3rd Ave;At 16th St;180 3rd Ave
Marinella;49 Carmine St;Btwn Bedford & Bleecker St;Centric
Mario's Trattoria;493 9th Ave;Btwn 37th & 38th St;493 9th Ave
Marisco Centro;1490 St. Nicholas Ave;Btwn 184th & 185th St;1490 St Nicholas Ave
MarkJoseph Steakhouse;261 Water St;Btwn Peck Slip & Dover St;261 Water St
Market Cafe;496 9th Ave;Btwn 37th & 38th St;496 9th Ave
Market Cafe & Brick Oven Pizza;425 Lexington Ave;Btwn 43rd & 44th St;425 Lexington Ave
Market Place Cafe;394 6th Ave;Btwn 8th St & Waverly Pl;394 6th Ave
Market Table;54 Carmine St;At Bedford St;54 Carmine St
Markt;676 6th Ave;At 21st St;676 6th Ave
Markt676;6th Ave;;6th Ave
Maroons;244 W 16th St;Btwn 7th & 8th Ave;244 W 16th St
Maroons (CLOSED);244 W 16th St;;244 W 16th St
Marrakesh;235 E 53rd St;Btwn 2nd & 3rd Ave;235 E 53rd St
Mars;21121633 Broadway;At 51st St;Broadway
Mars 2112;1633 Broadway;;Paramount Plaza
Marseille;630 9th Ave;At 44th St;630 9th Ave
Martine's;400 E 82nd St;At 1st Ave;400 E 82nd St
Maru;11 W 32nd St;Btwn Bway & 5th Ave;11 W 32nd St
Maru Maru;609 2nd Ave;Btwn 33rd & 34th St;609 2nd Ave
Maru11 W;32nd St;;W 32nd St
Marumi;546 Laguardia Place;Btwn Bleecker & W 3rd St;546 LaGuardia Pl
Maruzzella Ristorante;1483 1st Ave;Btwn 77th & 78th Sts;1483 1st Avenue
Mary Ann's;107 W Broadway;At Reade St;107 W Broadway
Mary Ann's;86 2nd Ave;At 5th St;86 2nd Ave
Mary Ann's;116 8th Ave;Btwn 15th & 16th St;116 8th Ave
Mary's Fish Camp;64 Charles St;At W 4th St;64 Charles St
Mas;0(farmhouse)39 Downing St;;45 Downing St
Mas (farmhouse);39 Downing St;At Bedford St;39 Downing St
Masa;10 Columbus Circle;At 60th St;10 Columbus Cir
Masa's;0grand central terminal;;89 E 42nd St
Masa's;0Grand Central Terminal;;89 E 42nd St
Masa'sGrand Central Terminal;42nd St;;W 42nd St
Masa'sGrand Central Terminal;At;42nd St;At
Masamoto;88 W 3rd St;Btwn Sullivan & Thompson St;88 W 3rd St
Mason Dixon;133 Essex St;Btwn Stanton & Rivington St;133 Essex St
Massawa;1239 Amsterdam Ave;At 121st St;1239 Amsterdam Ave
Massawa12;39 Amsterdam Ave;;39 Amsterdam Ave
Massimo Al Ponte Vecchio;206 Thompson St;Btwn Bleecker & W 3rd St;206 Thompson St
Master Yap;155 E 52nd St;Btwn Lexington & 3rd Ave;155 E 52nd St
Match;65 0(fka Paris Match)29 E 65th St;;29 E 65th St
Match;65 (fka Paris Match)29 E 65th St;At Madison Ave;29 E 65th St
Matilda;647 E 11th St;Btwn Ave B & Ave C;647 E 11th St
Matilda64;7 E 11th St;;7 E 11th St
Matsu;411 E 70th St;Btwn York & 1st Ave;411 E 70th St
Matsu;483 Columbus Ave;Btwn 83rd & 84th St;483 Columbus Ave
Matsu Sushi;937 1st Ave;;937 1st Avenue
Matsu Sushi (fka Sounkyo);937 1st Ave;;937 1st Avenue
Matsu411 E;70th St;;W 70th St
Matsugen;241 Church St;Btwn Worth & Leonard St;241 Church St
Matsuri;369 W 16th St;At 9th Ave;369 W 16th St
Matsuri36;9 W 16th St;;9 W 16th St
Matsuya Sushi;1467 York Ave;At 78th St;1467 York Ave
Matt's Grill;932 8th Ave;Btwn 55th & 56th St;932 8th Ave
Maui Tacos;330 5th Ave;Btwn 32nd & 33rd St;330 5th Ave
Max;181 Duane St;Btwn Greenwich & Hudson St;181 Duane St
Max;51 Avenue B;Btwn 3rd & 4th St;51 Avenue B
Max Brenner;141 2nd Ave;At 9th St;141 2nd Ave
Max Brenner;841 Broadway;Btwn 13th & 14th St;841 Broadway
Max Caffe;1262 Amsterdam Ave;Btwn 122nd & 123rd St;1262 Amsterdam Ave
Max Soha;1262 Amsterdam Ave;At 123rd St;1262 Amsterdam Ave
MaxDelivery;51 White St;Btwn Church St & Broadway;51 White St
Maxie's Bar & Grill;233 Park Ave S;At 19th St;233 Park Ave S
Maxie's Delicatessen;723 7th Ave;At 48th St;723 7th Ave
Maya;1191 1st Ave;Btwn 64th & 65th St;1191 1st Avenue
Maya's Lounge & Indian Restaurant;14 E 33rd St;Btwn Madison & 5th Ave;14 E 33rd St
Maya1191;1st Ave;;1st Avenue
Maz Mezcal;316 E 86th St;Btwn 1st & 2nd Ave;316 East 86th St
Maze;151 W 54th St;Btwn 6th & 7th Ave;151 W 54th St
Maze151 W;54th St;;W 54th St
McAleer's Pub;425 Amsterdam Ave;Btwn 80th & 81st St;425 Amsterdam Ave
McAnn's on First;948 1st Ave;At 52nd St;948 1st Avenue
McCormack's Pub;365 3rd Ave;Btwn 26th & 27th St;365 3rd Ave
McCormick & Schmick's;1285 6th Ave;At 52nd St;1285 6th Ave
McFadden's;800 2nd Ave;At 42nd St;800 2nd Ave
McGarry's;417 9th Ave;Btwn 33rd & 34th St;417 9th Ave
McGee's;240 W 55th St;Btwn Broadway & 8th Ave;240 W 55th St
McGee's24;0 W 55th St;;0 W 55th St
McKenna's Pub;250 W 14th St;Btwn 7th & 8th Ave;250 W 14th St
McKeown's;1303 3rd Ave;Btwn 74th & 75th St;1303 3rd Ave
McNulty's Tea & Coffee Company;109 Christopher St;Btwn Bleecker & Hudson St;109 Christopher St
McQuaids Public House;589 11th Ave;At 44th St;589 11th Ave
MeKong;18 King St;At 6th Ave;18 King St
Meade's;22 Peck Slip;At Water St;22 Peck Slip
Medina;2333 1st Ave;Btwn 119th & 120th St;2333 1st Avenue
Medina233;3 1st Ave;;3 1st Avenue
Mediterraneo;1260 2nd Ave;At 66th St;1260 2nd Ave
Mee Noodle Shop & Grill;922 2nd Ave;At 49th St;922 2nd Ave
Mee Noodle Shop & Grill;547 2nd Ave;Btwn 30th & 31st St;547 2nd Ave
Mee Sun Cafe;26 Pell St;At Doyers St;26 Pell St
Mega Deli Food Center;266 W 135th St;Btwn Frederick Douglass & 7th Ave;266 W 135th St
Megu;62 Thomas St;Btwn W Broadway & Church St;62 Thomas St
Megu Midtown;845 UN Plaza;At 47th St;845 United Nations Plaza
Mei Li Wah;64 Bayard St;Btwn Mott & Elizabeth St;64 Bayard St
Mei Zhong Wei;57 Pitt St;Btwn Delancey & Rivington St;57 Pitt St
Melange Food Fair;1277 1st Ave;Btwn 68th & 69th St;1277 1st Avenue
Melba's;300 W 114th St;At Frederick Douglas Blvd;300 W 114th St
Melba's30;0 W 114th St;;W 114th St
Men Kui Tei;60 W 56th St;Btwn 5th & 6th Ave;60 W 56th St
Men Kui Tei;63 Cooper Sq;Btwn 7th St & Astor Pl;63 Cooper Sq
Menchanko Tei;131 E 45th St;Btwn 3rd & Lexington Ave;131 E 45th St
Menchanko Tei;43 W 55th St;Btwn 5th & 6th Ave;43 W 55th St
Mendy's;115 E 57th St;Btwn Park & Lexington Ave;115 E 57th St
Mendy's;109 E 42nd St;Btwn Park & Lexington Ave;109 E 42nd St
Mendy's;61 E 34th St;At Park Ave;61 E 34th St
Mendy's;30 Rockefeller Plaza;At W 49th St;30 Rockefeller Plaza
Mendy's10;9 E 42nd St;;9 E 42nd St
Mendy's11;5 E 57th St;;5 E 57th St
Mendy's61 E;34th St;;W 34th St
Mercadito;179 Avenue B;Btwn 11th & 12th St;179 Avenue B
Mercadito Cantina;172 Avenue B;Btwn 10th & 11th St;172 Avenue B
Mercadito Grove;100 7th Ave S;At Grove St;100 7th Ave S
Mercado's;1759 Lexington Ave;At 109th St;1759 Lexington Ave
Mercantile Grill;126 Pearl St;At Hanover St;126 Pearl St
Mercat;45 Bond St;Btwn Lafayette & Bowery St;45 Bond St
Mercer Kitchen;99 Prince St;At Mercer St;99 Prince St
Merchants NY;112 7th Ave;Btwn 16th & 17th St;112 7th Ave
Merchants NY;1125 1st Ave;Btwn 61st & 62nd St;1125 1st Avenue
Merchants NY Cafe;90 Washington St;At Rector St;50 West Street
Mercury Bar;659 9th Ave;Btwn 45th & 46th St;659 9th Ave
Mercury Bar;493 3rd Ave;Btwn 33rd St & 34th St;493 3rd Ave
Meridiana;2756 Broadway;Btwn 105th & 106th St;2756 Broadway
Merkato;5555 Gansevoort St;Btwn Greenwich & Washington St;Gansevoort St
Merrion Square;1840 2nd Ave;At 95th St;1840 2nd Ave
Mesa Grill;102 5th Ave;Btwn 15th & 16th St;102 5th Ave
Meskel;199 E 3rd St;Btwn Ave A & B;199 E 3rd St
Meskel199 E;3rd St;;E 3rd St
Meskerem;468 W 47th St;Btwn 9th & 10th Ave;468 W 47th St
Meskerem;124 Macdougal St;Btwn W 3rd St & Minetta Ln;124 MacDougal St
Meson Sevilla;344 W 46th St;Btwn 8th & 9th Ave;344 W 46th St
Metisse;239 W 105th St;Btwn Bway & Amsterdam Ave;239 W 105th St
Metisse23;9 W 105th St;;9 W 105th St
Metrazur;0grand central terminal;;89 E 42nd St
Metrazur;0Grand Central Terminal;At 42nd St & Park Ave;89 E 42nd St
MetrazurGrand Central Terminal;1 At 42nd St & Park Ave;;1 At 42nd St & Park Ave
Metro;53307 E 53rd St;Btwn 1st & 2nd Ave;E 53rd St
Metro 533;07 E 53rd St;;7 E 53rd St
Metro Deli & Cafe;141 W 41st St;Btwn 6th Ave & Bway;141 W 41st St
Metro Diner;2641 Broadway;At 100th St;2641 Broadway
Metro Grill;45 W 35th St;Btwn 5th & 6th Ave;45 W 35th St
Metro Marche;625 8th Ave;At 41st St;625 8th Ave
Metro Market;1919 W 45th St;Btwn 5th & 6th Ave;W 45th St
Metro's;2131 Amsterdam Ave;At 166th St;2131 Amsterdam Ave
Metro's21;31 Amsterdam Ave;;31 Amsterdam Ave
MetroCafe & Wine Bar;32 E 21st St;Btwn Park Ave S & Bway;32 E 21st St
Mexican Radio;19 Cleveland Pl;Btwn Spring & Kenmare St;19 Cleveland Pl
Mexicana Mama;525 Hudson St;At 10th St;525 Hudson St
Mexicana Mama Centro;47 E 12th St;Btwn Bway & University Pl;47 E 12th St
Mexico Lindo;459 2nd Ave;At 26th St;459 2nd Ave
Mezza Luna;98 8th Ave;At 15th St;98 8th Ave
Mezzaluna;1295 3rd Ave;Btwn 74th & 75th St;1295 3rd Ave
Mezzaluna;146 W Houston St;;146 W Houston St
Mezzogiorno;195 Spring St;At Sullivan St;195 Spring St
Mi Abuelita;2270 2nd Ave;Btwn 116th & 117th St;2270 2nd Ave
Mi Nidito;852 8th Ave;Btwn 51st & 52nd St;852 8th Ave
Mi Palenque;154 E 112th St;Btwn Lexington & 3rd Ave;154 E 112th St
Mi Pueblito;1722 Amsterdam Ave;Btwn 145th & 146th St;1722 Amsterdam Ave
Mi Tierra;3569 Broadway;At 146th St;3569 Broadway
Mia Dona;206 E 58th St;Btwn 2nd & 3rd Ave;206 E 58th St
Michael Jordan's;23 Vanderbilt Ave;At 44th St;23 Vanderbilt Ave
Michael's;24 W 55th St;Btwn 5th & 6th Ave;24 W 55th St
Michelle;215 E 116th St;Btwn 2nd & 3rd Ave;215 E 116th St
Michelle's Kitchen;1614 3rd Ave;Btwn 90th & 91st St;1614 3rd Ave
Mickey Mantle's;42 Central Park S;Btwn 5th & 6th Ave;42 Central Park S
Midnight Express;1715 2nd Ave;Btwn 88th & 89th St;1715 2nd Ave
Midtown Restaurant;155 E 55th St;Btwn 3rd & Lexington Ave;155 E 55th St
Midtown Restaurant;566 7th Ave;Btwn 40th & 41st St;566 7th Ave
Mikaku Sushi;85 Kenmare St;Btwn Cleveland Pl & Mulberry St;85 Kenmare St
Mikata;150 Centre St;At Walker St;150 Centre St
Mike Deli;321 W 42nd St;Btwn 8th & 9th Ave;321 W 42nd St
Mike Due;338 3rd Ave;At 25th St;338 3rd Ave
Mike's Bagels;4003 Broadway;At 168th St;4003 Broadway
Mike's Bistro;228 W 72nd St;Btwn Bway & West End Ave;228 W 72nd St
Mike's Pizza;415 2nd Ave;Btwn 23rd & 24th St;415 2nd Ave
Mike's Pizzeria & Italian Kitchen;654 Amsterdam Ave;;654 Amsterdam Ave
Milanes Restaurant;168 W 25th St;Btwn 6th & 7th Ave;168 W 25th St
Milano Gourmet;14 E 34th St;Btwn 5th Ave & Park Ave S;14 E 34th St
Milano Market;2892 Broadway;Btwn 112th & 113th St;2892 Broadway
Milano's;2255 2nd Ave;At 116th St;2255 2nd Ave
Milant;158 E 39th St;Btwn Lexington & 3rd Ave;158 E 39th St
Milant158 E;39th St;;W 39th St
Miles to Philly;94 3rd Ave;Btwn 12th & 13th St;94 3rd Ave
Miles to Philly;300 E 52nd St;At 2nd Ave;300 E 52nd St
Milk & Cookies Bakery;19 Commerce St;Btwn 7th Ave S & Bedford St;19 Commerce St
Mill;2895 Broadway;At 113th St;2895 Broadway
Million Gourmet Deli;77 Pearl St;At Coenties Slip;77 Pearl St
Milon;93 1st Ave;Btwn 5th & 6th St;93 1st Avenue
Mimi's Pizza Kitchen;1248 Lexington Ave;Btwn 84th & 85th St;1248 Lexington Ave
Mimi's Restaurant;984 2nd Ave;Btwn 52nd & 53rd St;984 2nd Ave
Min Jiang Restaurant;95 E Broadway;Btwn Market & Pike St;95 E Broadway
Minar;138 W 46th St;Btwn 6th & 7th Ave;138 W 46th St
Minar;5 W 31st St;Btwn 5th Ave & Bway;5 W 31st St
Minar138 W;46th St;;W 46th St
Minar5 W;31st St;;E 31st St
Minca;536 E 5th St;Btwn Ave A & Ave B;536 E 5th St
Minca536 E;5th St;;5th Ave
Minetta Tavern;113 MacDougal St;Btwn Bleecker & W 3rd St;113 MacDougal St
Ming's;413 9th Ave;Corner of 33rd St;413 9th Ave
Ming's Delight;594 3rd Ave;Btwn 38th & 39th St;594 3rd Ave
Ming's413;9th Ave;;9th Ave
Mini Especial;2145 Adam Clayton Powell Blvd;At 127th St;2145 Adam Clayton Powell Jr Blvd
Mini Munchies Pizzeria;85 Pitt St;At Rivington St;85 Pitt St
Mini Thai Cafe;105 Avenue A;Btwn 6th & 7th St;105 Avenue A
Mint;150 E 50th St;Btwn Lexington & 3rd Ave;150 E 50th St
Mint150 E;50th St;;W 50th St
Miracle Bar & Grill;415 Bleecker St;Btwn Bank & W 11th St;415 Bleecker St
Miracle Bar & Grill (CLOSED);415 Bleecker St;;415 Bleecker St
Miro Cafe;474 Broadway;Btwn Grand & Broome St;474 Broadway
Miro Cafe;594 Broadway;Btwn Prince & Houston St;594 Broadway
Mishima;164 Lexington Ave;Btwn 30th & 31st St;164 Lexington Ave
Mishima16;4 Lexington Ave;;4 Lexington Ave
Miso;561 2nd Ave;At 31st St;561 2nd Ave
Miso (CLOSED);561 2nd Ave;At 31st St;561 2nd Ave
Miss K's;118 Madison Ave;At 30th St;118 Madison Ave
Miss Mamie's Spoonbread Too;366 W 110th St;Btwn Columbus & Manhattan Ave;366 W 110th St
Miss Maude's Spoonbread Too;547 Lenox Ave;Btwn 137th & 138th St;547 Lenox Ave
Mitali;334 E 6th St;Btwn 1st & 2nd Ave;334 E 6th St
Mitali334 E;6th St;;E 6th St
Mitchel London Foods;22A E 65th St;Btwn Madison & 5th Ave;22A E 65th St
Mitchel London Pizza;456 9th Ave;Btwn 35th & 36th St;456 9th Ave
Mixx Lounge;84 7th Ave S;At Bleecker St;84 7th Ave S
Miyabi Sushi;121 W 3rd St;At MacDougal St;121 W 3rd St
Miyagi;220 W 13th St;Btwn 7th & 8th Ave;220 W 13th St
Miyagi220 W;13th St;;E 13th St
Miyako;549 2nd Ave;Btwn 30th & 31st St;549 2nd Ave
Miyako Sushi;642 Amsterdam Ave;At 91st St;642 Amsterdam Ave
Miyako549;2nd Ave;;2nd Ave
Mizu Sushi;29 E 20th St;Btwn Bway & Park Ave S;29 E 20th St
Mo-Ra-Kote;35 Carmine St;Btwn Bleecker & Bedford St;35 Carmine St
Mobay New York;17 W 125th St;Btwn Lenox & 5th Ave;17 W 125th St
Mocca;78-82 Reade St;At Church St;78 Reade St #82
Mocca78-8;2 Reade St;;2 Reade St
Moco Global Dining;516 3rd Ave;Btwn 34th & 35th St;516 3rd Ave
Moda;135 W 52nd St;Btwn 6th & 7th Ave;135 W 52nd St
Moda135 W;52nd St;;E 52nd St
Moe's Deli;480 9th Ave;At 37th St;480 9th Ave
Moe's Southwest Grill;367 1st Ave;Btwn 21st & 22nd St;367 1st Avenue
Mofongo Depot;931 Amsterdam Ave;Btwn 105th & 106th St;931 Amsterdam Ave
Mojito's Bar & Grill;227 E 116th St;Btwn 3rd & 2nd Ave;227 E 116th St
Mole;205 Allen St;Btwn Houston & Stanton St;205 Allen St
Molly's;287 3rd Ave;Btwn 22nd & 23rd St;287 3rd Ave
Molly's28;7 3rd Ave;;7 3rd Ave
Molyvos;871 7th Ave;Btwn 55th & 56th St;871 7th Ave
Molyvos87;1 7th Ave;;1 7th Ave
Mom's II;15 Avenue D;Btwn Houston & 3rd St;15 Avenue D
Momo Sushi;947 8th Ave;At 56th St;947 8th Ave
Momo Sushi (CLOSED);947 8th Ave;At 56th St;947 8th Ave
Momofuku Bakery & Milk Bar;207 2nd Ave;At 13th St;207 2nd Ave
Momofuku Ko;163 1st Ave;At 10th St;163 1st Avenue
Momofuku Noodle Bar;171 1st Ave;Btwn 10th & 11th St;171 1st Avenue
Momofuku Ssam Bar;207 2nd Ave;At 13th St;207 2nd Ave
Momokawa;157 E 28th St;;157 E 28th St
Momoya Amsterdam;427 Amsterdam Ave;Btwn 80th & 81st St;427 Amsterdam Ave
Momoya Chelsea;187 7th Ave;At 21st St;187 7th Ave
Momoya Chelsea;185 7th Ave;;185 7th Ave
Mon Petit Cafe;801 Lexington Ave;At 62nd St;801 Lexington Ave
Monaco;421 Amsterdam Ave;At 80th St;421 Amsterdam Ave
Moncion Juanita Restaurant;944 Columbus Ave;Btwn 106th & 107th St;944 Columbus Ave
Mondello;3 E 37th St;;3 E 37th St
Monetti's;402 W 42nd St;Btwn 9th & 10th Ave;402 W 42nd St
Monster Sushi;158 W 23rd St;Btwn 6th & 7th Ave;158 W 23rd St
Monster Sushi;22 W 46th St;Btwn 5th & 6th Ave;22 W 46th St
Mont Blanc;315 W 48th St;Btwn 8th & 9th Ave;315 W 48th St
Monte's;97 Macdougal St;Btwn Bleecker & W 3rd St;97 MacDougal St
Montebello;120 E 56th St;Btwn Lexington & Park Ave;120 E 56th St
Monterone;100 Forsyth St;Btwn Grand & Broome St;100 Forsyth St
Montien;90 3rd Ave;Btwn 12th & 13th St;90 3rd Ave
Montien90;3rd Ave;;3rd Ave
Montparnasse;230 E 51st St;Btwn 2nd Ave & 3rd Ave;230 E 51st St
Mookie's;2065 7th Ave;Btwn 123rd &124th St;2065 7th Ave
Moomia Bar & Lounge;157 Lafayette St;Btwn Howard & Grand St;157 Lafayette St
Moon Pie Pizzeria;31 Avenue C;At 3rd St;31 Loisaida Ave
MoonRock Diner;313 W 57th St;Btwn 8th & 9th Ave;313 W 57th St
Mooncake Foods;28 Watts St;At 6th Ave;28 Watts St
Moonstruck Diner;400 W 23rd St;At 9th Ave;400 W 23rd St
Moonstruck Diner;250 E 58th St;At 2nd Ave;250 E 58th St
Moonstruck on;2nd88 2nd Ave;At 5th St;2nd Ave
Moonstruck on Madison;244 Madison Ave;At 38th St;244 Madison Ave
Moonstruck on Third;449 3rd Ave;At 31st St;449 3rd Ave
Moran's;103 Washington St;Btwn Carlisle & Rector St;103 Washington St
Moran's;146 10th Ave;At 19h St;146 10th Ave
Moran's10;3 Washington St;;3 Washington St
Moran's14;6 10th Ave;;6 10th Ave
Morandi;211 Waverly Pl;Btwn 7th Ave & Charles St;211 Waverly Pl
Morandi21;1 Waverly Pl;;Waverly Pl
Morimoto;88 10th Ave;Btwn 15th & 16th St;88 10th Ave
Morning Star;401 W 57th St;At 9th Ave;401 W 57th St
Morning Star Cafe;949 2nd Ave;Btwn 50th & 51st St;949 2nd Ave
Morrell Wine Bar & Cafe;1 Rockefeller Plaza;Btwn 5th & 6th Ave at 49th St;1 Rockefeller Plaza 48Th and
Morton's, The Steakhouse;551 5th Ave;At 45th St;551 5th Ave
Mottsu;285 Mott St;Btwn Houston & Prince St;285 Mott St
Moustache;265 E 10th St;Btwn 1st Ave & Ave A;265 E 10th St
Moustache;90 Bedford St;Btwn Grove & Barrow St;Apartment Building from the TV Show Friends
Moustache;1621 Lexington Ave;At 102nd St;1621 Lexington Ave
Mozzarelli's;38 E 23rd St;Btwn Park & Madison Ave;38 E 23rd St
Mr. Biggs;596 10th Ave;Btwn 43rd & 44th St;596 10th Ave
Mr. Broadway Kosher Restaurant;1372 Broadway;At 38th St;1372 Broadway
Mr. Deng's;365 W 34th St;Btwn 8th & 9th Ave;365 W 34th St
Mr. Deng's (CLOSED);365 W 34th St;Btwn 8th & 9th Ave;365 W 34th St
Mr. Dennehy's;63 Carmine St;Btwn Bedford & 7th Ave S;63 Carmine St
Mr. Ginger;1572 2nd Ave;Btwn 81st & 82nd St;1572 2nd Ave
Mr. Jones;243 E 14th St;Btwn 2nd & 3rd Ave;243 E 14th St
Mr. K's;570 Lexington Ave;At 51st St;General Electric Building
Mr. K's57;0 Lexington Ave;;0 Lexington Ave
Mr. Skewer & Co.;325 Broadway;Btwn Worth & Thomas St;325 Broadway
Mr. Skewer & Co.;43 W 14 St;Btwn 5th & 6th Ave;43 W 14th St
Mr. Skewer & Co. (CLOSED);325 Broadway;;325 Broadway
Mr. Tang;50 Mott St;At Bayard St;50 Mott St
Mr. Yamamodo;125 Fulton St;Btwn Nassau & William St;125 Fulton St
Mudville;9126 Chambers St;Btwn Church St & W Bway;Chambers St
Mug Bar & Lounge;446 E 13th Street;Btwn 1st Ave & Ave A;446 E 13th St
Mughlai;320 Columbus Ave;At 75th St;320 Columbus Ave
Mughlai32;0 Columbus Ave;;Columbus Ave
Muldoon's;692 3rd Ave;Btwn 43rd & 44th St;692 3rd Ave
Mulligan's Pub;267 Madison Ave;Btwn 39th & 40th St;267 Madison Ave
Mumbles;179 3rd Ave;At 17th St;179 3rd Ave
Mumbles17;9 3rd Ave;;9 3rd Ave
Mumtaz India Restaurant;1493 3rd Ave;Btwn 84th & 85th St;1493 3rd Ave
Munchies;179 Essex St;Btwn Houston & Stanton St;179 Essex St
Murals on;5463 W 54th St;At 6th Ave;W 54th St
Murano Ristorante;207 W 36th St;Btwn 7th & 8th Ave;207 W 36th St
Murphy & Gonzalez;21 Waverly Pl;Btwn Greene & Mercer St;21 Waverly Pl
Murphy's Law;417 E 70th St;Btwn 1st and York Ave;417 E 70th St
Murphy's Pub;977 2nd Ave;Btwn 51st & 52nd St;977 2nd Ave
Murray;17 Murray St;Btwn Church St & Bway;17 Murray Street
Murray Hill Diner;222 Lexington Ave;At 33rd St;139 E 33rd St
Murray's Bagels;242 8th Ave;Btwn 22nd & 23rd St;242 8th Ave
Murray's Bagels;500 6th Ave;Btwn 12th & 13th St;500 6th Ave
Murray's Cheese;254 Bleecker St;At Leroy St;254 Bleecker St
Murray's Falafel and Grill;261 1st Ave;Btwn 15th & 16th St;261 1st Avenue
Mustang Grill;1633 2nd Ave;At 85th St;1633 2nd Ave
Mustang Harry's;352 7th Ave;Btwn 29th & 30th St;352 7th Ave
Mustang Sally's;324 7th Ave;Btwn 28th & 29th St;324 7th Ave
Muzzarella Pizza;221 Avenue A;At 14th St;221 Avenue A
My Daddy's Pizza;77 Pearl St;At Coenties Slip;77 Pearl St
My Most Favorite Food;120 W 45th St;Btwn 6th Ave & Bway;120 W 45th St
My Place Deli;1133 Broadway;Btwn 25th & 26th St;1133 Broadway
N.Y.C. Gourmet Deli;840 8th Ave;Corner 51st St;840 8th Ave
NY Bagels & Cafe;587 1st Ave;Btwn 33rd & 34th St;587 1st Avenue
NY Imperial Pizza;517 3rd Ave;Btwn 34th & 35th St;517 3rd Ave
NY Kom Tang Soot Bul Kal Bi;32 W 32nd St;Btwn Bway & 5th Ave;32 W 32nd St
NY Thai Grill & Sushi Bar;37 W 54th St;Btwn 5th & 6th Ave;37 W 54th St
Nada Sushi;135 E 50th St;At Lexington Ave;135 E 50th St
Nagomi;179 Prince St;Btwn Thompson & Sullivan St;179 Prince St
Naima;513 W 27th St;Btwn 10th & 11th Ave;513 W 27th St
Naima513 W;27th St;;W 27th St
Naka Naka;458 W 17th St;Btwn 9th & 10th Ave;458 W 17th St
Nam;110 Reade St;At W Bway;110 Reade St
Nam Son;245 Grand St;Btwn Bowery & Chrystie St;245 Grand St
