0_restaurant;0_neighborhood;0_address;0_addressGoogle;0_country;0_country_code;0_type;0_cost;0_type_r;1_restaurant;1_neighborhood;1_address;1_addressGoogle;1_country;1_country_code;1_type;1_cost;1_type_r
Mary's Fish Camp;W. Village;64 Charles St;64 Charles St;New York;NY;;$$;Seafood;Mary's Fish Camp;;64 Charles Street;64 Charles St;;NY;;;
Mercadito Grove;Greenwich Village;100 Seventh Ave So at Grove St;100 7th Ave S;;;;;;Mercadito Grove;West Village; 100 Seventh Ave South-at Grove St;100 7th Ave S;New York;NY;Mexican;;
Mercadito Grove;W. Village;100 Seventh Ave S;100 7th Ave S;New York;NY;;$$;Mexican;Mercadito Grove;West Village; 100 Seventh Ave South-at Grove St;100 7th Ave S;New York;NY;Mexican;;
Metrazur;Midtown East;404 Grand Central Terminal at Park Ave;89 E 42nd St;;;;;;Metrazur;;0grand central terminal-;89 E 42nd St;;NY;;;
Metsovo (CLOSED);Upper West Side;65 W 70th St at Columbus Ave;65 W 70th St;;;;;;Metsovo (CLOSED);;65 West 70th Street;65 W 70th St;New York, NY, 10023;NY;;;
Mexicana Mama;W. Village;525 Hudson St;525 Hudson St;New York;NY;;$$;Mexican;Mexicana Mama;West Village; 525 Hudson St-between Charles and W 10th Sts;525 Hudson St;New York;NY;Mexican;;
Mingala Burmese;Upper East Side;;;;;;;;Mingala Burmese;Upper East Side; 1393B Second Ave-between 72nd and 73rd Sts;1393B 2nd Ave;New York;NY;Asian: Burmese;;
Mishima;Midtown East;164 Lexington Ave btwn 30th and 31st Sts;164 Lexington Ave btwn 30th and 31st Sts;;;;;;Mishima;Midtown East; 164 Lexington Ave-between 30th and 31st Sts;164 Lexington Ave;New York;NY;Japanese;;
Moustache;East Village;90 Bedford Street;90 Bedford St;New York;NY;;$;Middle Eastern;Moustache;East Village; 265 E 10th St-between First Ave and Ave A;265 E 10th St;New York;NY;Middle Eastern;;
Moustache;E. Village;90 Bedford Street;90 Bedford St;New York;NY;;$;Middle Eastern;Moustache;East Village; 265 E 10th St-between First Ave and Ave A;265 E 10th St;New York;NY;Middle Eastern;;
Moustache;E. Village;;nan;;;;;;Moustache;East Village; 265 E 10th St-between First Ave and Ave A;265 E 10th St;New York;NY;Middle Eastern;;
My Befana (CLOSED);SoHo;116 West Houston St btwn Sullivan and...;116 W Houston St;;;;;;My Befana (CLOSED);Soho; 116 West Houston St-between Sullivan and Thompson Sts;116 W Houston St;New York;NY;Mediterranean;;
Nizza;Midtown West;;;;;;;;Nizza;Midtown West; 630 Ninth Ave-between 44th and 45th Sts;630 9th Ave;New York;NY;Italian;;
PDT;East Village;113 St Marks Pl btwn First Ave and Ave A;113 St Marks Pl;;;;;;PDT;;113 Saint Marks Pl-Btwn 1st Ave & Ave A;113 St Marks Pl;;NY;;;
Paris Commune;W. Village;99 Bank St;99 Bank St;New York;NY;;$$;Continental;Paris Commune;West Village; 99 Bank St-at Greenwich St;99 Bank St;New York;NY;French;;
Patisserie des Ambassades;Chelsea;161 W 22nd St btwn Sixth and Seventh...;161 W 22nd St;;;;;;Patisserie des Ambassades;Chelsea; 161 W 22nd St-between Sixth and Seventh Aves;161 W 22nd St;New York;NY;African: Senegalese;;
Perry Street;Greenwich Village;176 Perry St at West Side Highway;176 Perry St;;;;;;Perry Street;West Village;176 Perry Street;176 Perry St;New York;NY;;;American
Philly Slim's Cheesesteaks;Midtown West;789 Ninth Ave btwn 52nd and 53rd Sts;789 Ninth Ave btwn 52nd and 53rd Sts;;;;;;Philly Slim's Cheesesteaks;Midtown West;789 9th Ave-Btwn 52nd & 53rd St;789 9th Ave;New York;NY;;;American
Restaurant Ichimura;Midtown East;1026 Second Ave btwn 54th and 55th Sts;W 55th St;;;;;;Restaurant Ichimura;Midtown East; 1026 Second Ave-between 54th and 55th Sts;1026 2nd Ave;New York;NY;Japanese;;
Retsina;Midtown East;;;;;;;;Retsina;Midtown East; 115 E 60th St-between Lexington and Park Aves;115 E 60th St;New York;NY;Greek;;
Seoul Station;East Village;81 St Marks Pl btwn 1st and 2nd Aves;81 St Marks Pl btwn 1st and 2nd Aves;;;;;;Seoul Station;East Village; 81 St. Marks Pl-between First and Second Aves;81 St Marks Pl;New York;NY;Korean;;
Setacci;Greenwich Village;420 Hudson St at Leroy St;420 Hudson St;;;;;;Setacci;West Village; 420 Hudson St-at Leroy St;420 Hudson St;New York;NY;Italian;;
Shaburi;Midtown East;125 E 39th St btwn Park and Lexington...;125 E 39th St;;;;;;Shaburi;Midtown East; 125 E 39th St-between Park and Lexington Aves;125 E 39th St;New York;NY;Japanese;;
Shaburi;Murray Hill/Kips Bay;125 E 39th St;125 E 39th St;New York;NY;;$$$;Japanese;Shaburi;Midtown East; 125 E 39th St-between Park and Lexington Aves;125 E 39th St;New York;NY;Japanese;;
Shanghai Mong;Midtown West;;;;;;;;Shanghai Mong;Midtown West; 30 W 32nd St-between Broadway and Fifth Ave;30 W 32nd St;New York;NY;Chinese;;
Silverleaf Tavern;Midtown East;70 Park Ave at 38th St;70 Park Ave;;;;;;Silverleaf Tavern;Midtown East;70 Park Hotel -70 Park Aveat 38th St;;New York;NY;American;;
Snack Taverna;W. Village;63 Bedford St;63 Bedford St;New York;NY;;$$;Greek;Snack Taverna;West Village; 63 Bedford St-at Morton St;63 Bedford St;New York;NY;Greek;;
Song 7.2;East Village;;;;;;;;Song 7.2;East Village; 117 Second Ave-at 7th St;117 2nd Ave;New York;NY;Asian: Pan-Asian;;
Souen;SoHo;;28 E 13th St;;;;;;Souen;Soho; 210 Sixth Ave-at Prince St;210 6th Ave;New York;NY;Vegetarian & Organic;;
Spice;Greenwich Village;;;;;;;;Spice;Greenwich Village; 60 University Pl-between 10th and 11th Sts;60 University Pl;New York;NY;Thai;;
Square Meal;Upper East Side;30 E 92nd St btwn 5th Ave and Madison...;30 E 92nd St btwn 5th Ave and Madison...;;;;;;Square Meal;Upper East Side; 30 E 92nd St-between Fifth and Madison Aves;30 E 92nd St;New York;NY;American;;
Surya;Greenwich Village;302 Bleecker St btwn Seventh Ave South...;302 Bleecker St;;;;;;Surya;West Village; 302 Bleecker St-between Seventh Ave South and Grove St;302 Bleecker St;New York;NY;Indian;;
Surya;W. Village;302 Bleecker St;302 Bleecker St;New York;NY;;$$;Indian;Surya;West Village; 302 Bleecker St-between Seventh Ave South and Grove St;302 Bleecker St;New York;NY;Indian;;
Sushi Ann;Midtown East;38 E 51st St btwn Madison and Park Aves;38 E 51st St;;;;;;Sushi Ann;;38 East 51st Street;38 E 51st St;New York, NY, 10022;NY;;;
Taim;Greenwich Village;222 Waverly Pl btwn Perry and W 11th Sts;222 Waverly Pl;;;;;;Taim;;222 Waverly Place;222 Waverly Pl;New York, NY, 10014;NY;;;
Tanti Baci Caffe;W. Village;;nan;;;;;;Tanti Baci Caffe;West Village;163 West 10th Street;163 W 10th St;New York;NY;;;Italian
Tartine;W. Village;253 W 11th St;253 W 11th St;New York;NY;;$;French;Tartine;West Village; 253 W 11th St-at 4th St;253 W 11th St;New York;NY;French;;
Tea and Sympathy;Greenwich Village;108 Greenwich Ave near Jane St;108 Greenwich Ave;;;;;;Tea and Sympathy;;108 Greenwich Ave-At Jane St;108 Greenwich Ave;;NY;;;
Tet;East Village;83 Ave A btwn 5th and 6th Sts;6th Ave;;;;;;Tet;East Village; 83 Ave A-between 5th and 6th Sts;83 Avenue A;New York;NY;Vietnamese;;
Thai on Clinton;Lower East Side;;;;;;;;Thai on Clinton;Lower East Side; 6 Clinton St-between Houston and Stanton Sts;6 Clinton St;New York;NY;Thai;;
The Noho Star;East Village;;;;;;;;The Noho Star;East Village; 330 Lafayette St-at Bleecker St;330 Lafayette St;New York;NY;American;;
The Palm Too;Midtown East;;;;;;;;The Palm Too;Midtown East; 840 Second Ave-between 44th and 45th Sts;840 2nd Ave;New York;NY;Steakhouses;;
The Palm West Side;Midtown West;;;;;;;;The Palm West Side;Midtown West;250 W 50th St-Btwn Bway & 8th Ave;250 W 50th St;New York;NY;;;Steakhouses
The Sheep Meadow Cafe;Upper West Side;;;;;;;;The Sheep Meadow Cafe;Upper West Side; Entrance on Central Park West-at 69th St;Entrance on Central Park West;New York;NY;American;;
The Spotted Pig;Greenwich Village;314 W 11th St at Greenwich St;314 W 11th St;;;;;;The Spotted Pig;West Village; 314 W 11th St-at Greenwich St;314 W 11th St;New York;NY;Eclectic;;
The Spotted Pig;W. Village;;nan;;;;;;The Spotted Pig;West Village; 314 W 11th St-at Greenwich St;314 W 11th St;New York;NY;Eclectic;;
Trattoria Spaghetto;W. Village;;nan;;;;;;Trattoria Spaghetto;West Village; 232 Bleecker St-at Carmine St;232 Bleecker St;New York;NY;Italian;;
Udon West;Midtown East;;;;;;;;Udon West;Midtown East; 150 E 46th St-between Lexington and Third Aves;150 E 46th St;New York;NY;Japanese;;
Via dei Mille;SoHo;;;;;;;;Via dei Mille;Soho; 357 West Broadway-between Broome and Grand Sts;357 W Broadway;New York;NY;Italian;;
Village Natural;West Village;;nan;;;;;;Village Natural;West Village; 46 Greenwich Ave-between Sixth and Seventh Aves;46 Greenwich Ave;New York;NY;Vegetarian & Organic;;
Village Yokocho;East Village;;;;;;;;Village Yokocho;East Village;8 Stuyvesant St -between Third Ave and 9th Stsecond floor;;New York;NY;Japanese;;
Vino 313;Midtown East;;;;;;;;Vino 313;Midtown East; 201 E 31st St-between Second and Third Aves;201 E 31st St;New York;NY;Italian;;
Wallse;Greenwich Village;344 W 11th St at Washington St;344 W 11th St;;;;;;Wallse;;344 W 11th St-At Washington St;344 W 11th St;;NY;;;
Wallse;W. Village;344 W 11th St;344 W 11th St;New York;NY;;$$$$;Austrian;Wallse;;344 W 11th St-At Washington St;344 W 11th St;;NY;;;
Waverly Inn;Greenwich Village;16 Bank St at Waverly Pl;16 Bank St;;;;;;Waverly Inn;West Village;16 Bank St.;16 Bank St;New York;NY;;;nan
Wawa Canteen;Greenwich Village;;;;;;;;Wawa Canteen;Greenwich Village; 289 Mercer St-at Waverly Pl;289 Mercer St;New York;NY;Korean;;
Yerba Buena;East Village;23 Avenue A at E 2nd St;23 Avenue A;;;;;;Yerba Buena;East Village; 23 Ave A-between 1st and 2nd Sts;23 Avenue A;New York;NY;Latin American;;
bar.vetro;Midtown East;222 E 58th St btwn Second and Third Aves;222 E 58th St;;;;;;bar.vetro;Midtown East; 222 E 58th St-between Second and Third Aves;222 E 58th St;New York;NY;Italian;;
Alexandra;W. Village;455 Hudson St;455 Hudson St;New York;NY;;$$;American;Alexandra;West Village; 455 Hudson St-between Barrow and Morton Sts;455 Hudson St;New York;NY;American;;
Alfredo's of Rome;Midtown West;;nan;;;;;;Alfredo's of Rome;Midtown West;4 W 49th St-Btwn Rockefeller Plaza & 5th Ave;4 W 49th St;New York;NY;;;Italian
Alias Restaurant;Lower East Side;76 Clinton St;76 Clinton St;New York;NY;;$$$;American;Alias Restaurant;Lower East Side;76 Clinton Street;76 Clinton St;New York;NY;;;American Creative
Arte Café;Upper West Side;106 W 73rd St;106 W 73rd St;New York;NY;;$$;Italian;Arte Café;nan;106 West 73rd Street;106 W 73rd St;New York;NY;;;nan
Bistro du Nord;Upper E. Side;;nan;;;;;;Bistro du Nord;Upper East Side; 1312 Madison Ave-at 93rd St;1312 Madison Ave;New York;NY;French;;
Bistro du Nord;Upper East Side;1018 Amsterdam Ave;1018 Amsterdam Ave;New York;NY;;$$;American;Bistro du Nord;Upper East Side; 1312 Madison Ave-at 93rd St;1312 Madison Ave;New York;NY;French;;
Bistro du Nord;Upper E. Side;;nan;;;;;;Bistro du Nord;Upper East Side; 1312 Madison Ave-at 93rd St;1312 Madison Ave;New York;NY;French;;
Candle Café;Upper East Side;1307 Third Avenue;1307 3rd Ave;New York;NY;;$;Vegetarian;Candle Café;Upper East Side; 1307 Third Ave-between 74th and 75th Sts;1307 3rd Ave;New York;NY;Vegetarian & Organic;;
Craftbar;Flatiron/U. Sq.;900 Broadway;900 Broadway;New York;NY;;$$$;American;Craftbar;Gramercy/Flatiron; 900 Broadway-between 19th and 20th Sts;900 Broadway;New York;NY;American Creative;;
Craftbar;Gramercy / Flatiron;;nan;;;;;;Craftbar;Gramercy/Flatiron; 900 Broadway-between 19th and 20th Sts;900 Broadway;New York;NY;American Creative;;
Dok Suni's;East Village;119 First Ave;119 1st Avenue;New York;NY;;$$;Korean;Dok Suni's;East Village;119 First Ave.;119 1st Avenue;New York;NY;;;nan
Dok Suni's;East Village;119 First Ave;119 1st Avenue;New York;NY;;$$;Korean;Dok Suni's;East Village;119 First Ave.;119 1st Avenue;New York;NY;;;nan
Esperanto;E. Village;;nan;;;;;;Esperanto;East Village; 145 Ave C-at 9th St;145 Loisaida Ave;New York;NY;Latin American;;
Esperanto;E. Village;145 Ave C;145 Loisaida Ave;New York;NY;;$$;Nuevo Latino;Esperanto;East Village; 145 Ave C-at 9th St;145 Loisaida Ave;New York;NY;Latin American;;
Falai;Lower E. Side;;nan;;;;;;Falai;Lower East Side; 68 Clinton St-between Rivington and Stanton Sts;68 Clinton St;New York;NY;Cafés & diners;;
Falai;Lower E. Side;68 Clinton St;68 Clinton St;New York;NY;;$$$;Italian;Falai;Lower East Side; 68 Clinton St-between Rivington and Stanton Sts;68 Clinton St;New York;NY;Cafés & diners;;
Falai Panetteria;Lower E. Side;;nan;;;;;;Falai Panetteria;Lower East Side; 79 Clinton St-at Rivington St;79 Clinton St;New York;NY;Cafés & diners;;
Falai Panetteria;Lower E. Side;68 Clinton St;68 Clinton St;New York;NY;;$$$;Italian;Falai Panetteria;Lower East Side; 79 Clinton St-at Rivington St;79 Clinton St;New York;NY;Cafés & diners;;
Falai Panetteria;Lower East Side;68 Clinton St;68 Clinton St;New York;NY;;$$$;Italian;Falai Panetteria;Lower East Side; 79 Clinton St-at Rivington St;79 Clinton St;New York;NY;Cafés & diners;;
Falai Panetteria;Lower E. Side;;nan;;;;;;Falai Panetteria;Lower East Side; 79 Clinton St-at Rivington St;79 Clinton St;New York;NY;Cafés & diners;;
Gabriela's;Upper W. Side;;nan;;;;;;Gabriela's;Upper West Side;688 Columbus Avenue;688 Columbus Ave;New York;NY;;;Mexican
Gabriela's;Upper W. Side;688 Columbus Avenue;688 Columbus Ave;New York;NY;;$$;Mexican;Gabriela's;Upper West Side;688 Columbus Avenue;688 Columbus Ave;New York;NY;;;Mexican
Good Enough to Eat;Upper West Side;483 West Amsterdam Avenue;483 Amsterdam Ave;New York;NY;;$;American;Good Enough to Eat;Upper West Side; 483 Amsterdam Ave-between 83rd and 84th Sts;483 Amsterdam Ave;New York;NY;American;;
Heidelberg Restaurant;Upper East Side;1648 2nd Ave;1648 2nd Ave;New York;NY;;$$;German;Heidelberg Restaurant;Upper East Side;1648 2nd Ave;1648 2nd Ave;New York;NY;;;German
Momofuku Noodle Bar;E. Village;207 2nd Ave;207 2nd Ave;New York;NY;;$$$;Asian;Momofuku Noodle Bar;East Village; 171 First Ave-between 10th and 11th Sts;171 1st Avenue;New York;NY;Japanese;;
Momofuku Noodle Bar;E. Village;171 First Ave.;171 1st Avenue;New York;NY;;$$$;Chinese;Momofuku Noodle Bar;East Village; 171 First Ave-between 10th and 11th Sts;171 1st Avenue;New York;NY;Japanese;;
Momofuku Noodle Bar;E. Village;163 First Ave;163 1st Avenue;New York;NY;;$$$$;Chinese;Momofuku Noodle Bar;East Village; 171 First Ave-between 10th and 11th Sts;171 1st Avenue;New York;NY;Japanese;;
Momofuku Noodle Bar;East Village;163 First Ave;171 1st Avenue;New York;NY;;$$$$;Chinese;Momofuku Noodle Bar;East Village; 171 First Ave-between 10th and 11th Sts;171 1st Avenue;New York;NY;Japanese;;
Momofuku Ssam Bar;E. Village;207 2nd Ave;207 2nd Ave;New York;NY;;$$$;Asian;Momofuku Ssam Bar;East Village;207 2nd Ave-At 13th St;207 2nd Ave;New York;NY;;;Korean
Momofuku Ssam Bar;E. Village;171 First Ave.;171 1st Avenue;New York;NY;;$$$;Chinese;Momofuku Ssam Bar;East Village;207 2nd Ave-At 13th St;207 2nd Ave;New York;NY;;;Korean
Momofuku Ssam Bar;East Village;171 First Ave.;207 2nd Ave;New York;NY;;$$$;Chinese;Momofuku Ssam Bar;East Village;207 2nd Ave-At 13th St;207 2nd Ave;New York;NY;;;Korean
Momofuku Ssam Bar;E. Village;;nan;;;;;;Momofuku Ssam Bar;East Village;207 2nd Ave-At 13th St;207 2nd Ave;New York;NY;;;Korean
Momofuku Ssam Bar;E. Village;;nan;;;;;;Momofuku Ssam Bar;East Village;207 2nd Ave-At 13th St;207 2nd Ave;New York;NY;;;Korean
Niko's Mediterranean Grill;Upper W. Side;2161 Broadway;2161 Broadway;New York;NY;;$;Greek;Niko's Mediterranean Grill;nan;2161 Broadway;2161 Broadway;New York;NY;;;nan
Sammy's Roumanian;Lower E. Side;;nan;;;;;;Sammy's Roumanian;Lower East Side;157 Chrystie St-At Delancey St;157 Chrystie St;New York;NY;;;Eastern European
Sammy's Roumanian;Lower E. Side;157 Chrystie St;157 Chrystie St;New York;NY;;$$$;European;Sammy's Roumanian;Lower East Side;157 Chrystie St-At Delancey St;157 Chrystie St;New York;NY;;;Eastern European
The Place;Greenwich Village;142 W 10th St;310 West 4th Street;New York;NY;;$$$;American;The Place;West Village; 310 W 4th St-between Bank and W 12th Sts;310 West 4th Street;New York;NY;Mediterranean;;
The Place;W. Village;310 W Fourth St;310 West 4th Street;New York;NY;;$$$;American;The Place;West Village; 310 W 4th St-between Bank and W 12th Sts;310 West 4th Street;New York;NY;Mediterranean;;
Wallsé;West Village;344 W 11th St;344 W 11th St;New York;NY;;$$$$;Austrian;Wallsé;West Village; 344 W 11th St-at Washington St;344 W 11th St;New York;NY;Austrian;;
Xunta;E. Village;;nan;;;;;;Xunta;East Village; 174 First Ave-between 10th and 11th Sts;174 1st Avenue;New York;NY;Spanish;;
Xunta;E. Village;174 First Ave;174 1st Avenue;New York;NY;;$;Spanish;Xunta;East Village; 174 First Ave-between 10th and 11th Sts;174 1st Avenue;New York;NY;Spanish;;
Bello Sguardo;Upper W. Side;410 Amsterdam Ave;410 Amsterdam Ave;New York;NY;;$$;Mediterranean;Bello Sguardo;Upper West Side; 410 Amsterdam Ave-between 79th and 80th Sts;410 Amsterdam Ave;New York;NY;Mediterranean;;
Bello Sguardo;Upper W. Side;;nan;;;;;;Bello Sguardo;Upper West Side; 410 Amsterdam Ave-between 79th and 80th Sts;410 Amsterdam Ave;New York;NY;Mediterranean;;
Bun;SoHo;;nan;;;;;;Bun;Soho; 143 Grand St-at Lafayette St;143 Grand St;New York;NY;Vietnamese;;
Bun;SoHo;;nan;;;;;;Bun;Soho; 143 Grand St-at Lafayette St;143 Grand St;New York;NY;Vietnamese;;
Cacio e Pepe;E. Village;;nan;;;;;;Cacio e Pepe;East Village; 182 Second Ave-between 11th and 12th Sts;182 2nd Ave;New York;NY;Italian;;
Cacio e Pepe;E. Village;;nan;;;;;;Cacio e Pepe;East Village; 182 Second Ave-between 11th and 12th Sts;182 2nd Ave;New York;NY;Italian;;
Cacio e Pepe;E. Village;182 Second Ave;182 2nd Ave;New York;NY;;$$;Italian;Cacio e Pepe;East Village; 182 Second Ave-between 11th and 12th Sts;182 2nd Ave;New York;NY;Italian;;
Cacio e Pepe;East Village;182 Second Ave;182 2nd Ave;New York;NY;;$$;Italian;Cacio e Pepe;East Village; 182 Second Ave-between 11th and 12th Sts;182 2nd Ave;New York;NY;Italian;;
Cacio e Vino;East Village;;nan;;;;;;Cacio e Vino;East Village; 80 Second Ave-between 4th and 5th Sts;80 2nd Ave;New York;NY;Italian;;
Citrus Bar & Grill;Upper W. Side;320 Amsterdam Ave;320 Amsterdam Ave;New York;NY;;$$;Asian;Citrus Bar & Grill;Upper West Side; 320 Amsterdam Ave-at 75th St;320 Amsterdam Ave;New York;NY;Eclectic;;
Citrus Bar & Grill;Upper W. Side;;nan;;;;;;Citrus Bar & Grill;Upper West Side; 320 Amsterdam Ave-at 75th St;320 Amsterdam Ave;New York;NY;Eclectic;;
Franchia;Murray Hill/Kips Bay;12 Park Ave;12 Park Ave;New York;NY;;$$;Korean;Franchia;Midtown East; 12 Park Ave-between 34th and 35th Sts;12 Park Ave;New York;NY;Korean;;
Franchia;Murray Hill;12 Park Ave;12 Park Ave;New York;NY;;$$;Korean;Franchia;Midtown East; 12 Park Ave-between 34th and 35th Sts;12 Park Ave;New York;NY;Korean;;
Franchia;Midtown East;;nan;;;;;;Franchia;Midtown East; 12 Park Ave-between 34th and 35th Sts;12 Park Ave;New York;NY;Korean;;
Frank;East Village;88 Second Ave;88 2nd Ave;New York;NY;;$;Italian;Frank;East Village; 88 Second Ave-between 5th and 6th Sts;88 2nd Ave;New York;NY;Italian;;
Frank;E. Village;88 Second Ave;88 2nd Ave;New York;NY;;$;Italian;Frank;East Village; 88 Second Ave-between 5th and 6th Sts;88 2nd Ave;New York;NY;Italian;;
Frank;E. Village;;nan;;;;;;Frank;East Village; 88 Second Ave-between 5th and 6th Sts;88 2nd Ave;New York;NY;Italian;;
Grace's Trattoria;Upper East Side;201 E 71st St;201 E 71st St;New York;NY;;$$$;Italian;Grace's Trattoria;;201 E 71st St-At 3rd Ave;201 E 71st St;;NY;;;
Grace's Trattoria;Upper E. Side;201 E 71st St;201 E 71st St;New York;NY;;$$$;Italian;Grace's Trattoria;;201 E 71st St-At 3rd Ave;201 E 71st St;;NY;;;
Grifone;Midtown East;244 E 46th St;244 E 46th St;New York;NY;;$$$;Italian;Grifone;nan;244 East 46th Street;244 E 46th St;New York;NY;;;nan
Le Zie;Chelsea;172 Seventh Ave;172 7th Ave;New York;NY;;$$;Italian;Le Zie;Chelsea;172 7th Ave-Btwn 20th & 21st St;172 7th Ave;New York;NY;;;Italian
Ostia;Greenwich Village;113 Seventh Ave. S.;113 7th Ave S;New York;NY;;$$;Small Plates;Ostia;West Village; 113 Seventh Ave South-between Christopher and W 10th Sts;113 7th Ave S;New York;NY;Spanish;;
Ostia;W. Village;;nan;;;;;;Ostia;West Village; 113 Seventh Ave South-between Christopher and W 10th Sts;113 7th Ave S;New York;NY;Spanish;;
Ostia;W. Village;;nan;;;;;;Ostia;West Village; 113 Seventh Ave South-between Christopher and W 10th Sts;113 7th Ave S;New York;NY;Spanish;;
Paul's;East Village;131 2nd avenue;131 2nd Ave;New York;NY;;$$;American;Paul's;;131 2nd Ave-Btwn 7th St & St Marks Pl;131 2nd Ave;;NY;;;
Per Lei;Upper East Side;10 Columbus Circle, 4th Fl (60th St);10 Columbus Circle, 4th Fl (60th St);New York;NY;;$$$$$;American;Per Lei;Upper East Side; 1347 Second Ave-between 70th and 71st Sts;1347 2nd Ave;New York;NY;Italian;;
