0_restaurant;0_neighborhood;0_address;0_country;0_country_code;0_type;0_cost;0_type_r;1_restaurant;1_address;1_country;1_neighborhood;1_type;1_phone;1_type_r
Turkuaz;Harlem;2637 Broadway;New York;NY;Middle Eastern;$$;;Turkuaz; 2637 Broadway-at 100th St;New York;Upper West Side;Turkish;(212-665-9541);
Turkuaz;Upper West Side;;;;;;;Turkuaz; 2637 Broadway-at 100th St;New York;Upper West Side;Turkish;(212-665-9541);
Turkuaz;Upper W. Side;;;;;;;Turkuaz; 2637 Broadway-at 100th St;New York;Upper West Side;Turkish;(212-665-9541);
Tuscan Square;Midtown West;16 W 51st St;New York;NY;Italian;$$$;;Tuscan Square;16 W 51st St;New York;;;;
Una Pizza Napoletana;East Village;349 E 12th St;New York;NY;Pizza;$;;Una Pizza Napoletana; 349 E 12th St-between First and Second Aves;New York;East Village;Italian: Pizza;(212-477-9950);
Una Pizza Napoletana;E. Village;;;;;;;Una Pizza Napoletana; 349 E 12th St-between First and Second Aves;New York;East Village;Italian: Pizza;(212-477-9950);
Uncle Nick's;Midtown West;747 9th Ave;New York;NY;Greek;$$;;Uncle Nick's;747 9th Avenue;;;;;
Upstairs;TriBeCa;130 W Broadway, 2nd Fl;New York;NY;International;$$$;;Upstairs;130 West Broadway -;New York;;;;
Urena;Gramercy Park;37 E 28th St;New York;NY;Spanish;$$$;;Urena;37 East 28th Street;;;;;
Utsav;Midtown West;1185 Sixth Ave, 2nd Fl;New York;NY;Indian;$$$;;Utsav;1185 Sixth Ave -between 46th and 47th Stsentrance on 46th St;New York;Midtown West;Indian;(212-575-2525);
Varietal;Chelsea;138 W. 25th Street;New York;NY;American;$$$$;;Varietal;138 West 25th Street;New York, NY, 10001;;;;
Vatan;Gramercy Park;409 Third Ave;New York;NY;Indian;$$;;Vatan; 409 Third Ave-between 28th and 29th Sts;New York;Gramercy/Flatiron;Indian;(212-689-5666);
Vento;Meatpacking District;675 Hudson St;New York;NY;Italian;$$$;;Vento; 675 Hudson St-between 13th and 14th St;New York;Meatpacking District;Italian;(212-699-2400);
Veritas;Gramercy / Flatiron;;;;;;;Veritas; 43 E 20th St-between Broadway and Park Ave South;New York;Gramercy/Flatiron;American Creative;(212-353-3700);
Veselka Restaurant;East Village;144 2nd Ave;New York;NY;American;$;;Veselka Restaurant;144 2nd Ave;New York;;;;
Via Brasil;Midtown West;34 W 46 St;New York;NY;South American;$$;;Via Brasil;34 West 46 Street;;;;;
Villa Mosconi Restaurant;Greenwich Village;69 Macdougal St;New York;NY;Italian;$$$;;Villa Mosconi Restaurant;69 Macdougal St;New York;;;;
Village;Greenwich Village;62 W Ninth St;New York;NY;French;$$$;;Village; 62 W 9th St-between Fifth and Sixth Aves;New York;Greenwich Village;French;(212-505-3355);
Village;West Village;;;;;;;Village; 62 W 9th St-between Fifth and Sixth Aves;New York;Greenwich Village;French;(212-505-3355);
Vong;Midtown East;200 East 54th St;New York;NY;Thai;$$$$;;Vong; 200 E 54th St-at Third Ave;New York;Midtown East;Thai;(212-486-9592);
Waikiki Wally's;East Village;101 East 2nd Street;New York;NY;Hawaiian;$$$;;Waikiki Wally's;101 East 2nd Street;;;;;
Walker's;TriBeCa;16 N Moore St;New York;NY;American;$;;Walker's;16 N Moore St-At Varick St;;;;;
Wallse;Greenwich Village;344 W 11th St at Washington St;;;;;;Wallse;344 W 11th St-At Washington St;;;;;
Wd-50;Murray Hill;50 Clinton St;New York;NY;American;$$$$;;Wd-50;50 Clinton Street;New York, NY, 10002;;;;
Westville;West Village;210 W 10th St;New York;NY;American;$;;Westville; 210 W 10th St-at Bleecker St;New York;West Village;American;(212-741-7971);
Westville;Greenwich Village;;;;;;;Westville; 210 W 10th St-at Bleecker St;New York;West Village;American;(212-741-7971);
Westville East;East Village;173 Ave. A;New York;NY;American;$;;Westville East; 173 Ave A-at 11th St;New York;East Village;American;(212-677-2033);
Whym;;889 Ninth Ave.;New York;NY;;;;Whym; 889 Ninth Ave-at 58th St;New York;Midtown West;American;(212-315-0088);
Whym;Midtown West;;;;;;;Whym; 889 Ninth Ave-at 58th St;New York;Midtown West;American;(212-315-0088);
Wild Ginger;West Village;;;;;;;Wild Ginger; 51 Grove St-between Seventh Ave South and Bleecker St;New York;West Village;Asian: Pan-Asian;(212-367-7200);
Wild Ginger;Greenwich Village;;;;;;;Wild Ginger; 51 Grove St-between Seventh Ave South and Bleecker St;New York;West Village;Asian: Pan-Asian;(212-367-7200);
Wo Hop Restaurant;;17 Mott St;New York;NY;;;;Wo Hop Restaurant;17 Mott St;New York;;;;
Won Jo;Midtown West;23 W 32nd St;New York;NY;Korean;$$;;Won Jo; 23 W 32nd St-between Fifth Ave and Broadway;New York;Midtown West;Korean;(212-695-5815);
Woo Lae Oak;Soho;;;;;;;Woo Lae Oak; 148 Mercer St-between Houston and Prince Sts;New York;Soho;Korean;(212-925-8200);
Woo Lae Oak;SoHo;148 Mercer St btwn Prince and Houston St;;;;;;Woo Lae Oak; 148 Mercer St-between Houston and Prince Sts;New York;Soho;Korean;(212-925-8200);
Xunta;East Village;174 First Ave;New York;NY;Spanish;$;;Xunta; 174 First Ave-between 10th and 11th Sts;New York;East Village;Spanish;(212-614-0620);
Xunta;E. Village;;;;;;;Xunta; 174 First Ave-between 10th and 11th Sts;New York;East Village;Spanish;(212-614-0620);
Yakitori Totto;Midtown West;251 W. 55th St., 2nd fl;New York;NY;Japanese;$$$;;Yakitori Totto; 251 W 55th St-between Broadway and Eighth Ave;New York;Midtown West;Japanese;(212-245-4555);
Yama;Greenwich Village;92 W Houston St btwn La Guardia Pl and...;;;;;;Yama; 40 Carmine St-between Bedford and Bleecker Sts;New York;West Village;Japanese;(212-989-9330);
Yuca Bar;East Village;111 Ave A;New York;NY;Nuevo Latino;$;;Yuca Bar; 111 Ave A-at 7th St;New York;East Village;Latin American;(212-982-9533);
Yuki Sushi;Upper West Side;656 Amsterdam Ave;New York;NY;Sushi;$;;Yuki Sushi;656 Amsterdam Ave-At 92nd St;;;;;
Zen Palate;Midtown West;;;;;;;Zen Palate; 663 Ninth Ave-at 46th St;New York;Midtown West;Vegetarian & Organic;(212-582-1276);
Zerza;East Village;304 E Sixth St;New York;NY;Moroccan;$$;;Zerza;304 East 6th Street;;;;;
Zeytin;Upper West Side;519 Columbus Ave;New York;NY;Turkish;$$;;Zeytin; 519 Columbus Ave-at 85th St;New York;Upper West Side;Turkish;(212-579-1145);
Zoma;Harlem;2084 Frederick Douglass Blvd.;New York;NY;Ethiopian;$$;;Zoma; 2084 Frederick Douglass Blvd (Eighth Ave)-at 113th St;New York;Harlem;African: Ethiopian;(212-662-0620);
Zona Rosa;Midtown West;;;;;;;Zona Rosa; 40 W 56th St-between Fifth and Sixth Aves;New York;Midtown West;Mexican;(212-247-2800);
Zuni;Midtown West;;;;;;;Zuni; 598 Ninth Ave-between 42nd and 43rd Sts;New York;Midtown West;American Regional;(212-765-7626);
1 Dominick;Soho;;;;;;;1 Dominick; 1 Dominick St-between Sixth Ave and Varick St;New York;Soho;Italian;(212-647-0202);
1 Dominick;SoHo;1 Dominick St at Sixth Ave;;;;;;1 Dominick; 1 Dominick St-between Sixth Ave and Varick St;New York;Soho;Italian;(212-647-0202);
10 Downing Food & Wine;West Village;;;;;;;10 Downing Food & Wine; 10 Downing St-at Sixth Ave;New York;West Village;American Creative;(212-255-0300);
10 Downing Food & Wine;Greenwich Village;;;;;;;10 Downing Food & Wine; 10 Downing St-at Sixth Ave;New York;West Village;American Creative;(212-255-0300);
1492 Food;Lower East Side;;;;;;;1492 Food; 60 Clinton St-between Rivington and Stanton Sts;New York;Lower East Side;Spanish;(646-654-1114);
41 Greenwich Avenue;West Village;;;;;;;41 Greenwich Avenue;41 Greenwich Avenue;New York;West Village;;;
508;SoHo;508 Greenwich St at Spring St;;;;;;508; 508 Greenwich St-between Canal and Spring Sts;New York;Soho;Mediterranean;(212-219-2444);
7A;East Village;;;;;;;7A; 109 Ave A-at 7th St;New York;East Village;American;(212-673-6583);
7A;E. Village;;;;;;;7A; 109 Ave A-at 7th St;New York;East Village;American;(212-673-6583);
88 Orchard;Lower East Side;;;;;;;88 Orchard; 88 Orchard St-between Broome and Grand Sts;New York;Lower East Side;Cafés;(212-228-8880);
A Salt & Battery;West Village;;;;;;;A Salt & Battery; 112 Greenwich Ave-between 12th and 13th Sts;New York;West Village;British & Irish;(212-691-2713);
A Salt & Battery;W. Village;;;;;;;A Salt & Battery; 112 Greenwich Ave-between 12th and 13th Sts;New York;West Village;British & Irish;(212-691-2713);
Abraço;East Village;;;;;;;Abraço; 86 E 7th St-between First and Second Aves;New York;East Village;Cafés & diners;(212-388-9731);
Aburiya Kinnosuke;Midtown East;;;;;;;Aburiya Kinnosuke; 213 E 45th St-between Second and Third Aves;New York;Midtown East;Japanese;(212-867-5454);
Adä;Midtown East;;;;;;;Adä; 208 E 58th St-between Second and Third Aves;New York;Midtown East;Indian;(212-371-6060);
Ago;Tribeca;;;;;;;Ago; 377 Greenwich St-at North Moore St;New York;Tribeca;Italian;(212-925-3797);
Al Baraka;Upper East Side;;;;;;;Al Baraka; 1613 Second Ave-between 83rd and 84th Sts;New York;Upper East Side;Moroccan;(212-744-2122);
Al Baraka;Upper E. Side;;;;;;;Al Baraka; 1613 Second Ave-between 83rd and 84th Sts;New York;Upper East Side;Moroccan;(212-744-2122);
Al Bustan;Midtown East;;;;;;;Al Bustan; 827 Third Ave-between 50th and 51st Sts;New York;Midtown East;Middle Eastern;(212-759-5933);
Alcala;Midtown East;;;;;;;Alcala; 342 E 46th St-between First and Second Aves;New York;Midtown East;Spanish;(212-370-1866);
Alfanoose;Financial/Battery Pk;;;;;;;Alfanoose; 8 Maiden Lane-between Broadway and Nassau Sts;New York;Financial District;Middle Eastern;(212-528-4669);
Alloro;Upper East Side;;;;;;;Alloro; 307 E 77th St-between First and Second Aves;New York;Upper East Side;Italian;(212-535-2866);
Ama;Soho;;;;;;;Ama; 48 MacDougal St-between Houston and Prince Sts;New York;Soho;Italian;(212-358-1707);
Ama;SoHo;48 MacDougal St btwn Houston and Prince...;;;;;;Ama; 48 MacDougal St-between Houston and Prince Sts;New York;Soho;Italian;(212-358-1707);
American Grill;East Village;;;;;;;American Grill;117 2nd Ave.;New York;East Village;;;
Angus McIndoe;Midtown West;;;;;;;Angus McIndoe; 258 W 44th St-between Seventh and Eighth Aves;New York;Midtown West;American;(212-221-9222);
Antique Garage;Soho;;;;;;;Antique Garage; 41 Mercer St-between Broome and Grand Sts;New York;Soho;Mediterranean;(212-219-1019);
Antique Garage;SoHo;41 Mercer St btwn Broome and Grand Sts;;;;;;Antique Garage; 41 Mercer St-between Broome and Grand Sts;New York;Soho;Mediterranean;(212-219-1019);
Antonucci;Upper East Side;;;;;;;Antonucci; 170 E 81st St-between Lexington and Third Aves;New York;Upper East Side;Italian;(212-570-5100);
Arium;Meatpacking District;;;;;;;Arium; 31 Little West 12th St-between Greenwich and Washington Sts;New York;Meatpacking District;Cafés & diners;(212-463-8630);
Ariyoshi;East Village;806 Broadway btwn 11th and 12th Sts;;;;;;Ariyoshi; 806 Broadway-between 11th and 12th Sts;New York;East Village;Japanese;(212-388-1884);
Arté;West Village;;;;;;;Arté; 21 E 9th St-between Fifth Ave and University Pl;New York;Greenwich Village;Italian;(212-473-0077);
At Vermilion;Midtown East;;;;;;;At Vermilion; 480 Lexington Ave-at 46th St;New York;Midtown East;Eclectic;(212-871-6600);
Avenue A Sushi;East Village;;;;;;;Avenue A Sushi; 103 Ave A-between 6th and 7th Sts;New York;East Village;Japanese;(212-982-8109);
Avenue A Sushi;E. Village;;;;;;;Avenue A Sushi; 103 Ave A-between 6th and 7th Sts;New York;East Village;Japanese;(212-982-8109);
Avon Bistro;Midtown East;;;;;;;Avon Bistro; 155 E 52nd St-between Lexington and Third Aves;New York;Midtown East;Eclectic;(212-752-9587);
Azalea;Midtown West;;;;;;;Azalea; 224 W 51st St-between Broadway and Eighth Aves;New York;Midtown West;Italian;(212-262-0105);
BB Sandwich Bar;West Village;;;;;;;BB Sandwich Bar; 120 W 3rd St-between MacDougal St and Sixth Ave;New York;Greenwich Village;American;(212-473-7500);
BB Sandwich Bar;Greenwich Village;;;;;;;BB Sandwich Bar; 120 W 3rd St-between MacDougal St and Sixth Ave;New York;Greenwich Village;American;(212-473-7500);
BG;Midtown East;;;;;;;BG; 754 Fifth Ave-between 57th and 58th Sts;New York;Midtown East;Cafés;(212-872-8977);
BG;Midtown West;;;;;;;BG; 754 Fifth Ave-between 57th and 58th Sts;New York;Midtown East;Cafés;(212-872-8977);
BLT Burger;West Village;;;;;;;BLT Burger; 470 Sixth Ave-between 11th and 12th Aves;New York;Greenwich Village;American;(212-243-8226);
BLT Burger;Greenwich Village;;;;;;;BLT Burger; 470 Sixth Ave-between 11th and 12th Aves;New York;Greenwich Village;American;(212-243-8226);
BXL Cafe;Midtown West;;;;;;;BXL Cafe; 125 W43rd St-between Sixth and Seventh Ave;New York;Midtown West;Belgian;(212-768-0200);
Bacaro;Lower East Side;;;;;;;Bacaro; 136 Division St-between Ludlow and Orchard Sts;New York;Lower East Side;Italian;(212-941-5060);
Back Forty;East Village;;;;;;;Back Forty; 190 Ave B-between 11th and 12th Sts;New York;East Village;American;(212-388-1990);
Bali Nusa Indah;Midtown West;;;;;;;Bali Nusa Indah; 651 Ninth Ave-between 45th and 46th Sts;New York;Midtown West;Asian: Indonesian;(212-974-1875);
Bamboo 52;Midtown West;;;;;;;Bamboo 52; 344 W 52nd St-between Eighth and Ninth Aves;New York;Midtown West;Asian: Pan-Asian;(212-315-2777);
Bamn!;East Village;;;;;;;Bamn!; 37 St. Marks Pl-at Second Ave;New York;East Village;Eclectic;(888-400-2266);
Bar 6;West Village;;;;;;;Bar 6; 502 Sixth Ave-between 12th and 13th Sts;New York;Greenwich Village;French;(212-691-1363);
Bar 6;Greenwich Village;502 Sixth Ave btwn 12th and 13th Sts;;;;;;Bar 6; 502 Sixth Ave-between 12th and 13th Sts;New York;Greenwich Village;French;(212-691-1363);
Bar Blanc;West Village;;;;;;;Bar Blanc; 142 W 10th St-between Greenwich Ave and Waverly Pl;New York;West Village;French;(212-255-2330);
Bar Blanc;Greenwich Village;142 W 10th St btwn Greenwich Ave and...;;;;;;Bar Blanc; 142 W 10th St-between Greenwich Ave and Waverly Pl;New York;West Village;French;(212-255-2330);
Bar Boulud;Upper West Side;;;;;;;Bar Boulud; 1900 Broadway-at 64th St;New York;Upper West Side;French;(212-595-0303);
Bar Stuzzichini;Gramercy / Flatiron;;;;;;;Bar Stuzzichini; 928 Broadway-between 21st and 22nd Sts;New York;Gramercy/Flatiron;Italian;(212-780-5100);
Bar Veloce;Chelsea;;;;;;;Bar Veloce; 176 Seventh Ave-between 20th and 21st Sts;New York;Chelsea;Italian;(212-629-5300);
Barbarini Alimentari;Financial/Battery Pk;;;;;;;Barbarini Alimentari; 225 Front St-between Beekman St and Peck Slip;New York;Financial District;Italian;(212-227-8890);
Barbuto;Meatpacking District;;;;;;;Barbuto; 775 Washington St-between Jane and W 12th Sts;New York;Meatpacking District;Italian;(212-924-9700);
Barbuto;Greenwich Village;775 Washington St btwn Jane and 12th Sts;;;;;;Barbuto; 775 Washington St-between Jane and W 12th Sts;New York;Meatpacking District;Italian;(212-924-9700);
Belcourt;East Village;;;;;;;Belcourt; 84 E 4th St-at Second Ave;New York;East Village;Mediterranean;(212-979-2034);
Bella Blu;Upper East Side;;;;;;;Bella Blu; 967 Lexington Ave-between 70th and 71st Sts;New York;Upper East Side;Italian;(212-988-4624);
Bella Blu;Upper E. Side;;;;;;;Bella Blu; 967 Lexington Ave-between 70th and 71st Sts;New York;Upper East Side;Italian;(212-988-4624);
Benoit;Midtown West;;;;;;;Benoit; 60 W 55th St-between Fifth and Sixth Aves;New York;Midtown West;French;(646-943-7373);
Bereket;Lower East Side;;;;;;;Bereket; 187 E Houston St-at Orchard St;New York;Lower East Side;Turkish;(212-475-7700);
Better Burger;Midtown East;561 Third Ave at 37th St;;;;;;Better Burger; 561 Third Ave-at 37th St;New York;Midtown East;American;(212-949-7528);
Bin 71;Upper West Side;;;;;;;Bin 71; 237 Columbus Ave-at 71st St;New York;Upper West Side;Italian;(212-362-5446);
Bin 71;Upper W. Side;;;;;;;Bin 71; 237 Columbus Ave-at 71st St;New York;Upper West Side;Italian;(212-362-5446);
Biricchino;Chelsea;260 W 29th St at Eighth Ave;;;;;;Biricchino; 260 W 29th St-at Eighth Ave;New York;Chelsea;Italian;(212-695-6690);
Bistro Desaret;Midtown East;;;;;;;Bistro Desaret; 227 E 56th St-between Second and Third Aves;New York;Midtown East;French;(212-207-8777);
Bistro Le Steak;Upper East Side;;;;;;;Bistro Le Steak; 1309 Third Ave-at 75th St;New York;Upper East Side;French;(212-517-3800);
Bistro du Nord;Upper East Side;;;;;;;Bistro du Nord; 1312 Madison Ave-at 93rd St;New York;Upper East Side;French;(212-289-0997);
Bistro du Nord;Upper E. Side;;;;;;;Bistro du Nord; 1312 Madison Ave-at 93rd St;New York;Upper East Side;French;(212-289-0997);
Bistrouge;East Village;;;;;;;Bistrouge; 432 E 13th St-between First Ave and Ave A;New York;East Village;Eclectic;(212-677-2200);
Bocca di Bacco;Midtown West;;;;;;;Bocca di Bacco; 828 Ninth Ave-between 54th and 55th Sts;New York;Midtown West;Italian;(212-265-8828);
Bone Lick Park;West Village;;;;;;;Bone Lick Park; 75 Greenwich Ave-between Seventh Ave South and Bank St;New York;West Village;Barbeque;(212-647-9600);
Bone Lick Park;Greenwich Village;75 Greenwich Ave btwn Seventh Ave South...;;;;;;Bone Lick Park; 75 Greenwich Ave-between Seventh Ave South and Bank St;New York;West Village;Barbeque;(212-647-9600);
Bongo;Chelsea;;;;;;;Bongo; 299 Tenth Ave-between 27th and 28th Sts;New York;Chelsea;Seafood;(212-947-3654);
Brasserie 360;Upper East Side;;;;;;;Brasserie 360; 200 E 60th St-at Third Ave;New York;Upper East Side;French;(212-688-8688);
Brasserie 44;Midtown West;;;;;;;Brasserie 44; 44 W 44th St-between Fifth and Sixth Aves;New York;Midtown West;American;(212-944-8844);
Brasserie 52;Midtown West;772 Ninth Ave btwn 51st and 52nd Sts;;;;;;Brasserie 52; 772 Ninth Ave-between 51st and 52nd Sts;New York;Midtown West;French;(212-586-5005);
Brasserie Ruhlmann;Midtown West;;;;;;;Brasserie Ruhlmann; 45 Rockefeller Plaza-between 50th and 51st Sts;New York;Midtown West;French;(212-974-2020);
Bravo Gianni;Upper East Side;;;;;;;Bravo Gianni; 230 E 63rd St-between Second and Third Aves;New York;Upper East Side;Italian;(212-752-7272);
Bravo Gianni;Upper E. Side;;;;;;;Bravo Gianni; 230 E 63rd St-between Second and Third Aves;New York;Upper East Side;Italian;(212-752-7272);
Bread Tribeca;Tribeca;;;;;;;Bread Tribeca; 301 Church St-between Walker and White Sts;New York;Tribeca;Italian;(212-334-8282);
Bricco;Midtown West;;;;;;;Bricco; 304 W 56th St-between Eighth and Ninth Aves;New York;Midtown West;Italian;(212-245-7160);
Brick Lane Curry House;East Village;;;;;;;Brick Lane Curry House; 306–308 E 6th St-between First and Second Aves;New York;East Village;Indian;(212-979-2900);
Brick Lane Curry House;E. Village;;;;;;;Brick Lane Curry House; 306–308 E 6th St-between First and Second Aves;New York;East Village;Indian;(212-979-2900);
Brio;Upper East Side;;;;;;;Brio; 786 Lexington Ave-between 61st and 62nd Sts;New York;Upper East Side;Italian;(212-980-2300);
Brio;Upper E. Side;;;;;;;Brio; 786 Lexington Ave-between 61st and 62nd Sts;New York;Upper East Side;Italian;(212-980-2300);
Bruno Jamais Restaurant Club;Upper East Side;;;;;;;Bruno Jamais Restaurant Club; 24 E 81st St-at Madison Ave;New York;Upper East Side;French;(212-396-3444);
Bruno Jamais Restaurant Club;Upper E. Side;;;;;;;Bruno Jamais Restaurant Club; 24 E 81st St-at Madison Ave;New York;Upper East Side;French;(212-396-3444);
Bruschetteria;Lower East Side;;;;;;;Bruschetteria; 92 Rivington St-between Ludlow and Orchard Sts;New York;Lower East Side;Cafés;(646-415-8681);
Bubby’s;Tribeca;;;;;;;Bubby’s; 120 Hudson St-at North Moore St;New York;Tribeca;American;(212-219-0666);
Bull & Bear;Midtown East;;;;;;;Bull & Bear;Waldorf=Astoria -570 Lexington Aveat 49th St;New York;Midtown East;Steakhouses;(212-872-4900);
Bun;Soho;;;;;;;Bun; 143 Grand St-at Lafayette St;New York;Soho;Vietnamese;(212-431-7999);
