restaurant;neighborhood;address;addressGoogle;country;country_code;type;cost;type_r
Joe Eureka Restaurant;Flatiron/U. Sq.;;;;;;;
Joe Franklin's Memory Lane;Midtown West;;;;;;;
Joe Jr;W. Village;;;;;;;
Joe Mayo's Pub;Flatiron/U. Sq.;;;;;;;
Joe's Pizza;W. Village;;;;;;;
Joe's Shanghai;Midtown West;;;;;;;
Joe's Shanghai;Chinatown;;;;;;;
Joes Pizza;W. Village;;;;;;;
Joey's Paesano;Chinatown;;;;;;;
John Barry's;Midtown West;;;;;;;
John Shanghai Restaurant Inc;Midtown West;;;;;;;
John's Gyro & Souvlaki;Midtown West;;;;;;;
John's Pizzeria;Midtown West;;;;;;;
John's Pizzeria;W. Village;;;;;;;
John's Pizzeria;Upper E. Side;;;;;;;
John's Restaurant;Midtown East;;;;;;;
John's of 12th Street;E. Village;;;;;;;
Johnney's Fish Grill Inc;Lower Manhattan;;;;;;;
Johnnies Italian Restaurant;Midtown West;;;;;;;
Johnny Tejano's;Upper E. Side;;;;;;;
Joseph's;Lower Manhattan;;;;;;;
Josephina Restaurant;Upper W. Side;;;;;;;
Josephs;Midtown West;;;;;;;
Josephs Kosher Cafe;Upper W. Side;;;;;;;
Josie's;Upper W. Side;;;;;;;
Joy Luck;E. Village;;;;;;;
Joy Of India;Murray Hill;;;;;;;
Jules;E. Village;;;;;;;
Julian's Mediterranean Cuisine;Midtown West;;;;;;;
Julius Restaurant;W. Village;;;;;;;
Jun Yung Restaurant;Midtown West;;;;;;;
K & K Restaurant;E. Village;;;;;;;
K Dee's;Murray Hill;;;;;;;
KPNY;W. Village;;;;;;;
Kai;Upper E. Side;;;;;;;
Kaiking Restaurant;Upper E. Side;;;;;;;
Kalustyan's;Murray Hill;;;;;;;
Kam Chueh Restaurant Inc (CLOSED);Chinatown;;;;;;;
Kam Hong Garden;Midtown West;;;;;;;
Kam-wei Kitchen;Midtown West;;;;;;;
Kan Pai;Flatiron/U. Sq.;;;;;;;
Kana;TriBeCa/SoHo;;;;;;;
Kang Suh Restaurant;Midtown West;;;;;;;
Kar Restautant;Lower Manhattan;;;;;;;
Karahi;TriBeCa/SoHo;;;;;;;
Karavas Place;W. Village;;;;;;;
Kasadela;E. Village;;;;;;;
Kashiwa Japanese Restaurant;Chelsea;;;;;;;
Kashkaval;Midtown West;;;;;;;
Kashmir;Midtown West;;;;;;;
Katch;Upper E. Side;;;;;;;
Kate Kearney's Inc;Midtown East;;;;;;;
Katen;Midtown West;;;;;;;
Katz's Deli;Lower E. Side;;;;;;;
Katz's Delicatessen;Lower Manhattan;;;;;;;
Kava Lounge;W. Village;;;;;;;
Keats Restaurant;Midtown East;;;;;;;
Kefi;Upper W. Side;;;;;;;
Kelley & Ping;TriBeCa/SoHo;;;;;;;
Kelley and Ping Gramercy;Murray Hill;;;;;;;
Kennedy Fried Chicken Inc;Upper W. Side;;;;;;;
Kennedy's Restaurant;Midtown West;;;;;;;
Kenny Roger's Roasters;Upper W. Side;;;;;;;
Kensu Inc;Midtown West;;;;;;;
Key West Diner & Cafe;Upper W. Side;;;;;;;
Kfc;Upper W. Side;;;;;;;
Khondoker Luncheonette;Chinatown;;;;;;;
Khyber Kabob House Inc;Chelsea;;;;;;;
Khyber Pass;E. Village;;;;;;;
Kikyoya;Murray Hill;;;;;;;
Killarney Rose;Lower Manhattan;;;;;;;
Kim Hua Chinese Restaurant;Chelsea;;;;;;;
Kin Khao;TriBeCa/SoHo;;;;;;;
Kin Yip Restaurant Inc;Murray Hill;;;;;;;
King Express Restaurant;W. Village;;;;;;;
King Food Restaurant Inc;Upper W. Side;;;;;;;
King Hudson Restaurant Inc;TriBeCa/SoHo;;;;;;;
King's Carriage House;Upper E. Side;;;;;;;
Kinsale Restaurant;Upper E. Side;;;;;;;
Kiraku;Midtown East;;;;;;;
Kishi Japanese Restaurant;Midtown West;;;;;;;
Kitaro Inc;Upper E. Side;;;;;;;
Kitchen Club;TriBeCa/SoHo;;;;;;;
Kitchen/Market;Chelsea;;;;;;;
Kitchenette;TriBeCa/SoHo;;;;;;;
Kitsch;Upper E. Side;;;;;;;
Kittichai;TriBeCa/SoHo;;;;;;;
Kloe;W. Village;;;;;;;
Knickerbocker Bar & Grill;E. Village;;;;;;;
Kodama Japanese Restaurant;Midtown West;;;;;;;
Kohinoor Indian Cuisine;E. Village;;;;;;;
Komodo;E. Village;;;;;;;
Kong Kee Food;Chinatown;;;;;;;
Kori;TriBeCa/SoHo;;;;;;;
Kosher Delight;Midtown West;;;;;;;
Kosher Delight Inc;Midtown West;;;;;;;
Koyote Kate's;Midtown West;;;;;;;
Kraft Restaurant;Midtown West;;;;;;;
Krik Krak;Upper W. Side;;;;;;;
Krispy Kreme;Midtown West;;;;;;;
Krispy Kreme;Upper W. Side;;;;;;;
Krispy Kreme;Chelsea;;;;;;;
Krour Thai Restaurant;Chelsea;;;;;;;
Kuma Inn;Lower E. Side;;;;;;;
Kumquat;E. Village;;;;;;;
Kun Paw Thai;W. Village;;;;;;;
Kura Sushi Japanese Restaurant;E. Village;;;;;;;
Kuruma Zushi Restaurant;Midtown West;;;;;;;
Kwong Pek Garden;TriBeCa/SoHo;;;;;;;
L A Cafe;Flatiron/U. Sq.;;;;;;;
L'Absinthe;Upper E. Side;;;;;;;
L'Ecole;TriBeCa/SoHo;;;;;;;
L'Express;Flatiron/U. Sq.;;;;;;;
L'Impero;Midtown East;;;;;;;
L'Orange Bleue;TriBeCa/SoHo;;;;;;;
L'Oursin;Lower Manhattan;;;;;;;
L'Ulivo Focacceria;TriBeCa/SoHo;;;;;;;
L'asso;TriBeCa/SoHo;;;;;;;
L'oro Di Napoli;W. Village;;;;;;;
LX;Upper E. Side;;;;;;;
La Balconata Restaurant;E. Village;;;;;;;
La Belle Epoque;E. Village;;;;;;;
La Boite en Boise;Upper W. Side;;;;;;;
La Borsa Di Roma Restaurant;Lower Manhattan;;;;;;;
La Boulangere;Flatiron/U. Sq.;;;;;;;
La Boulangere;TriBeCa/SoHo;;;;;;;
La Cantina;W. Village;;;;;;;
La Caridad 78;Upper W. Side;;;;;;;
La Caridad Restaurant;Upper W. Side;;;;;;;
La Chandelle Cafe;Upper W. Side;;;;;;;
La Chinita Linda Restaurant;Chelsea;;;;;;;
La Cocina;Midtown West;;;;;;;
La Conquita;TriBeCa/SoHo;;;;;;;
La Corniche;Upper E. Side;;;;;;;
La Crepe de Bretagne;Midtown West;;;;;;;
La Dolce Vita Ristorante;W. Village;;;;;;;
La Esquina;TriBeCa/SoHo;;;;;;;
La Fenice;Upper W. Side;;;;;;;
La Focaccia;W. Village;;;;;;;
La Foccaceria;E. Village;;;;;;;
La Fonda Boricua;Harlem;;;;;;;
La Giara;Murray Hill;;;;;;;
La Goulue;Upper E. Side;;;;;;;
La Goulue (CLOSING APRIL 2009);Upper E. Side;;;;;;;
La Granita;Upper E. Side;;;;;;;
La Grenouille;Midtown West;;;;;;;
La Griglia;Flatiron/U. Sq.;;;;;;;
La Grolla;Upper W. Side;;;;;;;
La Jumelle Inc;TriBeCa/SoHo;;;;;;;
La Linea;E. Village;;;;;;;
La Maganette Restaurant;Midtown East;;;;;;;
La Maison Du Chocolat;Midtown East;;;;;;;
La Maison Japonaise;Murray Hill;;;;;;;
La Masseria;Midtown West;;;;;;;
La Mediterran‚e;Upper E. Side;;;;;;;
La Mela Ristorante;Chinatown;;;;;;;
La Mia Pizza;Chelsea;;;;;;;
La Nueva Rampa Inc;W. Village;;;;;;;
La Paella;E. Village;;;;;;;
La Palapa;E. Village;;;;;;;
La Palapa Rockola;W. Village;;;;;;;
La Paloma Burritos;Midtown West;;;;;;;
La Parisienne Coffee House;Midtown West;;;;;;;
La Petite Auberge;Murray Hill;;;;;;;
La Pizza Fresca;Flatiron/U. Sq.;;;;;;;
La Prima Donna;Midtown West;;;;;;;
La Ripaille;W. Village;;;;;;;
La Rivista;Midtown West;;;;;;;
La Rocca;Murray Hill;;;;;;;
La Rosita;Upper W. Side;;;;;;;
La Stanza Verde;Midtown West;;;;;;;
La Strada;Midtown West;;;;;;;
La Strada Downtown;E. Village;;;;;;;
La Truffe Du Perigord;Midtown East;;;;;;;
La Vela;Upper W. Side;;;;;;;
La Veranda West;Midtown West;;;;;;;
La Villa;Midtown West;;;;;;;
La Vineria;Midtown West;;;;;;;
Lady Mendl's Tea Parlour;Flatiron/U. Sq.;;;;;;;
Lafayette Grill & Bar;TriBeCa/SoHo;;;;;;;
Lahore Deli;TriBeCa/SoHo;;;;;;;
Lamarca;Flatiron/U. Sq.;;;;;;;
Lan;E. Village;;;;;;;
Lancer's;Midtown East;;;;;;;
Land Thai Kitchen;Upper W. Side;;;;;;;
Landmarc;TriBeCa/SoHo;;;;;;;
Landmark Cafe & Restaurant;Chinatown;;;;;;;
Landmark Tavern;Midtown West;;;;;;;
Langan's Bar & Restaurant;Midtown West;;;;;;;
Lanza;E. Village;;;;;;;
Laredo Grille;Midtown East;;;;;;;
Larry Forgione's Signature Cafe;Midtown West;;;;;;;
Las Ramblas;W. Village;;;;;;;
Lasagna Restaurant;Midtown East;;;;;;;
Latin America Cafe;Harlem;;;;;;;
Lattanzi Ristorante;Midtown West;;;;;;;
Lavagna;E. Village;;;;;;;
Le Beaujolais;Midtown West;;;;;;;
Le Biarritz Restaurant;Midtown West;;;;;;;
Le Bilboquet;Upper E. Side;;;;;;;
Le Bistrot de Maxim's;Midtown East;;;;;;;
Le Boeuf A La Mode;Upper E. Side;;;;;;;
Le Cafe;Midtown West;;;;;;;
Le Charlog;Upper E. Side;;;;;;;
Le Clown;Upper E. Side;;;;;;;
Le Croissant;Midtown West;;;;;;;
Le Croissant;Murray Hill;;;;;;;
Le Figaro Cafe;W. Village;;;;;;;
Le Frite Kot;W. Village;;;;;;;
Le Gigot;W. Village;;;;;;;
Le Jardin Bistro;TriBeCa/SoHo;;;;;;;
Le Marais;Midtown West;;;;;;;
Le Monde;Upper W. Side;;;;;;;
Le Pain Quotidien;Upper E. Side;;;;;;;
Le Pere Pinard;Lower E. Side;;;;;;;
Le Poeme Bakeries;TriBeCa/SoHo;;;;;;;
Le Refuge;Upper E. Side;;;;;;;
Le Rivage;Midtown West;;;;;;;
Le Souk;E. Village;;;;;;;
Le Streghe;TriBeCa/SoHo;;;;;;;
Le Totof Bistro;Murray Hill;;;;;;;
Le Train Blue Restaurant;Midtown East;;;;;;;
Le Tre Venezie Restaurant;Midtown West;;;;;;;
Le Veau d'Or;Midtown East;;;;;;;
Lea;Midtown East;;;;;;;
Lederhosen;W. Village;;;;;;;
Lemon Lime Restaurant;Chelsea;;;;;;;
Lemon Restaurant;Flatiron/U. Sq.;;;;;;;
Lemongrass Grill;Upper W. Side;;;;;;;
Lenge 83 Restaurant;Upper E. Side;;;;;;;
Lenge Japanese Restaurant;Upper W. Side;;;;;;;
Lenox Hill Grill;Upper E. Side;;;;;;;
Lenox Room;Upper E. Side;;;;;;;
Lentini;Upper E. Side;;;;;;;
Les Deux Lapins;E. Village;;;;;;;
Les Friandises East;Upper E. Side;;;;;;;
Les Halles;Murray Hill;;;;;;;
Les Halles Downtown;Lower Manhattan;;;;;;;
Les Sans Culottes;Midtown West;;;;;;;
Les Sans Culottes West;Midtown West;;;;;;;
Les Sans-culottes Restaurant;Midtown East;;;;;;;
Lespyrenes;Midtown West;;;;;;;
Levana;Upper W. Side;;;;;;;
Lexington Avenue Grill;Midtown East;;;;;;;
Lexington Restaurant;Harlem;;;;;;;
Lexington Rib Company;Upper E. Side;;;;;;;
Li Hua;Chinatown;;;;;;;
Liberta Restaurant;Upper E. Side;;;;;;;
Life Cafe;E. Village;;;;;;;
Light Bar and Restaurant;E. Village;;;;;;;
Light De Light;Upper W. Side;;;;;;;
Lil' Frankie's Pizza;E. Village;;;;;;;
Lima's Taste;W. Village;;;;;;;
Lin's Chinese;Flatiron/U. Sq.;;;;;;;
Lin's Dumpling House;Chinatown;;;;;;;
Lincoln Fried Chicken;Upper W. Side;;;;;;;
Lincoln Park Grill;Midtown West;;;;;;;
Lindy's;Midtown West;;;;;;;
Lisca;Upper W. Side;;;;;;;
Little Dove;Midtown East;;;;;;;
Little Giant;Lower E. Side;;;;;;;
Little Havana;W. Village;;;;;;;
Little Saigon;Midtown West;;;;;;;
Little Tokyo;Midtown West;;;;;;;
Live Bait;Flatiron/U. Sq.;;;;;;;
Lizards Tortilla;TriBeCa/SoHo;;;;;;;
Lobster Club;Upper E. Side;;;;;;;
Lobster Place;Chelsea;;;;;;;
Loft;Upper W. Side;;;;;;;
Lola;Flatiron/U. Sq.;;;;;;;
Lombardi's;TriBeCa/SoHo;;;;;;;
Long Fat Corp;Flatiron/U. Sq.;;;;;;;
Long Shine Restaurant;Lower Manhattan;;;;;;;
Lord's Coffee Shop;Midtown East;;;;;;;
Loreley;Lower E. Side;;;;;;;
Lorenzo and Maria's Kitchen;Upper E. Side;;;;;;;
Los Dos Molinos;Flatiron/U. Sq.;;;;;;;
Lotus;W. Village;;;;;;;
Lotus Eaters;Flatiron/U. Sq.;;;;;;;
Lou's Cafe Inc;Midtown West;;;;;;;
Lowe's Caribbean Restaurant;Harlem;;;;;;;
Lowla Bowla;Flatiron/U. Sq.;;;;;;;
Luahn;W. Village;;;;;;;
Luca;Upper E. Side;;;;;;;
Luca Lounge;E. Village;;;;;;;
Lucien;E. Village;;;;;;;
Lucky Cheng's;E. Village;;;;;;;
Lucky Land Chinese Restaurant;TriBeCa/SoHo;;;;;;;
Lucky Strike;TriBeCa/SoHo;;;;;;;
Lucy of Gramercy;Flatiron/U. Sq.;;;;;;;
Luke's Bar and Grill;Upper E. Side;;;;;;;
Lumi;Upper E. Side;;;;;;;
Luna's Restaurant;Chinatown;;;;;;;
Lunch;TriBeCa/SoHo;;;;;;;
Lunch Boy Inc;Midtown West;;;;;;;
Lung Sheng Restaurant;Upper W. Side;;;;;;;
Lupa;W. Village;;;;;;;
Lupe's East La Kitchen;TriBeCa/SoHo;;;;;;;
Lure;Upper E. Side;;;;;;;
Lure Fishbar;TriBeCa/SoHo;;;;;;;
Lusardi's;Upper E. Side;;;;;;;
Luzia's;Upper W. Side;;;;;;;
Lyn's Cafe;Midtown West;;;;;;;
Lyric Diner;Flatiron/U. Sq.;;;;;;;
M & R Bar - Dining Room;TriBeCa/SoHo;;;;;;;
Ma's Food;TriBeCa/SoHo;;;;;;;
Mac Dougal's Restaurant;W. Village;;;;;;;
Macelleria;W. Village;;;;;;;
Mad 28;Flatiron/U. Sq.;;;;;;;
Madison Avenue Burger Corp;Upper E. Side;;;;;;;
Madison Avenue Cafe;Upper E. Side;;;;;;;
Madras Cafe;E. Village;;;;;;;
Madras Mahal Restaurant;Murray Hill;;;;;;;
Maggie's Place;Midtown East;;;;;;;
Mai House;TriBeCa/SoHo;;;;;;;
Maison;Midtown West;;;;;;;
Maison;Upper E. Side;;;;;;;
Majestic Pizza Corp;Lower Manhattan;;;;;;;
Makita Restaurant;Midtown East;;;;;;;
Malachy's Donegal Inn;Upper W. Side;;;;;;;
Malaga;Upper E. Side;;;;;;;
Malatesta Trattoria;W. Village;;;;;;;
Malaysia & Indonesia;Chinatown;;;;;;;
Malaysia Restaurant Inc;Chinatown;;;;;;;
Malevo;E. Village;;;;;;;
Malika Indian;Midtown West;;;;;;;
Mama Mexico;Upper W. Side;;;;;;;
Mama's Famous Restaurant;Upper W. Side;;;;;;;
Mama's Food Shop;E. Village;;;;;;;
Mama's Fresh Tortillas;Midtown West;;;;;;;
Mamlouk;E. Village;;;;;;;
Man Hoi Chan Restaurant;Flatiron/U. Sq.;;;;;;;
Mana;Upper W. Side;;;;;;;
Manatus Restaurant;W. Village;;;;;;;
Mancora;E. Village;;;;;;;
Mandoo;E. Village;;;;;;;
Manganaro;Midtown West;;;;;;;
Mangez Avec Moi;TriBeCa/SoHo;;;;;;;
Mangia;Midtown West;;;;;;;
Mangia;Lower Manhattan;;;;;;;
Mangia e Bevi;Midtown West;;;;;;;
Mangiarini;Upper E. Side;;;;;;;
Manhattan Bistro Inc;TriBeCa/SoHo;;;;;;;
Manhattan Chili Co.;Midtown West;;;;;;;
Manhattan Heroes Corp;Chelsea;;;;;;;
Manhattan Indian Restaurant;Upper W. Side;;;;;;;
Manila Gardens Restaurant;E. Village;;;;;;;
Mannas;Harlem;;;;;;;
Mansion Restaurant;Upper E. Side;;;;;;;
Mao Mao Restaurant;TriBeCa/SoHo;;;;;;;
Maple Garden Duckhouse Rstrnt;Midtown East;;;;;;;
Mappamondo;W. Village;;;;;;;
Mappamondo Due;W. Village;;;;;;;
Marbo;Midtown East;;;;;;;
March;Midtown East;;;;;;;
Marchi;Murray Hill;;;;;;;
Marco Polo Cafe;Flatiron/U. Sq.;;;;;;;
Margon;Midtown West;;;;;;;
Mariella Pizza;Flatiron/U. Sq.;;;;;;;
Marinella;W. Village;;;;;;;
Mario's Seafood;Murray Hill;;;;;;;
Marion's Continental;E. Village;;;;;;;
MarkJoseph Steakhouse;Lower Manhattan;;;;;;;
Market;TriBeCa/SoHo;;;;;;;
Market Cafe;Midtown West;;;;;;;
Market Diner;Midtown West;;;;;;;
Marlowe Restaurant;Midtown West;;;;;;;
Maroons (CLOSED);Chelsea;;;;;;;
Martell's Restaurant;Upper E. Side;;;;;;;
Martha Frances Mississippi Cheesecakes;Upper E. Side;;;;;;;
Maru Sushi;Murray Hill;;;;;;;
Marumi;W. Village;;;;;;;
Mary Ann's;E. Village;;;;;;;
Mary Ann's;Chelsea;;;;;;;
Mary's;W. Village;;;;;;;
Mary's Fish Camp;W. Village;;;;;;;
Maryum Kitchen;Upper E. Side;;;;;;;
Mas;W. Village;;;;;;;
Masa;Upper W. Side;;;;;;;
Masa's;Midtown East;;;;;;;
Masala Bollywood;Murray Hill;;;;;;;
Masala Restaurant & Bar;Flatiron/U. Sq.;;;;;;;
Massawa;Upper W. Side;;;;;;;
Massimo Al Ponte Vecchio;W. Village;;;;;;;
Matsuya;TriBeCa/SoHo;;;;;;;
Matt's Grill;Midtown West;;;;;;;
Maureen's Passion;Upper E. Side;;;;;;;
Maurizio Trattoria;W. Village;;;;;;;
Mavalli Palace;Murray Hill;;;;;;;
Max;E. Village;;;;;;;
Max Brenner, Chocolate by the Bald Man;Flatiron/U. Sq.;;;;;;;
Max SoHa;Upper W. Side;;;;;;;
Maxmil Cafe and Creperie;Upper W. Side;;;;;;;
May & May Restaurnat;E. Village;;;;;;;
May May Kitchen;Lower E. Side;;;;;;;
May Wah Fast Food;Chinatown;;;;;;;
Maya;Upper E. Side;;;;;;;
Maya Hurapan Kitchen;E. Village;;;;;;;
Mayfair Cafe & Sweet Shoppe;Midtown West;;;;;;;
Mayfair Restaurant;Midtown East;;;;;;;
Maz Mezcal Mexican Restaurant;Upper E. Side;;;;;;;
McCormick & Schmick's;Midtown West;;;;;;;
McSorley's Old Ale House;E. Village;;;;;;;
Mediterranean;Upper E. Side;;;;;;;
Mee Noodle Shop;Murray Hill;;;;;;;
Mee Noodle Shop;Midtown East;;;;;;;
Mee Noodle Shop;Midtown West;;;;;;;
Mee Noodle Shop;E. Village;;;;;;;
Megu;TriBeCa/SoHo;;;;;;;
Melampo Imported Foods;TriBeCa/SoHo;;;;;;;
Melange Fine Food & Catering;Upper E. Side;;;;;;;
Melange Food Fair;Upper E. Side;;;;;;;
Melange Gourmet;Upper E. Side;;;;;;;
Meli Melo;Murray Hill;;;;;;;
Menchanko-Tei;Midtown West;;;;;;;
Menchanko-Tei Restaurant;Midtown West;;;;;;;
Mendy's Food Court;Midtown East;;;;;;;
Mendy's Restaurant;Murray Hill;;;;;;;
Mercadito;E. Village;;;;;;;
Mercadito Grove;W. Village;;;;;;;
Merchants, N.Y.;Upper E. Side;;;;;;;
Merchants, N.Y.;Chelsea;;;;;;;
Meridiana;Upper W. Side;;;;;;;
Mermaid Inn;E. Village;;;;;;;
Mesa De Espana Restaurant Inc;Murray Hill;;;;;;;
Mesa Grill;Chelsea;;;;;;;
Meskel Ethiopian Restaurant;E. Village;;;;;;;
Meskerem;Midtown West;;;;;;;
Meson Sevilla;Midtown West;;;;;;;
Messina Cafe;Murray Hill;;;;;;;
Metisse;Upper W. Side;;;;;;;
Metro 53;Midtown East;;;;;;;
Metro Fish;Murray Hill;;;;;;;
Mexican Radio;TriBeCa/SoHo;;;;;;;
Mexicana Mama;W. Village;;;;;;;
Mexico Lindo Restaurant;Flatiron/U. Sq.;;;;;;;
Mezzaluna;Upper E. Side;;;;;;;
Mezzogiorno;TriBeCa/SoHo;;;;;;;
Mi;Flatiron/U. Sq.;;;;;;;
Mi Cocina (CLOSED);W. Village;;;;;;;
Mi Nidito;Midtown West;;;;;;;
Mi Pais;Upper W. Side;;;;;;;
Mica Bar;Midtown East;;;;;;;
Michael & Zoe's Cafe & Bakery;Lower E. Side;;;;;;;
Michael's Pub At The Park — Lombardy Hotel;Midtown East;;;;;;;
Michangelo;Midtown West;;;;;;;
Mickey Mantle's;Midtown West;;;;;;;
Micro Cafe;Upper W. Side;;;;;;;
Midnite Express Restaurant;Upper E. Side;;;;;;;
Midway;W. Village;;;;;;;
Mie Japanese Restaurant;E. Village;;;;;;;
Mike's Pizza;Flatiron/U. Sq.;;;;;;;
Mike's Take-Away;Midtown East;;;;;;;
Milan Cafe & Coffee Bar;Chelsea;;;;;;;
Mill Korean;Upper W. Side;;;;;;;
Millennium;Lower Manhattan;;;;;;;
Millers Tea Room;W. Village;;;;;;;
Milon Restaurant;E. Village;;;;;;;
Mimi Lee Restaurant;Midtown West;;;;;;;
Mimi's Macaroni;Upper W. Side;;;;;;;
Mimi's Pizza & Family Rstrnt;Upper E. Side;;;;;;;
Mimi's Restaurant;Midtown East;;;;;;;
Mimmo's Pizza;Murray Hill;;;;;;;
Minamoto Kitchoan;Midtown West;;;;;;;
Minar's Taj;Midtown West;;;;;;;
Minca;E. Village;;;;;;;
Mindy's Restaurant;Midtown East;;;;;;;
Minetta Tavern;W. Village;;;;;;;
Ming's Delight Inc;Murray Hill;;;;;;;
Ming's Wok;Upper W. Side;;;;;;;
Mingala Burmese Restaurant;E. Village;;;;;;;
Mingala West;Upper W. Side;;;;;;;
Mini Thai Cafe;E. Village;;;;;;;
Minx Coffee Shop;Chelsea;;;;;;;
Miracle Bar & Grill;W. Village;;;;;;;
Miracle Grill;E. Village;;;;;;;
Miracle Grill (CLOSED);E. Village;;;;;;;
Misakiya;Upper E. Side;;;;;;;
Mishima;Murray Hill;;;;;;;
Miss Mamie's Spoonbread Too;Upper W. Side;;;;;;;
Miss Saigon;Upper E. Side;;;;;;;
Mission Burrito;E. Village;;;;;;;
Mitali Restaurant;E. Village;;;;;;;
Mitali West;W. Village;;;;;;;
Mitchel London Foods;Midtown West;;;;;;;
Miyagi;W. Village;;;;;;;
Mo's Caribbean Bar & Grill;Upper E. Side;;;;;;;
Mod;Upper W. Side;;;;;;;
Moda;Midtown West;;;;;;;
Mogador;E. Village;;;;;;;
Mojo;E. Village;;;;;;;
Molly's;Flatiron/U. Sq.;;;;;;;
Mom's Bagels & Capstone Catering;Midtown West;;;;;;;
Momofuku Noodle Bar;E. Village;;;;;;;
Momofuku Ssam Bar;E. Village;;;;;;;
Mon Petit Cafe Inc;Midtown East;;;;;;;
Mona Lisa Gourmet Pizza;W. Village;;;;;;;
Monaco;Upper W. Side;;;;;;;
Monck's Corner;Midtown West;;;;;;;
Mondo Cane;W. Village;;;;;;;
Money Tree;Midtown West;;;;;;;
Monkey Bar (Closed for renovations);Midtown East;;;;;;;
Mono;W. Village;;;;;;;
Monster;W. Village;;;;;;;
Mont Blanc;Midtown West;;;;;;;
Monte Tecla;Midtown West;;;;;;;
Monte's Trattoria;W. Village;;;;;;;
Montien Thai Cuisine Mtc;E. Village;;;;;;;
Moonrock Diner;Midtown West;;;;;;;
Moonstruck Diner Restaurant;Chelsea;;;;;;;
Moonstruck East Restaurant;Murray Hill;;;;;;;
Moran's Bar & Grill;Lower Manhattan;;;;;;;
Morandi;W. Village;;;;;;;
Moreno;Flatiron/U. Sq.;;;;;;;
Morgan Court Cafe;Murray Hill;;;;;;;
Morgan Dining Room;Midtown East;;;;;;;
Morgan Williams Restaurant;Lower Manhattan;;;;;;;
Mormando's;Upper W. Side;;;;;;;
Morning Star Restaurant;Midtown West;;;;;;;
Morrell Wine Bar & Cafe;Midtown East;;;;;;;
Morton's of Chicago;Midtown East;;;;;;;
Mosaico;Murray Hill;;;;;;;
Mottsu;TriBeCa/SoHo;;;;;;;
Mr Biggs Bar & Grill;Midtown West;;;;;;;
Mr Broadway Glatt Kosher;Midtown West;;;;;;;
Mr Chips Coffee Shop;Upper E. Side;;;;;;;
Mr Soup;Midtown West;;;;;;;
Mr Tang Of 50 Mott St;Chinatown;;;;;;;
Mr. Chow Tribeca;TriBeCa/SoHo;;;;;;;
Mr. D;Chelsea;;;;;;;
Mr. Soup;Midtown West;;;;;;;
Mudville 9;Lower Manhattan;;;;;;;
Mueng Thai;Chinatown;;;;;;;
Mughlai;Upper W. Side;;;;;;;
Mughul-e-azam Restaurant;Lower E. Side;;;;;;;
Mugi Japanese Restaurant;Midtown West;;;;;;;
Mugshot Saloon;Upper E. Side;;;;;;;
Mumbles Restaurant;Flatiron/U. Sq.;;;;;;;
Mumtaz India Restaurant;Upper E. Side;;;;;;;
Munson Diner;Midtown West;;;;;;;
Murray Hill Tavern;Murray Hill;;;;;;;
Murray's Sturgeon Shop;Upper W. Side;;;;;;;
Murry Hill Tavern;Murray Hill;;;;;;;
Musette;Flatiron/U. Sq.;;;;;;;
Mustang Grill;Upper E. Side;;;;;;;
My Most Favorite Dessert Co;Midtown West;;;;;;;
Mythos Restaurant;W. Village;;;;;;;
N Y Famous Pizzeria;E. Village;;;;;;;
N Y Sarashina;Midtown West;;;;;;;
Nada Sushi Restaurant Inc;Midtown East;;;;;;;
Nadaman Hakubai;Murray Hill;;;;;;;
Nader Restaurant Park Avenue;Murray Hill;;;;;;;
Nadine's;W. Village;;;;;;;
Naked Lunch;TriBeCa/SoHo;;;;;;;
Nam;TriBeCa/SoHo;;;;;;;
Naniwa Of Japan Inc;Midtown West;;;;;;;
Naples 45;Midtown East;;;;;;;
Nascimento;Upper E. Side;;;;;;;
Nation;Midtown West;;;;;;;
Nations Cafe;Midtown East;;;;;;;
Natural Restaurante Inc;Chinatown;;;;;;;
Naturally Tasty;Flatiron/U. Sq.;;;;;;;
Nature Works Health Food;Midtown West;;;;;;;
Neary's Pub;Midtown East;;;;;;;
Nectar Coffee Shop;Upper E. Side;;;;;;;
Negril Caribbean;Chelsea;;;;;;;
Negroni;Midtown West;;;;;;;
Nello's;Upper E. Side;;;;;;;
Neptune Room;Upper W. Side;;;;;;;
Nero;W. Village;;;;;;;
New Amsterdam Chinese Rstrnt;Upper W. Side;;;;;;;
New Baby Buddha Restaurant;W. Village;;;;;;;
New Chao Chow;Chinatown;;;;;;;
New China Restaurant;Chelsea;;;;;;;
New Day Restaurant;Lower E. Side;;;;;;;
New Delhi Indian Restaurant;Murray Hill;;;;;;;
New Eastern Villa Restaurant;Chinatown;;;;;;;
New Gold Island Restaurant;Chinatown;;;;;;;
New Hop Kwan;Chinatown;;;;;;;
New Lex Coffee Shop;Midtown East;;;;;;;
New Madras Palace;Murray Hill;;;;;;;
New Malaysia and Indonesia;Lower Manhattan;;;;;;;
New South Wind Inc;Chinatown;;;;;;;
New Star Deli Restaurant;Midtown West;;;;;;;
New Star Kitchen;Harlem;;;;;;;
New Szechuan Aroma Restaurant;Midtown East;;;;;;;
New Taste Good Restaurant;Chinatown;;;;;;;
New Taste Of China Restaurant;Upper W. Side;;;;;;;
New Thanh Hong Restaurant Inc;Chinatown;;;;;;;
New World Coffee;W. Village;;;;;;;
