0_restaurant;0_neighborhood;0_address;0_addressGoogle;0_country;0_country_code;0_type;0_cost;0_type_r
Kellari Parea Greek Bistro;Gramercy / Flatiron;;;;;;;
Kellari Taverna;Theater District;;;;;;;
Kion;East Village;;;;;;;
Koi - New York;Midtown West;;;;;;;
Kouzan;Upper West Side;;;;;;;
L'Allegria Restaurant;Hell's Kitchen;;;;;;;
L'Artusi;Greenwich Village;;;;;;;
La Carne Grill;Midtown East;;;;;;;
La Fonda Del Sol;Midtown East;;;;;;;
La Masseria;Theater District;;;;;;;
La Rivista;Theater District;;;;;;;
La Vineria;Theater District;;;;;;;
Lattanzi;Theater District;;;;;;;
Le Bernardin;Theater District;;;;;;;
Le Rivage;Theater District;;;;;;;
Legends New York City;Midtown West;;;;;;;
Les Halles Park Avenue;Gramercy / Flatiron;;;;;;;
Lobby Lounge at Mandarin Oriental, New York;Columbus Circle;;;;;;;
Los Dados;Meatpacking District;;;;;;;
Lucille's Grill;Midtown West;;;;;;;
Lucy;Gramercy / Flatiron;;;;;;;
Lunetta;Gramercy / Flatiron;;;;;;;
Lusso;West Village;;;;;;;
MINT;Midtown East;;;;;;;
MR CHOW - 57th;Midtown East;;;;;;;
MR CHOW - TriBeca;TriBeCa - Downtown;;;;;;;
Macao Trading Company;TriBeCa - Downtown;;;;;;;
Maison;Theater District;;;;;;;
Marc Forgione, fka FORGE;TriBeCa - Downtown;;;;;;;
Marfa;East Village;;;;;;;
Market Table;Greenwich Village;;;;;;;
Marseille;Theater District;;;;;;;
Massimo al Ponte Vecchio;Greenwich Village;;;;;;;
Matsugen;TriBeCa - Downtown;;;;;;;
Mercat;NoHo;;;;;;;
Mercer Kitchen;SoHo;;;;;;;
Merkato 55;Meatpacking District;;;;;;;
Mesa Grill;Gramercy / Flatiron;;;;;;;
Meson Sevilla;Theater District;;;;;;;
Metro Marche;Times Square;;;;;;;
Mindy's at The New York Helmsley Hotel;Midtown East;;;;;;;
Monte's Trattoria;Greenwich Village;;;;;;;
Morrell Wine Bar & Cafe;Rockefeller Center Midtown;;;;;;;
Mr. Jones;Union Square;;;;;;;
Mr. WEST;Chelsea;;;;;;;
Murals on 54 @ The Warwick New York Hotel;Theater District;;;;;;;
NAYA Mezze & Grill;Midtown East;;;;;;;
Nanking - Manhattan;Theater District;;;;;;;
Natsumi Restaurant;Theater District;;;;;;;
Nicole at The Novotel Hotel Times Square;Times Square;;;;;;;
Nikki Midtown;Midtown East;;;;;;;
Ninja;TriBeCa - Downtown;;;;;;;
Nino's 208;Midtown East;;;;;;;
Nirvana;Midtown East;;;;;;;
Novitá - New York City;Gramercy / Flatiron;;;;;;;
ONDA;South Street Seaport;;;;;;;
Olana;Gramercy / Flatiron;;;;;;;
Ole Restaurant;Murray Hill;;;;;;;
One 83;Upper East Side;;;;;;;
One if by Land, Two if by Sea;Greenwich Village;;;;;;;
Onieal's Grand Street;SoHo;;;;;;;
Oscar Cafe;SoHo;;;;;;;
Osteria Gelsi;Theater District;;;;;;;
PLANETHAILAND212;Gramercy / Flatiron;;;;;;;
Pala;Lower East Side;;;;;;;
Pamplona;Gramercy / Flatiron;;;;;;;
Park Avenue Bistro;Gramercy / Flatiron;;;;;;;
Peasant;SoHo;;;;;;;
Per Se;Columbus Circle;;;;;;;
Periyali;Gramercy / Flatiron;;;;;;;
Perle;Financial District;;;;;;;
Picholine;Lincoln Center;;;;;;;
Pietrasanta;Hell's Kitchen;;;;;;;
Pipa;Union Square;;;;;;;
Plataforma Churrascaria;Theater District;;;;;;;
Plunge Bar;Meatpacking District;;;;;;;
Pomaire;Theater District;;;;;;;
Porter House New York;Midtown West;;;;;;;
Pound & Pence;Financial District;;;;;;;
Pranna;Gramercy / Flatiron;;;;;;;
Prem-on Thai;SoHo;;;;;;;
Primehouse New York;Gramercy / Flatiron;;;;;;;
Red Egg;Chinatown;;;;;;;
Red Restaurant;South Street Seaport;;;;;;;
Rock Center Cafe;Rockefeller Center Midtown;;;;;;;
Rosa Mexicano - Lincoln Center;Lincoln Center;;;;;;;
Rosa Mexicano - Union Square;Union Square;;;;;;;
Rosie O'Grady's;Midtown West;;;;;;;
Rouge Tomate;Midtown East;;;;;;;
Ruby Foo's - Times Square;Times Square;;;;;;;
Rughetta Ristorante;Upper East Side;;;;;;;
Russian Firebird Restaurant;Theater District;;;;;;;
Russian Tea Room - NYC;Midtown West;;;;;;;
Ruth's Chris Steak House - New York City - Midtown;Theater District;;;;;;;
SIDECAR at P.J. Clarke's;Midtown East;;;;;;;
SUSHISAMBA 7;Greenwich Village;;;;;;;
SUSHISAMBA park;Gramercy / Flatiron;;;;;;;
Saju Bistro;Theater District;;;;;;;
Salt;SoHo;;;;;;;
Sangria 46;Theater District;;;;;;;
Sapphire;Lincoln Center;;;;;;;
Satsko;Lower East Side;;;;;;;
Scarlatto;Theater District;;;;;;;
Sea Grill;Rockefeller Center Midtown;;;;;;;
Secession;TriBeCa - Downtown;;;;;;;
Sequoia Restaurant;South Street Seaport;;;;;;;
Serafina at The Time Hotel;Theater District;;;;;;;
Shula's Steak House - NY;Theater District;;;;;;;
Shun Lee Cafe;Lincoln Center;;;;;;;
Shun Lee West;Lincoln Center;;;;;;;
Sinigual - NY;Midtown East;;;;;;;
Slate Plus;Gramercy / Flatiron;;;;;;;
Smoke Jazz Club;Upper West Side;;;;;;;
Smorgas Chef @ Scandinavia House;Murray Hill;;;;;;;
Smorgas Chef Midtown;Midtown East;;;;;;;
Smorgas Chef Wall Street;Financial District;;;;;;;
Smorgas Chef West Village;West Village;;;;;;;
Sombrero Mexican;Theater District;;;;;;;
Sonia Rose;Lower East Side;;;;;;;
Sosa Borella;Theater District;;;;;;;
Sotto Cinque;Upper East Side;;;;;;;
SouthWest NY;Financial District;;;;;;;
Staghorn Steakhouse;Midtown West;;;;;;;
Stone Rose;Columbus Circle;;;;;;;
Strada 57;Midtown West;;;;;;;
Sushi Twist;Gramercy / Flatiron;;;;;;;
Sushi of Gari 46;Theater District;;;;;;;
Swizz Restaurant;Theater District;;;;;;;
THOR;Lower East Side;;;;;;;
TY - Four Seasons New York;Midtown East;;;;;;;
Tacocina Restaurant;Hell's Kitchen;;;;;;;
Taj - New York;Gramercy / Flatiron;;;;;;;
Tamarind;Gramercy / Flatiron;;;;;;;
Tarallucci E Vino;Gramercy / Flatiron;;;;;;;
Thalassa;TriBeCa - Downtown;;;;;;;
Thalia;Theater District;;;;;;;
The Art Institute of New York - One Hudson Square;TriBeCa - Downtown;;;;;;;
The Box NYC's PANDORA;Lower East Side;;;;;;;
The Cafe Carlyle;Upper East Side;;;;;;;
The Center Room;Lincoln Center;;;;;;;
The Grill Room;Financial District;;;;;;;
The Ketch;Financial District;;;;;;;
The Kitchen Club;NoLita;;;;;;;
The Little Owl;Greenwich Village;;;;;;;
The Monday Room;NoLita;;;;;;;
The Odeon;TriBeCa - Downtown;;;;;;;
The Palm - NYC West Side;Times Square;;;;;;;
The Palm - Tribeca;TriBeCa - Downtown;;;;;;;
The West Branch;Upper West Side;;;;;;;
Toloache;Theater District;;;;;;;
Tre;Lower East Side;;;;;;;
Tredici Steak;Chelsea;;;;;;;
Trigo;TriBeCa - Downtown;;;;;;;
Trinity Place;Financial District;;;;;;;
Two Times Square;Theater District;;;;;;;
Union Prime;Union Square;;;;;;;
Utsav Festive India;Theater District;;;;;;;
Veritas;Gramercy / Flatiron;;;;;;;
Via Dei Mille;SoHo;;;;;;;
ViceVersa;Theater District;;;;;;;
Vince and Eddie's;Lincoln Center;;;;;;;
Virgil's;Theater District;;;;;;;
West Bank Cafe;Theater District;;;;;;;
Wolfgang's Steakhouse - Tribeca;TriBeCa - Downtown;;;;;;;
YerbaBuena;Lower East Side;;;;;;;
Zanzibar;Hell's Kitchen;;;;;;;
Zereouè Restaurant and Bar;Midtown East;;;;;;;
Zoe Restaurant;SoHo;;;;;;;
Zorzi;Midtown East;;;;;;;
at Vermilion;Midtown East;;;;;;;
craftsteak;Meatpacking District;;;;;;;
db Bistro moderne;Theater District;;;;;;;
de Santos - Manhattan;West Village;;;;;;;
iL Punto;Theater District;;;;;;;
ilili;Murray Hill;;;;;;;
landmarc [at the time warner center];Columbus Circle;;;;;;;
landmarc [tribeca];TriBeCa - Downtown;;;;;;;
p*ong;West Village;;;;;;;
'ino;Greenwich Village;;;;;;;
'inoteca;Lower East Side;;;;;;;
'sNice;Greenwich Village;45 Eighth Ave at W 4th St;45 Eighth Ave at W 4th St;;;;;
'sNice;Park Slope;45 Eighth Ave at W 4th St;45 Eighth Ave at W 4th St;;;;;
'wichcraft;Greenwich Village;60 E 8th St at Broadway;60-68 E 8th St;;;;;
'wichcraft;SoHo;60 E 8th St at Broadway;60-68 E 8th St;;;;;
'wichcraft;Chelsea;60 E 8th St at Broadway;60-68 E 8th St;;;;;
12th Street Bar and Grill;Park Slope;1123 Eighth Ave at 12th St;1123 Eighth Ave at 12th St;;;;;
2nd Street Cafe;Park Slope;;;;;;;
508;SoHo;508 Greenwich St at Spring St;508 Greenwich St;;;;;
540 Park;Upper East Side;540 Park Ave at 61st St;540 Park Ave;;;;;
57;Midtown East;;;;;;;
A Salt and Battery;Greenwich Village;112 Greenwich Ave btwn 12th and 13th Sts;112 Greenwich Ave btwn 12th and 13th Sts;;;;;
AJ Maxwell's Steakhouse;Midtown West;;;;;;;
AQ Kafe;Midtown East;;;;;;;
Absinthe;East Village;111 1st Ave at 7th St;111 1st Avenue;;;;;
Acme Bar and Grill;Greenwich Village;;;;;;;
Aki On West 4th;Greenwich Village;;;;;;;
Al Di La;Park Slope;248 5th Ave at Carroll St;248 5th Ave;;;;;
Alchemy;Park Slope;;;;;;;
Ali Baba;Midtown East;212 E 34th St btwn Second and Third Aves;212 E 34th St;;;;;
Alma Grill;Midtown East;134 E 48th St at Lexington Ave;134 E 48th St at Lexington Ave;;;;;
Alta Voce;Park Slope;;;;;;;
Amy's Bread;Greenwich Village;75 Ninth Ave btwn 15th and 16th Sts;75 Ninth Ave btwn 15th and 16th Sts;;;;;
An Choi;Lower East Side;;;;;;;
Anthony's;Park Slope;426A Seventh Ave at 14th St;E 14th St;;;;;
Antica Venezia;Greenwich Village;;;;;;;
Applewood;Park Slope;;;;;;;
Apropos Cafe;Park Slope;186 5th Avenue at Sackett St;186 5th Avenue at Sackett St;;;;;
Aretsky's Patroon;Midtown East;160 E 46th St btwn Lexington and 3rd...;160 E 46th St;;;;;
Ariyoshi;East Village;806 Broadway btwn 11th and 12th Sts;806 Broadway btwn 11th and 12th Sts;;;;;
Arte;Greenwich Village;21 E 9th St btwn Fifth Ave and...;21 E 9th St;;;;;
Asiate;Midtown West;;;;;;;
August;Greenwich Village;359 Bleecker St btwn Charles and W 10th...;359 Bleecker St;;;;;
Ayza Cafe and Wine Bar;Midtown East;11 W 31st St btwn Fifth Ave and Broadway;11 W 31st St btwn Fifth Ave and Broadway;;;;;
BB Sandwich Bar;Greenwich Village;;;;;;;
BLT Burger;Greenwich Village;;;;;;;
Babouche;SoHo;92 Prince St at Mercer St;92 Prince St;;;;;
Babouche Park Slope;Park Slope;163 5th Ave at Lincoln Place;163 5th Ave;;;;;
Bamboo 52;Midtown West;;;;;;;
Banc Cafe;Midtown East;431 Third Ave at 30th St;431 3rd Ave;;;;;
Bar 6;Greenwich Village;502 Sixth Ave btwn 12th and 13th Sts;502 Sixth Ave btwn 12th and 13th Sts;;;;;
Bar BQ;Park Slope;;;;;;;
Bar Bao;Upper West Side;;;;;;;
Bar Blanc;Greenwich Village;142 W 10th St btwn Greenwich Ave and...;142 W 10th St;;;;;
Bar Carrera;East Village;;;;;;;
Bar Masa;Midtown West;;;;;;;
Barbuto;Greenwich Village;775 Washington St btwn Jane and 12th Sts;775 Washington St btwn Jane and 12th Sts;;;;;
Barcibo Enoteca;Upper West Side;;;;;;;
Barrio;Park Slope;;;;;;;
Basta Pasta;Chelsea;;;;;;;
Batch;Greenwich Village;150B W. 10th Street btwn Greenwich Ave...;150B W 10th St;;;;;
Beer Table;Park Slope;;;;;;;
Beet;Park Slope;;;;;;;
Belleville;Park Slope;;;;;;;
Better Burger;Midtown East;561 Third Ave at 37th St;561 3rd Ave;;;;;
Better Burger (CLOSED);Upper East Side;;;;;;;
Big John;Lower East Side;;;;;;;
Birdbath;Greenwich Village;145 Seventh Ave So at Charles St;145 7th Ave S;;;;;
Birdbath;East Village;145 Seventh Ave So at Charles St;145 7th Ave S;;;;;
Biricchino;Chelsea;260 W 29th St at Eighth Ave;260 W 29th St;;;;;
Bistecca Fiorentina;Midtown West;;;;;;;
Bistro les Amis;SoHo;;;;;;;
Black Pearl (CLOSED);Park Slope;883 Union St btwn Seventh and Eighth...;883 Union St btwn Seventh and Eighth...;;;;;
Blue Point;Midtown West;662 Ninth Ave at 46th St;662 9th Ave;;;;;
Blue Ribbon Bar;Greenwich Village;;;;;;;
Blue Ribbon Park Slope;Park Slope;280 5th Ave btwn 1st St and Garfield Pl;280 5th Ave btwn 1st St and Garfield Pl;;;;;
Blue Ribbon Sushi Bar and Grill;Midtown West;;;;;;;
Blue Ribbon Sushi Manhattan;SoHo;;;;;;;
Blue Ribbon Sushi Park Slope;Park Slope;;;;;;;
Blue/Green (CLOSED);SoHo;248 Mott St btwn Houston and Prince Sts;248 Mott St btwn Houston and Prince Sts;;;;;
Blue/Green (CLOSED);Upper East Side;248 Mott St btwn Houston and Prince Sts;248 Mott St btwn Houston and Prince Sts;;;;;
Bocca di Bacco;Midtown West;;;;;;;
Boka;East Village;;;;;;;
Bombay Bistro;Midtown East;;;;;;;
Bombay Frankie;Upper West Side;994 Amsterdam Ave btwn 109th and 110th...;994 Amsterdam Ave btwn 109th and 110th...;;;;;
Bone Lick Park;Greenwich Village;75 Greenwich Ave btwn Seventh Ave South...;75 Greenwich Ave;;;;;
Bonnie's Grill;Park Slope;;;;;;;
Bouchon Bakery;Midtown West;10 Columbus Circle btwn 58th and 60th...;10 Columbus Cir;;;;;
Boutique Del Vino;SoHo;;;;;;;
Braai;Midtown West;329 West 51st St btwn 8th and 9th Aves;329 W 51st St;;;;;
Braeburn;Greenwich Village;117 Perry St btwn Greenwich and Hudson...;117 Perry St;;;;;
Brawta Caribbean Outpost;Park Slope;447 Seventh Ave btwn 15th and 16th Sts;447 Seventh Ave btwn 15th and 16th Sts;;;;;
Bread and Olive;Midtown West;24 W 45th St btwn Fifth and Sixth Aves;24 W 45th St;;;;;
Brgr;Chelsea;287 7th Ave btwn 26th and 27th Sts;287 7th Ave btwn 26th and 27th Sts;;;;;
Brick Lane Too;Midtown East;;;;;;;
Broadway Joe Steakhouse;Midtown West;;;;;;;
Brown Cafe;Lower East Side;;;;;;;
Bull and Bear;Midtown East;;;;;;;
Burgers and Cupcakes;Chelsea;265 W 23 St btwn Seventh and Eighth Aves;265 W 23 St btwn Seventh and Eighth Aves;;;;;
Burrito Bar and Kitchen;Park Slope;;;;;;;
Bussaco;Park Slope;833 Union St btwn 6th and 7th Aves;833 Union St btwn 6th and 7th Aves;;;;;
Butterfield 8;Midtown East;5 E 38th St btwn Fifth and Madison Aves;5 E 38th St btwn Fifth and Madison Aves;;;;;
Byblos;Midtown East;;;;;;;
Cabrito;Greenwich Village;;;;;;;
Cafe Asean;Greenwich Village;;;;;;;
Cafe Cluny;Greenwich Village;;;;;;;
Cafe Condesa;Greenwich Village;;;;;;;
Cafe Joul;Upper East Side;;;;;;;
Cafe Katja;Lower East Side;;;;;;;
Cafe Spice;Greenwich Village;;;;;;;
Cafe Steinhof;Park Slope;422 Seventh Ave at 14th St;422 7th Ave;;;;;
Cafe d'Alsace;Upper East Side;1695 2nd Ave at 88th St;1695 2nd Ave;;;;;
Cafe de Bruxelles;Greenwich Village;;;;;;;
Cafe des Artistes;Upper West Side;1 W 67th St at Central Park West;1 W 67th St;;;;;
Cafe@RMA;Chelsea;;;;;;;
Cafetasia;Greenwich Village;;;;;;;
Caffe Emilia;East Village;;;;;;;
Caffe Falai;SoHo;265 Lafayette St at Prince St;265 Lafayette St;;;;;
Caffe Linda;Midtown East;;;;;;;
Cambodian Cuisine;Upper East Side;;;;;;;
Campo;Upper West Side;;;;;;;
Carbone;Midtown West;331 W 38th St btwn Eight and Ninth Aves;331 W 38th St;;;;;
Carl's Steaks;Midtown East;507 Third Ave btwn 34th and 35th Sts;507 Third Ave btwn 34th and 35th Sts;;;;;
Carne Vale;East Village;;;;;;;
Casa;Greenwich Village;72 Bedford St at Commerce St;72 Bedford St;;;;;
Casa La Femme;Greenwich Village;;;;;;;
Casa la Femme North;Midtown East;;;;;;;
Casablanca Tea Room;SoHo;164 Mercer St btwn Houston and Prince...;164 Mercer St btwn Houston and Prince...;;;;;
Casellula Cheese and Wine Cafe;Midtown West;401 W 52nd St at Ninth Ave;401 W 52nd St;;;;;
Center Cut;Upper West Side;;;;;;;
Centro Vinoteca;Greenwich Village;;;;;;;
Chai Home Kitchen;Midtown West;;;;;;;
Chat Noir;Upper East Side;;;;;;;
China de Puebla (CLOSED);Upper West Side;3143 Broadway at La Salle St;3143 Broadway;;;;;
Chip Shop;Park Slope;;;;;;;
Cho Cho San;Greenwich Village;;;;;;;
Choga;Greenwich Village;;;;;;;
Chop Suey;Midtown West;;;;;;;
Cipolla Rossa;Upper East Side;1762 1st Ave btwn 91st and 92nd Sts;1762 1st Avenue;;;;;
City Lobster and Crab Company;Midtown West;;;;;;;
City Winery;SoHo;;;;;;;
Clo Wine Bar;Upper West Side;;;;;;;
Clubhouse Cafe;Midtown West;155 West 46th St btwn 6th and 7th Aves;155 West 46th St btwn 6th and 7th Aves;;;;;
Co.;Chelsea;230 9th Ave btwn 24th and 25th Sts;230 9th Ave btwn 24th and 25th Sts;;;;;
Coco Roco;Park Slope;392 Fifth Ave btwn 6th and 7th Sts;392 Fifth Ave btwn 6th and 7th Sts;;;;;
Commerce;Greenwich Village;;;;;;;
Convivium Osteria;Park Slope;68 5th Ave btwn Bergen St and St Marks...;68 5th Ave;;;;;
Core One Nine One (CLOSED);Lower East Side;;;;;;;
Cork and Fin;Upper East Side;;;;;;;
Corner Bistro;Greenwich Village;;;;;;;
Cosette;Midtown East;163 E 33rd St btwn Lexington and Third...;163 E 33rd St;;;;;
Cowgirl;Greenwich Village;519 Hudson St at 10th St;519 Hudson St;;;;;
Crave on 42nd Street;Midtown West;650 W 42nd St at 11th Ave;650 W 42nd St;;;;;
Crispo;Greenwich Village;240 W 14th St btwn 7th and 8th Aves;240 W 14th St;;;;;
Cubana Cafe;SoHo;;;;;;;
Curry-Ya;East Village;214 East 10th St btwn 1st and 2nd Aves;214 East 10th St btwn 1st and 2nd Aves;;;;;
Da Andrea;Greenwich Village;557 Hudson St btwn Perry and W 11th Sts;557 Hudson St;;;;;
Dardanel;Midtown East;1071 1st Ave btwn 58th and 59th Sts;1071 1st Ave btwn 58th and 59th Sts;;;;;
De Santos;Greenwich Village;139 W 10th St btwn 5th and 6th Aves;6th Ave;;;;;
Death and Company;East Village;;;;;;;
Del Frisco's Double Eagle Steakhouse;Midtown West;1221 Sixth Ave at 49th St;1221 6th Ave;;;;;
Delicatessen;SoHo;54 Prince St at Lafayette St;54 Prince St at Lafayette St;;;;;
Delicia Brazil;Greenwich Village;;;;;;;
Dell'Anima;Greenwich Village;38 Eighth Ave btwn Jane and W 12th Sts;38 Eighth Ave btwn Jane and W 12th Sts;;;;;
Diablo Royale;Greenwich Village;189 W 10th Street btwn W 4th and...;189 W 10th St;;;;;
Dirty Bird to Go;Chelsea;204 W 14th St btwn Seventh and Eighth...;204 W 14th St;;;;;
Ditch Plains;Greenwich Village;29 Bedford St at Downing St;29 Bedford St;;;;;
DoSirak;Greenwich Village;30 E 13th St btwn Fifth Ave and...;30 E 13th St;;;;;
Docks Oyster Bar and Seafood Grill;Midtown East;2427 Broadway btwn 89th and 90th Sts;2441 Broadway;;;;;
Dolce Vita;SoHo;181 Grand St btwn Baxter and Mulberry...;181 Grand St;;;;;
Don's Bogam BBQ and Wine Bar;Midtown West;;;;;;;
Dos Caminos Soho;SoHo;475 West Broadway at Houston St;475 W Broadway;;;;;
Druids;Midtown West;;;;;;;
EJ's Luncheonette (CLOSED);Greenwich Village;;;;;;;
EN Japanese Brasserie;Greenwich Village;435 Hudson St at Leroy St;435 Hudson St;;;;;
Earthen Oven;Upper West Side;;;;;;;
East Village Yacht Club (CLOSED);East Village;42 E 1st St btwn First and Second Aves;42 E 1st St btwn First and Second Aves;;;;;
El Parador Cafe;Midtown East;;;;;;;
El Paso;Greenwich Village;134 W Houston St btwn MacDougal and...;134 W Houston St;;;;;
El Paso Taqueria;Upper East Side;1642 Lexington Ave btwn 103rd and 104th...;W 104th St;;;;;
El Rey del Sol;Greenwich Village;232 W 14th St btwn Seventh and Eighth...;232 W 14th St;;;;;
Elementi;Park Slope;;;;;;;
Elephant and Castle;Greenwich Village;68 Greenwich Ave btwn Sixth Ave and...;68 Greenwich Ave;;;;;
Elettaria;Greenwich Village;33 W 8th St at MacDougal St;33 W 8th St;;;;;
Ellis Bar;Park Slope;627 5th Ave btwn 17th and 18th Sts;627 5th Ave btwn 17th and 18th Sts;;;;;
Elyssa Dido;Lower East Side;85 Orchard St at Broome St;85 Orchard St;;;;;
Employees Only;Greenwich Village;510 Hudson St btwn Christopher and West...;510 Hudson St;;;;;
Ennio and Michael;Greenwich Village;539 La Guardia Pl btwn Bleecker and W...;539 LaGuardia Pl;;;;;
Ethos;Midtown East;495 Third Ave btwn 33rd and 34th Sts;W 34th St;;;;;
Extra Virgin;Greenwich Village;;;;;;;
Fabio Piccolo Fiore;Midtown East;230 E 44th St at Second Ave;230 E 44th St # 1;;;;;
Fairway Cafe and Steakhouse;Upper West Side;2127 Broadway btwn 74th and 75th Sts;2127 Broadway btwn 74th and 75th Sts;;;;;
Fanelli's Cafe;SoHo;;;;;;;
Fat Hippo;Lower East Side;;;;;;;
Favela Cubana;Greenwich Village;;;;;;;
Fiamma (CLOSED);SoHo;;;;;;;
Fig and Olive;Upper East Side;;;;;;;
Fig and Olive Midtown;Midtown East;10 E 52nd St btwn Fifth and Madison...;10 E 52nd St;;;;;
Five Guys Famous Burgers and Fries;Greenwich Village;296 Bleecker St at Seventh Ave So;296 Bleecker St;;;;;
Five Napkin Burger;Midtown West;;;;;;;
Flip;Midtown East;;;;;;;
Fragolino Trattoria;Midtown West;;;;;;;
Frederick's Downtown;Greenwich Village;;;;;;;
French Roast;Greenwich Village;2340 Broadway at 85th St;2340 Broadway;;;;;
Friedman's Lunch;Chelsea;;;;;;;
Funayama;Greenwich Village;24 Greenwich Ave btwn Charles and W...;24 Greenwich Ave btwn Charles and W...;;;;;
Galanga;Greenwich Village;;;;;;;
Gavroche;Greenwich Village;;;;;;;
Gazala Place;Midtown West;709 Ninth Ave at 49th St;709 9th Ave;;;;;
Gene's;Greenwich Village;;;;;;;
Good;Greenwich Village;89 Greenwich Ave btwn Bank and W 12th...;89 Greenwich Ave btwn Bank and W 12th...;;;;;
Gottino;Greenwich Village;52 Greenwich Ave btwn Perry and Charles...;52 Greenwich Ave btwn Perry and Charles...;;;;;
Gradisca;Greenwich Village;126 W 13th St btwn Sixth and Seventh...;126 W 13th St;;;;;
Grand Sichuan;Lower East Side;;;;;;;
Grand Tier Restaurant;Upper West Side;;;;;;;
Grano Trattoria;Greenwich Village;21 Greenwich Ave at 10th St;21 Greenwich Ave;;;;;
GustOrganics;Greenwich Village;;;;;;;
Gusto Ristorante e Bar Americano;Greenwich Village;;;;;;;
Gyu-kaku;Midtown East;;;;;;;
HK;Midtown West;;;;;;;
Hakata Tonton;Greenwich Village;;;;;;;
Hanci Turkish Cuisine;Midtown West;;;;;;;
Havana Alma de Cuba;Greenwich Village;94 Christopher St btwn Hudson and...;94 Christopher St btwn Hudson and...;;;;;
Haven;Midtown East;;;;;;;
Hawaiian Tropic Zone;Midtown West;;;;;;;
Hip Hop Chow (CLOSED);East Village;;;;;;;
I Tre Merli Bistro;Greenwich Village;;;;;;;
Il Laboratorio del Gelato;Lower East Side;95 Orchard St btwn Broome and Delancey...;95 Orchard St btwn Broome and Delancey...;;;;;
Inakaya;Midtown West;;;;;;;
Indian Bread Co;Greenwich Village;194 Bleecker St btwn Sixth Ave and...;194 Bleecker St;;;;;
Indochine;Greenwich Village;;;;;;;
Iron Sushi;Upper East Side;355 E 78th St btwn First and Second...;355 E 78th St;;;;;
Jack's Restaurant and Bar;Midtown West;;;;;;;
Java;Park Slope;;;;;;;
JoeDoe;East Village;45 East 1st St btwn 1st and 2nd Aves;45 East 1st St btwn 1st and 2nd Aves;;;;;
John's Pizzeria;Greenwich Village;;;;;;;
Johnny Mack's;Park Slope;1114 Eighth Ave at 12th St;1114 Frederick Douglass Blvd;;;;;
Jojo;Upper East Side;160 E 64th St btwn Lexington and 3rd...;160 E 64th St;;;;;
Joy Burger Bar;Upper East Side;;;;;;;
Kafana;East Village;116 Ave C btwn E 7th and 8th Sts;116 Loisaida Ave;;;;;
Kambi Ramen House;East Village;;;;;;;
Kelley and Ping East Village (CLOSED);East Village;325 Bowery at Second St;325 Bowery;;;;;
Kinara;Park Slope;473 Fifth Ave btwn 10th and 11th Sts;473 5th Ave;;;;;
Kingswood;Greenwich Village;121 W 10th St btwn Greenwich and 6th...;121 W 10th St;;;;;
KitchenBar;Park Slope;687 6th Ave btwn 19th and 20th Sts;687 6th Ave btwn 19th and 20th Sts;;;;;
Knife and Fork;East Village;;;;;;;
Kobma Thai;Greenwich Village;;;;;;;
Kyotofu;Midtown West;;;;;;;
L.E.S. Sandwicherie;Lower East Side;;;;;;;
La Barra;Lower East Side;;;;;;;
La Cantina;Greenwich Village;;;;;;;
La Fonda Boricua;Upper East Side;;;;;;;
La Lanterna di Vittorio;Greenwich Village;129 MacDougal St btwn 3rd and 4th Sts;129 MacDougal St btwn 3rd and 4th Sts;;;;;
La Nacional;Greenwich Village;;;;;;;
La Taqueria;Park Slope;;;;;;;
Landmarc at the Time Warner Center;Midtown West;;;;;;;
Las Chicas Locas;Chelsea;;;;;;;
Las Ramblas;Greenwich Village;170 W 4th St btwn Jones and Cornelia Sts;170 W 4th St btwn Jones and Cornelia Sts;;;;;
Lassi;Greenwich Village;28 Greenwich Ave at Charles St;28 Greenwich Ave;;;;;
Le Pain Quotidien;SoHo;50 W 72nd St btwn Central Park West and...;50 W 72nd St btwn Central Park West and...;;;;;
Le Tableau (CLOSED);East Village;511 E 5th St btwn Aves A and B;511 E 5th St btwn Aves A and B;;;;;
Leela Lounge;Greenwich Village;;;;;;;
Lili's Noodle Shop and Grill;Midtown West;;;;;;;
Lili's Noodle Shop and Grill;Upper East Side;;;;;;;
Lima's Taste (CLOSED);Greenwich Village;;;;;;;
Lime Leaf;Upper West Side;;;;;;;
Little D Eatery;Park Slope;434 7th Ave btwn 14th and 15th Sts;434 7th Ave;;;;;
Lollipop;Midtown East;27 E 61st St btwn Madison and Park Aves;27 E 61st St btwn Madison and Park Aves;;;;;
Long Tan;Park Slope;;;;;;;
Lookout Hill Smokehouse (CLOSED);Park Slope;;;;;;;
Los Pollitos II;Park Slope;;;;;;;
LuLu;SoHo;235 Mulberry Street at Spring St;235 Mulberry St;;;;;
Lucky's Famous;Midtown West;;;;;;;
Luscious Food;Park Slope;59 Fifth Ave btwn Bergen St and St...;59 5th Ave;;;;;
Lusso;SoHo;;;;;;;
Luxee;Lower East Side;;;;;;;
Macaron;Midtown West;16 W 36 St btwn Broadway and 7th Aves;16 W 36 St btwn Broadway and 7th Aves;;;;;
Macondo;Lower East Side;157 E Houston St btwn Eldridge and...;157 E Houston St;;;;;
Madaleine Mae (CLOSED);Upper West Side;461 Columbus Ave at 82nd St;461 Columbus Ave;;;;;
