0_restaurant;0_neighborhood;0_address;0_addressGoogle;0_country;0_country_code;0_type;0_cost;0_type_r;1_restaurant;1_neighborhood;1_address;1_addressGoogle;1_country;1_country_code;1_type;1_cost;1_type_r
Matilda;East Village;;;;;;;;Matilda;East Village; 647 E 11th St-between Aves B and C;647 E 11th St;New York;NY;Eclectic;;
Matsugen;Tribeca;;;;;;;;Matsugen;Tribeca; 241 Church St-between Leonard and Worth Sts;241 Church St;New York;NY;Japanese;;
Max;E. Village;1274 Amsterdam Ave;1274 Amsterdam Ave;New York;NY;;$;Italian;Max;East Village; 51 Ave B-between 3rd and 4th Sts;51 Avenue B;New York;NY;Italian;;
Maze;Midtown West;;;;;;;;Maze;Midtown West;The London NYC Hotel -151 W 54th Stbetween Sixth and Seventh Aves;;New York;NY;Eclectic;;
Medina;Chelsea;;;;;;;;Medina;Chelsea; 315 Tenth Ave-between 28th and 29th Sts;315 Amsterdam Ave;New York;NY;Moroccan;;
Melba’s;Harlem;;;;;;;;Melba’s;Harlem; 300 W 114th St-at Frederick Douglass Blvd (Eighth Ave);300 W 114th St;New York;NY;American Regional;;
Merkato 55;Meatpacking District;;;;;;;;Merkato 55;Meatpacking District; 55 Gansevoort St-between Greenwich and Washington Sts;55 Gansevoort St;New York;NY;African: Pan-African;;
Meskel Ethiopian Restaurant;E. Village;;;;;;;;Meskel Ethiopian Restaurant;East Village;199 East 3rd Street;199 E 3rd St;New York;NY;;;African: Ethiopian
Moksha;Financial/Battery Pk;;;;;;;;Moksha;Financial District;18 Murray Street;18 Murray Street;New York;NY;;;Indian
Montparnasse;Midtown East;;;;;;;;Montparnasse;Midtown East; 230 E 51st St-between Second and Third Aves;230 E 51st St;New York;NY;French;;
Mr. Jones;Gramercy;;;;;;;;Mr. Jones;Gramercy/Flatiron; 243 E 14th St-between Second and Third Aves;243 E 14th St;New York;NY;Eclectic;;
Mudspot;East Village;;;;;;;;Mudspot;East Village; 307 E 9th St-between First and Second Aves;307 E 9th St;New York;NY;Cafés & diners;;
Muzzarella Pizza;East Village;;;;;;;;Muzzarella Pizza;East Village; 221 Ave A-at 14th St;221 Avenue A;New York;NY;Italian: Pizza;;
Naima;Chelsea;;;;;;;;Naima;Chelsea; 513 W 27th St-between Tenth and Eleventh Aves;513 W 27th St;New York;NY;Italian;;
Naka Naka;Chelsea;;;;;;;;Naka Naka;Chelsea; 458 W 17th St-at Tenth Ave;458 W 17th St;New York;NY;Japanese;;
Nanoosh Mediterranean Hummus Bar;Upper West Side;;;;;;;;Nanoosh Mediterranean Hummus Bar;Upper West Side; 2012 Broadway-between 68th and 69th Sts;2012 Broadway;New York;NY;Middle Eastern;;
Native;Harlem;;;;;;;;Native;Harlem; 161 Malcolm X Blvd (Lenox Ave)-at 118th St;161 Malcolm X Blvd;New York;NY;Caribbean;;
Natori;East Village;;;;;;;;Natori;East Village; 58 St. Marks Pl-between First and Second Aves;58 St Marks Pl;New York;NY;Japanese;;
Natsumi;Midtown West;226 W 50th St btwn 8th Ave and Broadway;226 W 50th St;;;;;;Natsumi;nan;226 W 50th St-Btwn 8th Ave & Bway;226 W 50th St;New York;NY;;;nan
Negril Village;Greenwich Village;70 W 3rd St btwn La Guardia Pl and...;Queens;;;;;;Negril Village;Greenwich Village; 70 W 3rd St-between La Guardia Pl and Thompson St;70 W 3rd St;New York;NY;Caribbean: Jamaican;;
New Green Bo;Chinatown;;;;;;;;New Green Bo;Chinatown/Little Italy; 66 Bayard St-between Elizabeth and Mott Sts;66 Bayard St;New York;NY;Previews;;
New Yeah Shanghai Deluxe;Chinatown;;;;;;;;New Yeah Shanghai Deluxe;Chinatown/Little Italy; 65 Bayard St-between Elizabeth and Mott Sts;65 Bayard St;New York;NY;Chinese;;
Noah's Ark;Lower East Side;;;;;;;;Noah's Ark;Lower East Side;399 Grand St-Btwn Clinton & Suffolk St;399 Grand St;New York;NY;;;Kosher
Nobu 57;Midtown West;;;;;;;;Nobu 57;Midtown West; 40 W 57th St-between Fifth and Sixth Aves;40 W 57th St;New York;NY;Japanese;;
Nooch;Chelsea;;;;;;;;Nooch;Chelsea; 301 W 17th St-at Eighth Ave;301 W 17th St;New York;NY;Thai;;
Noodle Bar;West Village;;;;;;;;Noodle Bar;West Village; 26 Carmine St-at Bleecker St;26 Carmine St;New York;NY;Chinese;;
Nori;East Village;;;;;;;;Nori;East Village; 129 Second Ave-between 7th and 8th Sts;129 2nd Ave;New York;NY;Japanese;;
Olana;Gramercy / Flatiron;;;;;;;;Olana;Gramercy/Flatiron; 72 Madison Ave-between 27th and 28th Sts;72 Madison Ave;New York;NY;Eclectic;;
Old San Juan;Midtown West;;;;;;;;Old San Juan;Midtown West; 765 Ninth Ave-between 51st and 52nd Sts;765 9th Ave;New York;NY;Caribbean: Puerto Rican;;
Omido;Midtown West;;;;;;;;Omido;Midtown West; 1695 Broadway-at 53rd St;1695 Broadway;New York;NY;Japanese;;
Osteria Gelsi;Midtown West;120 W 55th St;507 9th Ave;New York;NY;;$$$$;Italian;Osteria Gelsi;;507-509 9th Ave. at 38th St.;507 9th Ave;;NY;;;
Osteria al Doge;Midtown West;;nan;;;;;;Osteria al Doge;Midtown West; 142 W 44th St-between Sixth Ave and Broadway;142 W 44th St;New York;NY;Italian;;
Ozu;Upper West Side;;;;;;;;Ozu;Upper West Side; 566 Amsterdam Ave-between 87th and 88th Sts;566 Amsterdam Ave;New York;NY;Asian: Pan-Asian;;
Pacific Grill;Financial/Battery Pk;;;;;;;;Pacific Grill;Financial District; 89 South Street Seaport-at Pier 17;89 South St;New York;NY;Seafood;;
Padre Figlio;Midtown East;;;;;;;;Padre Figlio;Midtown East; 310 E 44th St-between First and Second Aves;310 E 44th St;New York;NY;Italian;;
Palma;West Village;;;;;;;;Palma;West Village; 28 Cornelia St-between Bleecker and W 4th Sts;28 Cornelia St;New York;NY;Italian;;
Pamplona;Gramercy / Flatiron;;;;;;;;Pamplona;Gramercy/Flatiron; 37 E 28th-between Madison and Park Aves;37 E 28th St;New York;NY;Spanish;;
Papaya King;Upper E. Side;;nan;;;;;;Papaya King;Upper East Side; 179 E 86th St-at Third Ave;179 East 86th St;New York;NY;American;;
Pasita;West Village;;;;;;;;Pasita;West Village; 47 Eighth Ave-between Horatio and Jane Sts;47 8th Ave;New York;NY;Latin American: Venezuelan;;
Pata Negra;East Village;;;;;;;;Pata Negra;East Village; 345 E 12th St-between First and Second Aves;345 E 12th St;New York;NY;Spanish;;
Patroon;Midtown East;;;;;;;;Patroon;Midtown East; 160 E 46th St-between Lexington and Third Aves;160 E 46th St;New York;NY;American;;
Peacock Alley;Midtown East;;;;;;;;Peacock Alley;Midtown East; 301 Park Ave-between 49th and 50th Sts;301 Park Ave;New York;NY;French;;
Peking Duck House;Chinatown;;;;;;;;Peking Duck House;Chinatown/Little Italy; 28 Mott St-between Mosco and Pell Sts;28 Mott St;New York;NY;Chinese;;
Pellegrino's;Chinatown;;;;;;;;Pellegrino's;Chinatown/Little Italy;138 Mulberry St-Btwn Hester & Grand St;138 Mulberry St;New York;NY;;;Italian
Picnick;Financial/Battery Pk;;;;;;;;Picnick;Financial District; Battery Park near the Staten Island Ferry Terminal-;New York;New York;NY;Cafés & diners;;
Pigalle;Midtown West;790 Eighth Ave at 48th St;790 8th Ave;;;;;;Pigalle;Midtown West; 790 Eighth Ave-at 48th St;790 8th Ave;New York;NY;French;;
Pink Pony;Lower East Side;;;;;;;;Pink Pony;Lower East Side; 176 Ludlow St-between Houston and Stanton Sts;176 Ludlow St;New York;NY;French;;
Pintxos;Soho;;;;;;;;Pintxos;Soho; 510 Greenwich St-between Canal and Spring Sts;510 Greenwich St;New York;NY;Spanish;;
Podunk;East Village;;;;;;;;Podunk;East Village; 231 E 5th St-between Second and Third Aves;231 E 5th St;New York;NY;Cafés & diners;;
Posto;Gramercy;;;;;;;;Posto;Gramercy/Flatiron; 310 Second Ave-at 18th St;310 2nd Ave;New York;NY;Italian: Pizza;;
Potluck;Chelsea;;;;;;;;Potluck;Chelsea;255 W 26th St-Btwn 7th & 8th Ave;255 W 26th St;New York;NY;;;Asian: Pan-Asian
Pranna;Gramercy / Flatiron;;;;;;;;Pranna;Gramercy/Flatiron; 79 Madison Ave-at 28th St;79 Madison Ave;New York;NY;Asian: Pan-Asian;;
Prime Burger;Midtown East;;;;;;;;Prime Burger;Midtown East; 5 E 51st St-between Madison and Fifth Aves;5 E 51st St;New York;NY;Cafés & diners;;
Primehouse New York;Gramercy / Flatiron;;;;;;;;Primehouse New York;Gramercy/Flatiron;381 Park Ave S-At 27th St;381 Park Ave S;New York;NY;;;Steakhouses
Pão!;Soho;;;;;;;;Pão!;Soho; 322 Spring St-at Greenwich St;322 Spring St;New York;NY;Portuguese;;
Queen of Sheba;Midtown West;;nan;;;;;;Queen of Sheba;Midtown West; 650 Tenth Ave-between 45th and 46th Sts;650 Amsterdam Ave;New York;NY;African: Ethiopian;;
Rai Rai Ken;East Village;;;;;;;;Rai Rai Ken;East Village; 214 E 10th St-between First and Second Aves;214 E 10th St;New York;NY;Japanese;;
Ramen Setagaya;East Village;;;;;;;;Ramen Setagaya;East Village; 141 First Ave-between 9th St and St. Marks Pl;141 1st Avenue;New York;NY;Japanese;;
Rayuela;Lower East Side;;;;;;;;Rayuela;Lower East Side; 165 Allen St-between Rivington and Stanton Sts;165 Allen St;New York;NY;Latin American;;
Rectangles;Upper East Side;;;;;;;;Rectangles;Upper East Side; 1431 First Ave-between 74th and 75th Sts;1431 1st Avenue;New York;NY;Middle Eastern;;
Red Mango;West Village;;;;;;;;Red Mango;West Village; 182 Bleecker St-between MacDougal and Sullivan Sts;182 Bleecker St;New York;NY;Food or Beverage Shop;;
Resto Leon;East Village;;;;;;;;Resto Leon;East Village;351 E 12th St-Btwn 1st & 2nd Ave;351 E 12th St;New York;NY;;;French
Roc;Tribeca;;;;;;;;Roc;Tribeca; 190A Duane St-at Greenwich St;190-A Duane St;New York;NY;Italian;;
Roomali;Gramercy;;;;;;;;Roomali;Gramercy/Flatiron; 97 Lexington Ave-at 27th St;97 Lexington Ave;New York;NY;Indian;;
Roti Plus;Harlem;;;;;;;;Roti Plus;Harlem; 2345 Frederick Douglass Blvd-between 125th and 126th Sts;2345 Frederick Douglass Blvd;New York;NY;Caribbean;;
Rouge Tomate;Upper East Side;;;;;;;;Rouge Tomate;Upper East Side; 10 E 60th St-between Fifth and Madison Aves;10 E 60th St;New York;NY;Eclectic;;
Ruby Foo's;Midtown West;1626 Broadway at 49th St;1626 Broadway;;;;;;Ruby Foo's;;1626 Broadway;1626 Broadway;;NY;;;
SEA;East Village;;;;;;;;SEA;East Village; 75 Second Ave-between 4th and 5th Sts;75 2nd Ave;New York;NY;Thai;;
STK;Meatpacking District;;;;;;;;STK;Meatpacking District; 26 Little W 12th St-between Ninth Ave and Washington St;26 Little W 12th St;New York;NY;Steakhouses;;
Safran;Chelsea;;;;;;;;Safran;Chelsea; 88 Seventh Ave-between 15th and 16th Sts;88 7th Ave;New York;NY;Vietnamese;;
Saju;Midtown West;120 W 44th St btwn Sixth Ave and...;120 W 44th St;;;;;;Saju;Midtown West; 120 W 44th St-between Sixth Ave and Broadway;120 W 44th St;New York;NY;Eclectic;;
Salute!;Murray Hill;270 Madison Ave;270 Madison Ave;New York;NY;;$;Italian;Salute!;;270 Madison Ave;270 Madison Ave;New York;NY;;;
Sandwich Planet;Midtown West;;;;;;;;Sandwich Planet;Midtown West; 534 Ninth Ave-between 39 and 40th Sts;534 9th Ave;New York;NY;American;;
Sangam;West Village;;;;;;;;Sangam;West Village; 190 Bleecker St-between MacDougal St and Sixth Ave;190 Bleecker St;New York;NY;Indian;;
Saravanaas;Gramercy;;;;;;;;Saravanaas;Gramercy/Flatiron; 81 Lexington Ave-at 26th St;81 Lexington Ave;New York;NY;Indian;;
Serafina on Lafayette;East Village;;;;;;;;Serafina on Lafayette;East Village; 393 Lafayette St-at 4th St;393 Lafayette St;New York;NY;Italian;;
Shabu-Shabu 70;Upper East Side;;;;;;;;Shabu-Shabu 70;Upper East Side; 314 E 70th St-between First and Second Aves;314 E 70th St;New York;NY;Japanese;;
Shalizar;Upper East Side;;;;;;;;Shalizar;Upper East Side; 1420 Third Ave-between 80th and 81st Sts;1420 3rd Ave;New York;NY;Middle Eastern: Persian;;
Shang;Lower East Side;;;;;;;;Shang;Lower East Side;Thompson LES Hotel -187 Orchard Stbetween E Houston and Stanton Sts;;New York;NY;Chinese;;
Shanghai Cuisine;Chinatown;;;;;;;;Shanghai Cuisine;Chinatown/Little Italy; 89 Bayard St-at Mulberry St;89 Bayard St;New York;NY;Chinese;;
Sheng Wang;Lower East Side;;;;;;;;Sheng Wang;Lower East Side; 27 Eldridge St-between Canal and Division Sts;27 Eldridge St;New York;NY;Chinese;;
Shopsin's;Lower East Side;;;;;;;;Shopsin's;Lower East Side;120 Essex St-Btwn Rivington & Delancey St;120 Essex St;New York;NY;;;Cafés & diners
Shorty's;Midtown West;576 Ninth Ave at 41st St;576 9th Ave;;;;;;Shorty's;Midtown West; 576 Ninth Ave-at 41st St;576 9th Ave;New York;NY;American;;
Smith & Mills;Tribeca;;;;;;;;Smith & Mills;Tribeca; 71 North Moore St-between Greenwich and Hudson Sts;71 N Moore St;New York;NY;Eclectic;;
Smith's;Greenwich Village;79 MacDougal St btwn Bleecker and W...;79 MacDougal St;;;;;;Smith's;;79 MacDougal St-Btwn Bleecker & Houston St;79 MacDougal St;;NY;;;
Socarrat Paella Bar;Chelsea;;;;;;;;Socarrat Paella Bar;Chelsea; 259 W 19th St-between Seventh and Eighth Aves;259 W 19th St;New York;NY;Spanish;;
Sookk;Upper West Side;;;;;;;;Sookk;Upper West Side; 2686 Broadway-between 102nd and 103rd Sts;2686 Broadway;New York;NY;Asian: Pan-Asian;;
Sorella;Lower East Side;;;;;;;;Sorella;Lower East Side; 95 Allen St-between Broome and Delancey Sts;95 Allen St;New York;NY;Italian;;
South Gate;Midtown West;;;;;;;;South Gate;Midtown West; 154 Central Park South-between Sixth and Seventh Aves;154 Central Park S;New York;NY;American;;
Soy;Lower East Side;;;;;;;;Soy;Lower East Side; 102 Suffolk St-between Delancey and Rivington Sts;102 Suffolk St;New York;NY;Japanese;;
Soy Luck Club;West Village;;;;;;;;Soy Luck Club;West Village; 115 Greenwich Ave-at Jane St;115 Greenwich Ave;New York;NY;Vegetarian & Organic;;
Spitzer's Corner;Lower East Side;;;;;;;;Spitzer's Corner;Lower East Side;101 Rivington St-At Ludlow St;101 Rivington St;New York;NY;;;American
Sundaes and Cones;East Village;;;;;;;;Sundaes and Cones;East Village; 95 E 10th St-at Third Ave;95 E 10th St;New York;NY;Cafés;;
Supermac;Chelsea;;;;;;;;Supermac;Chelsea; 348 Seventh Ave-between 29th and 30th Sts;348 7th Ave;New York;NY;American;;
Surf City Squeeze;West Village;;;;;;;;Surf City Squeeze;West Village; 266 Bleecker St-between Sixth and Seventh Aves;266 Bleecker St;New York;NY;American;;
Sushi Azabu;Tribeca;;;;;;;;Sushi Azabu;Tribeca; 428 Greenwich St-between Laightand Vestry Sts;428 Greenwich St;New York;NY;Japanese;;
Sushi Zen;Midtown West;204 E 43rd St;108 W 44th St;New York;NY;;$$$$$;Japanese;Sushi Zen;Midtown West; 108 W 44th St-between Sixth Ave and Broadway;108 W 44th St;New York;NY;Japanese;;
Sylvia’s;Harlem;;;;;;;;Sylvia’s;Harlem; 328 Malcolm X Blvd (Lenox Ave)-between 126th and 127th Sts;328 Malcolm X Blvd;New York;NY;American Regional;;
Szechuan Gourmet;Midtown West;;;;;;;;Szechuan Gourmet;Midtown West; 21 West 39th St-between Fifth and Sixth Ave;21 W 39th St;New York;NY;Chinese;;
T Salon;Chelsea;;;;;;;;T Salon;Chelsea;Chelsea Market -459 W 15th Stbetween Ninth and Tenth Aves;;New York;NY;Cafés & diners;;
Tafu;Midtown East;;;;;;;;Tafu;Midtown East; 569 Lexington Ave-at 51st St;Double tree Metropolitan;New York;NY;Cafés & diners;;
Taksim;East Village;99 Second Ave btwn 5th and 6th Sts;6th Ave;;;;;;Taksim;East Village; 99 Second Ave-between 5th and 6th Sts;99 2nd Ave;New York;NY;Turkish;;
Taïm;West Village;;;;;;;;Taïm;West Village; 222 Waverly Pl-at W 11th St and Seventh Ave;222 Waverly Pl;New York;NY;Middle Eastern;;
Tebaya;Chelsea;;;;;;;;Tebaya;Chelsea; 144 W 19th St-between Sixth and Seventh Aves;144 W 19th St;New York;NY;Japanese;;
Ted's Montana Grill;Midtown West;110 W 51st St btwn Sixth and Seventh...;110 W 51st St;;;;;;Ted's Montana Grill;Midtown West;110 W. 51st Street;110 W 51st St;New York;NY;;;American
Teodora;Midtown East;;;;;;;;Teodora;Midtown East; 141 E 57th St-between Lexington and Third Aves;141 E 57th St;New York;NY;Italian;;
Terroir;East Village;;;;;;;;Terroir;East Village; 413 E 12th St-between First Ave and Ave A;413 E 12th St;New York;NY;Eclectic;;
The Elephant;East Village;;;;;;;;The Elephant;East Village; 58 E 1st St-between First and Second Aves;58 E 1st St;New York;NY;Thai;;
The Great Burrito;Upper West Side;;;;;;;;The Great Burrito;Upper West Side; 405 Amsterdam Ave-at 79th St;405 Amsterdam Ave;New York;NY;Mexican;;
The Green Table;Chelsea;;;;;;;;The Green Table;Chelsea;Chelsea Market -75 Ninth Aveat 16th St;;New York;NY;Vegetarian & Organic;;
The House;Gramercy / Flatiron;121 E. 17th Street;121 E 17th St;New York;NY;;$$$$;Mediterranean;The House;Gramercy/Flatiron; 121 E 17th St-between Park Ave South and Irving Pl;121 E 17th St;New York;NY;Eclectic;;
The John Dory;Chelsea;;;;;;;;The John Dory;Chelsea; 85 Tenth Ave-between 15th and 16th Sts;US-NYC-8510;New York;NY;British & Irish;;
The Mercer Kitchen;Soho;;;;;;;;The Mercer Kitchen;Soho;The Mercer -99 Prince Stat Mercer St;;New York;NY;American Creative;;
The Organic Grill;East Village;;;;;;;;The Organic Grill;East Village; 123 First Ave-between St. Marks Pl and E 7th St;123 1st Avenue;New York;NY;Vegetarian & Organic;;
The Park;Chelsea;;;;;;;;The Park;Chelsea; 118 10th Ave-at 18th St;118 10th Ave;New York;NY;American;;
The Prime Grill;Midtown East;;;;;;;;The Prime Grill;Midtown East; 60 E 49th St-between Madison and Park Aves;60 E 49th St;New York;NY;Kosher;;
The Red Cat;Chelsea;;;;;;;;The Red Cat;Chelsea; 227 Tenth Ave-between 23rd and 24th Sts;227 Amsterdam Ave;New York;NY;American;;
The Russian Tea Room;Midtown West;;;;;;;;The Russian Tea Room;Midtown West; 150 W 57th St-between Sixth and Seventh Aves;150 W 57th St;New York;NY;Russian;;
The Smith;East Village;;;;;;;;The Smith;East Village; 55 Third Ave-between 10th and 11th Sts;55 3rd Ave;New York;NY;American;;
The Soda Shop;Tribeca;;;;;;;;The Soda Shop;Tribeca; 125 Chambers St-at West Broadway;125 Chambers St;New York;NY;Cafés & diners;;
The Stanton Social;Lower East Side;;;;;;;;The Stanton Social;Lower East Side; 99 Stanton St-at Ludlow St;99 Stanton St;New York;NY;Eclectic;;
Tiny's Giant Sandwich Shop;Lower East Side;;;;;;;;Tiny's Giant Sandwich Shop;Lower East Side;129 Rivington St-At Norfolk St;129 Rivington St;New York;NY;;;Cafés
Tokyo Bar;Tribeca;;;;;;;;Tokyo Bar;Tribeca; 277 Church St-between Franklin and White Sts;277 Church St;New York;NY;Japanese;;
Toloache;Midtown West;;;;;;;;Toloache;Midtown West; 251 W 50th St-between Broadway and Eighth Ave;251 W 50th St;New York;NY;Mexican;;
Tossed;Gramercy;;;;;;;;Tossed;Gramercy/Flatiron; 295 Park Ave South-between 22nd and 23rd Sts;295 Park Ave S;New York;NY;American;;
Tout Va Bien;Midtown West;;;;;;;;Tout Va Bien;Midtown West; 311 W 51st St-between Eighth and Ninth Aves;311 W 51st St;New York;NY;French;;
Tree;East Village;;;;;;;;Tree;East Village; 190 First Ave-between 11th and 12th Sts;190 1st Avenue;New York;NY;French;;
Trestle on Tenth;Chelsea;;;;;;;;Trestle on Tenth;Chelsea; 242 Tenth Ave-at 24th St;242 Amsterdam Ave;New York;NY;American Creative;;
Tuck Shop;East Village;;;;;;;;Tuck Shop;East Village; 68 E 1st St-between First and Second Aves;68 E 1st St;New York;NY;Australian & New Zealand;;
Uncle Jack's Steakhouse;Midtown West;;nan;;;;;;Uncle Jack's Steakhouse;Midtown West;440 9th Avenue;440 9th Ave;New York;NY;;;Steakhouses
Ushiwakamaru;Greenwich Village;136 W Houston St btwn MacDougal and...;136 W Houston St;;;;;;Ushiwakamaru;nan;136 W. Houston St.;136 W Houston St;New York;NY;;;nan
Vai;Upper West Side;;;;;;;;Vai;Upper West Side; 225 W 77th St-between Broadway and Amsterdam Ave;225 W 77th St;New York;NY;Italian;;
Valbella;Meatpacking District;;;;;;;;Valbella;Meatpacking District; 421 W 13th St-between Ninth Ave and Washington St;421 W 13th St;New York;NY;Italian;;
Valbella;Greenwich Village;421 W 13th St btwn Ninth Ave and...;421 W 13th St;;;;;;Valbella;Meatpacking District; 421 W 13th St-between Ninth Ave and Washington St;421 W 13th St;New York;NY;Italian;;
Vegetarian Dim Sum House;Chinatown;;;;;;;;Vegetarian Dim Sum House;Chinatown/Little Italy; 24 Pell St-between Bowery and Mott St;24 Pell St;New York;NY;Vegetarian & Organic;;
Viceroy;Chelsea;;;;;;;;Viceroy;Chelsea;160 8th Ave.;160 8th Ave;New York;NY;;;nan
Viet Café;Tribeca;;;;;;;;Viet Café;Tribeca; 345 Greenwich St-between Harrison and Jay Sts;345 Greenwich St;New York;NY;Vietnamese;;
Vintage New York Wine Bar;Soho;;;;;;;;Vintage New York Wine Bar;Soho;482 Broome Street;482 Broome St;New York;NY;;;American
Vynl;Midtown West;;1491 Second Ave btwn 77th and 78th Sts;;;;;;Vynl;Midtown West; 754 Ninth Ave-between 50th and 51st Sts;754 9th Ave;New York;NY;Eclectic;;
Woo Chon;Midtown West;;;;;;;;Woo Chon;Midtown West; 8–10 W 36th St-between Fifth and Sixth Aves;8 W 36th St;New York;NY;Korean;;
Zaitzeff;Financial/Battery Pk;;;;;;;;Zaitzeff;Financial District; 72 Nassau St-at John St;72 Nassau St;New York;NY;American;;
Zibetto Espresso Bar;Midtown West;;;;;;;;Zibetto Espresso Bar;Midtown East; 1385 Sixth Ave-at 56th St;1385 6th Ave;New York;NY;Previews;;
Ziggiz;Gramercy;;;;;;;;Ziggiz;Gramercy/Flatiron; 333 Third Ave-between 24th and 25th Sts;333 3rd Ave;New York;NY;American;;
Zoë;Soho;;;;;;;;Zoë;Soho; 90 Prince St-between Broadway and Mercer St;90 Prince St;New York;NY;American Creative;;
i Trulli;Gramercy;;;;;;;;i Trulli;Gramercy/Flatiron; 122 E 27th St-between Park Ave South and Lexington Ave;122 E 27th St;New York;NY;Italian;;
‘21’ Club;Midtown West;;;;;;;;‘21’ Club;Midtown West; 21 W 52nd St-between Fifth and Sixth Aves;21 W 52nd St;New York;NY;American;;
’ino;West Village;;;;;;;;’ino;West Village; 21 Bedford St-between Sixth Ave and Downing St;21 Bedford St;New York;NY;Italian;;
