level_0;level_1;ristorante;indirizzo;Score;restaurant_x;address_x;addressGoogle_x;country_x;neighborhood_x;type_x;phone_x;restaurant_y;address_y;addressGoogle_y;country_y;neighborhood_y;type_y;phone_y
3657;3656;0,844;1;1,844;Bradys Tavern;67 Murray Street;67 Murray Street;New York;;;;Brady Bunch Tavern Inc;67 Murray Street Frnt;67 Murray Street;New York;;;
3659;364;0,884;1;1,884;Branzini Restaurant;299 Madison Avenue;299 Madison Ave;New York;;;;Branzini; 299 Madison Ave-at 41st St;299 Madison Ave;New York;Midtown East;Mediterranean;(212-557-3340)
3666;375;0,904;1;1,904;Bravo Gianni Restaurant;230 East 63rd Street;230 E 63rd St;New York;;;;Bravo Gianni; 230 E 63rd St-between Second and Third Aves;230 E 63rd St;New York;Upper East Side;Italian;(212-752-7272)
3674;379;0,920;1;1,920;Breeze NYC;661 9 Av;661 9th Ave;New York;;;;Breeze; 661 Ninth Ave-between 45th and 46th Sts;661 9th Ave;New York;Midtown West;Thai;(212-262-7777)
3680;380;0,871;1;1,871;Bricco Restaurant;304 W 56th St;304 W 56th St;New York;;;;Bricco; 304 W 56th St-between Eighth and Ninth Aves;304 W 56th St;New York;Midtown West;Italian;(212-245-7160)
3702;3701;0,945;1;1,945;Broadway Express Food Inc;3379 Broadway;3379 Broadway;New York;;;;Broadway Express Food Corp;3379 Broadway;3379 Broadway;New York;;;
3736;398;0,931;1;1,931;Bryant Park Grill;25 West 40th Street;25 W 40th St;New York;;;;Bryant Park Cafe and Grill; 25 W 40th St-between Fifth and Sixth Aves;25 W 40th St;New York;Midtown West;American;(212-840-6500)
3783;416;0,863;1;1,863;Butai Restaurant;115 East 18;115 E 18th St;New York;;;;Butai; 115 E 18th St-between Park Ave South and Irving Pl;115 E 18th St;New York;Gramercy/Flatiron;Japanese;(212-387-8885)
3871;3870;0,885;1;1,885;Cafe Europa of 57th St Inc;205 West 57th Street;205 W 57th St;New York;;;;Cafe Europa;205 West 57th Street;205 W 57th St;New York;;;
3979;3978;0,911;1;1,911;Cajun Cafe & Grill;901 Avenue Of The Americas;901 6th Ave;New York;;;;Cajun Cafe;901 Avenue Of The Americ;901 6th Ave;New York;;;
4003;499;0,895;1;1,895;Campagnola Restaurant;1382 1st Avenue Frnt;1382 1st Avenue;New York;;;;Campagnola; 1382 First Ave-between 73rd and 74th Sts;1382 1st Avenue;New York;Upper East Side;Italian;(212-861-1102)
4019;503;0,896;1;1,896;Canyon Road Bar & Grill;1470 1st Avenue;1470 1st Avenue;New York;;;;Canyon Road; 1470 First Ave-between 76th and 77th Sts;1470 1st Avenue;New York;Upper East Side;American Regional;(212-734-1600)
4083;523;0,967;1;1,967;CasablancaTea Room;164 Mercer;164 Mercer St;New York;;;;Casablanca Tea Room; 164 Mercer St-between Houston and Prince Sts;164 Mercer St;New York;Soho;Moroccan;(212-219-8441)
4087;528;0,878;1;1,878;Casimir Restaurant;103 Avenue B;103 Avenue B;New York;;;;Casimir; 103–105 Ave B-between 6th and 7th Sts;103 Avenue B;New York;East Village;French;(212-358-9683)
4110;536;0,878;1;1,878;Celeste Restaurant;502 Amsterdam Av;502 Amsterdam Ave;New York;;;;Celeste; 502 Amsterdam Ave-between 84th and 85th Sts;502 Amsterdam Ave;New York;Upper West Side;Italian;(212-874-4559)
4208;4207;0,962;1;1,962;Chenab Restaurant Inc;540 9th Avenue;540 9th Ave;New York;;;;Chenab Restaurant;540 9th Avenue;540 9th Ave;New York;;;
4210;561;0,956;1;1,956;Chennai Garden Inc;129 East 27;129 E 27th St;New York;;;;Chennai Garden; 129 E 27th St-between Park Ave South and Lexington Ave;129 E 27th St;New York;Gramercy/Flatiron;Indian;(212-689-1999)
4227;563;0,927;1;1,927;Chez Josephine Limited;414 West 42nd Street Frnt;414 W 42nd St;New York;;;;Chez Josephine; 414 W 42nd St-between Ninth and Tenth Aves;414 W 42nd St;New York;Midtown West;French;(212-594-1925)
4251;569;0,900;1;1,900;ChikaLicious Dessert Bar;203 E 10th St;203 E 10th St;New York;;;;ChikaLicious; 203 E 10th St-between First and Second Aves;203 E 10th St;New York;East Village;Cafés & diners;(212-995-9511)
4285;4284;0,836;1;1,836;China Stop;330 8th Ave;330 8th Ave;New York;;;;China Star Restaurant;330 8th Avenue;330 8th Ave;New York;;;
4312;589;0,834;1;1,834;Chola Eclectic Indian Cuisine;232 East 58th Street Frnt;232 E 58th St;New York;;;;Chola; 232 E 58th St-between Second and Third Aves;232 E 58th St;New York;Midtown East;Indian;(212-688-4619)
4369;4368;0,873;1;1,873;Cite Grille;120 West 51st Street;120 W 51st St;New York;;;;Cite;120 W 51st St;120 W 51st St;New York;;;
4382;613;0,890;1;1,890;City Hall Restaurant;131 Duane St;131 Duane St;New York;;;;City Hall; 131 Duane St-between Church St and West Broadway;131 Duane St;New York;Tribeca;American;(212-227-7777)
4383;4382;0,922;1;1,922;City Hall the Restaurant;131 Duane Street Frnt;131 Duane St;New York;;;;City Hall Restaurant;131 Duane St;131 Duane St;New York;;;
4416;621;0,890;1;1,890;Col Legno Restaurant;231 E 9th St;231 E 9th St;New York;;;;Col Legno; 231 E 9th St-between Second and Third Aves;231 E 9th St;New York;East Village;Italian;(212-777-4650)
4431;625;0,843;1;1,843;Comix Comedy Night Club;353 West 14th Street;353 W 14th St;New York;;;;Comix; 353 W 14th St-between Eighth and Ninth Aves;353 W 14th St;New York;Meatpacking District;American;(212-524-2500)
4488;654;0,870;1;1,870;Cowgirl Hall Of Fame;519 Hudson St;519 Hudson St;New York;;;;Cowgirl; 519 Hudson St-at 10th St;519 Hudson St;New York;West Village;American Regional;(212-633-1133)
4518;677;0,887;1;1,887;Curry & Curry India Restaurant;153 E 33rd St;153 E 33rd St;New York;;;;Curry & Curry; 153 E 33rd St-between Lexington and Third Aves;153 E 33rd St;New York;Midtown East;Indian;(212-779-4953)
4522;681;0,863;1;1,863;Cyclo Restaurant;203 1st Ave;203 1st Avenue;New York;;;;Cyclo; 203 First Ave-between 12th and 13th Sts;203 1st Avenue;New York;East Village;Vietnamese;(212-673-3957)
4539;688;0,873;1;1,873;Da Silvano Restaurant;260 6th Ave # 10014;260 6th Ave;New York;;;;Da Silvano Next Door; 260 Sixth Ave-between Bleecker and Houston Sts;260 6th Ave;New York;Greenwich Village;Italian;(212-844-0282)
4570;703;0,875;1;1,875;Darbar Grill Fine Indian Cuisine;157 East 55th Street;157 E 55th St;New York;;;;Darbar Grill; 157 E 55th St-between Lexington and Third Aves;157 E 55th St;New York;Midtown East;Indian;(212-751-4600)
4572;704;0,850;1;1,850;Dardanel Mediterranean & Seafood;1071 First Avenue;1071 1st Avenue;New York;;;;Dardanel; 1071 First Ave-between 58th and 59th Sts;1071 1st Avenue;New York;Midtown East;Mediterranean;(212-888-0809)
4576;710;0,838;1;1,838;Dawat Haute Indian Cuisine;210 East 58th Street;210 E 58th St;New York;;;;Dawat; 210 E 58th St-between Second and Third Aves;210 E 58th St;New York;Midtown East;Indian;(212-355-7555)
4600;731;0,904;1;1,904;Demarchelier Restaurant;50 E 86th St;50 East 86th St;New York;;;;Demarchelier; 50 E 86th St-between Madison and Park Aves;50 East 86th St;New York;Upper East Side;French;(212-249-6300)
4606;4605;0,864;1;1,864;Denizen Bar Restaurant;73 Thompson St;73 Thompson St;New York;;;;Denizen;73 Thompson Street;73 Thompson St;New York;;;
4636;750;0,838;1;1,838;Diva Restaurant & Bar;341 W Broadway;341 W Broadway;New York;;;;Diva; 341 West Broadway-between Broome and Grand Sts;341 W Broadway;New York;Soho;Italian;(212-941-9024)
4651;761;0,875;1;1,875;Dojo West Restaurant Inc;14 W 4th St;14 West 4th Street;New York;;;;Dojo West; 14 W 4th St-between Broadway and Mercer St;14 West 4th Street;New York;Greenwich Village;American;(212-505-8934)
4678;779;0,933;1;1,933;Duane Park Cafe;157 Duane St;157 Duane St;New York;;;;Duane Park; 157 Duane St-between West Broadway and Hudson St;157 Duane St;New York;West Village;American Regional;
4697;792;0,861;1;1,861;East Boat Rest Inc;72 Kenmare St;72 Kenmare St;New York;;;;East Boat Lobster Restaurant; 72 Kenmare St-between Mott and Mulberry Sts;72 Kenmare St;New York;Chinatown/Little Italy;Seafood;(212-226-8881)
4749;814;0,878;1;1,878;El Faro Restaurant;823 Greenwich St;823 Greenwich St;New York;;;;El Faro; 823 Greenwich St-at Horatio St;823 Greenwich St;New York;Meatpacking District;Spanish;(212-929-8210)
4761;822;0,865;1;1,865;El Quijote Bar & Restaurant Inc;226 W 23rd St;226 W 23rd St;New York;;;;El Quijote; 226 W 23rd St-between Seventh and Eighth Aves;226 W 23rd St;New York;Chelsea;Spanish;(212-929-1855)
4776;828;0,964;1;1,964;Elephant Castles;68 Greenwich Avenue;68 Greenwich Ave;New York;;;;Elephant & Castle; 68 Greenwich Ave-between Sixth Ave and Seventh Ave South;68 Greenwich Ave;New York;West Village;American;(212-243-1400)
4810;846;0,897;1;1,897;Ennio & Michael Restaurant Corp;539 Laguardia Pl # Lbby;539 LaGuardia Pl;New York;;;;Ennio & Michael; 539 La Guardia Pl-between Bleecker and W 3rd Sts;539 LaGuardia Pl;New York;Greenwich Village;Italian;(212-677-8577)
4815;853;0,878;1;1,878;Erminia Ristorante;250 E 83rd St;250 E 83rd St;New York;;;;Erminia; 250 E 83rd St-between Second and Third Aves;250 E 83rd St;New York;Upper East Side;Italian;(212-879-4284)
4818;854;0,839;1;1,839;Esashi Japanese Restaurant Corp;32 Avenue A;32 Avenue A;New York;;;;Esashi; 32 Ave A-between 2nd and 3rd Sts;32 Avenue A;New York;East Village;Japanese;(212-505-8726)
4824;857;0,863;1;1,863;Essex Restaurant;120 Essex Street;120 Essex St;New York;;;;Essex; 120 Essex St-at Rivington St;120 Essex St;New York;Lower East Side;Eclectic;(212-533-9616)
4826;859;0,919;1;1,919;Estiatorio Milos Restaurant;125 West 55th Street;125 W 55th St;New York;;;;Estiatorio Milos; 125 W 55th St-between Sixth and Seventh Aves;125 W 55th St;New York;Midtown West;Greek;(212-245-7400)
4869;878;0,918;1;1,918;Fashion 40 Lounge;202 West 40th Street;202 W 40th St;New York;;;;Fashion 40; 202 W 40th St-between Seventh and Eighth Aves;202 W 40th St;New York;Midtown West;Italian;(212-221-3628)
4871;879;0,900;1;1,900;Fashion Soup Corporation;124 W 41st St;124 W 41st St;New York;;;;Fashion Soup; 124 W 41st St-between Sixth Ave and Broadway;124 W 41st St;New York;Midtown West;Cafés & diners;(212-704-0909)
4887;883;0,864;1;1,864;Felidia Ristorante Inc;243 E 58th St;243 E 58th St;New York;;;;Felidia; 243 E 58th St-between Second and Third Aves;243 E 58th St;New York;Midtown East;Italian;(212-758-1479)
4890;884;0,875;1;1,875;Festival Restaurnt;120 Rivington St;120 Rivington St;New York;;;;Festival Mexicano; 120 Rivington St-between Essex and Norfolk Sts;120 Rivington St;New York;Lower East Side;Mexican;(212-995-0154)
4925;903;0,890;1;1,890;Flash Inn Restaurant;107 Macombs Pl;107 Macombs Pl;New York;;;;Flash Inn; 107 Macombs Pl-between 154th and 155th Sts;107 Macombs Pl;New York;East Harlem;Italian;(212-283-8605)
5002;951;0,912;1;1,912;Fuleen Seafood Restaurant;11 Division St;11 Division St;New York;;;;Fuleen Seafood; 11 Division St-between Confucius Pl and East Broadway;11 Division St;New York;Chinatown/Little Italy;Chinese;(212-941-6888)
5046;973;0,878;1;1,878;Gennaro Restaurant;665 Amsterdam Ave;665 Amsterdam Ave;New York;;;;Gennaro; 665 Amsterdam Ave-between 92nd and 93rd Sts;665 Amsterdam Ave;New York;Upper West Side;Italian;(212-665-5348)
5053;976;0,871;1;1,871;Ghenet Restaurant;284 Mulberry St;284 Mulberry St;New York;;;;Ghenet; 284 Mulberry St-between Houston and Prince Sts;284 Mulberry St;New York;Chinatown/Little Italy;African: Ethiopian;(212-343-1888)
5076;991;0,884;1;1,884;Girasole Restaurant;151 E 82nd St;151 E 82nd St;New York;;;;Girasole; 151 E 82nd St-between Lexington and Third Aves;151 E 82nd St;New York;Upper East Side;Italian;(212-772-6690)
5135;1015;0,950;1;1,950;Gramercy Tavern Corp;42 E 20th St;42 E 20th St;New York;;;;Gramercy Tavern; 42 E 20th St-between Broadway and Park Ave South;42 E 20th St;New York;Gramercy/Flatiron;American Creative;(212-477-0777)
5151;1025;0,945;1;1,945;Great Jones St Cafe;54 Great Jones St;54 Great Jones St;New York;;;;Great Jones Café; 54 Great Jones St-between Bowery and Lafayette St;54 Great Jones St;New York;East Village;American Regional;(212-674-9304)
5246;1061;0,871;1;1,871;Hasaki Restaurant;210 E 9th St;210 E 9th St;New York;;;;Hasaki; 210 E 9th St-between Second and Third Aves;210 E 9th St;New York;East Village;Japanese;(212-473-3327)
5251;1063;0,904;1;1,904;Havana Central Times Square;151 West 46th Street;151 W 46th St;New York;;;;Havana Central; 151 W 46th St-between Sixth and Seventh Aves;151 W 46th St;New York;Midtown West;Caribbean: Cuban;(212-398-7440)
5252;1065;0,857;1;1,857;Haveli Restaurant Inc;100 2nd Ave;100 2nd Ave;New York;;;;Haveli; 100 Second Ave-between 5th and 6th Sts;100 2nd Ave;New York;East Village;Indian;(212-982-0533)
5259;1072;0,980;1;1,980;Heartland Brewery & Chophouse;127 West 43rd Street;127 W 43rd St;New York;;;;Heartland Brewery & Chop House; 127 W 43rd St-between Sixth Ave and Broadway;127 W 43rd St;New York;Midtown West;American;(646-366-0235)
5263;1075;0,895;1;1,895;Heidelberg Restaurant;1648 2nd Ave;1648 2nd Ave;New York;;;;Heidelberg; 1648 Second Ave-between 85th and 86th Sts;1648 2nd Ave;New York;Upper East Side;German;(212-628-2332)
5387;1118;0,889;1;1,889;Il Cantinori Restaurant Inc;32 E 10th St;32 E 10th St;New York;;;;Il Cantinori; 32 E 10th St-between University Pl and Broadway;32 E 10th St;New York;Greenwich Village;Italian;(212-673-6044)
5395;1124;0,878;1;1,878;Il Nido Restaurant;251 E 53rd St;251 E 53rd St;New York;;;;Il Nido; 251 E 53rd St-between Second and Third Aves;251 E 53rd St;New York;Midtown East;Italian;(212-753-8450)
5400;1128;0,904;1;1,904;Il Vagabondo Restaurant;351 E 62nd St;351 E 62nd St;New York;;;;Il Vagabondo; 351 E 62nd St-between First and Second Aves;351 E 62nd St;New York;Upper East Side;Italian;(212-832-9221)
5496;1183;0,884;1;1,884;Japonica Restaurant;100 University Pl;100 University Pl;New York;;;;Japonica; 100 University Pl-at 12th St;100 University Pl;New York;Greenwich Village;Japanese;(212-243-7752)
5500;1185;0,832;1;1,832;Jaya Malaysian Restaurant;90 Baxter St;90 Baxter St;New York;;;;Jaya; 90 Baxter St-between Walker and White Sts;90 Baxter St;New York;Chinatown/Little Italy;Asian: Malaysian;(212-219-3331)
5503;1186;0,900;1;1,900;Jean Claude Restaurant;137 Sullivan St;137 Sullivan St;New York;;;;Jean Claude; 137 Sullivan St-between Houston and Prince Sts;137 Sullivan St;New York;Soho;French;(212-475-9232)
5523;1201;0,890;1;1,890;Jing Fong Restaurant;20 Elizabeth St;20 Elizabeth St;New York;;;;Jing Fong; 20 Elizabeth St-between Bowery and Canal St;20 Elizabeth St;New York;Chinatown/Little Italy;Chinese;(212-964-5256)
5529;1205;0,890;1;1,890;Joe Allen Restaurant;326 W 46th St;326 W 46th St;New York;;;;Joe Allen; 326 W 46th St-between Eighth and Ninth Aves;326 W 46th St;New York;Midtown West;American;(212-581-6464)
5622;1248;0,893;1;1,893;Kellari Taverna;19 West 44th Street;19 W 44th St;New York;;;;Kellari; 19 W 44th St-between Fifth and Sixth Aves;19 W 44th St;New York;Midtown West;Greek;(212-221-0144)
5667;1259;0,840;1;1,840;Kitaro Japanese Restaurant Inc;1164 1st Ave;1164 1st Avenue;New York;;;;Kitaro; 1164 First Ave-between 63rd and 64th Sts;1164 1st Avenue;New York;Upper East Side;Japanese;(212-317-9892)
5693;1289;0,867;1;1,867;Kura Sushi Japanese Restaurant;67 1st Ave;67 1st Avenue;New York;;;;Kura Sushi; 67 First Ave-between 4th and 5th Sts;67 1st Avenue;New York;East Village;Japanese;(212-979-6646)
5745;1321;0,908;1;1,908;La Grenouille Restaurant;3 E 52nd St;3 E 52nd St;New York;;;;La Grenouille; 3 E 52nd St-between Fifth and Madison Aves;3 E 52nd St;New York;Midtown East;French;(212-752-1495)
5752;1327;0,888;1;1,888;La Mangeoite Restaurant;1008 2nd Ave;1008 2nd Ave;New York;;;;La Mangeoire; 1008 Second Ave-between 53rd and 54th Sts;1008 2nd Ave;New York;Midtown East;French;(212-759-7086)
5765;1330;0,929;1;1,929;La Paella East;214 E 9th St;214 E 9th St;New York;;;;La Paella; 214 E 9th St-between Second and Third Aves;214 E 9th St;New York;East Village;Spanish;(212-598-4321)
5769;1333;0,962;1;1,962;La Petite Auberge Inc;116 Lexington Ave;116 Lexington Ave;New York;;;;La Petite Auberge; 116 Lexington Ave-between 27th and 28th Sts;116 Lexington Ave;New York;Gramercy/Flatiron;French;(212-689-5003)
5891;1401;0,922;1;1,922;Lilys Restaurant And Bar;501 Lexington Ave;501 Lexington Ave;New York;;;;Lily's Restaurant; 501 Lexington Ave-between 47th and 48th sts;501 Lexington Ave;New York;Midtown East;Eclectic;(212-838-0844)
5903;1411;0,908;1;1,908;Little Havana Restaurant;30 Cornelia St;30 Cornelia St;New York;;;;Little Havana; 30 Cornelia St-between Bleecker and W 4th Sts;30 Cornelia St;New York;West Village;Caribbean: Cuban;(212-255-2212)
5939;1425;0,938;1;1,938;Loui Loui Inc;1311 3rd Ave;bluemercury UES;New York;;;;Loui Loui; 1311 Third Ave-at 75th St;bluemercury UES;New York;Upper East Side;Italian;(212-717-4500)
5964;1436;0,853;1;1,853;Lumi Restaurant;963 Lexington Ave;963 Lexington Ave;New York;;;;Lumi; 963 Lexington Ave-at 70th St;963 Lexington Ave;New York;Upper East Side;Italian;(212-570-2335)
6015;1474;0,924;1;1,924;Maloney & Porcelli Restaurant;37 E 50th St;37 E 50th St;New York;;;;Maloney & Porcelli; 37 E 50th St-between Madison and Park Aves;37 E 50th St;New York;Midtown East;Steakhouses;(212-750-2233)
6028;6027;0,887;1;1,887;Manchester Pub;920 Second Avenue at 49th;920 2nd Ave;New York;;;;Manchester Ny Inc;920 2nd Ave;920 2nd Ave;New York;;;
6039;1490;0,960;1;1,960;Manhattan Bistro Inc;129 Spring St;129 Spring St;New York;;;;Manhattan Bistro; 129 Spring St-between Greene and Wooster Sts;129 Spring St;New York;Soho;French;(212-966-3459)
6070;1503;0,890;1;1,890;Marinella Restaurant;49 Carmine St;Centric;New York;;;;Marinella; 49 Carmine St-at Bedford St;Centric;New York;West Village;Italian;(212-807-7472)
6073;6072;0,895;1;1,895;Maristella Restaurant;69 W 55 St;69 W 55th St;New York;;;;Maristella;69 W 55th St;69 W 55th St;New York;;;
6087;1515;0,871;1;1,871;Marumi Restaurant;546 Laguardia Pl;546 LaGuardia Pl;New York;;;;Marumi; 546 La Guardia Pl-between Bleecker and W 3rd Sts;546 LaGuardia Pl;New York;Greenwich Village;Japanese;(212-979-7055)
6098;1521;0,878;1;1,878;Massawa Restaurant;1239 Amsterdam Ave;1239 Amsterdam Ave;New York;;;;Massawa; 1239 Amsterdam Ave-at 121st St;1239 Amsterdam Ave;New York;Columbia University–City College;African: Ethiopian;(212-663-0505)
6115;1534;0,877;1;1,877;Maz Mezcal Mexican Restrnt;316 East 86;316 East 86th St;New York;;;;Maz Mezcal; 316 E 86th St-between First and Second A;316 East 86th St;New York;Upper East Side;Mexican;(212-472-1599)
6181;1556;0,920;1;1,920;Mexico Lindo Restrnt;459 2nd Ave;459 2nd Ave;New York;;;;Mexico Lindo; 459 Second Ave-at 26th St;459 2nd Ave;New York;Gramercy/Flatiron;Mexican;(212-679-3665)
6231;6230;0,827;1;1,827;Mings Court Inc;2656 Broadway;413 9th Ave;New York;;;;Mings Chinese Restaurant;413 9th Ave;413 9th Ave;New York;;;
6235;1570;0,853;1;1,853;Mint Restaurant;150 East 50th Street;150 E 50th St;New York;;;;Mint; 150 E 50th St-between Lexington and Third Aves;150 E 50th St;New York;Midtown East;Indian;(212-644-8888)
6253;1577;0,846;1;1,846;Miyagi Japanese Restaurant;220 W 13th St;220 W 13th St;New York;;;;Miyagi; 220 W 13th St-between Seventh and Greenwich Aves;220 W 13th St;New York;West Village;Japanese;(212-620-3830)
6268;1585;0,878;1;1,878;Molyvos Restaurant;871 7th Ave;871 7th Ave;New York;;;;Molyvos; 871 Seventh Ave-between 55th and 56th Sts;871 7th Ave;New York;Midtown West;Greek;(212-582-7500)
6287;1604;0,838;1;1,838;Moondance Diner Inc;80 6th Ave;80 6th Ave;New York;;;;Moondance (CLOSED); 80 Sixth Ave-between Canal and Grand Sts;80 6th Ave;New York;Soho;Cafés & diners;(212-226-1191)
6305;1611;0,846;1;1,846;Mottsu Japanese Restaurant;285 Mott;285 Mott St;New York;;;;Mottsu; 285 Mott St-between Houston and Prince Sts;285 Mott St;New York;Chinatown/Little Italy;Japanese;(212-343-8017)
6346;6345;0,920;1;1,920;Mustang Sallys Saloon;324 7th Ave;324 7th Ave;New York;;;;Mustang Sally's;324 Seventh Avenue;324 7th Ave;New York;;;
6362;1633;0,895;1;1,895;Nam Phuong Restaurant;19 Avenue Of The Americas;19 6th Ave;New York;;;;Nam Phuong; 19 Sixth Ave-at Walker St;19 6th Ave;New York;Tribeca;Vietnamese;(212-431-7715)
6385;1643;0,967;1;1,967;Nellos;696 Madison Ave;696 Madison Ave;New York;;;;Nello; 696 Madison Ave-between 62nd and 63rd Sts;696 Madison Ave;New York;Upper East Side;Italian;(212-980-9099)
6451;1677;0,871;1;1,871;Nippon Restaurant;155 E 52nd St;155 E 52nd St;New York;;;;Nippon; 155 E 52nd St-between Lexington and Third Aves;155 E 52nd St;New York;Midtown East;Japanese;(212-758-0226)
6452;1678;0,848;1;1,848;Nirvana Indian Culinary Bliss;346 Lexington Avenue;346 Lexington Ave;New York;;;;Nirvana; 346 Lexington Ave-between 39th and 40th Sts;346 Lexington Ave;New York;Midtown East;Indian;(212-983-0000)
