0_restaurant;0_neighborhood;0_address;0_addressGoogle;0_country;0_country_code;0_type;0_cost;0_type_r;1_restaurant;1_address;1_addressGoogle;1_country;1_neighborhood;1_type;1_phone;1_type_r
Krunch Pizza Bar;Midtown East;;;;;;;;Krunch Pizza Bar; 980 Second Ave-between 51st and 52nd Sts;980 2nd Ave;New York;Midtown East;Italian;(212-207-4122);
Kurve;East Village;;;;;;;;Kurve; 87 Second Ave-at 5th St;87 2nd Ave;New York;East Village;Asian: Pan-Asian;(212-260-8018);
KushiQ;Midtown East;;;;;;;;KushiQ; 723 3rd Ave-between 45th & 46th Sts;723 3rd Ave;New York;Midtown East;Japanese;(212-682-5814);
Kyotofu;Midtown West;;;;;;;;Kyotofu; 705 Ninth Ave-between 48th and 49th Sts;705 9th Ave;New York;Midtown West;Cafés & diners;(212-974-6012);
La Barra;Lower East Side;;;;;;;;La Barra; 250 Broome St-between Ludlow and Orchard Sts;250 Broome St;New York;Lower East Side;Mexican;(212-260-3900);
La Bonbonniere;West Village;;;;;;;;La Bonbonniere; 28 Eighth Ave-between 12th and Jane Sts;28 8th Ave;New York;West Village;French;(212-741-9266);
La Bottega;Chelsea;;;;;;;;La Bottega; 88 Ninth Ave-at 17th St;88 9th Ave;New York;Chelsea;Italian;(212-243-8400);
La Carne Grill;Midtown East;;;;;;;;La Carne Grill; 340 Lexington Ave-between 39th and 40th Sts;340 Lexington Ave;New York;Midtown East;Kosher;(212-490-7172);
La Colombe Torrefaction;Tribeca;;;;;;;;La Colombe Torrefaction; 319 Church St-at Lispenard St;319 Church St;New York;Tribeca;Cafés & diners;(212-343-1515);
La Fonda Boricua;Upper East Side;;;;;;;;La Fonda Boricua; 169 E 106th St-between Lexington and Third Aves;169 E 106th St;New York;Upper East Side;Caribbean: Puerto Rican;(212-410-7292);
La Gioconda;Midtown East;;;;;;;;La Gioconda; 226 E 53rd St-between Second and Third Aves;226 E 53rd St;New York;Midtown East;Italian;(212-371-3536);
La Mangeoire;Midtown East;;;;;;;;La Mangeoire; 1008 Second Ave-between 53rd and 54th Sts;1008 2nd Ave;New York;Midtown East;French;(212-759-7086);
La Masseria;Midtown West;;;;;;;;La Masseria; 235 W 48th St-between Broadway and Eighth Ave;235 W 48th St;New York;Midtown West;Italian;(212-582-2111);
La Zarza;East Village;;;;;;;;La Zarza; 166 First Ave-between 10th and 11th Sts;166 1st Avenue;New York;East Village;Spanish;(212-477-1111);
Lan Cafe;East Village;;;;;;;;Lan Cafe;342 E 6th St-Btwn 1st & 2nd Ave;342 E 6th St;New York;East Village;;(212-228-8325);Vietnamese
Landmark Tavern;Midtown West;;;;;;;;Landmark Tavern; 626 Eleventh Ave-at 46th St;626 11th Ave;New York;Midtown West;American;(212-247-2562);
Las Ramblas;West Village;;;;;;;;Las Ramblas; 170 W 4th St-between Jones and Cornelia Sts;170 West 4th Street;New York;West Village;Spanish;(646-415-7924);
Lassi;West Village;;;;;;;;Lassi; 28 Greenwich Ave-between Charles and 10th Sts;28 Greenwich Ave;New York;West Village;Indian;(212-675-2688);
Le Bateau Ivre;Midtown East;;;;;;;;Le Bateau Ivre; 230 E 51st St-between Second and Third Aves;230 E 51st St;New York;Midtown East;French;(212-583-0579);
Le Cirque;Midtown East;;;;;;;;Le Cirque; 151 E 58th St-between Lexington and Third Aves;151 E 58th St;New York;Midtown East;French;(212-644-0202);
Le Colonial;Midtown East;;;;;;;;Le Colonial; 149 E 57th St-between Lexington and Third Aves;149 E 57th St;New York;Midtown East;Vietnamese;(212-752-0808);
Le Lupanar;Lower East Side;;;;;;;;Le Lupanar; 103 Essex St-between Rivington and Delancey Sts;103 Essex St;New York;Lower East Side;French;(212-260-2036);
Le Marais;Midtown West;;;;;;;;Le Marais; 150 W 46th St-between Sixth and Seventh Aves;150 W 46th St;New York;Midtown West;Kosher;(212-869-0900);
Le Père Pinard;Lower East Side;;;;;;;;Le Père Pinard; 175 Ludlow St-between Houston and Stanton Sts;175 Ludlow St;New York;Lower East Side;French;(212-777-4917);
Le Périgord;Midtown East;;;;;;;;Le Périgord; 405 E 52nd St-between First Ave and FDR Drive;405 E 52nd St;New York;Midtown East;French;(212-755-6244);
Le Refuge;Upper East Side;;;;;;;;Le Refuge; 166 E 82nd St-between Lexington and Third Aves;166 E 82nd St;New York;Upper East Side;French;(212-861-4505);
Le Singe Vert;Chelsea;;;;;;;;Le Singe Vert; 160 Seventh Ave-between 19th and 20th Sts;160 7th Ave;New York;Chelsea;French;(212-366-4100);
Levana;Upper West Side;;;;;;;;Levana; 141 W 69th St-between Columbus Ave and Broadway;141 W 69th St;New York;Upper West Side;Kosher;(212-877-8457);
Lexington Candy Shop;Upper East Side;;;;;;;;Lexington Candy Shop; 1226 Lexington Ave-at 83rd St;1226 Lexington Ave;New York;Upper East Side;Cafés & diners;(212-288-0057);
Life Cafe;East Village;;;;;;;;Life Cafe;343 E 10th St;343 E 10th St;New York;East Village;;(212-477-8791);American
Lola;Soho;;;;;;;;Lola; 15 Watts St-between Thompson St and West Broadway;15 Watts St;New York;Soho;French;(212-675-6700);
Los Dados;Meatpacking District;;;;;;;;Los Dados; 73 Gansevoort St-at Washington St;73 Gansevoort St;New York;Meatpacking District;Mexican;(646-810-7290);
Lucky Strike;Soho;;;;;;;;Lucky Strike; 59 Grand St-between West Broadway and Wooster St;59 Grand St;New York;Soho;French;(212-941-0772);
Lumi;Upper East Side;;;;;;;;Lumi; 963 Lexington Ave-at 70th St;963 Lexington Ave;New York;Upper East Side;Italian;(212-570-2335);
Lunetta;Gramercy / Flatiron;;;;;;;;Lunetta; 920 Broadway-at 21st St;920 Broadway;New York;Gramercy/Flatiron;Italian;(212-533-3663);
Lure Fishbar;Soho;;;;;;;;Lure Fishbar; 142 Mercer St-at Prince St;142 Mercer St;New York;Soho;Seafood;(212-431-7676);
L’Artusi;West Village;;;;;;;;L’Artusi; 228 W 10th St-between Bleecker and Hudson Sts;228 W 10th St;New York;West Village;Italian;(212-255-5757);
Macao Trading Co.;Tribeca;;;;;;;;Macao Trading Co.; 311 Church St-between Lispenard and Walker Sts;311 Church St;New York;Tribeca;Eclectic;(212-431-8750);
Macondo;Lower East Side;157 E Houston St btwn Eldridge and...;157 E Houston St;;;;;;Macondo; 157 E Houston St-between Allen and Eldridge Sts;157 E Houston St;New York;Lower East Side;Latin American;(212-473-9900);
Madison & Vine;Midtown East;;;;;;;;Madison & Vine; 299 Madison Ave-at 41st St;299 Madison Ave;New York;Midtown East;American;(212-867-5535);
Mamá Mexico;Upper West Side;;;;;;;;Mamá Mexico; 2672 Broadway-between 101st and 102nd Sts;2672 Broadway;New York;Upper West Side;Mexican;(212-864-2323);
Mangia e Bevi;Midtown West;;;;;;;;Mangia e Bevi; 800 Ninth Ave-at 53rd St;800 9th Ave;New York;Midtown West;Italian;(212-956-3976);
Mangiami;Lower East Side;;;;;;;;Mangiami; 9 Stanton St-between Bowery and Chrystie St;9 Stanton St;New York;Lower East Side;Italian;(212-477-7047);
Manhattan Bistro;Soho;;;;;;;;Manhattan Bistro; 129 Spring St-between Greene and Wooster Sts;129 Spring St;New York;Soho;French;(212-966-3459);
Mara’s Homemade;East Village;;;;;;;;Mara’s Homemade; 342 E 6th St-between First and Second Aves;342 E 6th St;New York;East Village;American Regional;(212-598-1110);
Margon;Midtown West;;;;;;;;Margon; 136 W 46th St-between Sixth and Seventh Aves;136 W 46th St;New York;Midtown West;Caribbean;(212-354-5013);
Marinella;West Village;;;;;;;;Marinella; 49 Carmine St-at Bedford St;Centric;New York;West Village;Italian;(212-807-7472);
Market Cafe;Midtown West;;;;;;;;Market Cafe; 496 Ninth Ave-between 37th and 38th Sts;496 9th Ave;New York;Midtown West;American;(212-564-7350);
Matador;West Village;;;;;;;;Matador; 57 Greenwich Ave-between Perry and Charles Sts;57 Greenwich Ave;New York;West Village;Spanish;(212-691-0057);
Matilda;East Village;;;;;;;;Matilda; 647 E 11th St-between Aves B and C;647 E 11th St;New York;East Village;Eclectic;(212-777-3355);
Matsugen;Tribeca;;;;;;;;Matsugen; 241 Church St-between Leonard and Worth Sts;241 Church St;New York;Tribeca;Japanese;(212-925-0202);
Maz Mezcal;Upper East Side;;;;;;;;Maz Mezcal; 316 E 86th St-between First and Second A;316 East 86th St;New York;Upper East Side;Mexican;(212-472-1599);
Maze;Midtown West;;;;;;;;Maze;The London NYC Hotel -151 W 54th Stbetween Sixth and Seventh Aves;;New York;Midtown West;Eclectic;(212-468-8888);
Medina;Chelsea;;;;;;;;Medina; 315 Tenth Ave-between 28th and 29th Sts;315 Amsterdam Ave;New York;Chelsea;Moroccan;(212-239-0057);
Melba’s;Harlem;;;;;;;;Melba’s; 300 W 114th St-at Frederick Douglass Blvd (Eighth Ave);300 W 114th St;New York;Harlem;American Regional;(212-864-7777);
Merkato 55;Meatpacking District;;;;;;;;Merkato 55; 55 Gansevoort St-between Greenwich and Washington Sts;55 Gansevoort St;New York;Meatpacking District;African: Pan-African;(212-255-8555);
Meskel;East Village;;;;;;;;Meskel; 199 E 3rd St-between Ave A & B;199 E 3rd St;New York;East Village;African: Ethiopian;(212-254-2411);
Mezzogiorno;Soho;;;;;;;;Mezzogiorno; 195 Spring St-at Sullivan St;195 Spring St;New York;Soho;Italian;(212-334-2112);
Mia Dona;Midtown East;;;;;;;;Mia Dona; 206 E 58th St-between Second and Third Aves;206 E 58th St;New York;Midtown East;Mediterranean;(212-750-8170);
Mint;Midtown East;;;;;;;;Mint; 150 E 50th St-between Lexington and Third Aves;150 E 50th St;New York;Midtown East;Indian;(212-644-8888);
Mishima;Midtown East;164 Lexington Ave btwn 30th and 31st Sts;164 Lexington Ave btwn 30th and 31st Sts;;;;;;Mishima; 164 Lexington Ave-between 30th and 31st Sts;164 Lexington Ave;New York;Midtown East;Japanese;(212-532-9596);
Miyagi;West Village;;;;;;;;Miyagi; 220 W 13th St-between Seventh and Greenwich Aves;220 W 13th St;New York;West Village;Japanese;(212-620-3830);
Montien;East Village;;;;;;;;Montien; 90 Third Ave-between 12th and 13th Sts;90 3rd Ave;New York;East Village;Thai;(212-475-6814);
Montparnasse;Midtown East;;;;;;;;Montparnasse; 230 E 51st St-between Second and Third Aves;230 E 51st St;New York;Midtown East;French;(212-758-6633);
Mooncake Foods;Soho;;;;;;;;Mooncake Foods; 28 Watts St-between Sixth Ave and Thompson St;28 Watts St;New York;Soho;Asian: Pan-Asian;(212-219-8888);
Mr. Chow Tribeca;Tribeca;;;;;;;;Mr. Chow Tribeca;121 Hudson St.;121 Hudson St;New York;Tribeca;;(212-965-9500);Chinese
Mudspot;East Village;;;;;;;;Mudspot; 307 E 9th St-between First and Second Aves;307 E 9th St;New York;East Village;Cafés & diners;(212-288-9074);
Muzzarella Pizza;East Village;;;;;;;;Muzzarella Pizza; 221 Ave A-at 14th St;221 Avenue A;New York;East Village;Italian: Pizza;(212-614-0905);
Naima;Chelsea;;;;;;;;Naima; 513 W 27th St-between Tenth and Eleventh Aves;513 W 27th St;New York;Chelsea;Italian;(212-967-4392);
Naka Naka;Chelsea;;;;;;;;Naka Naka; 458 W 17th St-at Tenth Ave;458 W 17th St;New York;Chelsea;Japanese;(212-929-8544);
Nam;Tribeca;;;;;;;;Nam; 110 Reade St-between Church St and West Broadway;110 Reade St;New York;Tribeca;Vietnamese;(212-267-1777);
Nanoosh Mediterranean Hummus Bar;Upper West Side;;;;;;;;Nanoosh Mediterranean Hummus Bar; 2012 Broadway-between 68th and 69th Sts;2012 Broadway;New York;Upper West Side;Middle Eastern;(212-362-7922);
Native;Harlem;;;;;;;;Native; 161 Malcolm X Blvd (Lenox Ave)-at 118th St;161 Malcolm X Blvd;New York;Harlem;Caribbean;(212-665-2525);
Natori;East Village;;;;;;;;Natori; 58 St. Marks Pl-between First and Second Aves;58 St Marks Pl;New York;East Village;Japanese;(212-533-7711);
Negril Village;Greenwich Village;70 W 3rd St btwn La Guardia Pl and...;Queens;;;;;;Negril Village; 70 W 3rd St-between La Guardia Pl and Thompson St;70 W 3rd St;New York;Greenwich Village;Caribbean: Jamaican;(212-477-2804);
Nello;Upper East Side;;;;;;;;Nello; 696 Madison Ave-between 62nd and 63rd Sts;696 Madison Ave;New York;Upper East Side;Italian;(212-980-9099);
Nice Matin;Upper West Side;;;;;;;;Nice Matin; 201 W 79th St-at Amsterdam Ave;201 W 79th St;New York;Upper West Side;French;(212-873-6423);
Ninth Street Espresso;East Village;;;;;;;;Ninth Street Espresso; 700 E 9th St-between Aves C and D;700 E 9th St;New York;East Village;Cafés;(212-358-9225);
Nippon;Midtown East;;;;;;;;Nippon; 155 E 52nd St-between Lexington and Third Aves;155 E 52nd St;New York;Midtown East;Japanese;(212-758-0226);
Nizza;Midtown West;;;;;;;;Nizza; 630 Ninth Ave-between 44th and 45th Sts;630 9th Ave;New York;Midtown West;Italian;(212-956-1800);
Noah's Ark;Lower East Side;;;;;;;;Noah's Ark;399 Grand St-Btwn Clinton & Suffolk St;399 Grand St;New York;Lower East Side;;(212-674-2200);Kosher
Nobu;Tribeca;;;;;;;;Nobu; 105 Hudson St-at Franklin St;105 Hudson St;New York;Tribeca;Japanese;(212-219-0500);
Nobu 57;Midtown West;;;;;;;;Nobu 57; 40 W 57th St-between Fifth and Sixth Aves;40 W 57th St;New York;Midtown West;Japanese;(212-757-3000);
Noche Mexicana;Upper West Side;;;;;;;;Noche Mexicana; 852 Amsterdam Ave-between 101st and 102nd Sts;852 Amsterdam Ave;New York;Upper West Side;Mexican;(212-662-6900);
Nomad;East Village;;;;;;;;Nomad; 78 Second Ave-between 4th and 5th Sts;78 2nd Ave;New York;East Village;African: Pan-African;(212-253-5410);
Nooch;Chelsea;;;;;;;;Nooch; 301 W 17th St-at Eighth Ave;301 W 17th St;New York;Chelsea;Thai;(212-691-8600);
Noodle Bar;West Village;;;;;;;;Noodle Bar; 26 Carmine St-at Bleecker St;26 Carmine St;New York;West Village;Chinese;(212-524-6800);
Nori;East Village;;;;;;;;Nori; 129 Second Ave-between 7th and 8th Sts;129 2nd Ave;New York;East Village;Japanese;(212-677-4825);
Notaro;Midtown East;;;;;;;;Notaro; 635 Second Ave-between 34th and 35th Sts;635 2nd Ave;New York;Midtown East;Italian;(212-686-3400);
Olana;Gramercy / Flatiron;;;;;;;;Olana; 72 Madison Ave-between 27th and 28th Sts;72 Madison Ave;New York;Gramercy/Flatiron;Eclectic;(212-725-4900);
Old San Juan;Midtown West;;;;;;;;Old San Juan; 765 Ninth Ave-between 51st and 52nd Sts;765 9th Ave;New York;Midtown West;Caribbean: Puerto Rican;(212-262-7013);
Olympic Pita;Midtown West;;;;;;;;Olympic Pita; 58 W 38th St-between Fifth and Sixth Aves;58 W 38th St;New York;Midtown West;Kosher;(212-869-7482);
Omido;Midtown West;;;;;;;;Omido; 1695 Broadway-at 53rd St;1695 Broadway;New York;Midtown West;Japanese;(212-247-8110);
Oms/b;Midtown East;;;;;;;;Oms/b; 156 E 45th St-between Lexington and Third Aves;156 E 45th St;New York;Midtown East;Japanese;(212-922-9788);
Orsay;Upper East Side;;;;;;;;Orsay; 1057 Lexington Ave-at 75th St;1057 Lexington Ave;New York;Upper East Side;French;(212-517-6400);
Orso;Midtown West;;;;;;;;Orso; 322 W 46th St-between Eighth and Ninth Aves;322 W 46th St;New York;Midtown West;Italian;(212-489-7212);
Osteria Laguna;Midtown East;;;;;;;;Osteria Laguna; 209 E 42nd St-between Second and Third Aves;209 E 42nd St;New York;Midtown East;Italian;(212-557-0001);
Osteria al Doge;Midtown West;;;;;;;;Osteria al Doge; 142 W 44th St-between Sixth Ave and Broadway;142 W 44th St;New York;Midtown West;Italian;(212-944-3643);
Osteria del Circo;Midtown West;;;;;;;;Osteria del Circo; 120 W 55th St-between Sixth and Seventh Aves;120 W 55th St;New York;Midtown West;Italian;(212-265-3636);
Ostia;West Village;;;;;;;;Ostia; 113 Seventh Ave South-between Christopher and W 10th Sts;113 7th Ave S;New York;West Village;Spanish;(212-924-2305);
Otafuku;East Village;;;;;;;;Otafuku; 236 E 9th St-between Second and Third Aves;236 E 9th St;New York;East Village;Japanese;(212-353-8503);
Ozu;Upper West Side;;;;;;;;Ozu; 566 Amsterdam Ave-between 87th and 88th Sts;566 Amsterdam Ave;New York;Upper West Side;Asian: Pan-Asian;(212-787-8316);
Padre Figlio;Midtown East;;;;;;;;Padre Figlio; 310 E 44th St-between First and Second Aves;310 E 44th St;New York;Midtown East;Italian;(212-286-4310);
Palma;West Village;;;;;;;;Palma; 28 Cornelia St-between Bleecker and W 4th Sts;28 Cornelia St;New York;West Village;Italian;(212-691-2223);
Palà;Lower East Side;;;;;;;;Palà; 198 Allen St-between Houston and Stanton Sts;198 Allen St;New York;Lower East Side;Italian: Pizza;(212-614-7252);
Pampano Taqueria;Midtown East;;;;;;;;Pampano Taqueria; 805 Third Ave-between 49th and 50th Sts;805 3rd Ave;New York;Midtown East;Mexican;(212-751-5257);
Pamplona;Gramercy / Flatiron;;;;;;;;Pamplona; 37 E 28th-between Madison and Park Aves;37 E 28th St;New York;Gramercy/Flatiron;Spanish;(212-213-2328);
Papatzul;Soho;;;;;;;;Papatzul; 55 Grand St-between W Broadway and Wooster Sts;55 Grand St;New York;Soho;Mexican;(212-274-8225);
Papaya King;Upper East Side;;;;;;;;Papaya King; 179 E 86th St-at Third Ave;179 East 86th St;New York;Upper East Side;American;(212-369-0648);
Paris Match;Upper East Side;;;;;;;;Paris Match; 29 W 65th St-between Madison and Park Aves;Goldmark Practice Center;New York;Upper East Side;French;(212-737-4400);
Park Avenue Winter;Upper East Side;;;;;;;;Park Avenue Winter; 100 E 63rd St-between Park and Lexington Aves;100 E 63rd St;New York;Upper East Side;American Creative;(212-644-1900);
Park Blue;Midtown West;;;;;;;;Park Blue; 158 West 58th St-between Sixth and Seventh Aves;158 W 58th St;New York;Midtown West;Eclectic;(212-247-2727);
Parma;Upper East Side;;;;;;;;Parma; 1404 Third Ave-between 79th and 80th Sts;1404 3rd Ave;New York;Upper East Side;Italian;(212-535-3520);
Pasita;West Village;;;;;;;;Pasita; 47 Eighth Ave-between Horatio and Jane Sts;47 8th Ave;New York;West Village;Latin American: Venezuelan;(212-255-3900);
Pata Negra;East Village;;;;;;;;Pata Negra; 345 E 12th St-between First and Second Aves;345 E 12th St;New York;East Village;Spanish;(212-228-1696);
Patroon;Midtown East;;;;;;;;Patroon; 160 E 46th St-between Lexington and Third Aves;160 E 46th St;New York;Midtown East;American;(212-883-7373);
Peacock Alley;Midtown East;;;;;;;;Peacock Alley; 301 Park Ave-between 49th and 50th Sts;301 Park Ave;New York;Midtown East;French;(212-872-7335);
Penang;Upper West Side;;;;;;;;Penang; 1596 Second Ave-at 83rd St;1596 2nd Ave;New York;Upper East Side;Asian: Malaysian;(212-585-3838);
Pepolino;Tribeca;;;;;;;;Pepolino; 281 West Broadway-between Canal and Lispenard Sts;281 W Broadway;New York;Tribeca;Italian;(212-966-9983);
Per Lei;Upper East Side;;;;;;;;Per Lei; 1347 Second Ave-between 70th and 71st Sts;1347 2nd Ave;New York;Upper East Side;Italian;(212-439-9200);
Pera Mediterranean Brasserie;Midtown East;;;;;;;;Pera Mediterranean Brasserie; 303 Madison Ave-between 41st and 42nd Sts;303 Madison Ave;New York;Midtown East;Mediterranean;(212-878-6301);
Persephone;Upper East Side;;;;;;;;Persephone; 115 E 60th St-between Park and Lexington Aves;115 E 60th St;New York;Upper East Side;Greek;(212-339-8363);
Persepolis;Upper East Side;;;;;;;;Persepolis; 1407 Second Ave-between 73rd and 74th Sts;1407 2nd Ave;New York;Upper East Side;Middle Eastern;(212-535-1100);
Pershing Square;Midtown East;;;;;;;;Pershing Square; 90 E 42nd St-at Park Ave;90 E 42nd St;New York;Midtown East;American;(212-286-9600);
Philippe;Upper East Side;;;;;;;;Philippe; 33 E 60th St-between Madison and Park Aves;33 E 60th St;New York;Upper East Side;Chinese;(212-644-8885);
Phoenix Garden;Midtown East;;;;;;;;Phoenix Garden; 242 E 40th St-between Second and Third Aves;242 E 40th St;New York;Midtown East;Chinese;(212-983-6666);
Pigalle;Midtown West;790 Eighth Ave at 48th St;790 8th Ave;;;;;;Pigalle; 790 Eighth Ave-at 48th St;790 8th Ave;New York;Midtown West;French;(212-489-2233);
Pink Pony;Lower East Side;;;;;;;;Pink Pony; 176 Ludlow St-between Houston and Stanton Sts;176 Ludlow St;New York;Lower East Side;French;(212-253-1922);
Pintxos;Soho;;;;;;;;Pintxos; 510 Greenwich St-between Canal and Spring Sts;510 Greenwich St;New York;Soho;Spanish;(212-343-9923);
Piola;East Village;48 E 12th St btwn Broadway and...;48 E 12th St;;;;;;Piola; 48 E 12th St-between Broadway and University Pl;48 E 12th St;New York;East Village;Italian;(212-777-7781);
Podunk;East Village;;;;;;;;Podunk; 231 E 5th St-between Second and Third Aves;231 E 5th St;New York;East Village;Cafés & diners;(212-677-7722);
Pomaire;Midtown West;;;;;;;;Pomaire; 371 W 46th St-between Eighth and Ninth Aves;371 W 46th St;New York;Midtown West;Latin American: Chilean;(212-956-3055);
