0_restaurant;0_neighborhood;0_address;0_addressGoogle;0_country;0_country_code;0_type;0_cost;0_type_r;1_restaurant;1_neighborhood;1_address;1_addressGoogle;1_country;1_country_code;1_type;1_cost;1_type_r;1_phone
;;;;;;;;;Ichiban;;409 8th Ave-;409 8th Ave;;NY;;;;
;;;;;;;;;Ichie Japanese Restaurant;;53 W 106 St-Btwn Columbus & Manhattan Ave;53 W 106th St;;NY;;;;
;;;;;;;;;Ichiro;;21239 2nd Ave-At 65th St;2nd Ave;;NY;;;;
;;;;;;;;;Ichiro169;;4 2nd Ave-;4 2nd Ave;;NY;;;;
;;;;;;;;;Icon130 E;;39th St-;W 39th St;;NY;;;;
;;;;;;;;;Identity;;511 E 6th St-Btwn Ave A & Ave B;511 E 6th St;;NY;;;;
;;;;;;;;;Ido Sushi;;29 7th Ave S-At Bedford St;29 7th Ave S;;NY;;;;
;;;;;;;;;Iggy's New York Karaoke Lounge;;1452 2nd Ave-Btwn 75th & 76th St;1452 2nd Ave;;NY;;;;
;;;;;;;;;Iguana240 W;;54th St-;W 54th St;;NY;;;;
;;;;;;;;;Il Brigante;;214 Front St-At Peck Slip;214 Front St;;NY;;;;
;;;;;;;;;Il Corallo Trattoria;;176 Prince St-Btwn Thompson & Sullivan St;176 Prince St;;NY;;;;
;;;;;;;;;Il Forno;;343 2nd Ave-At 20th St;343 2nd Ave;;NY;;;;
;;;;;;;;;Il Posto Accanto;;192 E 2nd St-;192 E 2nd St;;NY;;;;
;;;;;;;;;Il Riccio;;152 E 79th St-Btwn Lexington & 3rd Ave;152 E 79th St;;NY;;;;
;;;;;;;;;Il Sole23;;3 Dyckman St-;3 Dyckman St;;NY;;;;
;;;;;;;;;Imperial Garden;;536 3rd Ave-Btwn 35th & 36th St;536 3rd Ave;;NY;;;;
;;;;;;;;;Impress Deli;;401 E 34th St-At 1st Ave;401 E 34th St;;NY;;;;
;;;;;;;;;In Vino Veritas;;1202 St Nicholas Ave-At 170th St;1202 St Nicholas Ave;;NY;;;;
;;;;;;;;;In Vino21;;5 E 4th St-;5 E 4th St;;NY;;;;
;;;;;;;;;Inagiku11;;1 E 49th St-;1 E 49th St;;NY;;;;
;;;;;;;;;Inakaya;;231 W 40th St-;231 W 40th St;;NY;;;;
;;;;;;;;;Inakaya23;;1 W 40th St-;1 W 40th St;;NY;;;;
;;;;;;;;;Inase1586;;1st Ave-;1st Avenue;;NY;;;;
;;;;;;;;;Inc Lounge;;224 W 49th St-Btwn Broadway & 8th Ave;224 W 49th St;;NY;;;;
;;;;;;;;;Indian Curry Mahal;;78 2nd Ave-Btwn 4th & 5th St;78 2nd Ave;;NY;;;;
;;;;;;;;;Indian Tanpura;;564 Amsterdam Ave-Btwn 87th & 88th St;564 Amsterdam Ave;;NY;;;;
;;;;;;;;;Indo-Pak Halal;;2173 2nd Ave-Btwn 111th & 112th St;2173 2nd Ave;;NY;;;;
;;;;;;;;;Insieme77;;7 7th Ave-;7 7th Ave;;NY;;;;
;;;;;;;;;Intermission Deli;;505 8th Ave-At 35th St;505 8th Ave;;NY;;;;
;;;;;;;;;Ipanema13 W;;46th St-;W 46th St;;NY;;;;
;;;;;;;;;Ippudo65;;4th Ave-;4th Ave;;NY;;;;
;;;;;;;;;Iroha152 W;;49th St-;W 49th St;;NY;;;;
;;;;;;;;;Irving Place;;71 Irving Pl-Btwn 18th & 19th St;71 Irving Pl;;NY;;;;
;;;;;;;;;Isabella's;;359 Columbus Ave-At 77th St;359 Columbus Ave;;NY;;;;
;;;;;;;;;Isadora's Cafe;;16 E 52nd St-Btwn 5th & Madison Ave;16 E 52nd St;;NY;;;;
;;;;;;;;;Ise58 W 5;;6th St-;E 6th St;;NY;;;;
;;;;;;;;;Ishihama;;319 5th Ave-At 32nd St;319 5th Ave;;NY;;;;
;;;;;;;;;Island Spice Kitchen;;172 E 118th St-Btwn Lexington & 3rd Ave;172 E 118th St;;NY;;;;
;;;;;;;;;Island130;;5 Madison Ave-;5 Madison Ave;;NY;;;;
;;;;;;;;;Isle;;282 Bleecker St-At 7th Ave S;282 Bleecker St;;NY;;;;
;;;;;;;;;Islero247 E;;50th St-;W 50th St;;NY;;;;
;;;;;;;;;Isohama16;;66 3rd Ave-;66 3rd Ave;;NY;;;;
;;;;;;;;;Istana;;455 Madison Ave-At 51st St;455 Madison Ave;;NY;;;;
;;;;;;;;;Italian Cafe;;1341 St Nicholas Ave-At 177th St;1341 St Nicholas Ave;;NY;;;;
;;;;;;;;;Italian Pizza;;94 Nagle Ave-Btwn Arden & Sickles St;94 Nagle Ave;;NY;;;;
;;;;;;;;;Ithaka308 E;;86th St-;East 86th St;;NY;;;;
;;;;;;;;;Ivy's Cafe;;154 W 72nd St-Btwn Bway & Columbus Ave;154 W 72nd St;;NY;;;;
;;;;;;;;;Ivy's O-I-Shi-I Sushi;;154 W 72nd St-Btwn Bway & Columbus Ave;154 W 72nd St;;NY;;;;
;;;;;;;;;Izumi Sushi;;139 W 28th St-Btwn 6th & 7th Ave;139 W 28th St;;NY;;;;
;;;;;;;;;J;;2 Deli4 W 18th St-Btwn 5th & 6th Ave;2 Deli4 W 18th St;;NY;;;;
;;;;;;;;;J & M;;736 W 181st St-Btwn Fort Washington & Bennett Ave;736 W 181st St;;NY;;;;
;;;;;;;;;J & M736 W;;181st St-;W 181st St;;NY;;;;
;;;;;;;;;J's Pizza;;98 7th Ave-Corner of 16th St;98 7th Ave;;NY;;;;
;;;;;;;;;J. East;;175 3rd Ave-Btwn 16th & 17th St;175 3rd Ave;;NY;;;;
;;;;;;;;;J. East17;;5 3rd Ave-;5 3rd Ave;;NY;;;;
;;;;;;;;;J.A.T. Restaurant;;1333 Broadway-At 35th St;1333 Broadway;;NY;;;;
;;;;;;;;;J.M. Family Noodle Restaurant;;19 Henry St-Btwn Catherine & Market St;19 Henry St;;NY;;;;
;;;;;;;;;J2 Deli4 W;;18th St-;W 18th St;;NY;;;;
;;;;;;;;;JG Melon;;1291 3rd Ave-At 74th St;1291 3rd Ave;;NY;;;;
;;;;;;;;;JJ & Ma Family, Inc.;;2655 8th Ave-Btwn 141st & 142nd St;2655 Frederick Douglass Blvd;;NY;;;;
;;;;;;;;;JP Mustard;;199 Water Street-At South Street;199 Water St;;NY;;;;
;;;;;;;;;JS' Delicatessen;;686 3rd Ave-Btwn 43rd & 44th St;686 3rd Ave;;NY;;;;
;;;;;;;;;Jack's Stir Brew;;138 W 10th St-Btwn Waverly Pl & Greenwich Ave;138 W 10th St;;NY;;;;
;;;;;;;;;Jacques Brasserie;;204 E 85th St-Btwn 2nd & 3rd Ave;204 E 85th St;;NY;;;;
;;;;;;;;;Jacques Torres Chocolate;;350 Hudson St-At King St;350 Hudson St;;NY;;;;
;;;;;;;;;Jadis;;42 Rivington St-Btwn Forsyth & Eldridge St;42 Rivington St;;NY;;;;
;;;;;;;;;Jaiya;;396 3rd Ave-At 28th St;396 3rd Ave;;NY;;;;
;;;;;;;;;Jaiya396;;3rd Ave-;3rd Ave;;NY;;;;
;;;;;;;;;Jake's Dilemma;;430 Amsterdam Ave-Btwn 80th & 81st St;430 Amsterdam Ave;;NY;;;;
;;;;;;;;;Jake's Saloon;;202 9th Ave-;202 9th Ave;;NY;;;;
;;;;;;;;;Jalapeno Deli;;1629 Lexington Ave-Btwn 102nd & 103rd St;1629 Lexington Ave;;NY;;;;
;;;;;;;;;Jane's Deli;;154 E 43rd St-Btwn Lexington & 3rd Ave;154 E 43rd St;;NY;;;;
;;;;;;;;;Jarnac328 W;;12th St-;W 12th St;;NY;;;;
;;;;;;;;;Jasmine16;;19 2nd Ave-;19 2nd Ave;;NY;;;;
;;;;;;;;;Jason's Patisserie;;600 W 28th St-At 11th Ave;600 W 28th St;;NY;;;;
;;;;;;;;;Java Girl;;348 E 66th St-Btwn 1st & 2nd Ave;348 E 66th St;;NY;;;;
;;;;;;;;;Jazzy's;;163 Varick St-Btwn Vandam & Charlton St;163 Varick St;;NY;;;;
;;;;;;;;;Jazzy's16;;3 Varick St-;3 Varick St;;NY;;;;
;;;;;;;;;Jean's Bagels & Deli;;283 E Houston St-;283 E Houston St;;NY;;;;
;;;;;;;;;Jekyll & Hyde Club;;1409 6th Ave-Btwn 57th & 58th St;1409 6th Ave;;NY;;;;
;;;;;;;;;Jekyll & Hyde Pub;;91 7th Ave S-Btwn W 4th & Barrow St;91 7th Ave S;;NY;;;;
;;;;;;;;;Jerry's Cafe;;90 Chambers St-Btwn Church St & Broadway;90 Chambers St;;NY;;;;
;;;;;;;;;Jerusalem Restaurant;;2715 Broadway-Btwn 103rd & 104th St;2715 Broadway;;NY;;;;
;;;;;;;;;Jess Bakery;;221 E 23rd-Btwn 2nd & 3rd Ave;221 E 23rd St;;NY;;;;
;;;;;;;;;Jesse's Place;;812 W 181st St-At Pinehurst Ave;812 W 181st St;;NY;;;;
;;;;;;;;;Jesus Taco;;501 W 145th St-At Amsterdam Ave;501 W 145th St;;NY;;;;
;;;;;;;;;Jhankar;;94 Chambers St-Btwn Church St & Broadway;94 Chambers St;;NY;;;;
;;;;;;;;;Jimbo's;;2048 Amsterdam Ave-At 161st St;2048 Amsterdam Ave;;NY;;;;
;;;;;;;;;Jimbo's Hamburger Palace;;528 W 145 Street-;528 W 145th St;;NY;;;;
;;;;;;;;;Jimbo's20;;48 Amsterdam Ave-;48 Amsterdam Ave;;NY;;;;
;;;;;;;;;Jimmy Grill;;162 E 25th St-At 3rd Ave;162 E 25th St;;NY;;;;
;;;;;;;;;Jimmy Oro;;711 W 181st St-Btwn Broadway & BennettAve;711 W 181st St;;NY;;;;
;;;;;;;;;Jimmy's Burger Shack;;258 W 31st St-Btwn 7th & 8th Ave;258 W 31st St;;NY;;;;
;;;;;;;;;Jimmy's Cafe & Catering;;60 E 42nd St-Btwn Park & Madison Ave;60 E 42nd St;;NY;;;;
;;;;;;;;;Jimmy's Classic Diner;;1634 Lexington Ave-At 103rd St;1634 Lexington Ave;;NY;;;;
;;;;;;;;;Jimmy's Coffee Shop;;164 Madison Ave-Btwn 32nd & 33rd St;164 Madison Ave;;NY;;;;
;;;;;;;;;Jimmy's No.;;4343 E 7th St-Btwn 2nd & 3rd Ave;E 7th St;;NY;;;;
;;;;;;;;;Jimmy's Oriental Palace;;1728 Madison Ave-Btwn 113th & 114th St;1728 Madison Ave;;NY;;;;
;;;;;;;;;Jin;;252 Broome St-Btwn Orchard & Ludlow St;Napoli Espresso;;NY;;;;
;;;;;;;;;Jing Du;;1074 2nd Ave-Btwn 56th & 57th St;1074 2nd Ave;;NY;;;;
;;;;;;;;;Jing Du10;;74 2nd Ave-;74 2nd Ave;;NY;;;;
;;;;;;;;;Jing Hui;;255 W 148th St-At 8th Ave;255 W 148th St;;NY;;;;
;;;;;;;;;JoJo160 E;;64th St-;E 64th St;;NY;;;;
;;;;;;;;;Joa;;3908 Broadway-Btwn 163rd & 164th St;3908 Broadway;;NY;;;;
;;;;;;;;;Joe G;;244 W 56th St-Btwn 8th Ave & Bway;244 W 56th St;;NY;;;;
;;;;;;;;;Joe G244 W;;56th St-;W 56th St;;NY;;;;
;;;;;;;;;Joe Hug Deli;;361 3rd Ave-Btwn 26th & 27th St;361 3rd Ave;;NY;;;;
;;;;;;;;;Joe the Art of Coffee;;1Grand Central Terminal 1 At 42nd St-;1Grand Central Terminal 1 At 42nd St;;NY;;;;
;;;;;;;;;Joe's Gourmet;;98 Greenwich St-Btwn Rector & Carlisle St;98 Greenwich St;;NY;;;;
;;;;;;;;;Joe's Pizza;;7 Carmine St-At 6th Ave;7 Carmine St;;NY;;;;
;;;;;;;;;Joe's Shanghai;;24 W 56th St-Btwn 5th & 6th Ave;24 W 56th St;;NY;;;;
;;;;;;;;;JoeDoe45 E;;1st St-;E 1st St;;NY;;;;
;;;;;;;;;John & Tony's;;1097 1st Ave-At 60th St;1097 1st Avenue;;NY;;;;
;;;;;;;;;John & Tony's West;;547 9th Ave-Btwn 40th & 41st St;547 9th Ave;;NY;;;;
;;;;;;;;;John's Coffee Shop;;823 2nd Ave-At 44th St;823 2nd Ave;;NY;;;;
;;;;;;;;;John's Deli;;441 Park Ave S-Corner of 30th St;441 Park Ave S;;NY;;;;
;;;;;;;;;John's Gyro & Souvlaki;;124 W 25th St-;124 W 25th St;;NY;;;;
;;;;;;;;;John's Shanghai;;144 W 46th St-Btwn 6th Ave & Bway;144 W 46th St;;NY;;;;
;;;;;;;;;John's of;;12th Street302 E 12th St-At 2nd Ave;E 12th St;;NY;;;;
;;;;;;;;;John's of Bleecker Street;;278 Bleecker St-Btwn 6th Ave & 7th Ave;278 Bleecker St;;NY;;;;
;;;;;;;;;John-Street;;17 John St-Btwn Bway & Nassau St;17 John St;;NY;;;;
;;;;;;;;;Johnny Rockets;;930 3rd Ave-At 56th St;930 3rd Ave;;NY;;;;
;;;;;;;;;Johnny Utah's;;25 W 51st St-Btwn 5th & 6th Ave;25 W 51st St;;NY;;;;
;;;;;;;;;Johnny's Pizza;;261 1st Ave-At 15th St;261 1st Avenue;;NY;;;;
;;;;;;;;;Jonathan's Steakhouse;;552 W 38th St-Btwn 10th & 11th Ave;552 W 38th St;;NY;;;;
;;;;;;;;;Joseph's Restaurant;;3 Hanover Sq-At Pearl St;3 Hanover Square;;NY;;;;
;;;;;;;;;Josie Wood's Pub & Restaurant;;11 Waverly Pl-At Mercer St;11 Waverly Pl;;NY;;;;
;;;;;;;;;Josie's Kitchen;;1614 2nd Ave-At 84th St;1614 2nd Ave;;NY;;;;
;;;;;;;;;Joy Burger Bar;;1567 Lexington Ave-At 100th St;1567 Lexington Ave;;NY;;;;
;;;;;;;;;Joy Grill;;172 8th Ave-Btwn 18th & 19th St;172 8th Ave;;NY;;;;
;;;;;;;;;Joy148 E;;46th St-;W 46th St;;NY;;;;
;;;;;;;;;Jubilee Marketplace;;99 John St-At Cliff St;99 John St;;NY;;;;
;;;;;;;;;Jubilee34;;7 E 54th St-;7 E 54th St;;NY;;;;
;;;;;;;;;Judy's;;1505 Lexington Ave-At 115th St;1505 Lexington Ave;;NY;;;;
;;;;;;;;;Judy's150;;5 Lexington Ave-;5 Lexington Ave;;NY;;;;
;;;;;;;;;Julian;;242 116th St-Btwn 2nd & 3rd Ave;242 E 116th St;;NY;;;;
;;;;;;;;;Julian's (CLOSED);;802 9th Ave-At 53rd St;802 9th Ave;;NY;;;;
;;;;;;;;;Julian242;;116th St-;E 116th St;;NY;;;;
;;;;;;;;;Jumbo Hamburger Place;;112 W 116th St-Btwn Lenox & 7th Ave;112 W 116th St;;NY;;;;
;;;;;;;;;Jumbo Pizza Coffee Shop;;964 Amsterdam Ave-Btwn 107th & 108th St;964 Amsterdam Ave;;NY;;;;
;;;;;;;;;Jumbo Seafood;;1295 Lexington Ave-At 87th St;1295 Lexington Ave;;NY;;;;
;;;;;;;;;Junior's;;0grand central terminal-;89 E 42nd St;;NY;;;;
;;;;;;;;;Junior'sGrand Central Terminal;;1 At 42nd St-;1 At 42nd St;;NY;;;;
;;;;;;;;;Just Delicious;;80 Varick St-Btwn Watts & Grand St;80 Varick St;;NY;;;;
;;;;;;;;;Just Salad;;134 W 37th St-Btwn Broadway & 7th Ave;134 W 37th St;;NY;;;;
;;;;;;;;;K.L. Malaysia Beef Jerky;;95A Elizabeth St-At Grand St;95A Elizabeth St;;NY;;;;
;;;;;;;;;KAI;;822 Madison Ave-Btwn 68th & 69th St;822 Madison Ave;;NY;;;;
;;;;;;;;;KB Kebob;;221 E 23rd St-Btwn 2nd & 3rd Ave;221 E 23rd St;;NY;;;;
;;;;;;;;;Kabab Factory;;101 Lexington Ave-Btwn 27th & 28th St;101 Lexington Ave;;NY;;;;
;;;;;;;;;Kabob & Grill;;150 W 36th St-Btwn 7th Ave & B'way;150 W 36th St;;NY;;;;
;;;;;;;;;Kaijou;;21 South End Ave-At W Thames St;21 South End Ave;;NY;;;;
;;;;;;;;;Kaleidoscope;;212 E 10th St-Btwn 1st & 2nd Ave;212 E 10th St;;NY;;;;
;;;;;;;;;Kam Wei Kitchen;;630 10th Ave-Btwn 44th & 45th St;630 10th Ave;;NY;;;;
;;;;;;;;;Kami Sushi;;1047 2nd Ave-Btwn 55th & 56th St;Draught 55;;NY;;;;
;;;;;;;;;Kamui Den;;186 Avenue A-Btwn 11th & 12th St;186 Avenue A;;NY;;;;
;;;;;;;;;Kang Suh;;1250 Broadway-At 32nd St;1250 Broadway;;NY;;;;
;;;;;;;;;Kanvas;;219 9th Ave-Btwn 23rd & 24th St;219 9th Ave;;NY;;;;
;;;;;;;;;Kanvas219;;9th Ave-;9th Ave;;NY;;;;
;;;;;;;;;Kao;;3 Greenwich Ave-At 6th Ave;3 Greenwich Ave;;NY;;;;
;;;;;;;;;Kao Sushi;;1280 1st Ave-Btwn 68th & 69th St;1280 1st Avenue;;NY;;;;
;;;;;;;;;Kar Won;;116 E 60th St-Btwn Lexington & Park Ave;116 E 60th St;;NY;;;;
;;;;;;;;;Kar Won11;;6 E 60th St-;6 E 60th St;;NY;;;;
;;;;;;;;;Karahi;;118 Christopher St-Btwn Bedford & Bleecker St;118 Christopher St;;NY;;;;
;;;;;;;;;Karani591;;1st Ave-;1st Avenue;;NY;;;;
;;;;;;;;;Kasturi;;83 Lexington Ave-Btwn 26th & 27th St;83 Lexington Ave;;NY;;;;
;;;;;;;;;Kawa Sushi;;24 8th Ave-Btwn Jane & 12th St;24 8th Ave;;NY;;;;
;;;;;;;;;Keats842;;2nd Ave-;2nd Ave;;NY;;;;
;;;;;;;;;Kebab Garden;;128 1st Ave-Btwn 7th St & St Marks Pl;128 1st Avenue;;NY;;;;
;;;;;;;;;Keko Cafe;;121 Madison Ave-At 30th St;121 Madison Ave;;NY;;;;
;;;;;;;;;Kien Tuong;;83 Chrystie St-Btwn Hester & Grand St;83 Chrystie St;;NY;;;;
;;;;;;;;;Kiku Sushi;;235 9th Ave-Btwn 24th & 25th St;235 9th Ave;;NY;;;;
;;;;;;;;;Kiku50 W;;55th St-;W 55th St;;NY;;;;
;;;;;;;;;King Dragon;;305 115th St-Btwn 1st & 2nd Ave;305 E 115th St;;NY;;;;
;;;;;;;;;King Food;;310 W 14th St-Btwn 8th & 9th Ave;310 W 14th St;;NY;;;;
;;;;;;;;;King House;;1053 St. Nicholas Ave-At 163rd St;1053 St Nicholas Ave;;NY;;;;
;;;;;;;;;King Sushi;;288 8th Ave-Btwn 24th & 25th St;288 8th Ave;;NY;;;;
;;;;;;;;;King's Chef;;587 Lenox Ave-Btwn 140th & 141st St;587 Lenox Ave;;NY;;;;
;;;;;;;;;King's Deli;;115 W 23rd St-Btwn 6th & 7th Ave;115 W 23rd St;;NY;;;;
;;;;;;;;;King's Pizza;;110 W 145th St-At Lenox Ave;110 W 145th St;;NY;;;;
;;;;;;;;;King's Wok;;3575 Broadway-Btwn 146th & 147th St;3575 Broadway;;NY;;;;
;;;;;;;;;Kings' Carriage House;;251 E 82nd St-Btwn 2nd & 3rd Ave;251 E 82nd St;;NY;;;;
;;;;;;;;;Kion509 E;;6th St-;E 6th St;;NY;;;;
;;;;;;;;;Kips Bay Delicatessen;;593 1st Ave-Corner of 34th St;593 1st Avenue;;NY;;;;
;;;;;;;;;Kiran;;401 W 53rd St-At 9th Ave;401 W 53rd St;;NY;;;;
;;;;;;;;;Kiran401 W;;53rd St-;W 53rd St;;NY;;;;
;;;;;;;;;Kito Gourmet Deli;;41 W 33rd St-Btwn 5th Ave & Bway;41 W 33rd St;;NY;;;;
;;;;;;;;;Klatch;;9 Maiden Ln-Btwn Bway & Nassau St;9 Maiden Ln;;NY;;;;
;;;;;;;;;Kodama Sushi;;301 W 45th St-Btwn 8th & 9th Ave;301 W 45th St;;NY;;;;
;;;;;;;;;Kofoo334;;8th Ave-;8th Ave;;NY;;;;
;;;;;;;;;Koi40 W 4;;0th St-;0th St;;NY;;;;
;;;;;;;;;Koodo Sushi;;55 Liberty St-At Nassau St;55 Liberty St;;NY;;;;
;;;;;;;;;Kosher Deluxe;;10 W 46th St-Btwn 5th & 6th Ave;10 W 46th St;;NY;;;;
;;;;;;;;;Kossar's Bialys;;367 Grand St-Btwn Norfolk & Essex St;367 Grand St;;NY;;;;
;;;;;;;;;Kumo Sushi;;165 W 72nd St-Btwn Amsterdam & Columbus Ave;165 W 72nd St;;NY;;;;
;;;;;;;;;Kunjip;;9 W 32nd St-Btwn 5th Ave & Bway;9 W 32nd St;;NY;;;;
;;;;;;;;;Kunjip9 W;;32nd St-;W 32nd St;;NY;;;;
;;;;;;;;;Kurio;;338 E 92nd St-Btwn 1st & 2nd Ave;338 E 92nd St;;NY;;;;
;;;;;;;;;Kurio338 E;;92nd St-;E 92nd St;;NY;;;;
;;;;;;;;;Kush Lounge;;191 Chrystie St-Btwn Stanton & Rivington St;191 Chrystie St;;NY;;;;
;;;;;;;;;KushiQ723;;3rd Ave-;3rd Ave;;NY;;;;
;;;;;;;;;Kyo Ya94 E;;7th St-;E 7th St;;NY;;;;
;;;;;;;;;Kyoto Sushi;;1240 Lexington Ave-Btwn 83rd & 84th St;1240 Lexington Ave;;NY;;;;
;;;;;;;;;Kyoto of Japan;;76 Pearl St-At Coenties Slip;76 Pearl St;;NY;;;;
;;;;;;;;;Kyotofu70;;5 9th Ave-;5 9th Ave;;NY;;;;
;;;;;;;;;L&L Hawaiian Barbecue;;64 Fulton St-Btwn Cliff & Gold St;64 Fulton St;;NY;;;;
;;;;;;;;;L&T Donut Shop;;2265 1st Ave-At 116th St;2265 1st Avenue;;NY;;;;
;;;;;;;;;L'Absinthe;;227 E 67th St-Btwn 2nd & 3rd Ave;227 E 67th St;;NY;;;;
;;;;;;;;;L'Allegria;;623 9th Ave-Corner of 44th St;623 9th Ave;;NY;;;;
;;;;;;;;;L'Annam;;393 3rd Ave-At 28th St;393 3rd Ave;;NY;;;;
;;;;;;;;;L'Annam12;;1 University Pl-;1 University Pl;;NY;;;;
;;;;;;;;;L'Annam39;;3 3rd Ave-;3 3rd Ave;;NY;;;;
;;;;;;;;;L'Arte del Gelato;;75 7th Ave S-;75 7th Ave S;;NY;;;;
;;;;;;;;;L'Artusi;;228 W 10th St-Btwn Hudson & Bleecker St;228 W 10th St;;NY;;;;
;;;;;;;;;L'Atelier de Joel Robuchon;;57 E 57th St-Btwn Madison & Park Ave;57 E 57th St;;NY;;;;
;;;;;;;;;L'Ecole;;462 Broadway-At Grand St -;462 Broadway;;NY;;;;
;;;;;;;;;L'Ecole46;;2 Broadway-;2 Broadway;;NY;;;;
;;;;;;;;;L'Express;;249 Park Ave S-At 20th St;249 Park Ave S;;NY;;;;
;;;;;;;;;L'Orange Bleue;;430 Broome St-At Crosby St;430 Broome St;;NY;;;;
;;;;;;;;;L'Ybane;;1136 1st Ave-Btwn 62st & 63nd St;1136 1st Avenue;;NY;;;;
;;;;;;;;;L'Ybane11;;36 1st Ave-;36 1st Avenue;;NY;;;;
;;;;;;;;;L'asso;;192 Mott St-At Kenmare St;192 Mott St;;NY;;;;
;;;;;;;;;L'fonda;;2023 Amsterdam Ave-Btwn 160th & 161st St;2023 Amsterdam Ave;;NY;;;;
;;;;;;;;;L'fonda20;;23 Amsterdam Ave-;23 Amsterdam Ave;;NY;;;;
;;;;;;;;;L'ulivo Focaccheria;;184 Spring St-At Thompson St;184 Spring St;;NY;;;;
;;;;;;;;;L.A. Cafe;;17 W 45th St-Btwn 5th & 6th Ave;17 W 45th St;;NY;;;;
;;;;;;;;;L.A. Gourmet;;111 E 58th St-Btwn Park & Lexington Ave;111 E 58th St;;NY;;;;
;;;;;;;;;L.E.S. Sushi;;515 Grand St-Btwn Willet & Columbia St;515 Grand St;;NY;;;;
;;;;;;;;;La Bagel;;263 1st Ave-Btwn 15th & 16th St;263 1st Avenue;;NY;;;;
;;;;;;;;;La Beleca;;200 W 40th St-At 7th Ave;200 W 40th St;;NY;;;;
;;;;;;;;;La Bella Ferrara Pastries;;108 Mulberry St-Btwn Hester & Canal St;108 Mulberry St;;NY;;;;
;;;;;;;;;La Bella Stella;;460 W 34th St-Btwn 9th & 10th Ave;460 W 34th St;;NY;;;;
;;;;;;;;;La Bella's;;581 2nd Ave-;581 2nd Ave;;NY;;;;
;;;;;;;;;La Bellezza Pizzeria;;145 E 49th St-Btwn 3rd & Lexington Ave;145 E 49th St;;NY;;;;
;;;;;;;;;La Cabana Salvadorena;;4384 Broadway Ave-At 187th St;4384 Broadway;;NY;;;;
;;;;;;;;;La Caverna;;122 Rivington St-Btwn Essex & Norfolk St;122 Rivington St;;NY;;;;
;;;;;;;;;La Crosta;;436 E 72nd St-Btwn York & 1st Ave;436 E 72nd St;;NY;;;;
;;;;;;;;;La Espanola;;1944 Amsterdam Ave-Btwn 156th & 157th St;1944 Amsterdam Ave;;NY;;;;
;;;;;;;;;La Estufa;;5035 Broadway-Btwn 214th & 215th St;5035 Broadway;;NY;;;;
;;;;;;;;;La Fiesta;;3797 Broadway-Btwn 157th & 158th St;3797 Broadway;;NY;;;;
;;;;;;;;;La Houppa;;26 E 64th St-Btwn Madison & 5th Ave;26 E 64th St;;NY;;;;
;;;;;;;;;La Isla;;212 Delancey St-Btwn Ridge & Pitt St;212 Delancey St;;NY;;;;
;;;;;;;;;La Isla18;;83 3rd Ave-;83 3rd Ave;;NY;;;;
;;;;;;;;;La Isla21;;2 Delancey St-;2 Delancey St;;NY;;;;
;;;;;;;;;La Isla54;;2 E 14th St-;2 E 14th St;;NY;;;;
;;;;;;;;;La Kabbr;;685 9th Ave-Btwn 47th & 48th St;685 9th Ave;;NY;;;;
;;;;;;;;;La Negrita;;999 Columbus Ave-At 109th St;999 Columbus Ave;;NY;;;;
;;;;;;;;;La Nonna;;134 Mulberry St-Btwn Hester & Grand St;134 Mulberry St;;NY;;;;
;;;;;;;;;La Nueva Espana;;606 W 207th St-Btwn Broadway & Vermilyea Ave;606 W 207th St;;NY;;;;
;;;;;;;;;La Palette;;94 Greenwich Ave-At 12th St;94 Greenwich Ave;;NY;;;;
;;;;;;;;;La Palma;;1502 Amsterdam Ave-At 134th St;1502 Amsterdam Ave;;NY;;;;
;;;;;;;;;La Pizzeria;;442 3rd Ave-Btwn 30th & 31st St;442 3rd Ave;;NY;;;;
;;;;;;;;;La Taza De Oro;;96 8th Ave-Btwn 14th & 15th St;96 8th Ave;;NY;;;;
;;;;;;;;;La Tropezienne Bakery;;2131 1st Ave-At 110th St;2131 1st Avenue;;NY;;;;
;;;;;;;;;La Vela37;;3 Amsterdam Ave-;3 Amsterdam Ave;;NY;;;;
;;;;;;;;;Label;;74 Rivington St-At Allen St;74 Rivington St;;NY;;;;
;;;;;;;;;Lady M Confections;;41 E 78th St-Btwn Madison & Park Ave;41 E 78th St;;NY;;;;
;;;;;;;;;Lady Mendl's Tea Salon;;56 Irving Pl-At E 18th St;56 Irving Pl;;NY;;;;
;;;;;;;;;Lafayette;;1St 1 Btwn Spring & Broome St-;Spring St;;NY;;;;
;;;;;;;;;Lafayette St;;0 Btwn Spring & Broome St-;0 Btwn Spring & Broome St;;NY;;;;
;;;;;;;;;Lam's Garden;;40 Rivington St-Btwn Forsyth & Eldridge St;40 Rivington St;;NY;;;;
;;;;;;;;;Lamarca16;;1 E 22nd St-;1 E 22nd St;;NY;;;;
;;;;;;;;;Lamazou;;370 3rd Ave-At 27th St;370 3rd Ave;;NY;;;;
;;;;;;;;;Lamazou37;;0 3rd Ave-;3rd Ave;;NY;;;;
;;;;;;;;;Lan Zhou;;144 E Broadway-Btwn Pike & Rutgers St;144 E Broadway;;NY;;;;
;;;;;;;;;Landmarc;;10 Columbus Circle-At 60th St;10 Columbus Cir;;NY;;;;
;;;;;;;;;Landmark Gourmet;;64 Pearl St-At Broad St;64 Pearl St;;NY;;;;
