;0_restaurant;0_address;0_country
5019;Rinconcito Peruano;803 9th Ave;New York
5020;Rino Trattoria;877 8th Avenue;New York
5021;Rio Mar Restaurant;7 9th Ave;New York
5022;Rio Restaurant;127 W 43rd St;New York
5023;Rio's Churrascaria;360 Park Avenue;New York
5024;Rio's Churrascaria;360 Park Avenue South;New York
5025;Riodizio;417 Lafayette St;New York
5026;Riss Restaurant;242 8th Ave;New York
5027;Ristorante Del Sole;430 3rd Ave;New York
5028;Ritas Burgers;62 N River;New York
5029;Ritas Restaurant;371 3rd Ave;New York
5030;River;345 Amsterdam Ave # 345;New York
5031;River;Korean/Vietnamese;
5032;River Diner Inc;452 11th Ave;New York
5033;Riverrun Cafe;176 Franklin St;New York
5034;Riverview Restaurant Inc;1654 Saint Nicholas Ave;New York
5035;Riviera Cafe;225 W 4th St # 1;New York
5036;Roadhouse America;240 W 52nd St;New York
5037;Robiola Restaurant;535 Hudson St;New York
5038;Rocco Restaurant;181 Thompson St;New York
5039;Rock Ii;607 2nd Ave;New York
5040;Rock N Roll Noodle Hse;19 Murray St;New York
5041;Rocket To Asia;1221 Avenue Of The Americas;New York
5042;Rockwels Restaurant;105 Broadway;New York
5043;Rockys Restaurant;45 Spring St;New York
5044;Rodeo Bar & Grill 27th St.;375 3rd Avenue;New York
5045;Rodriguez Restaurant;103 Essex St;New York
5046;Roettele A G;126 E 7th St;New York
5047;Rokkas #5 Restaurant Corp;22 Chatham Sq;New York
5048;Romana Restaurant;1263 Saint Nicholas Ave;New York
5049;Romantica Restaurant;373 5th Ave;New York
5050;Romeos Pizza Pasta;3151 Broadway;New York
5051;Romeos Ristorante;120 E 15th St;New York
5052;Ronat Restaurant Inc;1269 Lexington Ave # 1;New York
5053;Rooster King Corp;47 W 14th St;New York
5054;Roosters;1641 3rd Ave;New York
5055;Rosa Mexicano Restaurant;61 Columbus Avenue (at 62nd Street);New York
5056;Rosa Mexicano Restaurant;1063 1st Avenue;New York
5057;Rosa Mexicano Restaurant;9 East 18 Street;New York
5058;Rosario Deli Cafe;17 W 39th St;New York
5059;Rosas Pizza & Pasta;37 E 28th St;New York
5060;Rosas Place Restaurant Inc;303 W 48th St;New York
5061;Rose Cafe;24 5th Ave;New York
5062;Rose Of India;308 E 6th St;New York
5063;Rosemaries Restaurant;145 Duane St;New York
5064;Rosie & Ting Noodles & Grille;85 4th Ave;New York
5065;Rosie Ogradys Midtown;800 7th Ave;
5066;Rosies Pub;41 Murray St # 1;New York
5067;Rosina Pizzeria Restaurant;744 9th Ave;New York
5068;Rossinis Restaurant;108 E 38th St;New York
5069;Roth's Westside Steakhouse;680 Columbus Avenue;New York
5070;Round Table Restaurant at the Algonquin Hotel;59 W. 44th Street;
5071;Route 66 Cafe Inc;858 9th Ave # 1;New York
5072;Roxanns Italian Restaurant;445 E 77th St;New York
5073;Roxy Coffee Shop;20 John St;New York
5074;Roxy Delicatessen;857 7th Ave;New York
5075;Roxy Delicatessen & Marketplc;1155 3rd Ave;New York
5076;Roy Rogers;1 Penn Plz # Conc;New York
5077;Roy Rogers;1515 Broadway # 1;New York
5078;Roy's New York;130 Washington Street;New York
5079;Royal Canadian Pancake House;Breakfast;
5080;Royal Canadian Pancake House;2286 Broadway;New York
5081;Royal Canadian Pancake House;1004 2nd Ave # 1;New York
5082;Royal Canadian Pancake House;180 3rd Ave;New York
5083;Royal Indian Cuisine;93 1st Ave;New York
5084;Royal Kabab & Curry;2701 Broadway;New York
5085;Royal Siam Thai Cuisine;240 8th Ave # 1;New York
5086;Rubens Empandadas Inc;15 Bridge St;New York
5087;Rubens Empandadas Inc;64 Fulton St;New York
5088;Ruby Fruit Bar And Grill;531 Hudson St;New York
5089;Rubys;301 W 154th St;New York
5090;Rufus T Firefly;75 Bleecker St # 1;New York
5091;Rungsit Ii Thai Food & Noodles;208 E 34th St;New York
5092;Rungsit Thai Food;161 E 23rd St;New York
5093;Runyons On 2nd;932 2nd Ave;New York
5094;Rupali Restaurant;91 1st Ave;New York
5095;Rushan Bros;179 E 96th St;New York
5096;Russian Samovar Restaurant;256 W 52nd St;New York
5097;Russian Vodka Room;265 W 52nd St;New York
5098;Ruth Chris Steakhouse;148 W 51st St;New York
5099;Ryan & Maguire Alehouse;28 Cliff St;New York
5100;Ryans Daughter;350 E 85th St;
5101;Ryans Irish Pub;Irish;
5102;Ryans Irish Pub;151 2nd Ave;New York
5103;Ryans Sports Bar & Restaurant;46 Gold St;New York
5104;ST. ANDREWS;120 W 44TH ST;NEW YORK
5105;Sabarro Italian Eat;701 7th Ave;New York
5106;Sabenas A Good Food Place;111 Nassau St # 2;New York
5107;Sabinas Restaurant;111 Nassau St;New York
5108;Sabor Latino;1598 Amsterdam Ave;New York
5109;Sabora Mexico;1744 1st Ave;New York
5110;Sachiko's On Clinton;25 Clinton Street;New York
5111;Sage - St. Vartan Cafe;630 2nd Avenue;New York
5112;Sahara East Restaurant;184 1st Avenue;New York
5113;Sai Gan Restaurant;693 9th Ave;New York
5114;Saigon BANH MI 1INC;369 Broome Street;New York
5115;Saigon Cuisine De;154 W 13th St;New York
5116;Saigon Grill;1700 2nd Ave. (corner of 88th St>);New York
5117;Saigon River Vietnamese Rstrnt;210 E 23rd St # 1;New York
5118;Saint James Gate Publick House;974 2nd Avenue (Between 51st and 52nd Av;New York
5119;Saint's Alp Teahouse;39 3rd Avenue;New York
5120;Sake Club Inc;211 E 43rd St;New York
5121;Saki Restaurant Corp;30 Saint Marks Pl;New York
5122;Sakkio Japan;901 Ave Of The Americas # 7;New York
5123;Sakura Downtown Restaurant Inc;615 Hudson St;New York
5124;Sakura Restaurant;581 3rd Ave;New York
5125;Sal Anthony's Cafe Adelina;119 E 17th St # 1;New York
5126;Sal Anthonys Restaurant;55 Irving Pl;New York
5127;Sal Anthonys Spqr Rstrnt;133 Mulberry St;New York
5128;Sala Thai Restaurant;1718 2nd Ave;New York
5129;Salaam Bombay Indian Cuisine;317 Greenwich St # 1;New York
5130;Salad Mania;89 South St;New York
5131;Salad Works;901 Ave Of The Americas # 7;New York
5132;Salam Restrnt;104 W 13th St;New York
5133;Sale & Pepe Fine Foods;1 Exchange Plz;New York
5134;Sally D Party Sandwiches;488 9th Avenue Frnt;New York
5135;Salmon River;3 East 40th Street;New York
5136;Salon Mexico;136 East 26th Street;New York
5137;Saloon;1920 Broadway;New York
5138;Sals & Carmine Pizza;2671 Broadway;New York
5139;Sals Pizzeria;766 2nd Ave # 1;New York
5140;Sals Pizzeria & Restaurant;369 Broome St;New York
5141;Salt;58 Macdougal St;New York
5142;Salt;507 Columbus Ave;New York
5143;Salt Bar;294 Clinton Street;New York
5144;Salud Restaurant & Bar;142 Beekman Street;New York
5145;Salute!;270 Madison Ave;New York
5146;Sam Chinita Restaurant;176 8th Ave;New York
5147;Sam Deli;30 Mulberry St;New York
5148;Sam Giusto Restaurant;935 2nd Ave;New York
5149;Sam Lok Chinese Restaurant;3522 Broadway;New York
5150;Samalitas;1429 3rd Ave;New York
5151;Sammys Noodle Shop & Grill;453 Ave Of The Americas # 1;New York
5152;Sammys Restaurant;157 Chrystie St;New York
5153;Sams Noodle Shop Bar & Grill;411 3rd Ave;New York
5154;Sams Place;132 E 39th St;New York
5155;Sams Two-Sexty-Three Restaurant;263 W 45;New York
5156;San Domenico;240 Central Park South;New York
5157;San Domenico;240 Central Park S;New York
5158;San Francisco Plum;544 6th Ave;New York
5159;San Locos;124 2nd Ave;New York
5160;San Luis Food Inc;239 1st Ave;New York
5161;San Marcos;12 St. Marks Place;New York
5162;San Marino Ristorante;15 Gold St;New York
5163;San Martin Restaurant;143 E 49th St;New York
5164;San Pietro Restaurant;18 E 54th St;New York
5165;Sanam Indian Restaurant;150 E 14th St;New York
5166;Sandbox;51 W 51st St;New York
5167;Sandbox;1394 6th Ave;New York
5168;Sandbox;289 Madison Ave;New York
5169;Sandella's Cafe;195 Broadway;New York
5170;Sandellas 7 Cafe;120 Lexington Ave;New York
5171;Sandolino Restaurant;9 Jones St;New York
5172;Sandwich;60 Greenwich Ave;New York
5173;Sandy Restaurant Corp;2261 2nd Ave;New York
5174;Sandy's Deli;328 8th Avenue;New York
5175;Sandys Place;699 2nd Ave;New York
5176;Sant Ambroeus Ltd;1000 Madison Ave;New York
5177;Santa Fe Grill Inc;323 1st Ave;New York
5178;Santa Fe Restaurant;72 W 69th St # 1;New York
5179;Santiago Luncheonette;2327 1st Ave;New York
5180;Sapa;43 West 24;New York
5181;Sapa;Breakfast;
5182;Sappora Vlg Japanese Restaurant;245 E 10th St;New York
5183;Sapporo Restaurant;152 W 49th St;New York
5184;Sarabeth's West;423 Amsterdam Ave;New York
5185;Sarabeths Kitchen;1295 Madison Ave;New York
5186;Saray Food Inc;274 W 40th St;New York
5187;Sarges Deli & Restaurant;548 3rd Ave;New York
5188;Sarong & Sarong;343 Bleecker St;New York
5189;Sasha's;255 W 55th St;
5190;Sasha's;Wine Cellar;
5191;Sassys Sliders;163 1st Ave;New York
5192;Satay;541 Laguardia Pl;New York
5193;Savann Restaurant;414 Amsterdam Ave;New York
5194;Savannah Club;2420 Broadway;New York
5195;Savino Pizzaria;51 Columbia St;New York
5196;Savore Ristorante;200 Spring St;New York
5197;Savoy Restaurant;70 Prince Street;New York
5198;Say Eng Look Restaurant Inc;5 E Broadway;New York
5199;Sazerac Hse;533 Hudson St;New York
5200;Sbarro;5 World Trade Ctr;New York
5201;Sbarro;701 7th Ave;New York
5202;Sbarro;451 Lexington Ave # 542;New York
5203;Sbarro;22 W 34th St;New York
5204;Sbarro;159 W 33rd St;New York
5205;Sbarro;1520 Broadway;New York
5206;Sbarro;1250 Avenue Of The Americas;New York
5207;Scaletta Ristorante;50 West 77th Street;New York
5208;Scaletta Ristorante Inc;50 W 77th St;New York
5209;Scalinatella Restaurant;201 E 61st St;New York
5210;Scarlato Cafe;89 South St # 17;New York
5211;Schlotzsky's Deli;1380 Avenue Of The Americas;New York
5212;Schupak Group Inc;730 5th Ave # 1901;New York
5213;Scotch Bonnet;32 West 31st Street;New York
5214;Scott's Food Court;28 W 48th St (bet 5th-6th Ave);New York
5215;Scotts Food;141 W 41st St;New York
5216;Scottys Diner;336 Lexington Ave;New York
5217;Scratch;150 Spring St;New York
5218;Scratcher;209 E 5th St;New York
5219;Screening Room;54 Varick St;New York
5220;Sea Gull Restaurant;140 Centre St;New York
5221;Seagrill Rockefeller Plaza;19 W 49th St;New York
5222;Seaport Marketplace;19 Fulton St # 201;New York
5223;Seasons Restaurant;1814 2nd Ave;New York
5224;Seaun Garden;W 34 2nd Flr;New York
5225;Seaworld Restaurant;26 E 17th St;New York
5226;Seaworld Seafood Restaurant;32 Lexington Ave;New York
5227;Second Avenue Kosher Deli Inc;156 2nd Ave # 1;New York
5228;Secret Harbor Bistro;303 Lexington Ave;New York
5229;Sedexho Usa Management Svc;500 5th Ave # 430;New York
5230;Seeda Thai;309 W 50th St;New York
5231;Sekku Restaurant;343 Lexington Ave;New York
5232;Sel et Poivre;853 Lexington Ave;New York
5233;Selena Restaurant Inc;252 W 38th St;New York
5234;Seng Wah Inc;222 Lafayette St # B;New York
5235;Senor Swanky's Speak Easy Lounge & Celebrity Hango;513 Columbus Ave.;New York
5236;Senor Swankys Inc;287 Columbus Ave;New York
5237;Seppis;123 West 56th Street;New York
5238;Sequoia Restaurant;89 Fulton St;New York
5239;Serendipity 3;225 E 60th St;New York
5240;Serrata Deli Corp;203 Audubon Ave;New York
5241;Seryna International Inc;11 E 53rd St;New York
5242;Session 73;1359 First avenue @ 73rd Street;New York
5243;Sesumi Japanese Restaurant Inc;1649 2nd Ave;New York
5244;Sette Mezzo;969 Lexington Ave;New York
5245;Seven Bar And Grill;350 Seventh Avenue;
5246;Seven's Mediterranean Grill;158 West 72nd Street;New York
5247;Seyna International Inc;68 E 56th St;New York
5248;Sfuzzi Restaurant;58 W 65th St;New York
5249;Sgs Donuts Inc;254 8th Ave;New York
5250;Shaan Of India;57 W 48th St;
5251;Shabazs Restaurant Corp;1998 2nd Ave;New York
5252;Shabu-shabu;314 E 70th St;New York
5253;Shades Of Green Pub & Restaurant;125 E 15th St;New York
5254;Shaffer City Oyster Bar;5 W 21st St;New York
5255;Shaheen Restaurant Inc;99 Lexington Ave;New York
5256;Shalel Lounge;65 West 70th Street;
5257;Shalel Lounge;Wine Cellar;
5258;Shaliga Thai Cuisine;834 2nd Ave;New York
5259;Shamrat Indian Restaurant;197 E 76th St;New York
5260;Shandon Star Restaurant;938 8th Ave;New York
5261;Shang Hai Cuisine;89 Bayard St # Ground;New York
5262;Shanghai Cafe;100 Mott St;New York
5263;Shanghai Cafe;Chinese;
5264;Shanghai Gourmet;57 Mott St;New York
5265;Shanghai Manor Restaurant;141 E 55th St;New York
5266;Shanghai Snack Bar;14 Elizabeth St # A;New York
5267;Shangri-la Restaurant;228 Fort Washington Ave # 1;New York
5268;Sharaku Japanese Restaurant;14 Stuyvesant St;New York
5269;Shark Bar;307 Amsterdam Ave;New York
5270;Sharz Cafe;177 E 90th St;New York
5271;Shelter Rupperts Group;2328 Broadway # 2;New York
5272;Shelton Grille;525 Lexington Avenue (Between 49th &;New York
5273;Shermans Bar B Q;Barbecue;
5274;Shermans Bar B Q;2509 7th Ave # 1;New York
5275;Shermans Bar B-q;1835 Amsterdam Ave;New York
5276;Shih Lee;311 E 45th St;New York
5277;Shikis Restaurant Inc;69 7th Ave S;New York
5278;Shinbashi An;80 Park Ave;New York
5279;Shinbashi Restaurant;280 Park Ave;New York
5280;Shine Bar & Lounge;285 W Broadway;New York
5281;Shing Lung Chinese Restaurant;424 E 14th St;New York
5282;Shining Star;377 Amsterdam Ave;New York
5283;Shinko Foods Inc;483 Columbus Ave;New York
5284;Shinko Foods Inc;1414 York Ave;New York
5285;Ship Of Fools;1590 2nd Ave;New York
5286;Shore Points Interprise Inc;867 9th Ave;New York
5287;Shortys Jamacian Kitchen;2003 7th Ave;New York
5288;Shun Cheong Chinese Kitchen;2 W 111th St;New York
5289;Shun Lee Cafe;43 W 65th St;New York
5290;Shun Lee Palace East;155 E 55th St;New York
5291;Shun Lee West Lincoln Ctr;43 W 65th St;New York
5292;Shutters Bar & Cafe Inc;433 W 34th St # 1;New York
5293;Siam City Thai Restaurant;1668 1st Ave;New York
5294;Siam Grill Restaurant;586 9th Ave;New York
5295;Siam Grill Restaurant;Thai;
5296;Siam Inn Cuisine Inc;854 8th Ave;New York
5297;Siam Inn Restaurant;916 8th Ave;New York
5298;Siam Square Restaurant;92 2nd Ave;New York
5299;Siberia Bar;1627 Broadway;New York
5300;Sichuan Palace;310 E 44th St;New York
5301;Sidebar;118 East 15th Street;
5302;Sidewalk Bar Restaurant;94 Avenue A;New York
5303;Sidney B Restaurant;202 9th Ave;New York
5304;Sido Kitchen;1608 3rd Ave;New York
5305;Sido On 34th Street;210 E 34th St;New York
5306;Sids One Stop Inc;36 W 47th St;New York
5307;Siegels Kosher Deli & Restaurant;1646 2nd Ave;New York
5308;Siew Garden Restaurant;538 2nd Ave # 1;New York
5309;Siew Garden Restaurant;2142 8th Ave;New York
5310;Silk Road Palace Inc;447 Amsterdam Ave # B;New York
5311;Silver Palace Chinese Restarnt;1430 Saint Nicholas Ave;New York
5312;Silver Spoon Restaurant;1317 1st Ave;New York
5313;Silver Spurs Restaurant;771 Broadway;New York
5314;Silver Spurs Restrnt;490 Laguardia Pl;New York
5315;Silver Star Restaurant Inc;1236 2nd Ave;New York
5316;Silver Swan;41 E 20th St;New York
5317;Silver Wing Foods Corp;341 5th Ave;New York
5318;Simla Indian Restaurant;304 E 78th St;New York
5319;Simone Espreso & Wine Bar;134 1st Ave;New York
5320;Simons Noodle Shop & Grill;1395 2nd Ave;New York
5321;Simply Caviar;350 Park Ave;New York
5322;Simply Pasta;120 W 41st St # 120;New York
5323;Sin Ma Restaurant;66 Bayard St # 1;New York
5324;Sing Dragon Restaurant;206 Audubon Ave;New York
5325;Sing Wah Kitchen;3575 Broadway;New York
5326;Singletons;525 Lenox Ave;New York
5327;Singluck Kitchen;3783 Broadway # A;New York
5328;Sirabellas Restaurant;72 E End Ave # 1;New York
5329;Sirtaj Indo Pak Cuisine Inc;36 W 26th St;New York
5330;Sisters Cuisine;1931 Madison Ave;New York
5331;Sitar Indian Cuisine Inc;58 W 56th St # 2;New York
5332;Six Happiness Chinese Restarnt;711 2nd Ave;New York
5333;Skretas Dimitrios;1932 3rd Ave;New York
5334;Sky Dive Restaurant;1 World Trade Ctr;New York
5335;Skylight Diner Inc;402 W 34th St;New York
5336;Skyline Restant Cafe;1055 Lexington Ave;New York
5337;Skyscraper Restaurant;22 W 33rd St;New York
5338;Slattery's Midtown Pub;8 E 36th St;New York
5339;Slaughtered Lamb Pub;182 W 4th St;New York
5340;Slurp;84 Stonton Street;New York
5341;Smith & Wollensky Steak House;201 E 49th St;New York
5342;Smiths Bar & Restaurant;701 8th Ave;New York
5343;Snowpea Cafe;772 9th Ave # 1;New York
5344;So Ho Kitchen;103 Greene St;New York
5345;Sobaya;229 E 9th St;New York
5346;Sockobolee Restaurant;2529 8th Ave;New York
5347;Socrates Restaurant;101 Hudson St;New York
5348;Sofia Fabulous Grill;29 E 61st St # 1;New York
5349;Sofias;221 W 46th St # 1;New York
5350;Soft Spot Food Inc;1384 Broadway;New York
5351;Sogo NY Japanese Cuisine & Bar;337B W Broadway;New York
5352;Soho Kitchen And Bar;103 Greene St;New York
5353;Soho Le Petite Cafe Inc;156 Spring St;New York
5354;Soho Made Soups;170 Varick St;New York
5355;Sol Y Sombra;462 Amsterdam Avenue;New York
5356;Solera Restaurant;216 E 53rd St # 1;New York
5357;Solex;470 W 23rd St;New York
5358;Som Pop Thai Food;183 W 10th St;New York
5359;Somalas Originals 3 Marias;2222 Amsterdam Ave;New York
5360;Sonar Goan Restaurant;328 E 6th St;New York
5361;Song Piano Corp;249 E 49th St;New York
5362;Song Vietnamese Cuisine Inc;107 Macdougal St;New York
5363;Sonia Rose Restaurant;132 Lexington Ave;New York
5364;Sophia On Bleecker;330 Bleecker St;New York
5365;Sophias;998 Amsterdam Ave;New York
5366;Sophies Restaurant;106 Greenwich St;New York
5367;Sopin Inc;60 W 39th St;New York
5368;Sos Restaurant;203 Spring St # 1;New York
5369;Sotto Cinque;1644 2nd Ave;New York
5370;Sotto Cinque Inc;417 3rd Ave # 1;New York
5371;Souen Restaurant;210 6th Ave;New York
5372;Souen Restaurant;28 E 13th St # 1;New York
5373;Soul Fixins;371 W 34th St;
5374;Soul Food Concepts Inc;630 9th Ave;New York
5375;Sounds Of Brazil;200 Varick St # 5;New York
5376;Soup Burg;1026 1st Ave;New York
5377;Soup Burg Inc;1150 Lexington Ave;New York
5378;Soup Nutsy;148 E 46th St;New York
5379;Soup Talk;52 Vanderbilt Ave;New York
5380;Souperdog;692 8th Ave;New York
5381;Souperman Inc;77 Pearl St;New York
5382;South St Diner;203 South St;New York
5383;Southside Cafe;252 W 47th St;New York
5384;Sovereign Management Corp;600 3rd Ave # 18;New York
5385;Spades Noodle Rice & More;557 3rd Ave # Main;New York
5386;Spaghetti Western;59 Reade St;New York
5387;Spain Restaurant;113 W 13th St;New York
5388;Spanish Taverna;203 W 38th St;New York
5389;Sparks Steak House;210 E 46th St;New York
5390;Spartina;355 Greenwich St;New York
5391;Speedy Deli;1271 Broadway # 1;New York
5392;Spice Cove;326 E. 6th Street;New York
5393;Spice Fusion;777 8th Avenue;New York
5394;Spice Thai Hot & Cool;1411 2nd Ave;
5395;Spicy Pot Express Caribbean & American R;2173 2nd Ave;New York
5396;Spirit Cruises;W 23rdst Piier 62 # 200;New York
5397;Spoonbread Two;366 W 110th St;New York
5398;Spoons Squared Inc;235 East 53rd Street;New York
5399;Spoons Squared Inc;235 E 53rd St;New York
5400;Spring Joy;172 8th Ave;New York
5401;Spring Street Natural Restaurant and Bar;Health;
5402;Spring Street Natural Restaurant and Bar;62 Spring Street;New York
5403;Spy Bar;101 Greene St;New York
5404;Square Diner Corp;33 Leonard St;New York
5405;Sripa Diner;205 Hudson St;New York
5406;St Carlos Bakery Inc;E 172 103;New York
5407;St Marks Pizza;23 3rd Ave;New York
5408;St. Maggies Cafe;120 Wall;New York
5409;Stage Deli & Restaurant Inc;834 7th Ave;New York
5410;Stage Store Deli;99 Maiden Ln;New York
5411;Standard;158 1st Ave;New York
5412;Standard Notions;161 Ludlow St # 1;New York
5413;Star Diner Restaurants Inc;839 7th Ave;New York
5414;Star Express;140 Fulton St;New York
5415;Star Fried Chicken Inc;1764 1st Ave;New York
5416;Stardust Chinese Restaurant;162 Lafayette St;New York
5417;Stargate Restaurant;1580 3rd Ave;New York
5418;Starks Veranda Restaurant;319 Broadway;New York
5419;Starlight Deli;212 West 44th Street;New York
5420;Starlight Restaurant & Deli;211 E 46thst Grround;New York
5421;Starlight Restaurant & Diner;211 E 46th St;New York
5422;Starlite Diner Cafe;Diner;
5423;Starlite Diner Cafe;1279 1st Ave # 1;New York
5424;Starrett Restaurant Inc;601 W 26th St # 1;New York
