level_0;level_1;ristorante;indirizzoOriginale;indirizzoGoogle;Score;0_restaurant;0_address;0_addressFix;1_restaurant;1_address;1_neighborhood;1_type;1_cost;1_addressFix
;312,000;;;;;;;;Danube;30 Hudson St;TriBeCa;Austrian;$$$$$;30 Hudson St
;313,000;;;;;;;;David Burke at Bloomingdales;1000 Third Avenue;American;$$$;;1000 3rd Ave, New York, NY 10022, USA
;315,000;;;;;;;;Dawat;210 E 58th St;Midtown East;Indian;$$$;210 E 58th St, New York, NY 10022, USA
;316,000;;;;;;;;DeGrezia;231 E 50th St;Midtown East;Italian;$$$;231 E 50th St, New York, NY 10022, USA
;317,000;;;;;;;;Degustation;239 E Fifth St;East Village;Spanish;$$$;239 E 5th St, New York, NY 10003, USA
;318,000;;;;;;;;Del Frisco's;1221 Sixth Ave;Midtown West;Steakhouse;$$$$;1221 6th Ave, New York, NY 10020, USA
;319,000;;;;;;;;Del Posto;85 10th Ave;Chelsea;Italian;$$$$$;US-NYC-8510, 85 10th Ave, New York, NY 10011, USA
;321,000;;;;;;;;Delta Grill;700 Ninth Ave;Midtown West;Creole-Cajun;$$;700 Ninth Ave
;322,000;;;;;;;;Demarchelier;50 E. 86th St.;;;;50 East 86th St, New York, NY 10028, USA
;323,000;;;;;;;;Dervish Turkish;146 West 47th Street;Midtown West;Middle Eastern;$$;146 W 47th St, New York, NY 10036, USA
;324,000;;;;;;;;Desnuda;122 E 7th St;East Village;Seafood;$$$;122 E 7th St, New York, NY 10009, USA
;325,000;;;;;;;;Devi;8 E 18th St;Flatiron;Indian;$$$$;8 E 18th St, New York, NY 10003, USA
;326,000;;;;;;;;Dim Sum Go Go;5 E Broadway;Chinatown;Chinese;$;5 E Broadway, New York, NY 10038, USA
;328,000;;;;;;;;Ditch Plains;29 Bedford St.;;;;29 Bedford St, New York, NY 10014, USA
;329,000;;;;;;;;Diva;341 W Broadway;SOHO;Italian;$$$;341 W Broadway, Boston, MA 02127, USA
;330,000;;;;;;;;Django;480 Lexington Avenue;Midtown East;French;$$$;480 Lexington Ave, New York, NY 10172, USA
;331,000;;;;;;;;Do Hwa;55 Carmine St;Greenwich Village;Korean;$$;55 Carmine St, New York, NY 10014, USA
;332,000;;;;;;;;Dok Suni;119 First Ave;East Village;Korean;$$;1st Avenue & E 119th St, New York, NY 10035, USA
;333,000;;;;;;;;Dolce Vita;181 Grand Street;;;;181 Grand St, New York, NY 10013, USA
;334,000;;;;;;;;Don Giovanni Ristorante;214 Tenth Avenue;Chelsea;Italian;$;214 Amsterdam Ave, New York, NY 10023, USA
;335,000;;;;;;;;Don Pedro's;1865 Second Ave;Upper East Side;Caribbean;$$;1865 2nd Ave, New York, NY 10029, USA
;337,000;;;;;;;;Dos Caminos;825 Third Ave.;Mexican;$$$;;825 3rd Ave, New York, NY 10022, USA
;338,000;;;;;;;;Dos Caminos Park;373 Park Ave South;Gramercy Park;Mexican;$$;373 Park Ave S, New York, NY 10154, USA
;339,000;;;;;;;;Dos Caminos Soho;475 West Broadway;SOHO;Mexican;$$$;475 W Broadway, New York, NY 10012, USA
;340,000;;;;;;;;Doyers Vietnamese;11-13 Doyers St;Chinatown;Asian;$;11 Doyers St #13, New York, NY 10013, USA
;341,000;;;;;;;;Duane Park Cafe;157 Duane St;TriBeCa;American;$$$;157 Duane St, New York, NY 10013, USA
;342,000;;;;;;;;Duke's;99 E. 19th St.;Barbecue;$$$;;99 E 19th St, New York, NY 10003, USA
;344,000;;;;;;;;E.A.T.;1064 Madison Avenue;Upper East Side;American;$$;1064 Madison Ave, New York, NY 10028, USA
;345,000;;;;;;;;East Of Eighth;254 West 23rd St;;;;254 W 23rd St, New York, NY 10011, USA
;346,000;;;;;;;;Eatery;798 9th Ave;Midtown West;American;$;798 9th Ave, New York, NY 10019, USA
;347,000;;;;;;;;Eight Mile Creek;240 Mulberry St;Little Italy;Australian;$$;240 Mulberry St, New York, NY 10012, USA
;348,000;;;;;;;;El Charro Espanol;4 Charles St;Greenwich Village;Spanish;$$$;4 Charles St #3004, New York, NY 10014, United States
;349,000;;;;;;;;El Faro;823 Greenwich St;West Village;Spanish;$$;823 Greenwich St, New York, NY 10014, USA
;350,000;;;;;;;;El Malecon;4141 Broadway;Harlem;Caribbean;$;4141 Broadway, New York, NY 10033, USA
;351,000;;;;;;;;El Parador Cafe;325 E 34th St;Murray Hill;Mexican;$$;325 E 34th St, New York, NY 10016, USA
;352,000;;;;;;;;El Pote;718 2nd Ave;Murray Hill;Spanish;$$;718 2nd Ave, New York, NY 10016, USA
;353,000;;;;;;;;El Quijote;226 W 23rd St;Chelsea;Spanish;$$;226 W 23rd St
;355,000;;;;;;;;Elaine's Restaurant;1703 Second Ave;Upper East Side;American;$$$;1703 2nd Ave, New York, NY 10128, USA
;356,000;;;;;;;;Elephant;The, 58 E First St;East Village;French;$$;The, 58 E First St
;357,000;;;;;;;;Eleven Madison Park;11 Madison Ave;Gramercy Park;American;$$$$$;11 Madison Ave, New York, NY 10010, United States
;358,000;;;;;;;;Elmo;156 Seventh Ave;Chelsea;American;$$;156 7th Ave, New York, NY 10011, USA
;359,000;;;;;;;;Emack & Bolio's;389 Amsterdam Ave;Upper West Side;American;$;389 Amsterdam Ave, New York, NY 10024, USA
;360,000;;;;;;;;Employees Only;510 Hudson St;West Village;European;$$$;510 Hudson St, Redwood City, CA 94062, USA
;362,000;;;;;;;;Epicerie;170 Orchard St;East Village;French;$$;170 Orchard St, New York, NY 10002, USA
;363,000;;;;;;;;Epices Inc;103 W 70th St;Upper West Side;Mediterranean;$$;103 W 70th St, New York, NY 10023, USA
;364,000;;;;;;;;Erminia;250 E 83rd St;Upper East Side;Italian;$$$;250 E 83rd St, New York, NY 10028, USA
;366,000;;;;;;;;Esperanto;145 Ave C;East Village;Nuevo Latino;$$;145 Loisaida Ave, New York, NY 10009, USA
;367,000;;;;;;;;Espn Zone;1472 Broadway;Midtown West;American;$;1472 Broadway, New York, NY 10036, USA
;368,000;;;;;;;;Essex;120 Essex St;Lower East Side;American;$;120 Essex St, New York, NY 10002, USA
;369,000;;;;;;;;Estancia 460;460 Greenwich St;Midtown West;Argentinean;$$;460 Greenwich St, New York, NY 10013, USA
;370,000;;;;;;;;Estiatorio Milos;125 West 55th Street;Midtown West;Greek;$$$$;125 West 55th Street
;371,000;;;;;;;;Etats-Unis;242 E 81st St;Upper East Side;American;$$$;242 E 81st St
;372,000;;;;;;;;Etcetera Etcetera;352 W 44th St;Theater;Italian;$;352 W 44th St, New York, NY 10036, USA
;373,000;;;;;;;;Ethiopian Restaurant;The, 1582 York Ave;Upper East Side;African;$;1582 York Ave, New York, NY 10028, USA
;374,000;;;;;;;;Eva's Health Food;11 W. 8th Street;;;;11 W 8th St, New York, NY 10011, USA
;376,000;;;;;;;;F.illi Ponte;39 Desbrosses St.;Italian;$$$$;;39 Desbrosses St, New York, NY 10013, USA
;377,000;;;;;;;;FR.OG;71 Spring Street;SOHO;French;$$$;71 Spring St, New York, NY 10012, USA
;378,000;;;;;;;;Falai;68 Clinton St;Lower East Side;Italian;$$$;68 Clinton St, New York, NY 10002, USA
;379,000;;;;;;;;Fat Hippo;71 Clinto St.;;;;71 Clinton St, New York, NY 10002, USA
;382,000;;;;;;;;Felix;340 W Broadway;SOHO;French;$$;340 W Broadway, New York, NY 10013, USA
;383,000;;;;;;;;Fiamma Osteria;206 Spring Street;SOHO;Italian;$$$;206 Spring St, New York, NY 10012, USA
;384,000;;;;;;;;Fig & Olive Kitchen & Tasting Bar;808 Lexington Ave;Upper East Side;Mediterranean;$$;808 Lexington Ave, New York, NY 10065, USA
;385,000;;;;;;;;Fig and Olive Downton;420 W. 13th Street;Meatpacking District;Mediterranean;$$$;420 W 13th St, New York, NY 10014, USA
;387,000;;;;;;;;Fish;280 Bleecker St;Greenwich Village;Seafood;$$;280 Bleecker St, New York, NY 10014, USA
;388,000;;;;;;;;Five Points;31 Great Jones Street;NoLita;American;$$$;31 Great Jones St, New York, NY 10012, USA
;389,000;;;;;;;;Flea Market Cafe;131 Ave A;East Village;French;$;131 Avenue A, New York, NY 10009, USA
;391,000;;;;;;;;Flor De Mayo;484 Amsterdam Ave;Upper West Side;Chinese;$;484 Amsterdam Ave, New York, NY 10024, USA
;392,000;;;;;;;;Florent;69 Gansevoort St;Meatpacking District;American;$;69 Gansevoort St, New York, NY 10014, USA
;393,000;;;;;;;;Forge;134 Reade St;TriBeCa;American;$$$$;134 Reade St, New York, NY 10013, USA
;394,000;;;;;;;;Franchia Teahouse & Restaurant;12 Park Ave;Murray Hill;Korean;$$;12 Park Ave, New York, NY 10016, USA
;395,000;;;;;;;;Francisco's Centro Vasco;159 W 23rd St;;;;159 W 23rd St, New York, NY 10011, USA
;396,000;;;;;;;;Frank Restaurant;88 Second Ave;East Village;Italian;$;88 2nd Ave, New York, NY 10003, USA
;397,000;;;;;;;;Frank's;410 W 16th St;Chelsea;Italian;$$$;410 W 16th St, New York, NY 10011, USA
;399,000;;;;;;;;Frankie & Johnnie's Steakhouse;269 West 45th Street;Midtown West;Steakhouse;$$$;269 W 45th St, New York, NY 10036, USA
;400,000;;;;;;;;Fred's Restaurant;476 Amsterdam Ave;;;;476 Amsterdam Ave, New York, NY 10024, USA
;401,000;;;;;;;;Frederick's;8 West 58th Street;Midtown West;Asian;$$$;8 West 58th Street
;403,000;;;;;;;;Freeman;Freeman Alley;Lower East Side;American;$$;Freeman Alley, New York, NY 10002, USA
;404,000;;;;;;;;French Roast;2340 Broadway;Upper West Side;Breakfast;$;2340 Broadway, New York, NY 10024, USA
;406,000;;;;;;;;Fresh;105 Reade St;TriBeCa;Seafood;$$$;105 Reade St, New York, NY 10013, USA
;407,000;;;;;;;;Friend Of a Farmer;77 Irving Pl;Gramercy Park;American;$;77 Irving Pl, New York, NY 10003, USA
;408,000;;;;;;;;Funky Diner;466 Columbus Ave.;Upper West Side;American;$;466 Columbus Ave, New York, NY 10024, USA
;409,000;;;;;;;;Gabriel's Bar & Restaurant;11 W 60th St;Upper West Side;Italian;$$$;11 W 60th St, New York, NY 10023, USA
;411,000;;;;;;;;Gallaghers;228 W 52nd St;Midtown West;Steakhouse;$$$$;228 W 52nd St, New York, NY 10019, USA
;412,000;;;;;;;;Gammeeok Restaurant;43 W 32nd St;Midtown West;Korean;$;43 W 32nd St, New York, NY 10001, USA
;413,000;;;;;;;;Garage Restaurant and Cafe;99 7th Avenue;Chelsea;American;$$$;99 7th Avenue
;415,000;;;;;;;;Gascogne;158 8th Avenue;Chelsea;French;$$$;158 8th Ave, New York, NY 10011, USA
;416,000;;;;;;;;Gaucho Steak Co.;752 10th Ave.;Argentinean;$$;;752 10th Ave, New York, NY 10019, USA
;417,000;;;;;;;;Gavroche;212 W 14th St;West Village;French;$$$;212 W 14th St, New York, NY 10011, USA
;418,000;;;;;;;;Geisha;33 E 61st St;Upper East Side;Japanese;$$$$;33 E 61st St, New York, NY 10065, USA
;419,000;;;;;;;;Gennaro;665 Amsterdam Ave;Upper West Side;Italian;$$;665 Amsterdam Ave, New York, NY 10025, USA
;420,000;;;;;;;;Ghenet Restaurant;284 Mulberry St;NoLita;African;$;284 Mulberry St, New York, NY 10012, USA
;421,000;;;;;;;;Ginger;1400 Fifth Ave;Upper East Side;Chinese;$;1400 5th Ave, New York, NY 10026, USA
;422,000;;;;;;;;Giorgione 508;508 Greenwich St;SOHO;Continental;$$$;508 Greenwich St, New York, NY 10013, USA
;423,000;;;;;;;;Gobo;1426 Third Ave.;Vegetarian;$$;;1426 3rd Ave, New York, NY 10028, USA
;424,000;;;;;;;;Golden Unicorn;18 E Broadway;;;;18 E Broadway, New York, NY 10002, USA
;425,000;;;;;;;;Gonzalez Y Gonzalez;625 Broadway;SOHO;Mexican;$$$;625 Broadway
;426,000;;;;;;;;Good;89 Greenwich St;West Village;American;$$;89 Greenwich St, New York, NY 10006, USA
;427,000;;;;;;;;Good Enough To Eat;483 West Amsterdam Avenue;Upper West Side;American;$;483 Amsterdam Ave, New York, NY 10024, USA
;428,000;;;;;;;;Goodies;1 E Broadway;Chinatown;Chinese;$;1 E Broadway
;429,000;;;;;;;;Gordon Ramsay;The London NYC;Midtown West;French;$$$$$;151 W 54th St, New York, NY 10019, United States
;430,000;;;;;;;;Gotham Bar & Grill;12 E 12th St;Greenwich Village;American;$$$$;12 E 12th St
;431,000;;;;;;;;Grace's Trattoria Cafe & Grill;201 E 71st St;Upper East Side;Italian;$$$;201 E 71st St, New York, NY 10021, USA
;433,000;;;;;;;;Grand Central Oyster Bar/Saloon;89 E 42nd Street, Grand Central Terminal (Lower L;Midtown West;Seafood;$$;89 E 42nd St, New York, NY 10017, United States
;435,000;;;;;;;;Gray's Papaya;2090 Broadway;Upper West Side;American;$;2090 Broadway, San Francisco, CA 94115, USA
;436,000;;;;;;;;Great Jones Cafe;54 Great Jones St;NoLita;Southern;$;54 Great Jones St, New York, NY 10012, USA
;437,000;;;;;;;;Great N.Y. Noodle Town;28 Bowery;Chinatown;Chinese;$;28 Bowery, New York, NY 10013, USA
;438,000;;;;;;;;Greenwich Grill;428 Greenwich St;TriBeCa;Californian;$$$;428 Greenwich St, New York, NY 10013, USA
;439,000;;;;;;;;Grey Dog's Coffee Ltd;33 Carmine St;Greenwich Village;American;$;33 Carmine St, New York, NY 10014, USA
;440,000;;;;;;;;Grifone Restaurant;244 E 46th St;Midtown East;Italian;$$$;244 E 46th St, New York, NY 10017, USA
;441,000;;;;;;;;Grotto Azzurra;177 Mulberry St;Little Italy;Italian;$$$;177 Mulberry St, New York, NY 10013, USA
;442,000;;;;;;;;Gus's Place;192 Bleecker Street;Greenwich Village;Greek;$;192 Bleecker St, New York, NY 10012, USA
;444,000;;;;;;;;Gyu-Kaku Japanese;34 Cooper Square;East Village;Japanese;$$;34 Cooper Sq, New York, NY 10003, USA
;445,000;;;;;;;;HQ;90 Thompson St;;;;90 Thompson St, New York, NY 10012, USA
;446,000;;;;;;;;Hallo Berlin;626 10th Ave.;German;$;;626 10th Ave, New York, NY 10036, USA
;447,000;;;;;;;;Hangawi;12 E 32nd Street;Murray Hill;Korean;$$$;12 E 32nd St, New York, NY 10016, USA
;448,000;;;;;;;;Haru;433 Amsterdam Ave;Upper West Side;Japanese;$$;433 Amsterdam Ave, New York, NY 10024, USA
;449,000;;;;;;;;Haru Japanese;205 West 43rd St;Midtown West;Japanese;$$;205 W 43rd St, New York, NY 10036, USA
;450,000;;;;;;;;Haru-Park Ave.;280 Park Ave;Flatiron;Sushi;$$;280 Park Ave, New York, NY 10020, USA
;451,000;;;;;;;;Hasaki;210 E Ninth St;East Village;Sushi;$$;210 E 9th St SW, Rome, GA 30161, USA
;452,000;;;;;;;;Hatsuhana;237 Park Ave;Midtown East;Sushi;$$$$;237 Park Ave, New York, NY 10017, USA
;455,000;;;;;;;;Havana Central - Union Square;22 E 17th St;Union Square;Cuban;$$;22 E 17th St, New York, NY 10003, USA
;456,000;;;;;;;;Haveli;100 Second Ave;East Village;Indian;$$;100 2nd Ave, New York, NY 10003, USA
;457,000;;;;;;;;Hea;145 E. 13th St.;East Village;Pan-Asian;$$$;145 E 13th St, North Vancouver, BC V7L 2L3, Canada
;458,000;;;;;;;;Hearth;403 E 12th St;East Village;American;$$$$;403 E 12th St, New York, NY 10009, USA
;459,000;;;;;;;;Heartland Brewery;1285 Sixth Ave;Midtown West;American;$$;1285 6th Ave, New York, NY 10019, USA
;460,000;;;;;;;;Hedeh;57 Great Jones St;NoLita;Sushi;$$$;57 Great Jones St, New York, NY 10012, USA
;461,000;;;;;;;;Heidelberg;1648 2nd Ave;Upper East Side;German;$$;1648 2nd Ave, New York, NY 10028, USA
;462,000;;;;;;;;Hell's Kitchen;679 Ninth Ave;Midtown West;Mexican;$$$;679 9th Ave, New York, NY 10036, USA
;463,000;;;;;;;;Highline;835 Washington St;Meatpacking District;Asian;$$;835 Washington St, New York, NY 10014, USA
;465,000;;;;;;;;Hispaniola;839 W 181st St;Harlem;Asian;$$;839 W 181st St, New York, NY 10033, USA
;466,000;;;;;;;;Holy Basil;149 Second Ave;East Village;Asian;$;149 2nd Ave, New York, NY 10003, USA
;467,000;;;;;;;;Home;20 Cornelia St;Greenwich Village;American;$$;20 Cornelia St, New York, NY 10014, USA
;468,000;;;;;;;;Houston's;378 Park Ave. S.;American;$$;;378 Park Ave S, New York, NY 10010, USA
;469,000;;;;;;;;Houston's Restaurant;153 E 53rd St;Midtown East;American;$$;153 E 53rd St, New York, NY 10022, USA
;470,000;;;;;;;;Hsf;46 Bowery;Chinatown;Chinese;$;46 Bowery, New York, NY 10013, USA
;471,000;;;;;;;;Hudson Cafeteria;356 West 58th Street;Midtown West;American;$$$;356 W 58th St, New York, NY 10019, USA
;473,000;;;;;;;;Hummus Place;109 St. Marks Pl.;;;;109 St Marks Pl, New York, NY 10009, USA
;474,000;;;;;;;;Hunan Park Restaurant;235 Columbus Ave;;;;235 Columbus Ave, New York, NY 10023, USA
;475,000;;;;;;;;I Coppi;432 E Ninth St;East Village;Italian;$$$;432 E 9th St, New York, NY 10009, USA
;476,000;;;;;;;;I Sodi;105 Christopher St;Greenwich Village;Italian;$$$;105 Christopher St, New York, NY 10014, USA
;477,000;;;;;;;;I Tre Merli;463 W Broadway;SOHO;Italian;$$$;463 W Broadway, New York, NY 10012, USA
;479,000;;;;;;;;Icon;130 E 39th Street;Midtown East;American;$$$;130 E 39th St, New York, NY 10016, USA
;480,000;;;;;;;;Ideya;349 W Broadway;SOHO;Caribbean;$$;349 W Broadway, New York, NY 10013, USA
;482,000;;;;;;;;Il Bagatto;192 E Second St;East Village;Italian;$$;192 E 2nd St, New York, NY 10009, USA
;483,000;;;;;;;;Il Bastardo;191 Seventh Ave;Chelsea;Steakhouse;$$$;191 7th Ave, New York, NY 10011, USA
;484,000;;;;;;;;Il Brigante;214 Front St.;Financial District;Italian;$$;214 Front St, New York, NY 10038, USA
;485,000;;;;;;;;Il Buco;47 Bond St;NoLita;Italian;$$$;47 Bond St, New York, NY 10012, USA
;487,000;;;;;;;;Il Cortile;125 Mulberry St;Little Italy;Italian;$$$;125 Mulberry St, New York, NY 10013, USA
;488,000;;;;;;;;Il Gattopardo;33 W 54th St;Midtown West;Italian;$$$;33 W 54th St
;489,000;;;;;;;;Il Giglio;81 Warren St;TriBeCa;Italian;$$$$;81 Warren St, Brooklyn, NY 11201, USA
;490,000;;;;;;;;Il Mulino;86 W 3rd St;Greenwich Village;Italian;$$$$;86 W 3rd St, New York, NY 10012, USA
;494,000;;;;;;;;Indus Valley;2636 Broadway;Upper West Side;Indian;$$;2636 SW Broadway St, Albany, OR 97321, USA
;495,000;;;;;;;;Industria Argentina;329 Greenwich St.;Argentinean;$$$;;329 Greenwich St, New York, NY 10013, USA
;496,000;;;;;;;;Inn LW12;7 Ninth Avenue;Meatpacking District;British;$$$;7 Ninth Ave, Coorparoo QLD 4151, Australia
;497,000;;;;;;;;Insieme;777 Seventh Avenue;Midtown West;Italian;$$$$;777 6th Ave, New York, NY 10001, USA
;498,000;;;;;;;;Ippudo;65 4th Ave;East Village;Japanese;$$$;65 4th Ave, New York, NY 10003, USA
;499,000;;;;;;;;Isabella's;359 Columbus Ave;Upper West Side;American;$$;359 Columbus Ave, New York, NY 10024, USA
;500,000;;;;;;;;Island Burgers & Shakes;766 9th Ave;Midtown West;American;$;766 9th Ave, New York, NY 10019, USA
;501,000;;;;;;;;It's A Dominican Thing;144 W 19th St;Chelsea;Caribbean;$;144 W 19th St, New York, NY 10011, USA
;502,000;;;;;;;;Ithaka;308 E 86th St;Upper East Side;Greek;$$$;308 East 86th St, New York, NY 10028, USA
;503,000;;;;;;;;Ivo & Lulu;558 Broome St;SOHO;Caribbean;$;558 Broome St, New York, NY 10013, USA
;504,000;;;;;;;;Jack's Luxury Oyster Bar;246 E Fifth St;East Village;Continental;$$$$;246 E Fifth St
;505,000;;;;;;;;Jacks Bar and Restaurant;147West 40th Street;Theater;American;$$$;W 40th St, New York, NY 10018, USA
;506,000;;;;;;;;Jackson Hole;232 E 64th St;;;;232 E 64th St, New York, NY 10065, USA
;507,000;;;;;;;;Jacques-Imo's;366 Columbus Ave;Upper West Side;Creole-Cajun;$$;366 Columbus Ave, New York, NY 10024, USA
;508,000;;;;;;;;Jaipur's;1007 2nd Avenue;Midtown East;Indian;$;1007 2nd Ave, New York, NY 10022, USA
;509,000;;;;;;;;Jane;100 W Houston St;Greenwich Village;American;$$$;100 W Houston St
;510,000;;;;;;;;Japonica;100 University Pl;Greenwich Village;Sushi;$$$;100 University Pl, New York, NY 10003, USA
;511,000;;;;;;;;Jarnac;328 W 12th St;West Village;French;$$$;328 W 12th St, New York, NY 10014, USA
;513,000;;;;;;;;Jekyll & Hyde Club;1409 Ave Of The Americas;Greenwich Village;American;$$;1409 6th Ave, New York, NY 10019, USA
;514,000;;;;;;;;Jerry's;101 Prince St;SOHO;American;$$;101 Prince St, Boston, MA 02113, USA
;516,000;;;;;;;;Jezebel;630 Ninth Ave;Midtown West;Southern;$$$;630 9th Ave, New York, NY 10036, USA
;518,000;;;;;;;;Joe's Pizza;7 Carmine St;Greenwich Village;Pizza;$;7 Carmine St, New York, NY 10014, USA
;519,000;;;;;;;;Joe's Shanghai Restaurant;St Pell St Fl 1;Midtown West;Chinese;$;Pell St, New York, NY, USA
;520,000;;;;;;;;John's Of 12th Street;302 E 12th St;East Village;Italian;$$;302 E 12th St, New York, NY 10003, USA
;521,000;;;;;;;;John's Pizzeria;408 E 64th St;Upper East Side;Pizza;$;408 E 64th St, New York, NY 10065, USA
;522,000;;;;;;;;Johnny Utah's;25 W. 51st St.;;;;25 W 51st St, New York, NY 10104, USA
;523,000;;;;;;;;Joseph's Restaurant;St Hanover Sq;Wall Street;Italian;$$$;St Hanover Sq
;524,000;;;;;;;;Josie's;300 Amsterdam Avenue;Upper West Side;International;$$;300 Amsterdam Ave, New York, NY 10023, USA
;525,000;;;;;;;;Jules;65 St Marks Pl;East Village;French;$$;65 St Marks Pl, New York, NY 10003, USA
;526,000;;;;;;;;Kabab Factory;101 Lexington Avenue;Murray Hill;Indian;$$;101 Lexington Ave, New York, NY 10016, USA
;527,000;;;;;;;;Kai;822 Madison Ave;Upper East Side;Japanese;$$$$;822 Madison Ave
;528,000;;;;;;;;Kaijou;21 South End Street;Financial District;Japanese;$$;21 South End Ave, New York, NY 10280, USA
;529,000;;;;;;;;Kampuchea;78 Rivington St.;Cambodian;;;78 Rivington St, New York, NY 10002, USA
;530,000;;;;;;;;Kang Such Restaurant;1250 Broadway;Midtown West;Korean;$$;1250 Broadway, New York, NY 10001, USA
;531,000;;;;;;;;Kanoyama;175 Second Ave;East Village;Sushi;$$;175 Second Ave
;532,000;;;;;;;;Katz's Delicatessen;205 East Houston Street;Lower East Side;Deli;$;205 E Houston St, New York, NY 10002, USA
;534,000;;;;;;;;Kefi;222 W. 79th St.;Upper West Side;Greek;$$$;222 W 79th St, New York, NY 10024, USA
;536,000;;;;;;;;Kelley & Ping;127 Greene St;SOHO;Asian;$;127 Greene St, New York, NY 10012, USA
;537,000;;;;;;;;Kin Khao;171 Spring Street;SOHO;Asian;$$;171 Spring St, New York, NY 10012, USA
;538,000;;;;;;;;Kings' Carriage House;251 E 82nd St;Upper East Side;Continental;$$$;251 E 82nd St, New York, NY 10028, USA
;539,000;;;;;;;;Kinoko Japanese Restaurant;165 W 72nd Street;Japanese;$$;;165 W 72nd St, New York, NY 10023, USA
;540,000;;;;;;;;Kittichai;60 Thompson St;SOHO;Thai;$$$$;60 Thompson St, New York, NY 10012, USA
;541,000;;;;;;;;Klee Brasserie;200 9th Avenue;Chelsea;American;$$$;200 9th Ave, New York, NY 10011, USA
;542,000;;;;;;;;Klong;7 St Marks Pl;East Village;Asian;$;7 St Marks Pl, New York, NY 10003, USA
;543,000;;;;;;;;Knickerbocker Bar & Grill;33 University Pl;Greenwich Village;American;$$$;33 University Pl Blvd, Jersey City, NJ 07305, USA
;544,000;;;;;;;;Koi;40 W 40th St;Midtown West;Asian;$$$$;W 40th St, New York, NY 10018, USA
;545,000;;;;;;;;Kori;253 Church St;TriBeCa;Korean;$$;253 Church St, New York, NY 10013, USA
;546,000;;;;;;;;Kum Gang San;49 W 32nd St;Midtown West;Korean;$$;49 W 32nd St, New York, NY 10001, USA
;547,000;;;;;;;;Kuma Inn;113 Ludlow St;Lower East Side;Southeast Asian;$$;113 Ludlow St, New York, NY 10002, USA
;548,000;;;;;;;;Kuruma Zushi;7 E 47th St, 2nd Fl;Midtown East;Sushi;$$$$$;7 E 47th St 2nd Fl, New York, NY 10017, USA
;549,000;;;;;;;;Kwik Meal;Food Cart;Theater;Middle Eastern;$;Food Cart
;550,000;;;;;;;;Kyma;300 W 46th St;Midtown West;Greek;$$$;300 W 46th St, New York, NY 10036, USA
;551,000;;;;;;;;Kyo Ya;94 E 7th St;East Village;Japanese;$$$$;94 E 7th St, New York, NY 10009, USA
