restaurant;address;country;neighborhood;type;phone
House Of Seafood;2349 8th Ave Corner 126th St;New York;;;
Houstons Restaurant;53 East 53rd Street;New York;;;
Howard Johnson Restaurants;1551 Broadway;New York;;;
Hsf Restaurant;46 Bowery;New York;;;
Hsin Yu Restaurant;862 2nd Ave;New York;;;
Hudson Bar And Books;636 Hudson St;New York;;;
Hudson Caterers Cafe;145 Hudson St # 1;New York;;;
Hudson Corner Cafe;570 Hudson St;New York;;;
Hudson River Club;250 Vesey St;New York;;;
Hudson Variety;350 Hudson St;New York;;;
Hudson View Restaurant;3362 Broadway;New York;;;
Hudsons Place;538 3rd Ave;New York;;;
Hudsons Square Food Court;333 Hudson St;New York;;;
Hughes Bar & Restaurant;1682 1st Ave;New York;;;
Hunan 5th;323 5th Ave;New York;;;
Hunan Balcony;2596 Broadway;New York;;;
Hunan Balcony Gourment;1417 2nd Ave # 1;New York;;;
Hunan Chef;360 W 46th St;New York;;;
Hunan City Chinese Restaurant;343 2nd Ave;New York;;;
Hunan Delight;1469 York Ave;New York;;;
Hunan Delight Ii;1074 2nd Ave # 1;New York;;;
Hunan East;308 3rd Ave # 1;New York;;;
Hunan Garden Restaurant;1 Mott St;New York;;;
Hunan Inn Inc;857 9th Ave;New York;;;
Hunan K Restaurant;1612 3rd Ave;New York;;;
Hunan Lake Restaurant;399 E 23rd St # 1;New York;;;
Hunan Pan Restaurant;550 Hudson St;New York;;;
Hunan Park Ii;721 Columbus Ave;New York;;;
Hunan Park Restaurant;235 Columbus Ave;New York;;;
Hunan Wok Jimmys House;340 3rd Ave;New York;;;
Hung Cuong Seafood Inc;17 Catherine St # B;New York;;;
Hung Hing Coffee Shop;246 Grand St;New York;;;
Hung Sun Noodle Shop Inc;115 Mott St;New York;;;
Hunters;1387 3rd Ave;New York;;;
Hurricane Bobs Eatery;160 Front St;New York;;;
Hurricane Island;1303 3rd Ave;New York;;;
Hyo Dong Gak Inc;51 W 35th St;New York;;;
Hyo Tan Nippon Restaurant;119 E 59th St;New York;;;
I Copi;432 East 9th Street;New York;;;
I Love N Y Pizza;900 Saint Nicholas Avenue;New York;;;
I Pataca;57 W 10th St;New York;;;
I TRE Merli Bistro;183 West 10th Street;New York;;;
I Trulli;122 E 27th St;New York;;;
ISK Manhattan McDonalds;220 West 42nd Street;New York;;;
Iammo Bello;39 E 60th St;New York;;;
Ichi Ro Sushi Japenese Rest;1694 2nd Ave;New York;;;
Ici Restaurant;19 E 69th St;New York;;;
Ida Mae Kitchen N Lounge;111 W 38th Street At Broadway;New York;;;
Idaho Eights;240 E 27th St # 27c;New York;;;
Ikeno Hana;1016 Lexington Ave;New York;;;
Il Brunello Ristorante;56 W 56th St;New York;;;
Il Buco;47 Bond St;New York;;;
Il Campanello Restorante;136 W 31st St;New York;;;
Il Cantinori Restaurant Inc;32 E 10th St;New York;;;
Il Cortile Restaurant;125 Mulberry St;New York;;;
Il Duomo Restaurant;200 W End Ave;New York;;;
Il Faro Italian Seafood Rstrnt;45 W 39th St # 1;New York;;;
Il Gatto & La Volpe;1154 1st Ave;New York;;;
Il Matone;413 Greenwich St;;;;
Il Menestrello;14 E 52nd St;New York;;;
Il Monello Restaurant;1460 2nd Ave;New York;;;
Il Nido Restaurant;251 E 53rd St;New York;;;
Il Palazzo Ristorante Italiano;151 Mulberry St;New York;;;
Il Pellicano;401 E 62nd St;New York;;;
Il Tinello Ristorante;16 W 56th St;New York;;;
Il Toscanaccio Restaurant;7 E 59th St;New York;;;
Il Vagabondo Restaurant;351 E 62nd St;New York;;;
Il Valentino Inc;330 E 56th St;New York;;;
Il Violino;180 Columbus Ave;New York;;;
Il-Eok-Jo Restaurant Inc;102 Macdougal St;New York;;;
Il-corallo Restaurant;172 Prince St # 6;New York;;;
Il-postino Inc;337 E 49th St;New York;;;
Imperial Dragon Restaurant;45 W 55th St;New York;;;
Imperial Hunan Restaurant;352 3rd Ave;New York;;;
Imperial Pizza I;517 3rd Ave;New York;;;
In Padella;145 2nd Ave;New York;;;
Inagiku Japanese Restaurant at the Waldo;111 East 49th Street;New York;;;
Inca Grill;492 Broome St;New York;;;
Independent Restaurant;179 W Broadway;New York;;;
India Garden Restaurant;624 Amsterdam Ave;New York;;;
India Grill;240 E 81st St;New York;;;
India Pavilion Restaurant S;33 W 13th St;New York;;;
India Valley;901 Avenue Of The Americas;New York;;;
India Village;182 2nd Ave;New York;;;
Indian Restaurant;338 9th Ave;New York;;;
Indian Taj;181 Bleecker St;New York;;;
Indian Tampura;564 Amsterdam Ave;New York;;;
Indian Tandoor Oven Restaurant;175 East 83rd Street;New York;;;
Indigo Restaurant;142 W 10th St;New York;;;
Indo Munch;182 Lexington Avenue;New York;;;
Indochine Restaurant;430 Lafayette St # 1;New York;;;
Inside Track;991 2nd Ave;New York;;;
Inter-continental Hotels;111 E 48th St;New York;;;
Intermezzo;202 8th Ave;New York;;;
International Cafe;5 W 63rd St;New York;;;
International Food House;240 West 35th Street;New York;;;
International Food House Inc;217 Dyckman St;New York;;;
International Food House Restaurant & Buffet;240 West 35th Street;New York;;;
International House of NY;500 Riverside Drive;New York;;;
International Poultry Co;1133 Madison Ave;New York;;;
International Poultry Co Inc;983 1st Ave;New York;;;
Ipanema Restaurant;13 W 46th St;New York;;;
Ipoh Garden Malaysian Chinese;13 Eldridge St # 1;New York;;;
Ireland Inn;71 W 23rd St;New York;;;
Iridium Banquet Office;1600 Broadway # 500;New York;;;
Iridium Jazz Club;44 W 63rd St;New York;;;
Irish Eyes;5008 Broadway;New York;;;
Irish Punt The;40 Exchange Pl;New York;;;
Iroha Japanese Restaurant;152 W 49th St;New York;;;
Isabellas Restaurant;359 Columbus Ave;New York;;;
Isadoras Cafe;16 E 52ndst Frrnt;;;;
Ise Japanese Restaurant;58 W 56th St # 1;New York;;;
Ise Restaurant Inc;151 E 49th St;New York;;;
Isk Manhattan Inc;1271 Avenue Of The Americas;New York;;;
Island;1305 Madison Ave;New York;;;
Island Grill;2 Lafayette St;New York;;;
Island Sun Restaurant & Bakery;547 Malcolm X Blvd;New York;;;
Isle Of Capri Inc;1028 3rd Ave;New York;;;
Iso Restaurant;175 2nd Ave;New York;;;
Isohama Japanese Restaurant;1666 3rd Ave;New York;;;
Isola Restaurant;485 Columbus Ave;New York;;;
Istanbul Turkish Cuisine;413 Amsterdam Ave;New York;;;
It's A Dominican Thing;144 West 19th Street;New York;;;
Italia CIAO Pizzeria Ristorante Corporat;153 Chambers Street;New York;;;
Italianissimo Ristorante;307 East 84th Street;New York;;;
Italy On The Hudson;305 W 10th St;New York;;;
Ithaka Restaurant;48 Barrow St # 1014;New York;;;
Its A Wrap;2012 Broadway # 1;New York;;;
Ivoire Restaurant;76 E 119th St # 1;New York;;;
Ivy Bistro;385 Greenwich St;New York;;;
J & C Deli Restaurant;315 W 39th St;New York;;;
J & J Coffee Shop;442 E 14th St # 1;New York;;;
J & W Fish & Chips;101 Lenox Ave;New York;;;
J D French Grill Inc;200 Church St # 1;New York;;;
J D Restaurant;206 E 52nd St;New York;;;
J D Rushs Restauant & Bar;32 Cliff St # 1;New York;;;
J G Melon Restaurant;1291 3rd Ave;New York;;;
J L Segull Chinese Restaurant;133 Ludlow St;New York;;;
J P Loflands New York Grill;15 John St;New York;;;
J R Cafe;250 E 58th St;New York;;;
J R Restaurant;264 W 46th St;New York;;;
J Ts American Italian Grill;American;;;;
J Ws Steakhouse;1535 Broadway;New York;;;
Jab Foods Inc;250 W 34th St # C;New York;;;
Jabrell Il Food Market;764 Columbus Ave;New York;;;
Jack Dempsey Restaurant;61 2nd Ave;New York;;;
Jack The Ripper;228 W 4th St;New York;;;
Jack's Restaurant And Bar;147 W40th Street;;;;
Jacks Restaurant & Bar;Family/Casual;;;;
Jackson Hole Burgers;232 E 64th St;;;;
Jacques Cafe;200 E 85th St;New York;;;
Jad Food Svc Inc;115 E 57th St # 410;New York;;;
Jade House;4028 Broadway;New York;;;
Jade Kitchen;534 E 14th St;New York;;;
Jade Mountain Restaurant;197 2nd Ave;New York;;;
Jai Ya Thai Restaurant;396 3rd Ave;New York;;;
Jamaican Hot Pot Restrnt;2260 7th Ave;New York;;;
Jamesons Bar Restrnt;975 2nd Ave;New York;;;
Jams Restaurant & Deli;Jamaican;;;;
Jane's;736 Broadway;New York;;;
Japanese Restaurant;56 3rd Ave;New York;;;
Japas;11 Saint Marks Pl;New York;;;
Japonica Restaurant;100 University Pl;New York;;;
Jasmine;1619 2nd Avenue;New York;;;
Jat Restaurant;1333 Broadway;New York;;;
Java Shop;1611 Broadway;New York;;;
Jaya Malaysian Restaurant;90 Baxter St;New York;;;
Jazz Standard;116 E 27th St;New York;;;
Jct Coffee Shop Inc;5009 Broadway # 1;New York;;;
Jean Claude Restaurant;137 Sullivan St;New York;;;
Jean Georges Restaurant;1 Central Park W;New York;;;
Jean Lafitte Restaurant;68 W 58th St;New York;;;
Jennifers Restaurant;117 W 58th St;New York;;;
Jeremys Ale House Also Inc;254 Front St;New York;;;
Jerrys Restaurant;101 Prince St;New York;;;
Jerusalem Pita Inc;212 E 45th St;New York;;;
Jewel Of India Restaurant;15 W 44th St;New York;;;
Jewelers Restaurant;27 W 47th St;New York;;;
Jezebel;630 9th Ave;New York;;;
Jim Bradys Restaurant;75 Maiden Ln;New York;;;
Jimbos Coffee Shop;1345 Amsterdam Ave;New York;;;
Jimbos Hamburger Place;991 1st Ave;New York;;;
Jimmy Oro Restaurant;711 W 181st St # 1;New York;;;
Jimmy Sung Restaurant;219 East 44th;New York;;;
Jimmy Walkers Restaurant;245 E 55th St;New York;;;
Jimmys Bronx Cafe;2207 7th Ave;New York;;;
Jimmys Coffee Shop;1151 Madison Ave;New York;;;
Jimmys Food Restaurant;1544 Madison Ave # 1043;New York;;;
Jin Lian Foo Chow Restaurant Inc;68 E Broadway;New York;;;
Jing Fong Restaurant;20 Elizabeth St;New York;;;
Jing Hua;580 Amsterdam Ave;New York;;;
Jo Jo Restaurant;160 E 64th St;New York;;;
Jo-an Japanese Restaurant;2707 Broadway # 1;New York;;;
Joanies Restaurant;126 E 28th St;New York;;;
Joannas Restaurant;30 E 92nd St;New York;;;
Joe Allen Restaurant;326 W 46th St;New York;;;
Joe Eureka;168 5th Ave # 1;New York;;;
Joe Jr. Restaurant;482 Avenue Of The Americas;New York;;;
Joe Ls Restaurant;200 Bennett Ave # 3h;New York;;;
Joe O's;136 West 33rd Street;New York;;;
Joes Again;230 W 4th St;New York;;;
Joes Jr Restaurant;167 3rd Ave;New York;;;
Joes Pizza Francisca Salce;1121 Saint Nicholas Ave;New York;;;
Joes Shanghai Restaurant;9 Pell St # 1;New York;;;
Joeys Paesano;205 W 43rd St;New York;;;
John & Jack;2130 2nd Ave;New York;;;
John Barry's;38 West 39th St;New York;;;
John Street Bar & Grill;17 John St;New York;;;
Johnneys Fish Grill Inc;250 Vesey St;New York;;;
Johnnies Italian Restaurant;135 W 45th St;New York;;;
Johnny Rocket;University And 8th Avenue;New York;;;
Johns Fried Chicken;512 W 207th St;New York;;;
Johns Gyro & Souvlaki;370 W 58th St;New York;;;
Johns Pizzeria;48 W 65th St;New York;;;
Johns Restaurant;823 2nd Ave;New York;;;
Johnys;124 W 25th St;New York;;;
Jolly King Inc;44 Bowery;New York;;;
Jonathans Restaurant;42 W 58th St;New York;;;
Jones Diner;371 Lafayette St;New York;;;
Jonesie Coffee Shop;400 Manhattan Ave;New York;;;
Josephine Restaurant;1900 Broadway # 1;New York;;;
Josephs;50 W 72nd St;New York;;;
Josephs Restaurant;3 Hanover Sq;New York;;;
Joshua Tree;366 W. 46th Street;New York;;;
Joshua Tree Inc;513 3rd Ave;New York;;;
Jou Jou Inc;603 W 168th St;New York;;;
Joy Curry & Tandoor;Indian;;;;
Joy Garden;103 Avenue A;New York;;;
Joy Sung Restaurant Inc;40 Rivington St;New York;;;
Joy of India;127 East 28th Street;New York;;;
Joys Gourmet;887 8th Ave;New York;;;
Juan Y Anna Basement;3891 Broadway;New York;;;
Jubilee Inc;347 E 54th St;New York;;;
Judson Grill;152 W 52nd St;New York;;;
Judys;1 Christopher St # 8h;New York;;;
Juice & Joe;357 Avenue Of The Americas;New York;;;
Jules Restaurant;65 Saint Marks Pl;New York;;;
Jun Yung Restaurant;598 8th Ave;New York;;;
Justin's Restaurant;31 W 21st;New York;;;
K & K Restaurant;192 1st Ave;New York;;;
K P N Y Cafe;557 Hudson Street;New York;;;
K S Kitchen Inc;153 Amsterdam Ave # 1;New York;;;
KANG SUH Restaurant;1250 Broadway;New York;;;
KENNEDY FRIED CHICKEN;2409 SECOND AVENUE STORE;New York;;;
KFC;3205 Broadway;New York;;;
Kabuki Restaurant;1315 1st Ave;New York;;;
Kabul Cafe;265 W 54th St;New York;;;
Kai Yue Coffee Shop Corp;26 Eldridge St;New York;;;
Kaiking Restaurant;117 E 60th St;New York;;;
Kalesmeno Corp;893 9th Ave;New York;;;
Kam Chueh Restaurant Inc;40 Bowery # 1;New York;;;
Kam Hing Coffee Shop;119 Baxter St;New York;;;
Kam Hong Garden;485 9th Ave;New York;;;
Kam Lai Chinese Restaurant;708 Amsterdam Ave;New York;;;
Kam Luang Restaurant;1557 Lexington Ave;New York;;;
Kam Wah Chinese Kitchen;301 E 116th St;New York;;;
Kam-wei Kitchen;617 9th Ave # 1;New York;;;
Kameda;University Place;New York;;;
Kamnin Kitchen;9 Nagle Ave;New York;;;
Kan Pai Yakitori Sushi;1482 2nd Ave;New York;;;
Kana Restaurant;324 Spring St;New York;;;
Kang Kee Restaurant;124 Hester St;New York;;;
Kang Tai Food Corp;15 W 45th St;New York;;;
Kaoru Restaurant;310 E 46th St;New York;;;
Kaplans At The Delmonico;59 E 59th St;New York;;;
Kar Restautant;45 Nassau St Bsmt;New York;;;
Karahi Indian Cuisine;508 Broome Street;New York;;;
Karani Bar & Grill;591 1st Avenue;New York;;;
Karavas Place;108 7th Ave S;New York;;;
Kary Restaurant Inc;864 Avenue Of The Americas;New York;;;
Kashmir 9;478 9th Ave;New York;;;
Kashmir Restaurant;601 8th Ave;New York;;;
Kastro Bar Lounge;237 E 5th St;New York;;;
Katch & Restaurant Bar;339 E 75th St;New York;;;
Kate Kearneys Inc;251 E 50th St # 53;New York;;;
Kate's Joint;Vegetarian;;;;
Katra;217 Bowery;New York;;;
Katsuhama;11 E 47th St;New York;;;
Katy Gallaghers Inc;1267 1st Ave;New York;;;
Katzs Delicatessen Inc;Deli/Sandwich/Subs;;;;
Kava Lounge;605 Hudson St;New York;;;
Kawa Inc;18 Maiden Ln;New York;;;
Keats Restaurant;842 2nd Ave;New York;;;
Kebab House;399 Grand Street;New York;;;
Kee-wah-yen;50 W 56th St;New York;;;
Keenans Bar & Grill;4878 Broadway;New York;;;
Keens Steak House;72 W 36th St;New York;;;
Keewah Annex;48 W 56th St;New York;;;
Kellari Taverna;19 West 44th Street;New York;;;
Kellari's Parea;36th East 20th Street;New York;;;
Kennedy Chicken;220 Varick St;New York;;;
Kennedy Fried Chicken;158 Nagle Ave;New York;;;
Kennedy Fried Chicken Inc;912 Columbus Ave;New York;;;
Kennedys;327 W 57th St;New York;;;
Kenny Cafe;345 Hudson St;New York;;;
Kensu Inc;732 7th Ave;New York;;;
Kentucky Fried Chicken;50 Broad Street;New York;;;
Kettle Restaurant;130 W 3rd St;New York;;;
Key West Diner & Cafe;2532 Broadway;New York;;;
Kfc;103 Broadway;New York;;;
Khondoker Luncheonette;58 Kenmare St # 1;New York;;;
Khyber Kabob House Inc;207 10th Ave;New York;;;
Kiev Restaurant Ltd;117 2nd Ave;New York;;;
Kiiroihana Restaurant;23 W 56th St;New York;;;
Kikyoya Restaurant;234 5th Ave;New York;;;
Killarney Rose;80 Beaver St;New York;;;
Kim Long Kitchen;217 Avenue A;New York;;;
Kim Restaurant;657 Lenox Ave;New York;;;
Kim Tont Restaurant;1722 Amsterdam Ave;New York;;;
Kin Khao Restaurant;171 Spring St;New York;;;
Kin Yip Restaurant Inc;11 E 31st St;New York;;;
King David Restaurant;1239 1st Ave;New York;;;
King Deli;221 W 38th St;New York;;;
King Dragon Two Inc;107 Dyckman St;New York;;;
King Express Rest;40 W 8th St # 42;New York;;;
King Foo Chinese Food;2030 2nd Ave;New York;;;
King Food Restaurant Inc;422 Amsterdam Ave;New York;;;
King Garden;1 W 137th St;New York;;;
King Garden Restaurant;231 8th Ave;New York;;;
King Hwa Chinese Food;1272 Amsterdam Ave;New York;;;
King Wok;222 Varick St;New York;;;
King Wok Kitchen;1967 7th Ave;New York;;;
Kings Carriage House Rstrnt;251 E 82nd St;New York;;;
Kings Deli;221 W 38th St # 2;New York;;;
Kings Delight;45 E 34th St;New York;;;
Kings Wok Chinese Restaurant;1744 1st Ave;New York;;;
Kinsale Restaurant;1672 3rd Ave;New York;;;
Kiosk;1007 Lexington Ave;New York;;;
Kiran Continental Indian Cuisine;94 Chambers Street;;;;
Kiran Indian Cuisine;401 W 53rd Street;;;;
Kishi Japanese Restaurant;137 E 45th St;New York;;;
Kismat Indian Restaurant;603 Fort Washington Ave;New York;;;
Kismoth;326 E 6th St;New York;;;
Kitaro Japanese Restaurant Inc;1164 1st Ave;New York;;;
Kitchen Club Inc;30 Prince St # 1;New York;;;
Kitchen Provance;68 W 45th St;New York;;;
Km Wah Chinese Restaurant;301 E 116th St;New York;;;
Knickerbocker Bar & Grill;33 University Pl;New York;;;
Knicks Diner;1732 2nd Ave;New York;;;
Knot Just Pretzels;1 Penn Plz;New York;;;
Kob Ma Thai;9 Doyers St;New York;;;
Kobe Inc;208 3rd Ave;New York;;;
Kobma;611 Hudson St;New York;;;
Kodama Japanese Restaurant;301 W 45th St;New York;;;
Kohinoor Indian Cuisine;342 E 6th St;New York;;;
Kokachin Restaurant;21 E 52nd St;New York;;;
Kokura Japanese Restaurant;19 S William St;New York;;;
Kong Kee Food;240 Grand St;New York;;;
Korean Town Club Enterprises;400 2nd Ave;New York;;;
Kosher Delight;1365 Broadway;New York;;;
Kosher Delight Inc;1156 Ave Of Americas Ground;New York;;;
Kosher Tea Room;Kosher;;;;
Kostas & Angelo Coffee Shop;44 E 32nd St;New York;;;
Koyote Kates;307 W 47th St;New York;;;
Kraft Restaurant;460 W 42nd St;New York;;;
Krik Krak;845 Amsterdam Ave;New York;;;
Krour Thai Restaurant;362 8th Ave;New York;;;
Kum Gang Inc;49 W 32nd St;New York;;;
Kun Paw Thai Cuisine;39 Greenwich Ave;New York;;;
Kura Sushi Japanese Restaurant;67 1st Ave;New York;;;
Kuruma-zushi;7 E 47th St # 2;New York;;;
Kwoks Food King;56 Market St;New York;;;
Kwong Ming Restaurant;1764 1st Ave;New York;;;
Kwong Pek Garden;71 Sullivan St;New York;;;
Kwong Yiu Chu No 1 Chin Restaurant;265 1st Ave;New York;;;
L A Cafe;200 5th Ave;New York;;;
L C Harden Restaurant;43 Canal St;New York;;;
L Cena Corp;12 E 22nd St;New York;;;
L Express;French Bistro;;;;
L'Espresso;590 Madison Ave;New York;;;
LA Cocina On Third Avenue Inc;158 East 30th Street;New York;;;
LA Hacienda;219 East 116th Street;New York;;;
La Barca Restaurant;3892 Broadway;New York;;;
La Bella China Restaurant Inc;2816 Broadway;New York;;;
La Belle Epoque;827 Broadway # 2;New York;;;
La Bellezza Pizza;1331 2nd Ave;New York;;;
La Boheme Restaurant;24 Minetta Ln;New York;;;
La Borsa Di Roma Restaurant;215 Pearl St;New York;;;
La Boulangere French Bakery;49 E 21st St;New York;;;
La Cabana Fried Chicken;1302 Saint Nicholas Ave;New York;;;
La Cabana Restaurant;331 W 38th St;New York;;;
La Cabana Salvadorena Restaurant;187 Broadway;New York;;;
La Caboa Restaurant Ii Inc;3180 Broadway;New York;;;
La Cafe;17 W 45thst Frrnt;New York;;;
La Cafe Creme Madison Ltd;165 Madison Ave;New York;;;
La Caridad #2 Restaurant;2092 Amsterdam Ave;New York;;;
La Caridad Restrnt;2184 Amsterdam Ave;New York;;;
La Casalinga;120 1st Ave;New York;;;
La Ceiba Restaurant;173 Avenue A;New York;;;
La Chandelle Cafe;2231 Broadway;New York;;;
La Chinita Linda Restaurant;166 8th Ave;New York;;;
La Cigale Restaurant;231 Mott St # 1;New York;;;
La Cocina;762 8th Ave;New York;;;
La Cocina Mexican Cuisine;2608 Broadway;New York;;;
La Cocina Mexicana;217 W 85th St;New York;;;
La Cote Basque;60 W 55th St;New York;;;
La Crepe De Bretagne;46 W 56th St;New York;;;
La Destinguida Cueva;304 W 38th St;New York;;;
La Dinastia Ii;4059 Broadway;New York;;;
La Dinastia Restaurant;145 W 72nd St;New York;;;
La Dolce Vita;195 Spring St;New York;;;
La Dolce Vita Ristorante;54 W 13th St;New York;;;
La Embajada;953 Amsterdam Ave;New York;;;
La Famille Inc;2017 5th Ave;New York;;;
La Famille Restaurant & Jazz Club;485 Central Park W # 6g;New York;;;
La Flor De Broadway;3401 Broadway;New York;;;
La Focaccia;51 Bank St;New York;;;
La Foccaceria;128 1st Ave # 1;New York;;;
La Giara;501 3rd Ave;New York;;;
La Goulue Restaurant Inc;746 Madison Ave # 1;New York;;;
La Granita;1470 2nd Ave # 1;New York;;;
La Grenouille Restaurant;3 E 52nd St;New York;;;
La Grolla Risoranti;413 Amsterdam Ave;New York;;;
La Isla Restaurant;1883 3rd Ave;New York;;;
La Linea;15 1st Ave;New York;;;
La Luncheonette-jean Francois;130 10th Ave;New York;;;
La Maganette Restaurant;825 3rd Ave;New York;;;
La Maison Dindochine;156 E 64th St;New York;;;
La Mangeoite Restaurant;1008 2nd Ave;New York;;;
La Margarita Restaurant;184 Thompson St;New York;;;
La Mediterranee Restaurant Corp;947 2nd Ave;New York;;;
La Mela Ristorante;167 Mulberry St;New York;;;
La Mensa Pizzeria & Restaurant;460 W 34th St;New York;;;
La Metairie;189 W 10th St;New York;;;
La Mezquita Restaurant;4448 Broadway;New York;;;
La Mia Pizza;268 W 23rd St;New York;;;
La Mia Pizza Restaurant;44 E 8th St;New York;;;
La Mirabelle Restaurant;102 W 86th St;New York;;;
La Mola Inc D B A Cambio;108 John St;New York;;;
La Nueva Rampa Inc;149 W 14th St;New York;;;
La Nueva Victoria Restaurant;2536 Broadway;New York;;;
La Paella East;214 E 9th St;New York;;;
La Paloma Burritos;359 W 45th St # 1;New York;;;
La Perla Cafe;16 E 58;New York;;;
La Petit Cafe Ltd;96 Orchard St # 1;New York;;;
La Petite Auberge Inc;116 Lexington Ave;New York;;;
La Piccola Fontaina Restaurant;511 Lexington Ave;New York;;;
La Plaza;416 Audubon Ave;New York;;;
La Preciosa;163 E 116th St;New York;;;
La Primavera;234 W 48th St # 1;New York;;;
La Reserve;4 W 49th St;New York;;;
La Ribolita;260 Park Ave S;New York;;;
La Ripaille;605 Hudson St;New York;;;
