restaurant;addressGoogle;neighborhood;country;country_code;type;cost;phone;source
Margot Restaurant;3822 Broadway;;New York;NY;;;;"MenuPages; ActiveDiner"
Mariachi;235 E 53rd St;;New York;NY;;;;MenuPages
Mariella Pizza;965 Lexington Ave;Flatiron/U. Sq.;New York;NY;;;;"MenuPages; NYTimes"
Mariella Pizza;960 8th Ave;Flatiron/U. Sq.;New York;NY;;;;"MenuPages; ActiveDiner; NYTimes"
Mariella Pizza;151 E 60th St;Flatiron/U. Sq.;New York;NY;;;;"MenuPages; NYTimes"
Mariella Pizza;180 3rd Ave;Flatiron/U. Sq.;New York;NY;;;;"MenuPages; NYTimes"
Mario's Trattoria;493 9th Ave;Midtown West;New York;NY;Italian;;(212-239-3394);"MenuPages; TimeOut"
Marisco Centro;1490 St Nicholas Ave;;New York;NY;;;;MenuPages
Market Cafe & Brick Oven Pizza;425 Lexington Ave;;New York;NY;;;;MenuPages
Market Place Cafe;394 6th Ave;;New York;NY;;;;MenuPages
Markt676;6th Ave;;New York;NY;;;;MenuPages
Maroons (CLOSED);244 W 16th St;;New York;NY;;;;"MenuPages; TimeOut; SavoryCities; NYTimes"
Marrakesh;235 E 53rd St;;New York;NY;;;;MenuPages
Mars;Broadway;;New York;NY;;;;MenuPages
Mars 2112;Paramount Plaza;;New York;NY;;;;MenuPages
Martine's;400 E 82nd St;;New York;NY;;;;MenuPages
Maru;11 W 32nd St;;New York;NY;;;;MenuPages
Maru Maru;609 2nd Ave;;New York;NY;;;;MenuPages
Maru11 W;W 32nd St;;New York;NY;;;;MenuPages
Maruzzella Ristorante;1483 1st Avenue;Upper East Side;New York;NY;;;;"MenuPages; NYMag"
Mary Ann's;107 W Broadway;;New York;NY;;;;MenuPages
Mary Ann's;86 2nd Ave;;New York;NY;;;;"MenuPages; ActiveDiner"
Mas;45 Downing St;;New York;NY;;;;MenuPages
Mas (farmhouse);39 Downing St;West Village;New York;NY;American;$$$$;;"MenuPages; NYMag; FoodBuzz; SavoryCities"
Masa's;89 E 42nd St;;New York;NY;;;;MenuPages
Masa'sGrand Central Terminal;W 42nd St;;New York;NY;;;;MenuPages
Masa'sGrand Central Terminal;At;;New York;NY;;;;MenuPages
Masamoto;88 W 3rd St;;New York;NY;;;;MenuPages
Mason Dixon;133 Essex St;;New York;NY;;;;MenuPages
Massawa;1239 Amsterdam Ave;;New York;NY;;;;MenuPages
Massawa12;39 Amsterdam Ave;;New York;NY;;;;MenuPages
Master Yap;155 E 52nd St;;New York;NY;;;;MenuPages
Match;29 E 65th St;Upper East Side;New York;NY;;;;"MenuPages; SavoryCities"
Matilda;647 E 11th St;East Village;New York;NY;Eclectic;;(212-777-3355);"MenuPages; NYMag; TimeOut; SavoryCities"
Matilda64;7 E 11th St;East Village;New York;NY;Eclectic;;(212-777-3355);"MenuPages; NYMag; TimeOut; SavoryCities"
Matsu;411 E 70th St;;New York;NY;;;;MenuPages
Matsu;483 Columbus Ave;;New York;NY;;;;MenuPages
Matsu Sushi;937 1st Avenue;;New York;NY;;;;MenuPages
Matsu Sushi (fka Sounkyo);937 1st Avenue;;New York;NY;;;;MenuPages
Matsu411 E;W 70th St;;New York;NY;;;;MenuPages
Matsuri;369 W 16th St;;New York;NY;;;;MenuPages
Matsuri36;9 W 16th St;;New York;NY;;;;MenuPages
Matsuya Sushi;1467 York Ave;TriBeCa/SoHo;New York;NY;;;;"MenuPages; NYTimes"
Matt's Grill;932 8th Ave;Midtown West;New York;NY;;;;"MenuPages; ActiveDiner; NYTimes"
Max Caffe;1262 Amsterdam Ave;Morningside Hts;New York;NY;;;;"MenuPages; NYMag"
Max Soha;1262 Amsterdam Ave;;New York;NY;;;;MenuPages
MaxDelivery;51 White St;;New York;NY;;;;MenuPages
Maxie's Bar & Grill;233 Park Ave S;;New York;NY;;;;MenuPages
Maxie's Delicatessen;723 7th Ave;;New York;NY;;;;MenuPages
Maya's Lounge & Indian Restaurant;14 E 33rd St;;New York;NY;;;;MenuPages
Maya1191;1st Avenue;;New York;NY;;;;MenuPages
Maze151 W;W 54th St;;New York;NY;;;;MenuPages
McAleer's Pub;425 Amsterdam Ave;;New York;NY;;;;MenuPages
McAnn's on First;948 1st Avenue;;New York;NY;;;;MenuPages
McCormack's Pub;365 3rd Ave;;New York;NY;;;;MenuPages
McFadden's;800 2nd Ave;;New York;NY;;;;MenuPages
McGarry's;417 9th Ave;;New York;NY;;;;MenuPages
McGee's;240 W 55th St;;New York;NY;;;;MenuPages
McGee's24;0 W 55th St;;New York;NY;;;;MenuPages
McKenna's Pub;250 W 14th St;;New York;NY;;;;MenuPages
McKeown's;1303 3rd Ave;;New York;NY;;;;MenuPages
McNulty's Tea & Coffee Company;109 Christopher St;;New York;NY;;;;"MenuPages; DiningGuide"
McQuaids Public House;589 11th Ave;;New York;NY;;;;MenuPages
MeKong;18 King St;;New York;NY;;;;MenuPages
Meade's;22 Peck Slip;Financial/Battery Pk;New York;NY;Seafood;;(212-791-1818);"MenuPages; NYMag; TimeOut"
Medina;2333 1st Avenue;;New York;NY;;;;MenuPages
Medina233;3 1st Avenue;;New York;NY;;;;MenuPages
Mee Noodle Shop & Grill;922 2nd Ave;;New York;NY;;;;MenuPages
Mee Sun Cafe;26 Pell St;;New York;NY;;;;MenuPages
Mega Deli Food Center;266 W 135th St;;New York;NY;;;;MenuPages
Megu Midtown;845 United Nations Plaza;Midtown East;New York;NY;Japanese;$$$$$;(212-964-7777);"MenuPages; OpenTable; NYMag; FoodBuzz; TimeOut; SavoryCities"
Mei Li Wah;64 Bayard St;;New York;NY;;;;MenuPages
Mei Zhong Wei;57 Pitt St;;New York;NY;;;;MenuPages
Melba's30;W 114th St;;New York;NY;;;;MenuPages
Men Kui Tei;60 W 56th St;;New York;NY;;;;MenuPages
Men Kui Tei;63 Cooper Sq;;New York;NY;;;;MenuPages
Mendy's;115 E 57th St;Murray Hill/Kips Bay;New York;NY;;;;"MenuPages; NYMag"
Mendy's;109 E 42nd St;Murray Hill/Kips Bay;New York;NY;;;;"MenuPages; NYMag"
Mendy's;61 E 34th St;Murray Hill/Kips Bay;New York;NY;;;;"MenuPages; NYMag"
Mendy's;30 Rockefeller Plaza;Murray Hill/Kips Bay;New York;NY;;;;"MenuPages; NYMag"
Mendy's10;9 E 42nd St;Murray Hill/Kips Bay;New York;NY;;;;"MenuPages; NYMag"
Mendy's11;5 E 57th St;Murray Hill/Kips Bay;New York;NY;;;;"MenuPages; NYMag"
Mendy's61 E;W 34th St;Murray Hill/Kips Bay;New York;NY;;;;"MenuPages; NYMag"
Mercadito Cantina;172 Avenue B;;New York;NY;;;;MenuPages
Mercado's;1759 Lexington Ave;;New York;NY;;;;MenuPages
Mercantile Grill;126 Pearl St;;New York;NY;;;;"MenuPages; ActiveDiner"
Merchants NY;112 7th Ave;Upper East Side;New York;NY;;;;"MenuPages; OpenTable; ActiveDiner; NYTimes"
Merchants NY;1125 1st Avenue;Upper East Side;New York;NY;;;;"MenuPages; OpenTable; ActiveDiner; NYTimes"
Merchants NY Cafe;50 West Street;Upper E. Side;New York;NY;;;;"MenuPages; NYTimes"
Mercury Bar;659 9th Ave;;New York;NY;;;;"MenuPages; ActiveDiner"
Mercury Bar;493 3rd Ave;;New York;NY;;;;"MenuPages; ActiveDiner"
Meridiana;2756 Broadway;Upper W. Side;New York;NY;;;;"MenuPages; NYTimes"
Merkato;Gansevoort St;;New York;NY;;;;MenuPages
Merrion Square;1840 2nd Ave;;New York;NY;;;;MenuPages
Meskel199 E;E 3rd St;;New York;NY;;;;MenuPages
Metisse23;9 W 105th St;;New York;NY;;;;MenuPages
MetrazurGrand Central Terminal;1 At 42nd St & Park Ave;;New York;NY;;;;MenuPages
Metro;E 53rd St;Midtown East;New York;NY;;;;"MenuPages; NYTimes"
Metro 533;7 E 53rd St;Midtown East;New York;NY;;;;"MenuPages; NYTimes"
Metro Deli & Cafe;141 W 41st St;;New York;NY;;;;MenuPages
Metro Diner;2641 Broadway;;New York;NY;;;;"MenuPages; ActiveDiner"
Metro Grill;45 W 35th St;Midtown West;New York;NY;;;;"MenuPages; NYMag; NYTimes"
Metro Market;W 45th St;;New York;NY;;;;MenuPages
Metro's;2131 Amsterdam Ave;;New York;NY;;;;MenuPages
Metro's21;31 Amsterdam Ave;;New York;NY;;;;MenuPages
Mezza Luna;98 8th Ave;;New York;NY;;;;MenuPages
Mezzaluna;146 W Houston St;;New York;NY;;;;MenuPages
Mi Abuelita;2270 2nd Ave;;New York;NY;;;;MenuPages
Mi Palenque;154 E 112th St;;New York;NY;;;;MenuPages
Mi Pueblito;1722 Amsterdam Ave;;New York;NY;;;;MenuPages
Mi Tierra;3569 Broadway;;New York;NY;;;;MenuPages
Michael's;24 W 55th St;Midtown West;New York;NY;Californian / American;$$$$;(212-767-0555);"MenuPages; OpenTable; DiningGuide; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Michelle;215 E 116th St;;New York;NY;;;;MenuPages
Mickey Mantle's;42 Central Park S;Midtown East;New York;NY;American;$$$;;"MenuPages; DiningGuide; FoodBuzz; NYTimes"
Midtown Restaurant;155 E 55th St;;New York;NY;;;;MenuPages
Midtown Restaurant;566 7th Ave;;New York;NY;;;;MenuPages
Mikaku Sushi;85 Kenmare St;;New York;NY;;;;MenuPages
Mike Deli;321 W 42nd St;;New York;NY;;;;MenuPages
Mike Due;338 3rd Ave;;New York;NY;;;;MenuPages
Mike's Bagels;4003 Broadway;;New York;NY;;;;MenuPages
Mike's Bistro;228 W 72nd St;Upper West Side;New York;NY;Kosher;;(212-799-3911);"MenuPages; TimeOut"
Mike's Pizza;415 2nd Ave;Flatiron/U. Sq.;New York;NY;;;;"MenuPages; NYTimes"
Mike's Pizzeria & Italian Kitchen;654 Amsterdam Ave;;New York;NY;;;;MenuPages
Milanes Restaurant;168 W 25th St;;New York;NY;;;;MenuPages
Milano Gourmet;14 E 34th St;;New York;NY;;;;MenuPages
Milano Market;2892 Broadway;;New York;NY;;;;MenuPages
Milano's;2255 2nd Ave;;New York;NY;;;;MenuPages
Milant;158 E 39th St;;New York;NY;;;;MenuPages
Milant158 E;W 39th St;;New York;NY;;;;MenuPages
Miles to Philly;94 3rd Ave;;New York;NY;;;;MenuPages
Miles to Philly;300 E 52nd St;;New York;NY;;;;MenuPages
Mill;2895 Broadway;;New York;NY;;;;MenuPages
Million Gourmet Deli;77 Pearl St;;New York;NY;;;;MenuPages
Milon;93 1st Avenue;;New York;NY;;;;MenuPages
Mimi's Pizza Kitchen;1248 Lexington Ave;;New York;NY;;;;MenuPages
Mimi's Restaurant;984 2nd Ave;Midtown West;New York;NY;;;;"MenuPages; ActiveDiner; NYTimes"
Min Jiang Restaurant;95 E Broadway;;New York;NY;;;;MenuPages
Minar138 W;W 46th St;;New York;NY;;;;MenuPages
Minar5 W;E 31st St;;New York;NY;;;;MenuPages
Minca536 E;5th Ave;;New York;NY;;;;MenuPages
Ming's;413 9th Ave;Upper W. Side;New York;NY;;;;"MenuPages; NYTimes"
Ming's Delight;594 3rd Ave;Murray Hill;New York;NY;;;;"MenuPages; NYTimes"
Ming's413;9th Ave;;New York;NY;;;;MenuPages
Mini Especial;2145 Adam Clayton Powell Jr Blvd;;New York;NY;;;;MenuPages
Mini Munchies Pizzeria;85 Pitt St;;New York;NY;;;;MenuPages
Mini Thai Cafe;105 Avenue A;E. Village;New York;NY;;;;"MenuPages; ActiveDiner; NYTimes"
Mint150 E;W 50th St;;New York;NY;;;;MenuPages
Miracle Bar & Grill;415 Bleecker St;West Village;New York;NY;Southwestern / nan;$$;;"MenuPages; FoodBuzz; ActiveDiner; TimeOut; SavoryCities; NYTimes"
Miracle Bar & Grill (CLOSED);415 Bleecker St;West Village;New York;NY;Southwestern / American Regional / nan;$$;(212-254-2353);"MenuPages; FoodBuzz; ActiveDiner; TimeOut; NYTimes"
Miro Cafe;474 Broadway;;New York;NY;;;;MenuPages
Miro Cafe;594 Broadway;;New York;NY;;;;MenuPages
Mishima16;4 Lexington Ave;;New York;NY;;;;MenuPages
Miso;561 2nd Ave;;New York;NY;;;;MenuPages
Miso (CLOSED);561 2nd Ave;;New York;NY;;;;MenuPages
Miss Maude's Spoonbread Too;547 Lenox Ave;;New York;NY;;;;"MenuPages; ActiveDiner"
Mitali;334 E 6th St;;New York;NY;;;;MenuPages
Mitali334 E;E 6th St;;New York;NY;;;;MenuPages
Mitchel London Foods;22A E 65th St;;New York;NY;;;;MenuPages
Mitchel London Pizza;456 9th Ave;;New York;NY;;;;MenuPages
Mixx Lounge;84 7th Ave S;;New York;NY;;;;MenuPages
Miyabi Sushi;121 W 3rd St;;New York;NY;;;;MenuPages
Miyagi220 W;E 13th St;;New York;NY;;;;MenuPages
Miyako;549 2nd Ave;;New York;NY;;;;MenuPages
Miyako Sushi;642 Amsterdam Ave;;New York;NY;;;;MenuPages
Miyako549;2nd Ave;;New York;NY;;;;MenuPages
Mo-Ra-Kote;35 Carmine St;;New York;NY;;;;MenuPages
Mobay New York;17 W 125th St;;New York;NY;;;;MenuPages
Mocca;78 Reade St #82;;New York;NY;;;;MenuPages
Mocca78-8;2 Reade St;;New York;NY;;;;MenuPages
Moco Global Dining;516 3rd Ave;Midtown East;New York;NY;Eclectic;;(212-685-3663);"MenuPages; TimeOut"
Moda135 W;E 52nd St;;New York;NY;;;;MenuPages
Moe's Southwest Grill;367 1st Avenue;;New York;NY;;;;MenuPages
Mojito's Bar & Grill;227 E 116th St;;New York;NY;;;;MenuPages
Mole;205 Allen St;;New York;NY;;;;MenuPages
Molly's;287 3rd Ave;Flatiron/U. Sq.;New York;NY;;;;"MenuPages; ActiveDiner; NYTimes"
Molly's28;7 3rd Ave;Flatiron/U. Sq.;New York;NY;;;;"MenuPages; NYTimes"
Molyvos87;1 7th Ave;;New York;NY;;;;MenuPages
Mom's II;15 Avenue D;;New York;NY;;;;MenuPages
Momo Sushi;947 8th Ave;;New York;NY;;;;MenuPages
Momo Sushi (CLOSED);947 8th Ave;;New York;NY;;;;MenuPages
Momokawa;157 E 28th St;Midtown East;New York;NY;Japanese;;(no phone yet);"MenuPages; TimeOut"
Momoya Amsterdam;427 Amsterdam Ave;Upper West Side;New York;NY;Japanese;;(212-580-0007);"MenuPages; TimeOut"
Momoya Chelsea;185 7th Ave;;New York;NY;;;;MenuPages
Moncion Juanita Restaurant;944 Columbus Ave;;New York;NY;;;;MenuPages
Mondello;3 E 37th St;Midtown East;New York;NY;Italian;$$$;(212-753-1447);"MenuPages; DiningGuide; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Monetti's;402 W 42nd St;West Village;New York;NY;;;;"MenuPages; NYMag"
Monte's;97 MacDougal St;West Village;New York;NY;;;;"MenuPages; NYMag"
Montebello;120 E 56th St;Midtown East;New York;NY;Italian;$$$;(212-753-1447);"MenuPages; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Monterone;100 Forsyth St;;New York;NY;;;;MenuPages
Montien90;3rd Ave;;New York;NY;;;;MenuPages
Montparnasse;230 E 51st St;Midtown East;New York;NY;French;;(212-758-6633);"MenuPages; NYMag; TimeOut; SavoryCities; NYTimes"
Mookie's;2065 7th Ave;;New York;NY;;;;MenuPages
Moon Pie Pizzeria;31 Loisaida Ave;;New York;NY;;;;MenuPages
MoonRock Diner;313 W 57th St;;New York;NY;;;;"MenuPages; ActiveDiner"
Moonstruck Diner;400 W 23rd St;;New York;NY;;;;MenuPages
Moonstruck on;2nd Ave;;New York;NY;;;;MenuPages
Moonstruck on Madison;244 Madison Ave;;New York;NY;;;;MenuPages
Moran's;103 Washington St;Chelsea;New York;NY;Seafood;$$$;;"MenuPages; FoodBuzz"
Moran's;146 10th Ave;Chelsea;New York;NY;Seafood;$$$;;"MenuPages; FoodBuzz"
Moran's10;3 Washington St;Chelsea;New York;NY;Seafood;$$$;;"MenuPages; FoodBuzz"
Moran's14;6 10th Ave;Chelsea;New York;NY;Seafood;$$$;;"MenuPages; FoodBuzz"
Morandi21;Waverly Pl;;New York;NY;;;;MenuPages
Morning Star;401 W 57th St;;New York;NY;;;;"MenuPages; ActiveDiner"
Morning Star Cafe;949 2nd Ave;;New York;NY;;;;MenuPages
Morrell Wine Bar & Cafe;1 Rockefeller Plaza 48Th and;Rockefeller Center Midtown;New York;NY;American / Italian;$$$;(212-262-7700);"MenuPages; OpenTable; NYMag; FoodBuzz; TimeOut; SavoryCities; NYTimes"
Mozzarelli's;38 E 23rd St;;New York;NY;;;;MenuPages
Mr. Biggs;596 10th Ave;;New York;NY;;;;MenuPages
Mr. Deng's;365 W 34th St;Chelsea;New York;NY;;;;"MenuPages; NYTimes"
Mr. Deng's (CLOSED);365 W 34th St;;New York;NY;;;;MenuPages
Mr. Dennehy's;63 Carmine St;;New York;NY;;;;MenuPages
Mr. Jones;243 E 14th St;Union Square;New York;NY;Eclectic;;(212-253-7670);"MenuPages; OpenTable; NYMag; TimeOut"
Mr. K's57;0 Lexington Ave;Midtown East;New York;NY;Chinese;$$$;;"MenuPages; FoodBuzz"
Mr. Skewer & Co.;325 Broadway;Financial District;New York;NY;Brazilian / nan;;(212-513-0505);"MenuPages; TimeOut"
Mr. Skewer & Co. (CLOSED);325 Broadway;Financial District;New York;NY;Brazilian / nan;;(212-513-0505);"MenuPages; TimeOut"
Mr. Yamamodo;125 Fulton St;;New York;NY;;;;MenuPages
Mudville;Chambers St;;New York;NY;;;;MenuPages
Mug Bar & Lounge;446 E 13th St;;New York;NY;;;;MenuPages
Mughlai32;Columbus Ave;;New York;NY;;;;MenuPages
Muldoon's;692 3rd Ave;;New York;NY;;;;MenuPages
Mulligan's Pub;267 Madison Ave;;New York;NY;;;;MenuPages
Mumbles;179 3rd Ave;Gramercy;New York;NY;;;;"MenuPages; NYMag"
Mumbles17;9 3rd Ave;Gramercy;New York;NY;;;;"MenuPages; NYMag"
Mumtaz India Restaurant;1493 3rd Ave;Upper East Side;New York;NY;;;;"MenuPages; NYMag; ActiveDiner; NYTimes"
Munchies;179 Essex St;;New York;NY;;;;MenuPages
Murals on;W 54th St;;New York;NY;;;;MenuPages
Murphy & Gonzalez;21 Waverly Pl;;New York;NY;;;;MenuPages
Murphy's Law;417 E 70th St;;New York;NY;;;;"MenuPages; ActiveDiner"
Murphy's Pub;977 2nd Ave;;New York;NY;;;;"MenuPages; ActiveDiner"
Murray;17 Murray Street;;New York;NY;;;;MenuPages
Murray Hill Diner;139 E 33rd St;;New York;NY;;;;MenuPages
Murray's Bagels;242 8th Ave;;New York;NY;;;;MenuPages
Murray's Bagels;500 6th Ave;;New York;NY;;;;"MenuPages; ActiveDiner"
Murray's Cheese;254 Bleecker St;;New York;NY;;;;MenuPages
Murray's Falafel and Grill;261 1st Avenue;;New York;NY;;;;MenuPages
Mustang Grill;1633 2nd Ave;Upper East Side;New York;NY;;;;"MenuPages; DiningGuide; NYMag; ActiveDiner; NYTimes"
Mustang Harry's;352 7th Ave;Midtown West;New York;NY;;;;"MenuPages; NYMag"
Mustang Sally's;324 7th Ave;W. 20s;New York;NY;American;$$;;"MenuPages; NYMag; FoodBuzz; ActiveDiner"
Muzzarella Pizza;221 Avenue A;East Village;New York;NY;Italian: Pizza;;(212-614-0905);"MenuPages; NYMag; TimeOut; NYTimes"
My Daddy's Pizza;77 Pearl St;;New York;NY;;;;MenuPages
My Most Favorite Food;120 W 45th St;Times Square;New York;NY;;;;"MenuPages; NYMag; NYTimes"
My Place Deli;1133 Broadway;;New York;NY;;;;MenuPages
N.Y.C. Gourmet Deli;840 8th Ave;;New York;NY;;;;MenuPages
NY Bagels & Cafe;587 1st Avenue;;New York;NY;;;;MenuPages
NY Imperial Pizza;517 3rd Ave;;New York;NY;;;;MenuPages
NY Kom Tang Soot Bul Kal Bi;32 W 32nd St;;New York;NY;;;;MenuPages
NY Thai Grill & Sushi Bar;37 W 54th St;;New York;NY;;;;MenuPages
Nagomi;179 Prince St;;New York;NY;;;;MenuPages
Naima513 W;W 27th St;;New York;NY;;;;MenuPages
Nam Son;245 Grand St;;New York;NY;;;;MenuPages
Nam Son24;5 Grand St;;New York;NY;;;;MenuPages
Nancy Whiskey Pub;1 Lispenard St;;New York;NY;;;;MenuPages
Nancy's Pig Heaven;1540 2nd Ave;;New York;NY;;;;MenuPages
Naniwa;4 E 46th St;Park Slope;New York;NY;;;;"MenuPages; SavoryCities"
Naniwa4 E;W 46th St;;New York;NY;;;;MenuPages
Nanking;1634 Broadway;;New York;NY;;;;MenuPages
Nanking16;34 Broadway;;New York;NY;;;;MenuPages
Nanni146 E;W 46th St;;New York;NY;;;;MenuPages
Nanoosh;2012 Broadway;;New York;NY;;;;"MenuPages; TimeOut"
Nanoosh20;12 Broadway;;New York;NY;;;;"MenuPages; TimeOut"
Napkin Burger;630 9th Ave;;New York;NY;;;;MenuPages
Naples;Park Ave;Midtown East;New York;NY;;;(212-972-7001);"MenuPages; OpenTable; TimeOut; SavoryCities; NYTimes"
Naples 45;MetLife Building;Midtown East;New York;NY;;;(212-972-7001);"MenuPages; OpenTable; TimeOut; SavoryCities; NYTimes"
Napoleon's Pizzeria;961 2nd Ave;;New York;NY;;;;MenuPages
Nargila Grill;1599 York Ave;;New York;NY;;;;MenuPages
Nasa Pizzeria;471 Lenox Ave;;New York;NY;;;;MenuPages
Nation;12 W 45th St;Midtown West;New York;NY;;;;"MenuPages; NYTimes"
Nation12 W;W 45th St;Midtown West;New York;NY;;;;"MenuPages; NYTimes"
Nations Cafe;875 1st Avenue;Midtown West;New York;NY;;;;"MenuPages; ActiveDiner; NYTimes"
Natsumi22;6 W 50th St;;New York;NY;;;;MenuPages
Naturally Delicious;225 Broadway;;New York;NY;;;;MenuPages
Naturally Tasty;234 5th Ave;Flatiron/U. Sq.;New York;NY;;;;"MenuPages; ActiveDiner; NYTimes"
Naya Mezze & Grill;1057 2nd Ave;Midtown East;New York;NY;Middle Eastern;;(212-319-7777);"MenuPages; NYMag; TimeOut; SavoryCities"
Nectar Coffee Shop;1022 Madison Ave;Upper E. Side;New York;NY;;;;"MenuPages; NYTimes"
Nectar Restaurant;1090 Madison Ave;;New York;NY;;;;MenuPages
Negril Chelsea;362 W 23rd St;Chelsea;New York;NY;Caribbean: Jamaican;;(212-807-6411);"MenuPages; TimeOut"
Neighburrito;127 Rivington St;;New York;NY;;;;MenuPages
Neil's Coffee Shop;961 Lexington Ave;;New York;NY;;;;"MenuPages; ActiveDiner"
Neofytos;1118 Madison Ave;;New York;NY;;;;MenuPages
Neptune;194 1st Avenue;;New York;NY;;;;MenuPages
Neptune19;4 1st Avenue;;New York;NY;;;;MenuPages
Nero D' Avola;46 Gansevoort St;Meatpacking District;New York;NY;;;;"MenuPages; OpenTable"
New Aroma;465 W 125th St;;New York;NY;;;;MenuPages
New Ashiya;167 1st Avenue;;New York;NY;;;;MenuPages
New China;116 9th Ave;;New York;NY;;;;MenuPages
New China V;625 2nd Ave;;New York;NY;;;;"MenuPages; ActiveDiner"
New Chinatown;11 Avenue D;;New York;NY;;;;MenuPages
New Double Dragon;37 1st Avenue;;New York;NY;;;;"MenuPages; ActiveDiner"
New Dragon Kitchen;303 W 116th St;;New York;NY;;;;MenuPages
New Family Mart Deli;36 Avenue A;;New York;NY;;;;MenuPages
New Fresco Tortillas;63 Reade St;;New York;NY;;;;MenuPages
New Fresh Tortillas;413 2nd Ave;;New York;NY;;;;"MenuPages; ActiveDiner"
New Fu On Kitchen;2419 7th Ave;;New York;NY;;;;MenuPages
New Golden;63 Avenue D;;New York;NY;;;;MenuPages
New Golden Chopsticks;77 Pearl St;;New York;NY;;;;MenuPages
New Golden Dragon;398 W 145th St;;New York;NY;;;;MenuPages
New Good Taste;1974A 2nd Ave;;New York;NY;;;;MenuPages
New Happy Garden;1520 Amsterdam Ave;;New York;NY;;;;MenuPages
New Home Sing Restaurant;3355 Broadway;;New York;NY;;;;MenuPages
New Hong Kong Kitchen;1907 Lexington Ave;;New York;NY;;;;MenuPages
New Kam Lai;708 Amsterdam Ave;;New York;NY;;;;MenuPages
New Lantern House;2245 1st Avenue;;New York;NY;;;;MenuPages
New Leaf Cafe;1 Margaret Corbin Dr;Wash Hts/Inwood;New York;NY;American;;(212-568-5323);"MenuPages; NYMag; TimeOut"
New Luck Garden;1954 Amsterdam Ave;;New York;NY;;;;MenuPages
New Pizza Town;2196 Broadway;;New York;NY;;;;MenuPages
New Saigon;59 1st Avenue;;New York;NY;;;;MenuPages
New Samurai;44 Ann St;;New York;NY;;;;MenuPages
New Sicas Pizzeria;78 Rivington St;;New York;NY;;;;MenuPages
New South Wind;21 Division St;Chinatown;New York;NY;;;;"MenuPages; ActiveDiner; NYTimes"
New South Wind (CLOSED);21 Division St;;New York;NY;;;;"MenuPages; ActiveDiner"
New Star;1495 St Nicholas Ave;Harlem;New York;NY;;;;"MenuPages; NYTimes"
New Star Cafe;552 7th Ave;;New York;NY;;;;MenuPages
New Sunny East Restaurant;1680 1st Avenue;;New York;NY;;;;MenuPages
New Taco Express;857 9th Ave;;New York;NY;;;;MenuPages
New Taco Express;130 E 28th St;;New York;NY;;;;MenuPages
New Taco Grill;211 E 14th St;;New York;NY;;;;MenuPages
New Time;1571 Lexington Ave;;New York;NY;;;;MenuPages
New Tu Do;102 Bowery;;New York;NY;;;;MenuPages
New Venus;252 8th Ave;;New York;NY;;;;MenuPages
New Wave;2210 Broadway;;New York;NY;;;;MenuPages
New Wok Hop Co;2923 Frederick Douglass Blvd;;New York;NY;;;;MenuPages
New Wonton Garden;56 Mott St;;New York;NY;;;;"MenuPages; ActiveDiner"
New Yeah Shanghai Deluxe;65 Bayard St;Chinatown;New York;NY;Chinese;;(212-566-4884);"MenuPages; NYMag; TimeOut"
New York Burger Co.;678 6th Ave;;New York;NY;;;;MenuPages
New York Hotdog and Coffee;245 Bleecker St;West Village;New York;NY;Eclectic;;(917-388-2608);"MenuPages; TimeOut"
New York Improv Cafe;318 W 53rd St;;New York;NY;;;;MenuPages
New York King;435 Park Ave S;;New York;NY;;;;MenuPages
New York Kitchen;1812 2nd Ave;;New York;NY;;;;MenuPages
New York Pizza Suprema;413 8th Ave;;New York;NY;;;;MenuPages
New York Super Subs;1812 2nd Ave;;New York;NY;;;;"MenuPages; ActiveDiner"
New York's Delicious Pizza;766 2nd Ave;;New York;NY;;;;MenuPages
New Yoshi;416 W 46th St;;New York;NY;;;;MenuPages
New Yoshi;466 Amsterdam Ave;;New York;NY;;;;MenuPages
News Bar;2 W 19th St;;New York;NY;;;;MenuPages
Next Door;813 W 187th St;Tribeca;New York;NY;Japanese;;(212-334-4445);"MenuPages; TimeOut; NYTimes"
Niamat Kada;124 Lexington Ave;;New York;NY;;;;MenuPages
Nica Trattoria;354 E 84th St;Upper East Side;New York;NY;;;;"MenuPages; NYMag"
Nice Green Bo (fka New Green Bo);66 Bayard St;;New York;NY;;;;MenuPages
