restaurant;addressGoogle;neighborhood;country;country_code;type;cost;phone
Starbucks Coffee;280 Park Ave;;New York;NY;;;
Starbucks Coffee;The Helmsley Building;;New York;NY;;;
Starbucks Coffee;125 Park Ave;;New York;NY;;;
Starbucks Coffee;30 Rockefeller Plaza;;New York;NY;;;
Starbucks Coffee;565 5th Ave;;New York;NY;;;
Starbucks Coffee;1021 3rd Ave;;New York;NY;;;
Starbucks Coffee;41 Union Square W;;New York;NY;;;
Starbucks Coffee;1378 Madison Ave;;New York;NY;;;
Starbucks Coffee;1642 3rd Ave;;New York;NY;;;
Starbucks Coffee;120 E 87th St;;New York;NY;;;
Starbucks Coffee;1515 York Ave;;New York;NY;;;
Starbucks Coffee;1449 2nd Ave;;New York;NY;;;
Starbucks Coffee;444 Columbus Ave;;New York;NY;;;
Starbucks Coffee;1559 2nd Ave;;New York;NY;;;
Starbucks Coffee;684 8th Ave;;New York;NY;;;
Starwich;525 W 42nd St;;New York;NY;;;
Steak & Seafood (Show All);Inside Battery Park;;New York;NY;;;
Steak & Seafood (Show All);885 2nd Ave;;New York;NY;;;
Steak & Seafood (Show All);147 W 43rd St;;New York;NY;;;
Subway;112 John St;;New York;NY;;;
Subway;475 Columbus Ave;;New York;NY;;;
Subway;2458 Broadway;;New York;NY;;;
Subway;124 W 72nd St;;New York;NY;;;
Subway;48 W 125th St;;New York;NY;;;
Subway;578 W 125th St;;New York;NY;;;
Subway;30 Rockefeller Plaza;;New York;NY;;;
Subway;1585 3rd Ave;;New York;NY;;;
Subway;901 6th Ave;;New York;NY;;;
Subway;8 E 41st St;;New York;NY;;;
Subway;1411 2nd Ave;;New York;NY;;;
Subway;237 Park Ave;;New York;NY;;;
Subway;900 Main St;;New York;NY;;;
Subway;29 E 8th St;;New York;NY;;;
Subway;401 8th Ave;;New York;NY;;;
Subway;221 7th Ave;;New York;NY;;;
Subway;106 Greenwich St;;New York;NY;;;
Subway;139 E 47th St;;New York;NY;;;
Subway;89 Worth St;;New York;NY;;;
Subway;705 8th Ave;;New York;NY;;;
Subway;165 Church St;;New York;NY;;;
Subway;561 Amsterdam Ave;;New York;NY;;;
Subway;1776 2nd Ave;;New York;NY;;;
Subway;1171 2nd Ave;;New York;NY;;;
Subway;1613 2nd Ave;;New York;NY;;;
Subway;113 Lafayette St;;New York;NY;;;
Sukhothai West;411 W 42nd St;;New York;NY;;;
Talay Restaurant;701 W 135th St;;New York;NY;;;
Taste D-lite;146 W 72nd St;;New York;NY;;;
Tavern on the Green;1 W 67th St;;New York;NY;;;
Terrace 5;11 W 53rd St;;New York;NY;;;
Texas Texas;1600 Broadway;;New York;NY;;;
The Center Room;20 W 64th St;;New York;NY;;;
The Gamut Bistro & Lounge;102 E 25th St;;New York;NY;;;
The Modern Dining Room;9 W 53rd St;;New York;NY;;;
The Neptune Room;511 Amsterdam Ave;;New York;NY;;;
The Parlour;250 W 86th St;;New York;NY;;;
The Post House;28 E 63rd St;;New York;NY;;;
The Pump Energy Food;113 E 31st St;;New York;NY;;;
The Rainbow Room;30 Rockefeller Plaza;;New York;NY;;;
The Steakhouse at Monkey Bar;60 E 54th St;;New York;NY;;;
The Sugar Bar;254 W 72nd St;;New York;NY;;;
The Terrace In The Sky;Butler Hall;;New York;NY;;;
The View Restaurant;1535 Broadway;;New York;NY;;;
The Water Club;E 30th St;;New York;NY;;;
Trattoria Pesce Pasta;536 9th Ave;;New York;NY;;;
Trattoria Sambuca;20 W 72nd St;;New York;NY;;;
Uncle Nick's West Village;569 Hudson St;;New York;NY;;;
Utsav Festive India;1185 6th Ave #6th;;New York;NY;;;
Vela;55 W 21st St;;New York;NY;;;
Veritas;45 E 20th St;;New York;NY;;;
Vince and Eddie's;212-580-8700 · Expensive;;New York;NY;;;
Vintage Irving;118 E 15th St;;New York;NY;;;
Wakiya;569 Lexington Ave;;New York;NY;;;
Wave Sushi At Caviar Russe;538 Madison Ave;;New York;NY;;;
Wendy's;85 Nassau St;;New York;NY;;;
White Castle;2092 7th Ave;;New York;NY;;;
Windows Over Harlem;163 W 125th St;;New York;NY;;;
Wok N' Roll;705 8th Ave;;New York;NY;;;
Ze Nitln;311 W 48th St;;New York;NY;;;
Zen Palate;34 Union Square E;Union Square;New York;NY;Vegetarian;$;(212-614-9291)
Zocalo at Grand Central;109 E 42nd St;;New York;NY;;;
Zorzi;One East 35th Street;;New York;NY;;;
Amaranth;21 E 62nd St # 1;Upper East Side;New York;NY;;;
Angelo's Coal Oven Pizza;117 W 57th St;Midtown East;New York;NY;;;
Angelo's Coal Oven Pizza;117 W 57th St;Midtown West;New York;NY;;;
Avenue A Sushi;New York;East Village;New York;NY;;;
Avon Bistro;155 East 52nd Street;Midtown East;New York;NY;;;
Bruno Jamais Restaurant Club;24 E 81st St at Madison Ave;Upper East Side;New York;NY;;;
Central Park Boathouse;Central Park Lake at 72nd St;Upper East Side;New York;NY;;;
Docks Oyster Bar & Seafood Grill;2441 Broadway;Midtown East;New York;NY;;;
Docks Oyster Bar & Seafood Grill;2441 Broadway;Upper West Side;New York;NY;;;
Georgia's Eastside BBQ;163 Orchard St;Lower East Side;New York;NY;;;
Gnocco Cucina & Tradizione;337 E 10th St;East Village;New York;NY;;;
Grace's Trattoria;106 W 145th St;Upper East Side;New York;NY;;;
Il Gattopardo;65 W 54th St;Midtown West;New York;NY;;;
Lazzara's Pizza Café;221 W 38th St #7th;Midtown West;New York;NY;;;
Le Zie;172 Seventh Ave btwn 20th and 21st Sts;Chelsea;New York;NY;;;
Luzzo's;211-213 First Ave at 13th St;East Village;New York;NY;;;
Marion's Continental Restaurant and Lounge;Great Jones St;East Village;New York;NY;;;
Montebello;120 E 56th St Ste #610;Midtown East;New York;NY;;;
Negril;362 W 23rd St;Chelsea;New York;NY;;;
Osteria Serafina;38 E 58th St;Midtown East;New York;NY;;;
Palm Court;1 Central Park S;Midtown East;New York;NY;;;
Pasha;31 W 71st St;Upper West Side;New York;NY;;;
Pata Negra;345 East 12th St btwn 1st and 2nd Aves;East Village;New York;NY;;;
Pinch and S’Mac;474 Columbus Ave btwn 82nd and 83rd Sts;Upper West Side;New York;NY;;;
Safran;88 Seventh Ave btwn 15th and 16th Sts;Chelsea;New York;NY;;;
Sake Hana;466 Amsterdam Ave btwn 82nd and 83rd Sts;Upper East Side;New York;NY;;;
Sip Sak;50th Ave;Midtown East;New York;NY;;;
Solex;103 First Ave btwn 6th and 7th Sts;East Village;New York;NY;;;
Stage Deli;1481 2nd Ave;Midtown West;New York;NY;;;
Swifty's;1007 Lexington Ave btwn 72nd and 73rd...;Upper East Side;New York;NY;;;
Terroir;413 E 12th St btwn First Ave and Ave A;East Village;New York;NY;;;
The Prime Grill;12 E 49th St;Midtown East;New York;NY;;;
The Sunburnt Cow;9th Ave;East Village;New York;NY;;;
Tse Yang;34 E 51st St btwn Madison and Park Aves;Midtown East;New York;NY;;;
Tsushima;141 E 47th St;Midtown East;New York;NY;;;
Vespa;1625 Second Ave btwn 84th and 85th Sts;Upper East Side;New York;NY;;;
Wollensky's Grill;201 E 49th St at Third Ave;Midtown East;New York;NY;;;
Woo Chon;8 W 36th St #10;Midtown West;New York;NY;;;
15 East;15 E 15th St;Union Square;New York;NY;Japanese;$$$$;
2 Rivers Bar and ReStaurant;10 Murray Street;;New York;NY;American;;
44;44 W 44th St;Midtown West;New York;NY;American;$$$;
77493;1633 Broadway;Midtown West;New York;NY;American;$$;
A Cafe;973 Columbus Ave;Upper West Side;New York;NY;French;$$$;
Al Bustan Restaurant;827 3rd Ave;Midtown East;New York;NY;Middle Eastern;$$$;
Angelo & Maxies Steakhouse;233 Park Ave S;Midtown West;New York;NY;Steakhouse;$$$;
Angelo's Of Mulberry Street;146 Mulberry St Fl 1;Little Italy;New York;NY;Italian;$$$;
Arezzo;46 W 22nd St;Flatiron;New York;NY;Italian;$$$;
Arturo's Restaurants;106 W Houston St;Greenwich Village;New York;NY;Italian;$;
Au Mandarin;200 Vesey St;Financial District;New York;NY;Chinese;$$;
Aureole;34 E 61st St (Between Park and Madison);Midtown East;New York;NY;American;$$$$$;
Aurora;51 Broome St;SOHO;New York;NY;Italian;$$;
Azucar;939 8th Ave;Midtown West;New York;NY;Cuban / Caribbean: Cuban;$$;(212-262-5354)
Bar Jamon;52 Irving Pl;NY;New York;NY;Spanish;$$$;
Bette;461 W 23rd St;Chelsea;New York;NY;European;$$$;
Blockheads Mexican Diner;954 2nd Ave;Midtown West;New York;NY;Mexican;$;
Blossom;187 9th Ave;;New York;NY;Vegetarian;$$;
Bond 45;154 W 45th St;Midtown West;New York;NY;Italian;$$$;
Brasserie Julien;1420-1422 3rd Ave;Upper East Side;New York;NY;French;$$;
Bricco Ristorante;304 W 56th St;;New York;NY;;;
Bright Food Shop;218 8th Ave;Chelsea;New York;NY;Asian / Eclectic;$;(212-243-4433)
Brother Jimmy's Bbq;1461 1st Avenue;Midtown East;New York;NY;Southern;$;
Burritoville;352 W 39th St;Midtown West;New York;NY;Southwestern;$;
Cafe Blossom;466 Columbus Ave;;New York;NY;nan / Vegetarian & Organic;;(212-875-2600)
Cafe Gray;10 Columbus Cir 3rd Fl;Upper West Side;New York;NY;French;$$$$$;
Cafe St. Barts;Park Ave & E 50th St;Upper East Side;New York;NY;American;$$$;
Caffe Falai;68 Clinton St;SOHO;New York;NY;Italian;$$;
Camino Sur;336 W 37th St;Midtown West;New York;NY;South American;$$$;
Candela;92 2nd Ave;East Village;New York;NY;Cuban;$$;
Casa La Femme North;1076 1st Avenue;Midtown East;New York;NY;African / Middle Eastern: Egyptian;$$$;(212-505-0005)
Casa Mono;125 E 17th St;Gramercy Park;New York;NY;Spanish;$$$;
Cellini Restaurant;65 E 54th St;Midtown East;New York;NY;Italian;$$$;
Central Park Boathouse;Enter on E 72nd St;;New York;NY;;;
Chemist Club Grill;52 E 41st St;Midtown East;New York;NY;American;$$$;
Choshi Restaurant;77 Irving Pl;Greenwich Village;New York;NY;Japanese;$$;
Cinema Cafe On 34th;505 3rd Ave;;New York;NY;;;
Coppola's Pizzeria Restaurant;206 W 79th St;Upper West Side;New York;NY;Italian;$$;
Cosi;53 E 8th St;Greenwich Village;New York;NY;American;$;
Country;90 Madison Ave 2nd Fl;Gramercy Park;New York;NY;American;$$$$;
Crooked Knife;29 E 30th St;Murray Hill;New York;NY;British;$$;
Crumbs Bake Shop;1371 3rd Ave;;New York;NY;nan / Cafés;;(212-673-1500)
Desnuda;122 E 7th St;East Village;New York;NY;Seafood / Eclectic;$$$;(212-254-3515)
Don Giovanni Ristorante;214 Amsterdam Ave;Chelsea;New York;NY;Italian;$;
Elaine's Restaurant;1703 2nd Ave;Upper East Side;New York;NY;American;$$$;
Elephant;58 E 1st St;East Village;New York;NY;French;$$;
Espn Zone;1472 Broadway;Midtown West;New York;NY;American;$;
Fig & Olive Kitchen & Tasting Bar;808 Lexington Ave;Upper East Side;New York;NY;Mediterranean;$$;(212-207-4555)
Fig and Olive Downton;420 W 13th St;Meatpacking District;New York;NY;Mediterranean;$$$;
Florent;69 Gansevoort St;Meatpacking District;New York;NY;American;$;
Franchia Teahouse & Restaurant;12 Park Ave;Murray Hill;New York;NY;Korean;$$;
Frank Restaurant;88 2nd Ave;East Village;New York;NY;Italian;$;
Fred's Restaurant;476 Amsterdam Ave;;New York;NY;;;
Frederick's;8 W 58th St;Midtown West;New York;NY;Asian / Mediterranean;$$$;(212-752-6200)
Fresh;105 Reade St;TriBeCa;New York;NY;Seafood;$$$;(212-406-1900)
Gabriel's Bar & Restaurant;11 W 60th St;Upper West Side;New York;NY;Italian;$$$;(212-956-4600)
Gallaghers;228 W 52nd St;Midtown West;New York;NY;Steakhouse;$$$$;
Gammeeok Restaurant;43 W 32nd St;Midtown West;New York;NY;Korean;$;
Garage Restaurant and Cafe;99 7th Ave;Chelsea;New York;NY;American;$$$;
Gaucho Steak Co.;752 10th Ave;;New York;NY;Argentinean;$$;
Ghenet Restaurant;284 Mulberry St;NoLita;New York;NY;African;$;
Good;89 Greenwich St;West Village;New York;NY;American / Chinese;$$;(212-577-2922)
Grey Dog's Coffee Ltd;33 Carmine St;Greenwich Village;New York;NY;American;$;
Grifone Restaurant;244 E 46th St;Midtown East;New York;NY;Italian;$$$;
Gyu-Kaku Japanese;34 Cooper Sq;East Village;New York;NY;Japanese;$$;
Haru Japanese;205 W 43rd St;Midtown West;New York;NY;Japanese;$$;
Haru-Park Ave.;280 Park Ave;Flatiron;New York;NY;Sushi;$$;
Hedeh;57 Great Jones St;NoLita;New York;NY;Sushi / Japanese;$$$;(212-473-8458)
Houston's Restaurant;153 E 53rd St;Midtown East;New York;NY;American;$$;
Hsf;46 Bowery;Chinatown;New York;NY;Chinese;$;
Hunan Park Restaurant;235 Columbus Ave;;New York;NY;;;
Inn LW12;7 9th Ave;Meatpacking District;New York;NY;British;$$$;
Jacks Bar and Restaurant;147 W 40th St;Theater;New York;NY;American;$$$;
Jaipur's;1007 2nd Ave;Midtown East;New York;NY;Indian;$;(212-371-3330)
Jerry's;101 Prince St;SOHO;New York;NY;American;$$;
Joe's Shanghai Restaurant;St Pell St Fl 1;Midtown West;New York;NY;Chinese;$;
Joseph's Restaurant;Hanover Square;Wall Street;New York;NY;Italian;$$$;
Kampuchea;78 Rivington St;;New York;NY;Cambodian;;
Kang Such Restaurant;1250 Broadway;Midtown West;New York;NY;Korean;$$;
Kinoko Japanese Restaurant;165 W 72nd St;;New York;NY;Japanese;$$;
Kuma Inn;113 Ludlow St;Lower East Side;New York;NY;Southeast Asian;$$;
Kuruma Zushi;7 E 47th St 2nd Fl;Midtown East;New York;NY;Sushi;$$$$$;
Kwik Meal;Food Cart;Theater;New York;NY;Middle Eastern;$;
L'Impero - CLOSED;45 Tudor City Pl;Midtown East;New York;NY;Italian;$$$$;
Land Thai Kitchen;1565 2nd Ave;;New York;NY;;;
Landmarc;10 Columbus Cir 3rd floor;Upper West Side;New York;NY;French;$$$;
Little Owl;90 Bedford St;West Village;New York;NY;American;$$$;
Loft;505 Columbus Ave;Upper West Side;New York;NY;Mediterranean;$$;
London Bar;151 W 54th St;Midtown West;New York;NY;French;$$$$;
Lure;142 Mercer St;SOHO;New York;NY;Seafood;$$$$;
Mangia;50 W 57th St Fl 1;Midtown East;New York;NY;Italian;$;
Mary Anns Mexican Restaurant;1503 2nd Ave;;New York;NY;;;
Metropol;234 West 4th Street;Greenwich Village;New York;NY;French;$$$;
Mexican Radio;250 Mulberry St;NoLita;New York;NY;Mexican;$$;
Michael Jordan's The Steakhouse N.Y.C.;89 E 42nd St;Midtown East;New York;NY;Steakhouse;$$$;
Midtown;155 E 55th St;Midtown East;New York;NY;American;$;
Mobay Uptown Restaurant & Barbecue;17 W 125th St;Harlem;New York;NY;Caribbean;$;
Montrachet - CLOSED;239 W Broadway;West Village;New York;NY;French;$$$$;
Moran's;146 Amsterdam Ave;Chelsea;New York;NY;Seafood;$$$;
Morton's;The Steakhouse, 551 Fifth Ave;Midtown East;New York;NY;Seafood;$$$$;
Moustache;90 Bedford St;West Village;New York;NY;Middle Eastern;$;
Mr. K's;570 Lexington Ave;Midtown East;New York;NY;Chinese;$$$;
Mrs Lee & Shabu Shabu Wok;121 University Pl;West Village;New York;NY;Asian;$;
Nebraska Beef;15 Stone St;Wall Street;New York;NY;Steakhouse;$$$$;
New York Noodle Town;28 Bowery;SOHO;New York;NY;Asian / Chinese;$;(212-349-0923)
North Square Restaurant and Lounge;103 Waverly Pl;Greenwich Village;New York;NY;American;$$$$;
Ollie's Restaurant;1991 Broadway;Upper West Side;New York;NY;Chinese;$;
One Little West 12;1 Little W 12th St;Meatpacking District;New York;NY;American;$$;
Ostia Tapeo;113 7th Ave S;Greenwich Village;New York;NY;Small Plates;$$;
Park;118 10th Ave;Chelsea;New York;NY;Mediterranean;$$$;
Paul's Da Burger Joint;131 2nd Ave;East Village;New York;NY;American;$$;
Peanut Butter & Co.;240 Sullivan Pl;;New York;NY;;;
Peasant;194 Elizabeth St;NoLita;New York;NY;Italian;$$$;(212-965-9511)
Per Se;10 Columbus Circle, 4th Fl (60th St);Upper West Side;New York;NY;American;$$$$$;
Petite Abeille;400 W 14th St;Chelsea;New York;NY;Belgian;$;
Pho Bang Restaurant Inc;Pike St;Chinatown;New York;NY;Asian;$;
Piccolo Ristorante;226 3rd Ave;Chelsea;New York;NY;Mediterranean;$$;
Pinch;416 Park Ave S;Gramercy Park;New York;NY;Pizza;$;
Pinkberry Frozen Yogurt;240 E 82nd St;;New York;NY;Dessert;;
Pizza 33;171 W 23rd St;Chelsea;New York;NY;Pizza;$;
Poke;343 E 85th St;;New York;NY;Sushi;$$;
Porters New York;216 7th Ave;Chelsea;New York;NY;American;$$;
P’ONG;150 W 10th St;;New York;NY;Continental;$$$;
Radio Perfecto;190 Avenue B;East Village;New York;NY;American;$$;(212-477-3366)
Rainbow Room;30 Rockefeller Plaza 65th floor;Midtown West;New York;NY;Italian;$$$$;
Red Cat;227 Amsterdam Ave;Chelsea;New York;NY;American;$$$;
Rice;277 Mott St;NoLita;New York;NY;International;$;
Rock Center Cafe;2 W 50th St;Midtown West;New York;NY;American;$$$;
Roppongi Restaurant;200 W 81st St;Upper West Side;New York;NY;Sushi;$$;
Rosa Mexicano - First Avenue;1063 1st Avenue;Midtown East;New York;NY;Mexican;$$$;
Roy's;130 Washington St;TriBeCa;New York;NY;Fusion;$$$;
Ruby Foo's Times Square;1626 Broadway;Midtown West;New York;NY;Pan-Asian;$$$;
Sanctuary T;337 W Broadway;SOHO;New York;NY;Continental;$$$;
Schiller's Restaurant;131 Rivington St;Lower East Side;New York;NY;International;$$;
Son Cubano;361 Greenwich St;Meatpacking District;New York;NY;Cuban;$$$;
Sui;54 Spring St;Lower East Side;New York;NY;Japanese;$$$;
Swing 46;349 W 46th St;Theater;New York;NY;American;$$$;
Tasting Room;72 E 1st St;East Village;New York;NY;American;$$$;
Tavern on the Green;Central Park West;;New York;NY;;;
Tequila's Chito's Mexican Bar & Grill;358 W 23rd St;Chelsea;New York;NY;Mexican;$$;
Teresa's;103 1st Avenue;East Village;New York;NY;Polish;$;
Terrace In The Sky;400 W 119th St;Upper West Side;New York;NY;French;$$;
The Mezzanine Restaurant;235 W 46th St;Theater;New York;NY;Mediterranean;$$;
The Pink Tea Cup;42 Grove St;West Village;New York;NY;Southern / American Regional;$;(212-807-6755)
Tia Pol;205 Amsterdam Ave;Chelsea;New York;NY;Spanish;$$;
Tong;39 E 13th St;;New York;NY;Thai;$$$;
Two Boots Lower East Side;384 Grand St;Lower East Side;New York;NY;Pizza;$;
Two Boots Rock Center;30 Rockefeller Plaza;Midtown West;New York;NY;Pizza;$;
Two Boots To Go West;201 W 11th St;West Village;New York;NY;Pizza;$;
Upstairs;130 W Broadway 2nd Fl;TriBeCa;New York;NY;International;$$$;
Uskudar Turkish Restaurantt;1405 2nd Ave;Upper East Side;New York;NY;Middle Eastern;$$;
Utsav;1185 6th Ave 2nd Fl;Midtown West;New York;NY;Indian;$$$;
Veselka Restaurant;144 2nd Ave;East Village;New York;NY;American;$;
Vespa Cibobouno;1625 2nd Ave;;New York;NY;nan / Italian;;(212-472-2050)
Vincent's Restaurant;119 Mott St;Little Italy;New York;NY;Italian;$$;
Wildwood BBQ;225 Park Ave S;Gramercy Park;New York;NY;Barbecue;$$$;
Wogies Restaurant;39 Greenwich Ave;West Village;New York;NY;American;$;
Wolfgang's Steakhouse;4 Park Ave;Murray Hill;New York;NY;Steakhouse;$$$$;
Wollensky's Grill;205 E 49th St;Midtown East;New York;NY;American;$$$;
Xing;785 9th Ave;Midtown West;New York;NY;Asian;$$$;
Yakitori Totto;251 W 55th St 2nd fl;Midtown West;New York;NY;Japanese;$$$;
Yozakura Kushiyaki Bar;168 Ludlow St;Lower East Side;New York;NY;Japanese;$;
Za3calo;174 E 82nd St;Upper East Side;New York;NY;Mexican;$$;
earth NYC;116A 10th Ave;Chelsea;New York;NY;Asian;$$;
100 Finest Pizza & Restaurant Inc;103 W 110th St;;New York;NY;;;
100 Kenmare Food Corp;100 Kenmare St;;New York;NY;;;
100 Park KNC Inc;100 Park Ave;;New York;NY;;;
101 Audubon Grocery;101 Audubon Ave;;New York;NY;;;
101 Donut Shop;101 W 23rd St;;New York;NY;;;
1020 Amsterdam Corporation;1020 Amsterdam Ave;;New York;NY;;;
103 Deli & Grocery Inc;2711 Broadway;;New York;NY;;;
103 Second Restaurant;230 E 9th St;;New York;NY;;;
107 West Restaurant;811 W 187th St;;New York;NY;;;
107 West Restaurant;2787 Broadway;;New York;NY;;;
108 Mini Cafe;196 W 108th St;;New York;NY;;;
10th AV Farms Inc;460 W 34th St;;New York;NY;;;
10th Avenue Pizza & Deli Inc;256 10th Ave;;New York;NY;;;
10th Avenue Restaurant Deli;764 10th Ave;;New York;NY;;;
1131 Lexington Grocery Corporation;1131 Lexington Ave;;New York;NY;;;
119 Bar;119 E 15th St;;New York;NY;;;
119 Bar;17 Irving Pl;;New York;NY;;;
11th Ave Health Food Ktchn Deli;610 11th Ave;;New York;NY;;;
122 Deli Grocery;147 Sherman Ave;;New York;NY;;;
123 Greetings.Com Inc;1674 Broadway;;New York;NY;;;
128 Madison Avenue Chinese Restaurant;128 Madison Ave;;New York;NY;;;
130 Water Gourmet Farm Inc;79 Pine St;;New York;NY;;;
1316 Food Inc;1316 5th Ave;;New York;NY;;;
132 Deli Inc;132 E 31st St;;New York;NY;;;
1363 Stir;1363 1st Avenue;;New York;NY;;;
1363 Stir;Tapas;;New York;NY;;;
137 Broadway Chinese Rest;3371 Broadway;;New York;NY;;;
14 St Fruit & Vegetable;154 W 14th St;;New York;NY;;;
14 Wall St Restaurant;14 Wall St;;New York;NY;;;
1420 Broadway Deli Inc;1420 Broadway;;New York;NY;;;
144 Deli;142 W 49th St;;New York;NY;;;
1455 York Delicatessen CO;433 E 80th St;;New York;NY;;;
15 Penn Plaza Corporation;401 7th Ave;;New York;NY;;;
154 Chelsea Deli Corp;154 7th Ave;;New York;NY;;;
157 West 33 Gourmet Deli;157 W 33rd St;;New York;NY;;;
162 First Avenue Corporation;162 1st Avenue;;New York;NY;;;
163 First Avenue Restaurant;163 1st Avenue;;New York;NY;;;
1631 Panda Kitchen Inc;1631 2nd Ave;;New York;NY;;;
1641 2nd Avenue Restaurant Inc;1641 2nd Ave;;New York;NY;;;
1657 Broadway Deli Ltd;1657 Broadway;;New York;NY;;;
168 E 116 Restaurant Corporation;168 E 116th St;;New York;NY;;;
17 Battery Park Cafe;17 Battery Pl Floor 1;;New York;NY;;;
17 Murray St Restaurant;17 Murray Street;;New York;NY;;;
180 Broadway Cafe;180 Broadway;;New York;NY;;;
181 Janlo Co;4259 Broadway;;New York;NY;;;
1849;183 Bleecker St;;New York;NY;;;
1978 Convenience Espress;1978 1st Avenue;;New York;NY;;;
1991 Small Fish;1991 Broadway;;New York;NY;;;
1994 Sss Corp;901 6th Ave;;New York;NY;;;
19th Street Food Extravaganza;51 W 19th St #1;;New York;NY;;;
1st Avenue Grocery & Deli;2239 1st Avenue;;New York;NY;;;
2 Rivers Restaurant and Bar;10 Murray Street;;New York;NY;;;
2 Seven 7;2 Seven 7;;New York;NY;;;
2 Seven 7;277 Church St;;New York;NY;;;
20 Mott St Restaurant;20 Mott St #1;;New York;NY;;;
2020;20 Warren St;;New York;NY;;;
2026 China King;2026 Lexington Ave;;New York;NY;;;
206 East 60ST Corporation;204 E 60th St;;New York;NY;;;
207 Grocery Store Corporation;528 W 207th St;;New York;NY;;;
21 Club Restaurant;145 W 45th St #601;;New York;NY;;;
211 New Taco Grill;211 E 14th St;;New York;NY;;;
212 Fukumatsu Restaurant;212 E 52nd St;;New York;NY;;;
212 RESTAURANT;133 E 65th St;;New York;NY;;;
213 Grand St Gourmet Inc;213 Grand St;;New York;NY;;;
213 Park Ave South Deli;213 Park Ave S;;New York;NY;;;
2176 Grocery & Deli;2176 2nd Ave;;New York;NY;;;
21st Century Training Center;541 6th Ave;;New York;NY;;;
224 Avenue B Inc;224 Avenue B;;New York;NY;;;
2252 5 Avenue Grocery;2252 5th Ave;;New York;NY;;;
23 Lexington Inc;23 Lexington Ave;;New York;NY;;;
235 9 Av;235 9th Ave;;New York;NY;;;
236 Columbus Farm Corporation;236 Columbus Ave;;New York;NY;;;
238 Madison Bistro;238 Madison Ave;;New York;NY;;;
23rd St Food Plus;67 W 23rd St;;New York;NY;;;
24 8;240 Mulberry St;;New York;NY;;;
24 Deli Dot Com;262 W 38th St #1406;;New York;NY;;;
2413 Adam Clayton Powell Jr Grocery Inc;2413 Adam Clayton Powell Jr Blvd;;New York;NY;;;
243 Deli Grocery;243 Mulberry St;;New York;NY;;;
2561 Corp;2455 Broadway;;New York;NY;;;
26 St Deli;132 W 26th St;;New York;NY;;;
